REGION,TECHNOLOGY,STORAGE,FUEL,EMISSION,SEASON,DAYTYPE,DAILYTIMEBRACKET,TIMESLICE,MODE_OF_OPERATION,YEAR,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,NewStorageCapacity,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,SalvageValueStorage,StorageLevelChronoDayStart,StorageLevelDayTypeFinish,StorageLevelYearStart,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
REGION1,BATTERY,,,,,103,,,,2045,,,,,,,,,,,,,,,,,,,,,,145.2709749548601,,,,,,,
REGION1,BATTERY,,,,,103,,,,2046,,,,,,,,,,,,,,,,,,,,,,137.15326040422244,,,,,,,
REGION1,BATTERY,,,,,103,,,,2047,,,,,,,,,,,,,,,,,,,,,,119.32126833592568,,,,,,,
REGION1,BATTERY,,,,,103,,,,2048,,,,,,,,,,,,,,,,,,,,,,94.74249018970464,,,,,,,
REGION1,BATTERY,,,,,103,,,,2049,,,,,,,,,,,,,,,,,,,,,,63.5338718249492,,,,,,,
REGION1,BATTERY,,,,,103,,,,2050,,,,,,,,,,,,,,,,,,,,,,25.821203268666974,,,,,,,
REGION1,BATTERY,,,,,104,,,,2021,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2022,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2023,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2024,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2025,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2026,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2027,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2028,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2029,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2030,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2031,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2032,,,,,,,,,,,,,,,,,,,,,,0.2120044946664576,,,,,,,
REGION1,BATTERY,,,,,104,,,,2033,,,,,,,,,,,,,,,,,,,,,,0.1051888281668456,,,,,,,
REGION1,BATTERY,,,,,104,,,,2034,,,,,,,,,,,,,,,,,,,,,,0.3434603404830772,,,,,,,
REGION1,BATTERY,,,,,104,,,,2035,,,,,,,,,,,,,,,,,,,,,,0.7692646684230123,,,,,,,
REGION1,BATTERY,,,,,104,,,,2036,,,,,,,,,,,,,,,,,,,,,,0.9940055203575352,,,,,,,
REGION1,BATTERY,,,,,104,,,,2037,,,,,,,,,,,,,,,,,,,,,,1.2245579924151393,,,,,,,
