transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
9546,L1101,QC,Québec,HQT,1,ac,13.75,8.488,65.94,40.704,120,,,,,,,3,107,118,,QC_TMP_DSS,,QC_INM_SWS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9547,L1101,QC,Québec,HQT,1,ac,18.15,11.204,65.94,40.704,120,,,,,,,3,107,118,,QC_ERC_ISS,,QC_INM_SWS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9548,L1101,QC,Québec,HQT,1,ac,4.4,2.716,65.94,40.704,120,,,,,,,3,107,118,,QC_INM_SWS,,QC_BUC_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9549,L1101,QC,Québec,HQT,1,ac,11.4,7.037,65.94,40.704,120,,,,,,,3,107,118,,QC_BUC_DSS,,QC_FPS_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9550,L1101,QC,Québec,HQT,1,ac,1.14,0.704,65.94,40.704,120,,,,,,,3,107,118,,QC_FPS_ISS,,QC_THU_DSS,Thurso renamed to Thurso-Papineau,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9551,L1101,QC,Québec,HQT,1,ac,17.1,10.556,65.94,40.704,120,,,,,,,3,107,118,,QC_THU_DSS,,QC_PTN_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9552,L1102,QC,Québec,HQT,1,ac,3.85,2.377,4.4,2.716,120,,,,,,,3,107,118,,QC_TRN_DSS,,QC_GAT_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9553,L1102,QC,Québec,HQT,1,ac,0.55,0.34,4.4,2.716,120,,,,,,,3,107,118,,QC_GAT_DSS,,QC_BGT_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9554,L1103,QC,Québec,HQT,1,ac,4.4,2.716,4.4,2.716,120,,,,,,,3,107,118,,QC_TRN_DSS,,QC_BGT_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9555,L1104,QC,Québec,HQT,1,ac,4.4,2.716,34.04,21.012,120,,,,,,,3,107,118,,QC_INM_SWS,,QC_BUC_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9556,L1104,QC,Québec,HQT,1,ac,11.4,7.037,34.04,21.012,120,,,,,,,3,107,118,,QC_BUC_DSS,,QC_FPS_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9557,L1104,QC,Québec,HQT,1,ac,1.14,0.704,34.04,21.012,120,,,,,,,3,107,118,,QC_FPS_ISS,,QC_THU_DSS,Thurso renamed to Thurso-Papineau,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9558,L1104,QC,Québec,HQT,1,ac,17.1,10.556,34.04,21.012,120,,,,,,,3,107,118,,QC_THU_DSS,,QC_PTN_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9559,L1105,QC,Québec,HQT,1,ac,1.65,1.019,6.82,4.21,120,,,,,,,3,107,118,,QC_CHL_GSS,,QC_RPF_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9560,L1105,QC,Québec,HQT,1,ac,0.22,0.136,6.82,4.21,120,,,,,,,3,107,118,,QC_RPF_GSS,,QC_LMB_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9561,L1105,QC,Québec,HQT,1,ac,4.95,3.056,6.82,4.21,120,,,,,,,3,107,118,,QC_LMB_DSS,,QC_TRN_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9562,L1106,QC,Québec,HQT,1,ac,4.4,2.716,4.4,2.716,120,,,,,,,3,107,118,,QC_TRN_DSS,,QC_BGT_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9563,L1107,QC,Québec,HQT,1,ac,22.8,14.074,22.8,14.074,120,,,,,,,3,107,118,,QC_RPF_GSS,,QC_WKF_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9564,L1108,QC,Québec,HQT,1,ac,22.8,14.074,34.2,21.111,120,,,,,,,3,107,118,,QC_RPF_GSS,,QC_WKF_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9565,L1108,QC,Québec,HQT,1,ac,11.4,7.037,34.2,21.111,120,,,,,,,3,107,118,,QC_WKF_DSS,,QC_PAU_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9566,L1109,QC,Québec,HQT,1,ac,3.3,2.037,3.3,2.037,120,,,,,,,3,107,118,,QC_LUC_SWS,,QC_GAM_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9567,L1110,QC,Québec,HQT,1,ac,2.28,1.407,2.28,1.407,120,,,,,,,3,107,118,,QC_CDX_DSS,,QC_BRY_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9568,L1111,QC,Québec,HQT,1,ac,28.5,17.593,28.5,17.593,120,,,,,,,3,107,118,,QC_PTN_TSS,,QC_CAL_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9569,L1112,QC,Québec,HQT,1,ac,17.1,10.556,17.1,10.556,120,,,,,,,3,107,118,,QC_MLR_DSS,,QC_LDI_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9570,L1113,QC,Québec,HQT,1,ac,28.5,17.593,28.5,17.593,120,,,,,,,3,107,118,,QC_LUC_SWS,,QC_QUY_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9571,L1114,QC,Québec,HQT,1,ac,1.65,1.019,1.65,1.019,120,,,,,,,3,107,118,,QC_RPF_GSS,,QC_CHL_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9572,L1115,QC,Québec,HQT,1,ac,7.7,4.753,7.7,4.753,120,,,,,,,3,107,118,,QC_GLN_DSS,,QC_LUC_SWS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9573,L1116,QC,Québec,HQT,1,ac,1.65,1.019,2.25,1.389,120,,,,,,,3,107,118,,QC_VTR_DSS,,QC_HL2_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9574,L1116,QC,Québec,HQT,1,ac,0.6,0.37,2.25,1.389,120,,,,,,,3,107,118,,QC_HL2_GSS,,QC_DOH_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9575,L1117,QC,Québec,HQT,1,ac,18.375,11.343,36.75,22.685,120,,,,,,,3,107,118,,QC_RIG_DSS,,QC_VDS_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9576,L1117,QC,Québec,HQT,1,ac,18.375,11.343,36.75,22.685,120,,,,,,,3,107,118,,QC_VDS_DSS,,QC_DRN_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9577,L1118,QC,Québec,HQT,1,ac,7.875,4.861,59.55,36.759,120,,,,,,,3,107,118,,QC_LCT_DSS,,QC_SGL_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9578,L1118,QC,Québec,HQT,1,ac,28.875,17.824,59.55,36.759,120,,,,,,,3,107,118,,QC_SGL_ISS,,QC_LAF_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9579,L1118,QC,Québec,HQT,1,ac,22.8,14.074,59.55,36.759,120,,,,,,,3,107,118,,QC_CAL_DSS,,QC_LCT_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9580,L1119,QC,Québec,HQT,1,ac,18.375,11.343,44.625,27.546,120,,,,,,,3,107,118,,QC_LAF_TSS,,QC_PAQ_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9581,L1119,QC,Québec,HQT,1,ac,26.25,16.204,44.625,27.546,120,,,,,,,3,107,118,,QC_PAQ_DSS,,QC_SLI_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9582,L1121,QC,Québec,HQT,1,ac,26.25,16.204,70.875,43.75,120,,,,,,,3,107,118,,QC_LAF_TSS,,QC_LCT_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9583,L1121,QC,Québec,HQT,1,ac,18.375,11.343,70.875,43.75,120,,,,,,,3,107,118,,QC_LAF_TSS,,QC_PAQ_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9584,L1121,QC,Québec,HQT,1,ac,26.25,16.204,70.875,43.75,120,,,,,,,3,107,118,,QC_PAQ_DSS,,QC_SLI_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9585,L1122,QC,Québec,HQT,1,ac,5.25,3.241,19.425,11.991,120,,,,,,,3,107,118,,QC_PAQ_DSS,,QC_ARB_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9586,L1122,QC,Québec,HQT,1,ac,2.625,1.62,19.425,11.991,120,,,,,,,3,107,118,,QC_ARB_DSS,,QC_SJR_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9587,L1122,QC,Québec,HQT,1,ac,2.625,1.62,19.425,11.991,120,,,,,,,3,107,118,,QC_SJR_DSS,,QC_CGP_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9588,L1122,QC,Québec,HQT,1,ac,1.05,0.648,19.425,11.991,120,,,,,,,3,107,118,,QC_CGP_ISS,,QC_ROL_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9589,L1122,QC,Québec,HQT,1,ac,7.875,4.861,19.425,11.991,120,,,,,,,3,107,118,,QC_ROL_DSS,,QC_LAF_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9590,L1123,QC,Québec,HQT,1,ac,28.5,17.593,59.28,36.593,120,,,,,,,3,107,118,,QC_NDL_DSS,,QC_HIF_GSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9591,L1123,QC,Québec,HQT,1,ac,30.78,19,59.28,36.593,120,,,,,,,3,107,118,,QC_HIF_GSS,,QC_MSN_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9592,L1124,QC,Québec,HQT,1,ac,26.25,16.204,26.25,16.204,120,,,,,,,3,107,118,,QC_CTC_DSS,,QC_SOR_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9593,L1125,QC,Québec,HQT,1,ac,39.9,24.63,39.9,24.63,120,,,,,,,3,107,118,,QC_NDL_DSS,,QC_LDI_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9594,L1126,QC,Québec,HQT,1,ac,5.25,3.241,5.25,3.241,120,,,,,,,3,107,118,,QC_LCT_DSS,,QC_SGL_ISS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9595,L1127,QC,Québec,HQT,1,ac,10.5,6.481,44.625,27.546,120,,,,,,,3,107,118,,QC_SSA_DSS,,QC_DOG_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9596,L1127,QC,Québec,HQT,1,ac,15.75,9.722,44.625,27.546,120,,,,,,,3,107,118,,QC_DOG_DSS,,QC_PAQ_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9597,L1127,QC,Québec,HQT,1,ac,18.375,11.343,44.625,27.546,120,,,,,,,3,107,118,,QC_PAQ_DSS,,QC_LAF_TSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
9598,L1128,QC,Québec,HQT,1,ac,18.375,11.343,52.5,32.407,120,,,,,,,3,107,118,,QC_SAG_DSS,,QC_DOG_DSS,,"circuit_id:373, owner:373, planning_rgn:None, num_of_circuits:391, current:None, line_segment_length_km:391, line_segment_length_mi:391, line_length_km:391, line_length_mi:391, voltage:373, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:391, ending_node_code:None, other_references:None, notes:None"
