transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
9447,A1P,SK,Saskatchewan,Saskpower,1,ac,110,67.901,110,67.901,138,,,,,,,2.63,123,137,,SK_ASS_DSS,,SK_PQA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9448,A1R,SK,Saskatchewan,Saskpower,1,ac,120,74.074,120,74.074,230,,,,,,,2.48,332,359,,SK_ASS_DSS,,SK_RUC_DSS,A1R + R1S previously referred to as A1S,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9449,B10T,SK,Saskatchewan,Saskpower,1,ac,10,6.173,10,6.173,230,,,,,,,3,150,150,,SK_BDM_GSS,,XX_SKUS1_INT,Reported capacities are export capacities only,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:169, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:370, notes:None"
9450,B1K,SK,Saskatchewan,Saskpower,1,ac,140,86.42,140,86.42,230,,,,,,,2.24,300,325,,SK_BDM_GSS,,SK_KDY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9451,B1L,SK,Saskatchewan,Saskpower,1,ac,150,92.593,150,92.593,230,,,,,,,2.14,287,310,,SK_BRA_DSS,,SK_LDM_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9452,B1P,SK,Saskatchewan,Saskpower,1,ac,65,40.123,65,40.123,138,,,,,,,3,141,156,,SK_BTY_DSS,,SK_PRA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9453,B1Q,SK,Saskatchewan,Saskpower,1,ac,180,111.111,180,111.111,230,,,,,,,1.9,254,275,,SK_QEB_GSS,,SK_BTY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9454,B1W,SK,Saskatchewan,Saskpower,1,ac,130,80.247,130,80.247,138,,,,,,,2.35,111,122,,SK_WLV_DSS,,SK_BTY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9455,B2N,SK,Saskatchewan,Saskpower,1,ac,5,3.086,5,3.086,138,,,,,,,3,141,156,,SK_BRA_DSS,,SK_BFD_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9456,B2P,SK,Saskatchewan,Saskpower,1,ac,65,40.123,65,40.123,138,,,,,,,3,141,156,,SK_BTY_DSS,,SK_PRA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9457,B2Q,SK,Saskatchewan,Saskpower,1,ac,180,111.111,180,111.111,230,,,,,,,1.9,254,275,,SK_QEB_GSS,,SK_BTY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9458,B2R,SK,Saskatchewan,Saskpower,1,ac,210,129.63,210,129.63,230,,,,,,,1.71,230,249,,SK_REG_DSS,,SK_BDM_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9459,B2T,SK,Saskatchewan,Saskpower,1,ac,55,33.951,55,33.951,138,,,,,,,3,141,156,,SK_BTY_DSS,,SK_TSD_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9460,B2W,SK,Saskatchewan,Saskpower,1,ac,95,58.642,95,58.642,138,,,,,,,2.89,136,150,,SK_WEY_DSS,,SK_BDM_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9461,B3P,SK,Saskatchewan,Saskpower,1,ac,130,80.247,130,80.247,138,,,,,,,2.35,111,122,,SK_BDM_GSS,,SK_PBL_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9462,B3R,SK,Saskatchewan,Saskpower,1,ac,210,129.63,210,129.63,230,,,,,,,1.71,230,249,,SK_REG_DSS,,SK_BDM_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9463,B4P,SK,Saskatchewan,Saskpower,1,ac,65,40.123,65,40.123,138,,,,,,,3,141,156,,SK_BTY_DSS,,SK_SNT_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9464,B6P,SK,Saskatchewan,Saskpower,1,ac,15,9.259,15,9.259,138,,,,,,,3,141,156,,SK_PQA_DSS,,SK_BLP_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9465,B71T,SK,Saskatchewan,SaskPower,1,ac,30,18.519,30,18.519,230,,,,,,,3,402,435,,SK_TTL_DSS,,PP_MBSK4_IPT,Operational in 2021,"circuit_id:171, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:171, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:361, ending_node_code:None, other_references:None, notes:None"
9466,BR11,SK,Saskatchewan,Saskpower,1,ac,170,104.938,170,104.938,230,,,,,,,1.97,264,286,,SK_BRA_DSS,,SK_MDL_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9467,C1B,SK,Saskatchewan,Saskpower,1,ac,90,55.556,90,55.556,230,,,,,,,3,402,435,,SK_BTY_DSS,,SK_CDT_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9468,C1E,SK,Saskatchewan,Saskpower,1,ac,200,123.457,200,123.457,138,,,,,,,1.77,83,92,,SK_CCK_GSS,,SK_ERM_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9469,C1H,SK,Saskatchewan,Saskpower,1,ac,20,12.346,20,12.346,138,,,,,,,3,141,156,,SK_CCK_GSS,,SK_HWD_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9470,C1P,SK,Saskatchewan,Saskpower,1,ac,60,37.037,160,98.765,138,,,,,,,2.05,96,107,,SK_RVH_GSS,,SK_CCK_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9471,C1P,SK,Saskatchewan,Saskpower,1,ac,100,61.728,160,98.765,138,,,,,,,2.05,96,107,,SK_PQA_DSS,,SK_RVH_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9472,C1Q,SK,Saskatchewan,Saskpower,1,ac,110,67.901,110,67.901,138,,,,,,,2.63,123,137,,SK_CCK_GSS,,SK_QEB_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9473,C1S,SK,Saskatchewan,Saskpower,1,ac,140,86.42,140,86.42,230,,,,,,,2.24,300,325,,SK_SWC_DSS,,SK_CCK_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9474,C1W,SK,Saskatchewan,Saskpower,1,ac,130,80.247,130,80.247,138,,,,,,,2.35,111,122,,SK_CND_DSS,,SK_WLV_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9475,C2B,SK,Saskatchewan,Saskpower,1,ac,90,55.556,90,55.556,230,,,,,,,3,402,435,,SK_BTY_DSS,,SK_CDT_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9476,C2Q,SK,Saskatchewan,Saskpower,1,ac,250,154.321,250,154.321,230,,,,,,,1.53,205,222,,SK_CND_DSS,,SK_QEB_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9477,C3B,SK,Saskatchewan,Saskpower,1,ac,210,129.63,210,129.63,230,,,,,,,1.71,230,249,,SK_CCK_GSS,,SK_BRA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9478,E1L,SK,Saskatchewan,Saskpower,1,ac,70,43.21,70,43.21,138,,,,,,,3,141,156,,SK_ERM_GSS,,SK_LDS_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9479,E2B,SK,Saskatchewan,Saskpower,1,ac,160,98.765,160,98.765,230,,,,,,,2.05,275,297,,SK_BTY_DSS,,SK_EBC_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9480,E2C,SK,Saskatchewan,Saskpower,1,ac,70,43.21,70,43.21,230,,,,,,,3,402,435,,SK_CDT_DSS,,SK_EBC_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9481,I1K,SK,Saskatchewan,Saskpower,1,ac,350,216.049,350,216.049,230,,,,,,,1.22,164,177,,SK_KLK_DSS,,SK_ISF_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9482,I2P,SK,Manitoba,Saskpower,1,ac,800,493.827,800,493.827,115,,,,,,,0.71,23,26,,SK_ISF_GSS,,SK_URC_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9483,K1T,SK,Saskatchewan,Saskpower,1,ac,70,43.21,70,43.21,230,,,,,,,3,402,435,,SK_TTL_DSS,,SK_KDY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9484,L2E,SK,Saskatchewan,Saskpower,1,ac,190,117.284,190,117.284,138,,,,,,,1.83,86,95,,SK_ERM_GSS,,SK_LDM_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9485,N1C,SK,Saskatchewan,Saskpower,1,ac,5,3.086,5,3.086,138,,,,,,,3,141,156,,SK_CDT_DSS,,SK_NIP_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9486,N1L,SK,Saskatchewan,Saskpower,1,ac,70,43.21,70,43.21,138,,,,,,,3,141,156,,SK_BFD_GSS,,SK_LDS_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9487,N2L,SK,Saskatchewan,Saskpower,1,ac,140,86.42,140,86.42,138,,,,,,,2.24,105,116,,SK_BFD_GSS,,SK_LDM_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9488,NB1,SK,Saskatchewan,Saskpower,1,ac,170,104.938,170,104.938,230,,,,,,,1.97,264,286,,SK_BFD_GSS,,SK_MDL_GSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9489,P1C,SK,Saskatchewan,Saskpower,1,ac,95,58.642,95,58.642,138,,,,,,,2.89,136,150,,SK_PQA_DSS,,SK_CHP_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9490,P1H,SK,Saskatchewan,Saskpower,1,ac,160,98.765,160,98.765,138,,,,,,,2.05,96,107,,SK_PQA_DSS,,SK_HWD_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9491,P1S,SK,Saskatchewan,Saskpower,1,ac,190,117.284,190,117.284,138,,,,,,,1.83,86,95,,SK_SWC_DSS,,SK_PQA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9492,P2A,SK,Saskatchewan,Saskpower,1,ac,70,43.21,70,43.21,230,,,,,,,3,402,435,,SK_PPR_GSS,,SK_ASS_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9493,P2C,SK,Saskatchewan,Saskpower,1,ac,140,86.42,140,86.42,230,,,,,,,2.24,300,325,,SK_PPR_GSS,,SK_CND_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9494,P2K,SK,Saskatchewan,Saskpower,1,ac,45,27.778,45,27.778,230,,,,,,,3,402,435,,SK_PBL_DSS,,SK_KDY_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9495,P2P,SK,Saskatchewan,Saskpower,1,ac,140,86.42,140,86.42,230,,,,,,,2.24,300,325,,SK_PPR_GSS,,SK_PQA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9496,P2S,SK,Saskatchewan,Saskpower,1,ac,190,117.284,190,117.284,230,,,,,,,1.83,245,266,,SK_SWC_DSS,,SK_PQA_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9497,P3C,SK,Saskatchewan,Saskpower,1,ac,150,92.593,150,92.593,230,,,,,,,2.14,287,310,,SK_PBL_DSS,,SK_CND_DSS,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
9498,P52E,SK,Saskatchewan,Saskpower,1,ac,120,74.074,120,74.074,230,,,,,,,2.48,332,359,,SK_EBC_GSS,,PP_MBSK2_IPT,,"circuit_id:358, owner:None, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:358, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:358, ending_node_code:None, other_references:None, notes:None"
