name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Interconnexion-Maclaren,QC_INM_SWS,SWS,Switching Station,Hydro Québec,QC,45.549665,-75.424823,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Interquisa,QC_INQ_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.621131,-73.51838,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Iron-Ore-du-Canada,QC_IOC_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,50.203182,-66.347855,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Irlandais,QC_IRL_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.488031,-73.546267,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
IREQ,QC_IRQ_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.612242,-73.382674,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Jeanne-d'Arc,QC_JDA_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.550856,-73.547806,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Johan-Beetz,QC_JHB_DSS,DSS,Distribution Substation,Hydro Québec,QC,50.309568,-62.796656,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Joliette,QC_JLT_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.024878,-73.420732,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Jonquière,QC_JNQ_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.419537,-71.228032,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Joly,QC_JOL_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.295406,-74.778257,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Joutel,QC_JOU_SWS,SWS,Switching Station,Hydro Québec,QC,49.561912,-78.111156,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Jacques-Cartier,QC_JQC_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.792719,-71.722719,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Jean-R Marcotte,QC_JRM_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.675642,-73.526419,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Jules-A.-Brillant,QC_JUB_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.461779,-68.495829,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Judith-Jasmin,QC_JUJ_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.717602,-73.724588,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kamouraska,QC_KAM_SWS,SWS,Switching Station,Hydro Québec,QC,47.462092,-69.80388,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kipawa,QC_KIP_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.713128,-79.091866,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kildare,QC_KLD_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.101693,-73.573012,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Katahdin Pâte Québec,QC_KPQ_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,50.033728,-66.80173,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kruger Inc Bromptonville,QC_KRB_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.480094,-71.954404,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kruger Inc Trois-Rivières,QC_KRT_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,46.324974,-72.557747,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Kingsey,QC_KSY_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.841684,-72.004793,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Baie,QC_LAB_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.311315,-70.920466,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lachenaie,QC_LAC_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.725663,-73.540189,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Durantaye,QC_LAD_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.81554,-70.847096,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lac-Alfred,QC_LAD_GSS,GSS,Generating Substation,Hydro Québec,QC,48.385212,-67.744846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lafontaine,QC_LAF_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.711635,-74.057413,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Gabelle,QC_LAG_GSS,GSS,Generating Substation,Hydro Québec,QC,46.449132,-72.739219,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lambton,QC_LAM_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.833989,-71.075653,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Annonciation,QC_LAN_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.436108,-74.922322,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Assomption,QC_LAS_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.845466,-73.46462,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laure,QC_LAU_DSS,DSS,Distribution Substation,Hydro Québec,QC,50.19213,-66.589361,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lebel,QC_LBL_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,49.004548,-76.950388,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lac Bloom,QC_LBM_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,52.797815,-67.255163,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Les Boules,QC_LBS_TSS,TSS,Terminal Substation,Hydro Québec,QC,48.667122,-67.966114,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Leclerc,QC_LCL_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.4238,-72.75009,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Société en commandite revenu Noranda,QC_LCN_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.229161,-74.099644,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Les Cèdres,QC_LCS_GSS,GSS,Generating Substation,Hydro Québec,QC,45.311963,-74.027579,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lachute,QC_LCT_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.627382,-74.358195,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lac-des-Îles,QC_LDI_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.405951,-75.502247,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laurentides,QC_LDS_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.85905,-71.3144,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Landry,QC_LDY_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.606428,-73.677501,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le Corbusier,QC_LEC_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.590243,-73.749963,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le François,QC_LEF_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.935637,-71.10725,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le Moyne,QC_LEM_SWS,SWS,Switching Station,Hydro Québec,QC,53.484125,-75.034469,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laforge-1,QC_LF1_GSS,GSS,Generating Substation,Hydro Québec,QC,54.167523,-72.608968,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laforge-2,QC_LF2_GSS,GSS,Generating Substation,Hydro Québec,QC,54.588356,-71.278117,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laflèche,QC_LFL_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.202708,-68.286159,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Grande-1,QC_LG1_GSS,GSS,Generating Substation,Hydro Québec,QC,53.731868,-78.572359,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Grande-2A,QC_LG2A_GSS,GSS,Generating Substation,Hydro Québec,QC,53.781361,-77.549057,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Grande-2,QC_LG2_GSS,GSS,Generating Substation,Hydro Québec,QC,53.782776,-77.532002,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Grande-3,QC_LG3_GSS,GSS,Generating Substation,Hydro Québec,QC,53.727381,-75.99008,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Grande-4,QC_LG4_GSS,GSS,Generating Substation,Hydro Québec,QC,53.886381,-73.465543,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Langelier,QC_LGL_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.601618,-73.570574,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Longue-Pointe,QC_LGP_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.588541,-73.537739,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Langlois,QC_LGS_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.287485,-74.012755,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lac-Hope,QC_LHP_DSS,DSS,Distribution Substation,Hydro Québec,QC,52.335427,-67.386291,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Île,QC_LIL_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.645185,-71.69215,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Isle Maligne,QC_LIM_ISS,ISS,Industrial Customer Substation,RTA,QC,48.576698,-71.630846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Île-Perrot,QC_LIP_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.377993,-73.943684,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Limoilou,QC_LLL_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.829855,-71.22368,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Limbour,QC_LMB_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.497499,-75.759795,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Leman,QC_LMN_SWS,SWS,Switching Station,Hydro Québec,QC,46.535863,-72.762637,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le Nordais-1,QC_LN1_GSS,GSS,Generating Substation,Hydro Québec,QC,49.054093,-66.75598,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le Nordais-2,QC_LN2_GSS,GSS,Generating Substation,Hydro Québec,QC,49.054065,-66.756007,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lanaudière,QC_LND_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.01604,-73.41372,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Leneuf,QC_LNF_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.723337,-71.792285,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Linière,QC_LNR_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.069214,-70.505721,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Pocatière,QC_LPC_DSS,DSS,Distribution Substation,Hydro Québec,QC,47.35741,-70.057013,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
L'Anse Pleureuse,QC_LPL_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.23822,-65.644015,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Prairie,QC_LPR_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.437019,-73.423782,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Le Plateau,QC_LPT_GSS,GSS,Generating Substation,ÉLP,QC,48.138114,-67.438796,Québec,"name:None, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laurendeau,QC_LRD_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.281641,-73.378074,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Larocque,QC_LRQ_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.231081,-74.09826,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Laurent,QC_LRT_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.491483,-73.687543,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lorrainville,QC_LRV_DSS,DSS,Distribution Substation,Hydro Québec,QC,47.389961,-79.361547,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Léry,QC_LRY_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.285482,-73.895791,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Suète,QC_LST_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.782885,-71.322811,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lotbinière,QC_LTB_SWS,SWS,Switching Station,Hydro Québec,QC,46.592951,-71.971158,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Trappe,QC_LTR_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.500972,-74.012029,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Tuque,QC_LTU_GSS,GSS,Generating Substation,Hydro Québec,QC,47.442942,-72.798146,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lucerne,QC_LUC_SWS,SWS,Switching Station,Hydro Québec,QC,45.452281,-75.796365,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lavaltrie,QC_LVL_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.934053,-73.380628,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
La Vérendrye,QC_LVR_TSS,TSS,Terminal Substation,Hydro Québec,QC,47.496116,-74.933803,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Lévis,QC_LVS_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.707337,-71.1923,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Louvicourt,QC_LVT_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.088396,-77.504846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manic-5A,QC_M5A_GSS,GSS,Generating Substation,Hydro Québec,QC,50.656795,-68.833818,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Madawaska,QC_MAD_SWS,SWS,Switching Station,Hydro Québec,QC,47.508839,-68.523668,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mines Agnico-Eagle Limitée,QC_MAE_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,48.247029,-78.439665,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Marcotte,QC_MAR_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.85285,-72.460589,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mascouche,QC_MAS_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.746038,-73.620496,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Matane,QC_MAT_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.091112,-66.638661,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mauricie,QC_MAU_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.47725,-72.641381,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manic-1,QC_MC1_GSS,GSS,Generating Substation,Hydro Québec,QC,49.197257,-68.321477,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manic-2,QC_MC2_GSS,GSS,Generating Substation,Hydro Québec,QC,49.321295,-68.347497,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manic-3,QC_MC3_GSS,GSS,Generating Substation,Hydro Québec,QC,49.738504,-68.600972,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manic-5,QC_MC5_GSS,GSS,Generating Substation,Hydro Québec,QC,50.639811,-68.726748,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mines Casa-Berardi,QC_MCB_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,49.570598,-79.237567,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
McCormick,QC_MCC_GSS,GSS,Generating Substation,SCHM,QC,49.192957,-68.325706,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mittal Canada Inc,QC_MCI_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.569561,-73.458076,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Micmac,QC_MCM_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.353568,-64.701316,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
MDF La Baie Inc,QC_MDF_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,48.324522,-70.955572,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mine Doyon,QC_MDY_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,48.253187,-78.511404,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mégantic,QC_MEG_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.587491,-70.894239,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mékanic,QC_MEK_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.748626,-72.547245,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mercier,QC_MER_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.33444,-73.731693,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Monseigneur-Émard,QC_MGE_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.27569,-74.101266,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Magog,QC_MGG_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.28658,-72.14298,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mine Gonzague-Langlois,QC_MGL_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,49.194779,-76.759183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Magnan,QC_MGN_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.015598,-73.711142,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Manicouagan,QC_MGN_TSS,TSS,Terminal Substation,Hydro Québec,QC,49.291916,-68.391277,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Magpie,QC_MGP_GSS,GSS,Generating Substation,Hydro Québec,QC,50.322238,-64.453918,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Micoua,QC_MIC_TSS,TSS,Terminal Substation,Hydro Québec,QC,49.767261,-68.739675,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mirabel,QC_MIR_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.619172,-74.007259,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mistassini,QC_MIS_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.881792,-72.211767,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Malartic-2,QC_MLC_GSS,GSS,Generating Substation,Hydro Québec,QC,48.157166,-78.119,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont-Laurier,QC_MLR_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.549975,-75.483108,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Métallurgie Magnola Inc,QC_MMI_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.761315,-72.001183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mine Malartic,QC_MML_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,48.112631,-78.133506,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montréal-Nord,QC_MND_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.584357,-73.626653,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Maniwaki,QC_MNI_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.396082,-75.983072,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mine Jeffrey,QC_MNJ_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.760621,-71.946496,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montmagny,QC_MNM_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.963474,-70.526642,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mines Selbaie,QC_MNS_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,49.816313,-78.958644,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Maissonneuve,QC_MNV_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.483528,-73.58458,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Moras,QC_MOR_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.224075,-72.602432,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Marie-Victorin,QC_MRV_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.520342,-73.520765,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont Rothery,QC_MRY_GSS,GSS,Generating Substation,Hydro Québec,QC,48.939292,-65.472215,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montagne-Sèche,QC_MSH_GSS,GSS,Generating Substation,Hydro Québec,QC,49.177963,-64.941658,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Masson-Nord,QC_MSN_DSS,DSS,Distribution Substation,ÉLL,QC,45.544109,-75.421855,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Masson-Sud,QC_MSS_DSS,DSS,Distribution Substation,ÉLL,QC,45.543494,-75.421276,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont Tremblant,QC_MTB_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.180836,-74.52976,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont Copper,QC_MTC_GSS,GSS,Generating Substation,Hydro Québec,QC,48.940044,-65.527122,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mittal Canada Inc Contrecoeur,QC_MTC_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.818624,-73.258752,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montréal-Est,QC_MTE_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.622927,-73.522051,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Matagami,QC_MTG_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.705867,-77.72926,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montagnais,QC_MTG_TSS,TSS,Terminal Substation,Hydro Québec,QC,51.892644,-65.728181,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont-Joli,QC_MTJ_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.568001,-68.180179,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont-Louis,QC_MTL_GSS,GSS,Generating Substation,Hydro Québec,QC,49.181777,-65.649927,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont-Miller,QC_MTM_GSS,GSS,Generating Substation,Hydro Québec,QC,48.980047,-65.495772,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Matapédia,QC_MTP_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.016863,-66.927399,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Montérégie,QC_MTR_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.49832,-72.713078,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Mont-Royal,QC_MTY_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.502531,-73.643335,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
