name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Ethel Lake 717S,AB_717S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.541389,-110.369282,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Parsons Creek 718S,AB_718S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.780048,-111.430239,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rattlesnake Ridge 719S,AB_719S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.845017,-111.042014,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, notes:None",
Lamoureux 71S,AB_71S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.740713,-113.208299,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wabasca 720S,AB_720S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.951292,-113.81201,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lacorey 721S,AB_721S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.49264,-110.76051,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Crystal Lake 722S,AB_722S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.184601,-118.755117,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Christina Lake 723S,AB_723S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,55.560303,-110.914388,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hines Creek 724S,AB_724S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.277179,-118.580036,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Goose River 725S,AB_725S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.694095,-116.643506,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kinuso 727S,AB_727S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.317067,-115.359123,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mercer Hill 728S,AB_728S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.287583,-118.768626,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Otauwau 729S,AB_729S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.26675,-114.5908,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Leismer 72S,AB_72S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,55.660108,-111.152247,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rycroft 730S,AB_730S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.751795,-118.699492,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Elmworth 731S,AB_731S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.04636,-119.633218,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mitsue 732S,AB_732S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.267832,-114.578894,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Simonette 733S,AB_733S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,54.42375,-117.759347,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sturgeon 734S,AB_734S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.940276,-117.203771,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Swan River 735S,AB_735S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.873368,-115.285249,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Horseshoe 737S,AB_737S_DSS,DSS,Distribution Substation,Suncor,AB,57.02606,-111.512501,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Virginia Hills 738S,AB_738S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.594513,-115.86161,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Edith Lake 739S,AB_739S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.817758,-115.431887,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
H.R. Milner 740S,AB_740S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,54.006606,-119.102237,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fox Creek 741S,AB_741S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.408079,-116.850081,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Freeman Lake 742S,AB_742S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.690311,-115.533317,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sarah Lake 743S,AB_743S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.61933,-115.513782,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Slave Lake 745S,AB_745S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.280087,-114.798716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sherwood Park 746S,AB_746S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.545401,-113.271737,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bassett 747S,AB_747S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.240115,-118.505033,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
Haig River 748S,AB_748S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.054438,-118.471644,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Flying Shot Lake 749S,AB_749S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.133065,-118.847675,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Janet 74S,AB_74S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.007113,-113.891032,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hill 751S,AB_751S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,53.293552,-110.031702,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Albright & Wilson 752S,AB_752S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,55.071811,-118.699128,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ksituan River 754S,AB_754S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.728845,-119.408842,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cordel 755S,AB_755S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.464336,-112.131566,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bigfoot 756S,AB_756S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.433437,-112.138646,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Battle River 757S,AB_757S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,52.468326,-112.132548,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
CG&E 758S,AB_758S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.112076,-118.802712,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Castor 759S,AB_759S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.229799,-111.92258,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Conklin 762S,AB_762S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,55.663743,-110.718669,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hanna 763S,AB_763S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.633923,-111.919531,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Heisler 764S,AB_764S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.638688,-112.162918,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mannix Mine 765S,AB_765S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.459918,-112.163391,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nevis 766S,AB_766S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.384009,-113.02547,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Oyen 767S,AB_767S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.360773,-110.472208,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rowley 768S,AB_768S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.736807,-112.720373,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Stettler 769S,AB_769S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.288177,-112.694133,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Three Hills 770S,AB_770S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.737119,-113.263513,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Veteran 771S,AB_771S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.998115,-111.103674,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Youngstown 772S,AB_772S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.523861,-111.199198,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coronation 773S,AB_773S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.056541,-111.456228,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Monitor 774S,AB_774S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.982038,-110.583815,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sullivan Lake 775S,AB_775S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.998034,-111.860812,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Richdale 776S,AB_776S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.591328,-111.668379,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Vilna 777S,AB_777S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.112189,-111.938996,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Chinchaga River 779S,AB_779S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.912934,-118.217858,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sagitawah 77S,AB_77S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.082987,-115.575008,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lubicon 780S,AB_780S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.23878,-115.640949,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cadotte River 783S,AB_783S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.878909,-116.558297,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Donnelly 784S,AB_784S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.722702,-117.132458,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Judy Creek Gas Plant 785S,AB_785S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,54.568226,-115.520085,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
High Level 786S,AB_786S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.50468,-117.147785,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
High Prairie 787S,AB_787S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.430012,-116.516645,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hotchkiss 788S,AB_788S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.090627,-117.579749,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Keg River 789S,AB_789S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.789294,-117.615037,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Poplar Hill 790S,AB_790S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,55.338397,-119.219122,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rainbow Lake 791S,AB_791S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,58.447211,-119.238786,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Westpeace 793S,AB_793S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.234319,-117.372519,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Valleyview 794S,AB_794S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.069096,-117.254076,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Zama 795S,AB_795S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,59.067109,-118.846088,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nipisi 796S,AB_796S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.907157,-115.142762,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kemp River 797S,AB_797S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.591394,-117.520633,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bridge Creek 798S,AB_798S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.031915,-118.723845,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coleman 799S,AB_799S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.641064,-114.493243,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Friedenstal 800S,AB_800S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.060353,-118.364545,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Anderson 801S,AB_801S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.429094,-111.79923,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Michichi Creek 802S,AB_802S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.50227,-112.727868,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bullpound 803S,AB_803S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.182613,-112.120164,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wintering Hills 804S,AB_804S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.249106,-112.541417,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Jasper 805S,AB_805S_DSS,DSS,Distribution Substation,EPCOR,AB,53.549505,-113.616749,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Oldman River 806S,AB_806S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.560689,-113.895647,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sheerness 807S,AB_807S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,51.442782,-111.793685,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
P&G 808S,AB_808S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,55.069175,-118.687945,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Louise Creek 809S,AB_809S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.6139,-115.567253,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dome Cutbank 810S,AB_810S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.399687,-118.82675,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clairmont Lake 811S,AB_811S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.259752,-118.678448,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Norcen 812S,AB_812S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.526395,-116.055472,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Little Smoky 813S,AB_813S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.941979,-117.202936,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bellamy 814S,AB_814S_DSS,DSS,Distribution Substation,EPCOR,AB,53.530046,-113.499495,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Goodfare 815S,AB_815S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.286149,-119.61407,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Petrolia 816S,AB_816S_DSS,DSS,Distribution Substation,EPCOR,AB,53.462193,-113.562297,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Winefred 818S,AB_818S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,55.353181,-111.05276,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Whitby Lake 819S,AB_819S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.165386,-111.925484,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hangingstone 820S,AB_820S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.623741,-111.342454,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sundance 821S,AB_821S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.508502,-114.552084,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wolf Lake 822S,AB_822S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.688681,-110.743659,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wapiti 823S,AB_823S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.959164,-119.192816,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fieldgate 824S,AB_824S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.516664,-115.504711,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Whitefish Lake 825S,AB_825S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.412237,-111.750944,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Marguerite Lake 826S,AB_826S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.586261,-110.810573,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cranberry Lake 827S,AB_827S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.249549,-115.355198,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sulphur Point 828S,AB_828S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.587978,-118.914625,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Boucher Creek 829S,AB_829S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.998976,-118.534454,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Carmon 830S,AB_830S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.387718,-116.809468,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Blumenort 832S,AB_832S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.368945,-116.204191,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mariana 833S,AB_833S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.984125,-111.979199,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wesley Creek 834S,AB_834S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.277074,-116.975322,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Steepbank River 836S,AB_836S_DSS,DSS,Distribution Substation,Suncor,AB,57.00114,-111.485174,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mahihkan 837S,AB_837S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.626994,-110.55396,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Horizon Mining 838S,AB_838S_ISS,ISS,Industrial Customer Substation,Canadian Natural Resources Limited,AB,57.344546,-111.802775,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Daishowa 839S,AB_839S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,56.37287,-117.189996,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Taber 83S,AB_83S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.815607,-112.156154,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
McNeill Station 840S,AB_840S_CSS,CSS,Converter Station,Altalink Management Ltd.,AB,50.599332,-110.0236,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Long Lake 841S,AB_841S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.406271,-110.951696,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Horizon Upgrading 842S,AB_842S_GSS,GSS,Generating Substation,Canadian Natural Resources Limited,AB,57.340441,-111.757946,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Big Knife Creek 843S,AB_843S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.467918,-112.133048,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
AEC Mills 844S,AB_844S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,55.25234,-114.519019,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Big Mountain 845S,AB_845S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.060461,-118.735742,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Centre 846S,AB_846S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.409889,-110.236265,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Muskeg River 847S,AB_847S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,57.252788,-111.5059,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ruth Lake 848S,AB_848S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.985236,-111.547986,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Joslyn Creek 849S,AB_849S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.304377,-111.873433,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rainbow Cogen 850S,AB_850S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,58.447136,-119.237108,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Morse River 851S,AB_851S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.573116,-115.516728,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Round Hill 852S,AB_852S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,55.301562,-111.995319,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ring Creek 853S,AB_853S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.742503,-119.991961,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Swandive 854S,AB_854S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.765751,-115.44278,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hamburg 855S,AB_855S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.365198,-119.75551,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kinosis 856S,AB_856S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.304591,-110.950917,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kakwa Ridge 857S,AB_857S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.124652,-118.873912,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Narrows Creek 858S,AB_858S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.610471,-114.971055,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
