"P.E.O.P.L.E. Population Estimates and Projections","","","","","",""
"Author: BC Stats","","","","","",""
"Release date: July 12, 2024","","","","","",""
"Geographic level: Regional District","","","","","",""
"Years: 2021-2046","","","","","",""
"-------------------------------------------------","","","","","",""
"Region","Regional District","Year","Type","Gender","Age","Pop"
"45000","Central Coast","2029","Projection","T","Total","    4,341"
"45000","Central Coast","2030","Projection","T","Total","    4,424"
"45000","Central Coast","2031","Projection","T","Total","    4,484"
"45000","Central Coast","2032","Projection","T","Total","    4,546"
"45000","Central Coast","2033","Projection","T","Total","    4,620"
"45000","Central Coast","2034","Projection","T","Total","    4,691"
"45000","Central Coast","2035","Projection","T","Total","    4,741"
"45000","Central Coast","2036","Projection","T","Total","    4,799"
"45000","Central Coast","2037","Projection","T","Total","    4,847"
"45000","Central Coast","2038","Projection","T","Total","    4,879"
"45000","Central Coast","2039","Projection","T","Total","    4,935"
"45000","Central Coast","2040","Projection","T","Total","    4,978"
"45000","Central Coast","2041","Projection","T","Total","    5,012"
"45000","Central Coast","2042","Projection","T","Total","    5,029"
"45000","Central Coast","2043","Projection","T","Total","    5,052"
"45000","Central Coast","2044","Projection","T","Total","    5,086"
"45000","Central Coast","2045","Projection","T","Total","    5,109"
"45000","Central Coast","2046","Projection","T","Total","    5,114"
"47000","North Coast","2021","Estimate","T","Total","   19,077"
"47000","North Coast","2022","Estimate","T","Total","   19,050"
"47000","North Coast","2023","Estimate","T","Total","   19,133"
"47000","North Coast","2024","Projection","T","Total","   19,382"
"47000","North Coast","2025","Projection","T","Total","   19,347"
"47000","North Coast","2026","Projection","T","Total","   19,261"
"47000","North Coast","2027","Projection","T","Total","   19,287"
"47000","North Coast","2028","Projection","T","Total","   19,323"
"47000","North Coast","2029","Projection","T","Total","   19,357"
"47000","North Coast","2030","Projection","T","Total","   19,375"
"47000","North Coast","2031","Projection","T","Total","   19,404"
"47000","North Coast","2032","Projection","T","Total","   19,420"
"47000","North Coast","2033","Projection","T","Total","   19,407"
"47000","North Coast","2034","Projection","T","Total","   19,395"
"47000","North Coast","2035","Projection","T","Total","   19,396"
"47000","North Coast","2036","Projection","T","Total","   19,367"
"47000","North Coast","2037","Projection","T","Total","   19,334"
"47000","North Coast","2038","Projection","T","Total","   19,323"
"47000","North Coast","2039","Projection","T","Total","   19,278"
"47000","North Coast","2040","Projection","T","Total","   19,226"
"47000","North Coast","2041","Projection","T","Total","   19,176"
"47000","North Coast","2042","Projection","T","Total","   19,123"
"47000","North Coast","2043","Projection","T","Total","   19,031"
"47000","North Coast","2044","Projection","T","Total","   18,978"
"47000","North Coast","2045","Projection","T","Total","   18,896"
"47000","North Coast","2046","Projection","T","Total","   18,798"
"49000","Kitimat-Stikine","2021","Estimate","T","Total","   39,483"
"49000","Kitimat-Stikine","2022","Estimate","T","Total","   39,806"
"49000","Kitimat-Stikine","2023","Estimate","T","Total","   40,558"
"49000","Kitimat-Stikine","2024","Projection","T","Total","   41,605"
"49000","Kitimat-Stikine","2025","Projection","T","Total","   41,961"
"49000","Kitimat-Stikine","2026","Projection","T","Total","   42,212"
"49000","Kitimat-Stikine","2027","Projection","T","Total","   42,628"
"49000","Kitimat-Stikine","2028","Projection","T","Total","   43,043"
"49000","Kitimat-Stikine","2029","Projection","T","Total","   43,398"
"49000","Kitimat-Stikine","2030","Projection","T","Total","   43,730"
"49000","Kitimat-Stikine","2031","Projection","T","Total","   43,994"
"49000","Kitimat-Stikine","2032","Projection","T","Total","   44,188"
"49000","Kitimat-Stikine","2033","Projection","T","Total","   44,390"
"49000","Kitimat-Stikine","2034","Projection","T","Total","   44,522"
"49000","Kitimat-Stikine","2035","Projection","T","Total","   44,585"
"49000","Kitimat-Stikine","2036","Projection","T","Total","   44,620"
"49000","Kitimat-Stikine","2037","Projection","T","Total","   44,628"
"49000","Kitimat-Stikine","2038","Projection","T","Total","   44,564"
"49000","Kitimat-Stikine","2039","Projection","T","Total","   44,489"
"49000","Kitimat-Stikine","2040","Projection","T","Total","   44,374"
"49000","Kitimat-Stikine","2041","Projection","T","Total","   44,242"
"49000","Kitimat-Stikine","2042","Projection","T","Total","   44,092"
"49000","Kitimat-Stikine","2043","Projection","T","Total","   43,950"
"49000","Kitimat-Stikine","2044","Projection","T","Total","   43,775"
"49000","Kitimat-Stikine","2045","Projection","T","Total","   43,578"
"49000","Kitimat-Stikine","2046","Projection","T","Total","   43,401"
"51000","Bulkley-Nechako","2021","Estimate","T","Total","   39,301"
"51000","Bulkley-Nechako","2022","Estimate","T","Total","   39,456"
"51000","Bulkley-Nechako","2023","Estimate","T","Total","   39,370"
"51000","Bulkley-Nechako","2024","Projection","T","Total","   39,628"
"51000","Bulkley-Nechako","2025","Projection","T","Total","   39,255"
"51000","Bulkley-Nechako","2026","Projection","T","Total","   38,864"
"51000","Bulkley-Nechako","2027","Projection","T","Total","   38,670"
"51000","Bulkley-Nechako","2028","Projection","T","Total","   38,506"
"51000","Bulkley-Nechako","2029","Projection","T","Total","   38,376"
"51000","Bulkley-Nechako","2030","Projection","T","Total","   38,209"
"51000","Bulkley-Nechako","2031","Projection","T","Total","   38,085"
"51000","Bulkley-Nechako","2032","Projection","T","Total","   37,963"
"51000","Bulkley-Nechako","2033","Projection","T","Total","   37,850"
"51000","Bulkley-Nechako","2034","Projection","T","Total","   37,710"
"51000","Bulkley-Nechako","2035","Projection","T","Total","   37,600"
"51000","Bulkley-Nechako","2036","Projection","T","Total","   37,499"
"51000","Bulkley-Nechako","2037","Projection","T","Total","   37,382"
"51000","Bulkley-Nechako","2038","Projection","T","Total","   37,269"
"51000","Bulkley-Nechako","2039","Projection","T","Total","   37,186"
"51000","Bulkley-Nechako","2040","Projection","T","Total","   37,059"
"51000","Bulkley-Nechako","2041","Projection","T","Total","   36,930"
"51000","Bulkley-Nechako","2042","Projection","T","Total","   36,793"
"51000","Bulkley-Nechako","2043","Projection","T","Total","   36,633"
"51000","Bulkley-Nechako","2044","Projection","T","Total","   36,484"
"51000","Bulkley-Nechako","2045","Projection","T","Total","   36,302"
"51000","Bulkley-Nechako","2046","Projection","T","Total","   36,134"
"53000","Fraser-Fort George","2021","Estimate","T","Total","  101,280"
"53000","Fraser-Fort George","2022","Estimate","T","Total","  102,320"
"53000","Fraser-Fort George","2023","Estimate","T","Total","  104,141"
"53000","Fraser-Fort George","2024","Projection","T","Total","  106,755"
"53000","Fraser-Fort George","2025","Projection","T","Total","  107,615"
"53000","Fraser-Fort George","2026","Projection","T","Total","  108,157"
"53000","Fraser-Fort George","2027","Projection","T","Total","  109,128"
"53000","Fraser-Fort George","2028","Projection","T","Total","  110,130"
"53000","Fraser-Fort George","2029","Projection","T","Total","  111,040"
"53000","Fraser-Fort George","2030","Projection","T","Total","  111,829"
"53000","Fraser-Fort George","2031","Projection","T","Total","  112,562"
"53000","Fraser-Fort George","2032","Projection","T","Total","  113,167"
"53000","Fraser-Fort George","2033","Projection","T","Total","  113,714"
"53000","Fraser-Fort George","2034","Projection","T","Total","  114,195"
"53000","Fraser-Fort George","2035","Projection","T","Total","  114,600"
"53000","Fraser-Fort George","2036","Projection","T","Total","  114,949"
"53000","Fraser-Fort George","2037","Projection","T","Total","  115,250"
"53000","Fraser-Fort George","2038","Projection","T","Total","  115,464"
"53000","Fraser-Fort George","2039","Projection","T","Total","  115,636"
"53000","Fraser-Fort George","2040","Projection","T","Total","  115,729"
"53000","Fraser-Fort George","2041","Projection","T","Total","  115,795"
"53000","Fraser-Fort George","2042","Projection","T","Total","  115,793"
"53000","Fraser-Fort George","2043","Projection","T","Total","  115,742"
"53000","Fraser-Fort George","2044","Projection","T","Total","  115,630"
"53000","Fraser-Fort George","2045","Projection","T","Total","  115,477"
"53000","Fraser-Fort George","2046","Projection","T","Total","  115,282"
"55000","Peace River","2021","Estimate","T","Total","   64,603"
"55000","Peace River","2022","Estimate","T","Total","   65,000"
"55000","Peace River","2023","Estimate","T","Total","   65,487"
"55000","Peace River","2024","Projection","T","Total","   66,513"
"55000","Peace River","2025","Projection","T","Total","   66,528"
"55000","Peace River","2026","Projection","T","Total","   66,447"
"55000","Peace River","2027","Projection","T","Total","   66,711"
"55000","Peace River","2028","Projection","T","Total","   67,077"
"55000","Peace River","2029","Projection","T","Total","   67,436"
"55000","Peace River","2030","Projection","T","Total","   67,777"
"55000","Peace River","2031","Projection","T","Total","   68,117"
"55000","Peace River","2032","Projection","T","Total","   68,443"
"55000","Peace River","2033","Projection","T","Total","   68,751"
"55000","Peace River","2034","Projection","T","Total","   69,040"
"55000","Peace River","2035","Projection","T","Total","   69,302"
"55000","Peace River","2036","Projection","T","Total","   69,560"
"55000","Peace River","2037","Projection","T","Total","   69,796"
"55000","Peace River","2038","Projection","T","Total","   70,004"
"55000","Peace River","2039","Projection","T","Total","   70,180"
"55000","Peace River","2040","Projection","T","Total","   70,354"
"55000","Peace River","2041","Projection","T","Total","   70,477"
"55000","Peace River","2042","Projection","T","Total","   70,598"
"55000","Peace River","2043","Projection","T","Total","   70,708"
"55000","Peace River","2044","Projection","T","Total","   70,785"
"55000","Peace River","2045","Projection","T","Total","   70,857"
"55000","Peace River","2046","Projection","T","Total","   70,889"
"57000","Stikine (Census Division)","2021","Estimate","T","Total","      707"
"57000","Stikine (Census Division)","2022","Estimate","T","Total","      759"
"57000","Stikine (Census Division)","2023","Estimate","T","Total","      779"
"57000","Stikine (Census Division)","2024","Projection","T","Total","      796"
"57000","Stikine (Census Division)","2025","Projection","T","Total","      815"
"57000","Stikine (Census Division)","2026","Projection","T","Total","      812"
"57000","Stikine (Census Division)","2027","Projection","T","Total","      823"
"57000","Stikine (Census Division)","2028","Projection","T","Total","      844"
"57000","Stikine (Census Division)","2029","Projection","T","Total","      853"
"57000","Stikine (Census Division)","2030","Projection","T","Total","      873"
"57000","Stikine (Census Division)","2031","Projection","T","Total","      874"
"57000","Stikine (Census Division)","2032","Projection","T","Total","      900"
"57000","Stikine (Census Division)","2033","Projection","T","Total","      913"
"57000","Stikine (Census Division)","2034","Projection","T","Total","      935"
"57000","Stikine (Census Division)","2035","Projection","T","Total","      949"
"57000","Stikine (Census Division)","2036","Projection","T","Total","      959"
"57000","Stikine (Census Division)","2037","Projection","T","Total","      979"
"57000","Stikine (Census Division)","2038","Projection","T","Total","      992"
"57000","Stikine (Census Division)","2039","Projection","T","Total","      996"
"57000","Stikine (Census Division)","2040","Projection","T","Total","    1,025"
"57000","Stikine (Census Division)","2041","Projection","T","Total","    1,029"
"57000","Stikine (Census Division)","2042","Projection","T","Total","    1,050"
"57000","Stikine (Census Division)","2043","Projection","T","Total","    1,059"
"57000","Stikine (Census Division)","2044","Projection","T","Total","    1,073"
"57000","Stikine (Census Division)","2045","Projection","T","Total","    1,097"
"57000","Stikine (Census Division)","2046","Projection","T","Total","    1,100"
"59000","Northern Rockies (Census Division)","2021","Estimate","T","Total","    4,663"
"59000","Northern Rockies (Census Division)","2022","Estimate","T","Total","    4,664"
"59000","Northern Rockies (Census Division)","2023","Estimate","T","Total","    4,632"
"59000","Northern Rockies (Census Division)","2024","Projection","T","Total","    4,644"
"59000","Northern Rockies (Census Division)","2025","Projection","T","Total","    4,570"
"59000","Northern Rockies (Census Division)","2026","Projection","T","Total","    4,503"
"59000","Northern Rockies (Census Division)","2027","Projection","T","Total","    4,446"
"59000","Northern Rockies (Census Division)","2028","Projection","T","Total","    4,393"
"59000","Northern Rockies (Census Division)","2029","Projection","T","Total","    4,341"
"59000","Northern Rockies (Census Division)","2030","Projection","T","Total","    4,301"
"59000","Northern Rockies (Census Division)","2031","Projection","T","Total","    4,263"
"59000","Northern Rockies (Census Division)","2032","Projection","T","Total","    4,227"
"59000","Northern Rockies (Census Division)","2033","Projection","T","Total","    4,183"
"59000","Northern Rockies (Census Division)","2034","Projection","T","Total","    4,163"
"59000","Northern Rockies (Census Division)","2035","Projection","T","Total","    4,136"
"59000","Northern Rockies (Census Division)","2036","Projection","T","Total","    4,105"
"59000","Northern Rockies (Census Division)","2037","Projection","T","Total","    4,085"
"59000","Northern Rockies (Census Division)","2038","Projection","T","Total","    4,069"
"59000","Northern Rockies (Census Division)","2039","Projection","T","Total","    4,057"
"59000","Northern Rockies (Census Division)","2040","Projection","T","Total","    4,040"
"59000","Northern Rockies (Census Division)","2041","Projection","T","Total","    4,034"
"59000","Northern Rockies (Census Division)","2042","Projection","T","Total","    4,016"
"59000","Northern Rockies (Census Division)","2043","Projection","T","Total","    3,997"
"59000","Northern Rockies (Census Division)","2044","Projection","T","Total","    3,977"
"59000","Northern Rockies (Census Division)","2045","Projection","T","Total","    3,949"
"59000","Northern Rockies (Census Division)","2046","Projection","T","Total","    3,926"
