id,source,year,name,link,publication,region,notes
1,AESO,2019.0,Information Document Uniform Capacity Value Determination,https://www.aeso.ca/assets/Uploads/206.3-UCAP.pdf,,Alberta,
2,AESO,2019.0,Current Supply Demand Report,http://ets.aeso.ca/ets_web/ip/Market/Reports/CSDReportServlet,,Alberta,
3,Dispatcho,2019.0,,https://www.dispatcho.app/assets,,Alberta,
4,AESO,2019.0,AESO 2019 Annual Market Statistics,https://www.aeso.ca/market/market-and-system-reporting/annual-market-statistic-reports/,,Alberta,
5,World Resources Institute,2019.0,Global Power Plant Database,http://datasets.wri.org/dataset/globalpowerplantdatabase,,,
6,Google Maps / Google Earth,2020.0,,,,,
7,"See ""Other References"" Column of the relevant tab",,,,,,
8,Nova Scotia Power Inc.,2020.0,NS Power 2020 IRP Modeling Results Release,https://irp.nspower.ca/documents/modeling-results/,,Nova Scotia,
9,Alberta Utilities Commission,2020.0,Annual Electricity Data,https://www.auc.ab.ca/Pages/annual-electricity-data.aspx,,Alberta,
10,WECC,2019.0,ADS 2028 Deliverables,https://www.wecc.org/SystemAdequacyPlanning/Pages/Datasets.aspx,,"Alberta, British Columbia","On the website, under Production Cost Model see 2024 Common Case sheet 150409_2024CC-V1.5_Resources"
11,WECC,2019.0,ADS 2028 Deliverables,https://www.wecc.org/SystemStabilityPlanning/Pages/AnchorDataSet.aspx,,"Alberta, British Columbia","On the website, under Production Cost Model see ADS_PCM_V0.3.2_GeneratorList.csv and supporting information"
12,Environment Canada,2019.0,Historical Hydrometric Data Search,https://wateroffice.ec.gc.ca/search/historical_e.html,,Canada,
13,Government of Alberta,2019.0,Alberta River Basins,https://rivers.alberta.ca,,Alberta,
14,Government of Alberta,2019.0,Geodiscover Alberta,https://geodiscover.alberta.ca/geoportal/catalog/search/browse/browse.page,,Alberta,
15,AESO,2019.0,AESO 2019 Long-term Outlook,https://www.aeso.ca/grid/forecasting/,,Alberta,See also the 2019 LTO Data File
16,Transalta,2019.0,Facilities in Operation/Development,https://www.transaltarenewables.com/facilities/plants-operation/,,Alberta,
17,Hatch,2010.0,Update on Alberta's Hydroelectric Energy Resources. Final Report for Alberta Utilities Commission.,,,Alberta,
18,Transalta,2017.0,Brazeau Pumped Storage - Building Alberta's Future,,,Alberta,
19,AESO,2020.0,2020 Long-term Transmission Plan (including SLDs),https://www.aeso.ca/grid/long-term-transmission-plan/,,Alberta,See also the Single Line Diagrams
20,AHP Development Corporation,2019.0,The Amisk Hydroelectric Project,http://www.amiskhydro.com,,Alberta,
21,AESO,2018.0,Hourly Metered Volumes and Pool Price and AIL from 2008 to 2018,https://www.aeso.ca/market/market-and-system-reporting/data-requests/hourly-metered-volumes-and-pool-price-and-ail-from-2008-to-2018/,,Alberta,
22,Turning Point Generation,2017.0,Alberta Utilities Commission Power Plant and Hydro Development Application for the Canyon Creek Pumped Storage Hydro Energy Storage Project,http://www.auc.ab.ca/Pages/default.aspx,,Alberta,
23,Overbye et al.,2017.0,Power System Analysis and Design (Sixth Edition). Table 5.2,,,,
24,"Athari, MH and Zhifang, W. ",2017.0,Interdependence of Transmission Branch Parameters on the Voltage Levels. Electrical Engineering and Systems Science. ,https://arxiv.org/abs/1709.06930,,,
25,"Gutman, R., Marchenko, P.P., and Dunlop, R.D.",1979.0,Analytical Development of Loadability Characteristics for EHV and UHV Transmission Lines,http://home.eng.iastate.edu/~jdm/ee552/StClairAEP.pdf,,,
26,WECC,2019.0,ADS 2028 Deliverables Datasets,https://www.wecc.org/SystemAdequacyPlanning/Pages/Datasets.aspx,,"Alberta, British Columbia","On the website, under Production Cost Model see 2024 Common Case sheet 150409_2024CC-V1.5_Resources"
27,WECC,2019.0,ADS 2028 Deliverables Anchor Data Set,https://www.wecc.org/SystemStabilityPlanning/Pages/AnchorDataSet.aspx,,"Alberta, British Columbia","On the website, under Production Cost Model see ADS_PCM_V0.3.2_GeneratorList.csv and supporting information"
28,Transalta,2017.0,Brazeau Pumped Storage - Building Alberta's Future,https://www.brazeauhydro.com/details/,,Alberta,
29,https://www.enbridge.com/projects-and-infrastructure/projects/alberta-solar-one-project,,,,,,
30,https://www.dpenergy.com/projects/canada-barlow-solar-park-alberta/,,,,,,
31,http://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2020/25493-D01-2020.pdf,,,,,,
32,,,,,,,
33,https://buffaloatlee.com,,,,,,
34,https://www.edf-re.com/project/bull-trail-wind/about/,,,,,,
35,https://bluearthrenewables.com/projects/burdett-solar-project/,,,,,,
36,https://cascadepower.ca,,,,,,
37,http://elementalenergy.ca/portfolio/chappice-lake-solar/,,,,,,
38,https://www.capstoneinfrastructure.com/our-businesses/in-development/claresholm,,,,,,
39,https://www.dpenergy.com/projects/canada-deerfoot-solar-park-alberta/,,,,,,
40,http://elementalenergy.ca/portfolio/east-strathmore-solar/,,,,,,
41,https://www.suncor.com/en-ca/about-us/wind-power/suncor-energy-forty-mile-wind-power-project,,,,,,
42,https://www.capitalpower.com/operations/genesee-3/,,,,,,
43,http://www.hayssolar.com/CBA.html,,,,,,
44,https://maximpowercorp.com/hr-milner-generating-station/,,,,,,
45,http://elementalenergy.ca/portfolio/innisfail-solar/,,,,,,
46,https://jennerwind.com,,,,,,
47,http://www.jennersolar.com,,,,,,
48,https://majorprojects.alberta.ca/details/Kaybob-South-3-Cogeneration-Plant/3927,,,,,,
49,https://www.transalta.com/facilities/projects-in-development/repowered-combined-cycle-units/,,,,,,
50,http://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2020/25240-D02-2020.pdf,,,,,,
51,https://www.transalta.com/facilities/plants-operation/,,,,,,
52,https://www.prairiesunlight.com/prairiesunlightone,,,,,,
53,https://www.prairiesunlight.com/prairiesunlighttwo,,,,,,
54,https://www.prairiesunlight.com/prairiesunlightthree,,,,,,
55,http://www.rattlesnakeridgewind.com/about-the-project/project-details/,,,,,,
56,https://sharphillswindfarm.com,,,,,,
57,https://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2020/25546-D01-2020.pdf,,,,,,
58,https://www.prairiesunlight.com/springcoulee,,,,,,
59,https://www.transalta.com/facilities/plants-operation/st-mary/,,,,,,
60,https://stirlingwind.com,,,,,,
61,https://www.prairiesunlight.com/strathmore,,,,,,
62,https://bluearthrenewables.com/projects/suffield-solar-project/,,,,,,
63,http://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2020/25239-D01-2020.pdf,,,,,,
64,http://www.tilleysolar.com,,,,,,
65,https://www.traverssolar.com,,,,,,
66,https://www.prairiesunlight.com/vauxhall,,,,,,
67,https://www.keyera.com/titanweb/keyera/webcms.nsf/AllDoc/A9EC018EADDB389B87257F7D00621F79/$File/West%20Pembina%20Fact%20Sheet.pdf,,,,,,
68,https://bluearthrenewables.com/projects/wheatcrest-solar-project/,,,,,,
69,https://wheatlandwind.com,,,,,,
70,https://www.capitalpower.com/operations/whitla-wind-2/,,,,,,
71,https://www.capitalpower.com/operations/whitla-wind-3/,,,,,,
72,https://majorprojects.alberta.ca/details/Wild-Rose-1-Wind-Farm/2005,,,,,,
73,https://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2019/24912-D01-2019.pdf,,,,,,
74,https://www.transalta.com/facilities/plants-operation/windrise/,,,,,,
75,https://www.prairiesunlight.com/wrentham,,,,,,
76,https://bluearthrenewables.com/projects/yellow-lake-solar-project/,,,,,,
77,AESO. 2017. SS. 7 Connection Assessment,,,,,,
78,AESO. 2016. Jenner Connection Assessment,,,,,,
79,AESO. 2019. Claresholm Connection Assessment,,,,,,
80,AESO. 2018. Whitla Connection Assessment,,,,,,
81,AESO. 2019. Travers Connection Assessment,,,,,,
82,AESO. 2017. Clover Bar Connection Assessment,,,,,,
83,AESO. 2017. Heartland Connection Assessment,,,,,,
84,AESO. 2015. Vincent Connection Assessment,,,,,,
85,AESO. 2019. Mclaughlin Connection Assessment,,,,,,
86,AESO. 2015. McLaughlin Aggregated Connection Assessment,,,,,,
87,AESO. 2019. Abee 993S Connection Assessment,,,,,,
88,AESO. 2015. Broadmoor Connection Assessment,,,,,,
89,AESO. 2020. Summerside Connection Assessment,,,,,,
90,AESO. 2019. Windrise Connection Assessment,,,,,,
91,AESO. 2018. Kirby Connection Assessment,,,,,,
92,AESO. 2020. Cypress Connection Assessment,,,,,,
93,AESO. 2016. Bohn 931S Connection Assessment,,,,,,
94,AESO. 2019. Boreal 193S Connection Assessment,,,,,,
95,AESO. 2018. Mount Allan Connection Assessment,,,,,,
96,AESO. 2016. Gainford Connection Assessment,,,,,,
97,AESO. 2016. Okotoks Connection Assessment,,,,,,
98,AESO. 2018. East Crossfield Connection Assessment,,,,,,
99,AESO. 2019. Drywood Connection Assessment,,,,,,
100,AESO. 2018. Fincastle Connection Assessment,,,,,,
101,AESO. 2016. Bauer 918S Connection Assessment,,,,,,
102,AESO. 2020. Cascade Connection Assessment,,,,,,
103,AESO. 2016. Plamondon Connection Assessment,,,,,,
104,AESO. 2017. Paintearth Connection Assessment,,,,,,
105,AESO. 2018. Vulcan and Stavely Connection Assessment,,,,,,
106,AESO. 2018. Provost Connection Assessment,,,,,,
107,AESO. 2015. Rothbauer Connection Assessment,,,,,,
108,AESO. 2016. Henday Connection Assessment,,,,,,
109,AESO. 2016. Hornbeck Connection Assessment,,,,,,
110,AESO. 2020. Rattlesnake Connection Assessment,,,,,,
111,AESO. 2016. Bullshead Connection Assessment,,,,,,
112,AESO. 2018. Wheatland Connection Assessment,,,,,,
113,AESO. 2018. Vista Connection Assessment,,,,,,
114,AESO. 2015. Eureka Connection Assessment,,,,,,
115,AESO. 2016. Cooking Lake Connection Assessment,,,,,,
116,AESO. 2017. Sharphills Connection Assessment,,,,,,
117,AESO. 2016. Hughenden Connection Assessment,,,,,,
118,AESO. 2018. Strathcona CG Connection Assessment,,,,,,
119,AESO. 2019. EPCOR Connection Assessment,,,,,,
120,AESO. 2017. Irma Connection Assessment,,,,,,
121,AESO. 2016. Turbo Connection Assessment,,,,,,
122,AESO. 2016. Wainright Connection Assessment,,,,,,
123,AESO. 2016. Spirit River Connection Assessment,,,,,,
124,AESO. 2018. Ksituan Connection Assessment,,,,,,
125,AESO. 2014. Carmon Creek Connection Assessment,,,,,,
126,AESO. 2020. Suncor Base Plant Connection Assessment,,,,,,
127,AESO. 2016. Kent Connection Assessment,,,,,,
128,AESO. 2016. Fox Creek Connection Assessment,,,,,,
129,AESO. 2016. Hughes Connection Assessment,,,,,,
130,AESO. 2017. Stirling Connection Assessment,,,,,,
131,"https://www.newswire.ca/news-releases/transalta-renewables-announces-commercial-operation-of-windcharger-alberta-s-first-utility-scale-battery-storage-project-860743949.html
https://www.energy-storage.news/news/first-grid-scale-battery-storage-project-in-alberta-canada-comes-online-thi",,,,,,
132,https://ereserve-project.com,,,,,,
133,NPCC,2016.0,2016 Maritimes Area Comprehensive Review of Resource Adequacy,https://www.npcc.org/Library/Resource%20Adequacy/2016%20Maritimes%20Area%20CRRA%20for%20RCCpaf.pdf,,Maritimes,
134,NSPI,2018.0,10-Year System Outlook 2018 Report Revised,http://oasis.nspower.ca/en/home/oasis/forecasts-and-assessments.aspx,,Nova Scotia,
135,Nalcor Energy,2019.0,Muskrat Falls Project: Transmission Projects,https://muskratfalls.nalcorenergy.com/project-overview/labrador-island-link-and-transmission-assets/,,Newfoundland and Labrador,
136,Saskpower,2017.0,Powering Saskatchewan to a Cleaner Energy Future. 2016-17 Annual Report,https://www.saskpower.com/about-us/Our-Company/~/link.aspx?_id=29E795C8C20D48398EAB5E3273C256AD&_z=z,,Saskatchewan,
137,Manitoba Hydro,2016.0,2016 Transmission Interface Capability Report,https://www.oasis.oati.com/woa/docs/MHEB/MHEBdocs/2016_Transmission_Interface_Capability_Report.pdf,,Manitoba,
138,IESO,2018.0,Ontario Transmission System,https://www.ieso.ca/media/files/ieso/document-library/planning-forecasts/18-month-outlook/onttxsystem_2018jun.pdf,,Ontario,
139,NPCC,2017.0,2017 Québec Balancing Authority Area Comprehensive Review of Resource Adequacy.,https://www.npcc.org/Library/Resource%20Adequacy/Forms/Public%20List.aspx,,Québec,
140,BC Hydro,2019.0,T&D System Operations System Operating Order 7T-18 BC - US Interconnection,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/system_operating_orders/7T-18.pdf,,British Columbia,
141,BC Hydro,2019.0,T&D System Operations System Operating Order 7T-17 BC - Alberta Interconnection,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/system_operating_orders/7T17.pdf,,British Columbia,
142,AESO,2018.0,Information Document: Available Transfer Capability and Transfer Path Management ID #2011-001R,https://www.aeso.ca/assets/Information-Documents/2011-001R-ATC-and-Transfer-Path-Management-2018-07-20.pdf,,Alberta,
143,BCUC,2017.0,British Columbia Utilities Commission Inquiry Respecting Site C: Final Report to the Government of British Columbia,https://www.bcuc.com/Documents/wp-content/11/11-01-2017-BCUC-Site-C-Inquiry-Final-Report.pdf,,British Columbia,
144,British Columbia Utilities Commission,2013.0,CPCN for the John Hart Generating Station Replacement Project,https://www.ordersdecisions.bcuc.com/bcuc/decisions/en/111606/1/document.do,,British Columbia,
145,BC Hydro,2011.0,F2012 to F204 Revenue Requirements Application [B-1],https://www.bcuc.com/ApplicationView.aspx?ApplicationId=298,,British Columbia,
146,Newfoundland and Labrador Hydro,2018.0,Reliability and Resource Adequacy Study,https://nalcorenergy.com/wp-content/uploads/2019/01/R-Final-Response-PB-947-2018-with-Appendix-1-Reliability-and-Supply-Adequacy-Study-2018-11-16-Low-1.pdf,,Newfoundland and Labrador,
147,BC Hydro,2013.0,Integrated Resource Plan Appendix 3A-30. 2013 Resource Options Report Update - Lower Mainland/Vancouver Island Pumped Storage Report and North Coast Pumped Storage Report. Prepared by Knight Piesold Consulting,https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/current-plan/document-centre/reports/november-2013-irp.html,,British Columbia,
148,NB Power,2017.0,NB Power 2017 Integrated Resource Plan Part A,https://www.nbpower.com/en/about-us/our-energy/integrated-resource-plan,,New Brunswick,
149,Canada Energy Regulator,2019.0,Economics of Solar Power in Canada - Results,https://www.cer-rec.gc.ca/nrg/sttstc/lctrct/rprt/cnmcsfslrpwr/rslts-eng.html,,Canada,
150,EIA,2019.0,Electric Power Monthly: Table 6.07.B. Capacity Factors for Utility Scale Generators Primarily Using Non-Fossil Fuels,https://www.eia.gov/electricity/monthly/epm_table_grapher.php?t=epmt_6_07_b,,Canada,
151,EIA,2015.0,Annual Energy Outlook 2015. Table 8.1. Cost and performance characteristics of new central station electricity generating technologies,https://www.eia.gov/outlooks/archive/aeo15/,,Canada,
152,EIA,2019.0,Annual Energy Outlook 2019. Table 2. Cost and performance characteristics of new central station electricity generating technologies,https://www.eia.gov/outlooks/aeo/index.php,,Canada,
153,NREL,2019.0,Annual Technology Baseline (Data) ATB,https://atb.nrel.gov/electricity/data.html,,,
169,Canada Energy Regulator,2021.0,International Power Lines Dashboard,https://www.cer-rec.gc.ca/en/data-analysis/facilities-we-regulate/international-power-lines-dashboard/index.html,,Canada,
170,North American Cooperation on Energy Information (NACEI),2020.0,North American infrastructure map,http://nacei.org/#!/maps,,Canada,
171,"Manitoba Hydro, SaskPower",2019.0,Inter-Regional Planning Exploratory Study,https://www.oasis.oati.com/spc/index.html,,"Manitoba, Saskatchewan",
175,AESO,2021.0,Alberta Electric System Operator System Co-ordination Plan Approved Outages,https://www.aeso.ca/grid/grid-operations/outages/,,Alberta,Reference includes archives dating back to 2014.
176,Alberta Utilities Commission. 2020. Heartland Generation Ltd Battle River Power Plant Amendment.,,,,,,
177,Alberta Utilities Commission. 2020. Transalta Corporation. Keephills Power Plant Repowering.,,,,,,
178,Alberta Power (2000) Ltd and TransAlta Cogeneration Ltd. 2020. Sheerness Power Plant Dual Fuel Conversion.,,,,,,
179,Alberta Utilities Commission. 2020. Transalta Corporation Sundance Power Plant Repowering.,,,,,,
180,AESO. 2017. SS 7 Connection Assessment,,,,,,
181,BC Hydro,2013.0,Integrated Resource Plan 2013 Resource Options Report Update Mica Pumped Storage Report,https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/current-plan/document-centre/reports/november-2013-irp.html,,British Columbia,
182,BC Hydro,2008.0,2008 Long-term Acquisition Plan: Appendix F8 Potential Large Hydro Project Report,https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/past-plans/2008-ltap.html,,British Columbia,
183,BC Hydro,2013.0,Integrated Resource Plan Appendix 3A-30. 2013 Resource Options Report Update - Lower Mainland/Vancouver Island Pumped Storage Report and North Coast Pumped Storage Report. Prepared by Knight Piesold Consulting.,https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/current-plan/document-centre/reports/november-2013-irp.html https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/current-plan/document-centre/reports/november-2013-irp.html,,British Columbia,
184,BC Hydro,2019.0,Fiscal 2020 to Fiscal 2021 Revenue Requirements Application Twenty-Year Load Forecast,https://www.bcuc.com/ApplicationView.aspx?ApplicationId=664,,British Columbia,
185,BC Hydro,2020.0,T&D System Operations - Operating Order 5T-10. Ratings for all Transmission Circuits 60 kV or Higher,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/system_operating_orders/5T-10.pdf,,British Columbia,
186,BC Hydro,2017.0,Revelstoke 6 - Environmental Assessment Certificate Application Volume 1,https://projects.eao.gov.bc.ca/api/document/596657e946ae0a001c1b46b7/fetch/EAC_Application-Revelstoke_Generating_Station_Unit_6-Volume_1.pdf,,British Columbia,
187,Water Sustainability Act,2016.0,"Water Sustainability Fees, Rentals and Charges Tariff Regulation. B.C. Reg. 37/2016",http://www.bclaws.ca/civix/document/id/loo99/loo99/37_2016,,,
188,FortisBC,2011.0,2012 Integrated System Plan - Volume 1,https://fbcdotcomprod.blob.core.windows.net/libraries/docs/default-source/about-us-documents/regulatory-affairs-documents/electric-utility/fortisbc-2012-integrated-system-plan---volume-1---30june2011.pdf,,British Columbia,
189,BC Hydro,2020.0,T&D System Operations - Operating Order 5T-14. Ratings for all Transmission and Distribution Transformers,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/system_operating_orders/5T-14.pdf,,British Columbia,
190,FortisBC,2013.0,Application for Approval of a Multi-Year Performance Based Ratemaking Plan for 2014 through 2018. Response to British Columbia Sustainable Energy Association and Sierra Club of BC (BCSEA) Information Request (IR) No. 1,https://www.bcuc.com/ApplicationView.aspx?ApplicationId=400,,British Columbia,
191,BC Hydro,2013.0,Integrated Resource Plan 2013 Appendix 3C - Technical Planning Assumptions: Intermittent Resources ELCC & FELCC,https://www.bchydro.com/toolbar/about/planning-for-our-future/irp/current-plan/document-centre/reports/november-2013-irp.html,,British Columbia,
192,BC Hydro,2019.0,Our Facilities,https://www.bchydro.com/energy-in-bc/operations/our-facilities.html,,British Columbia,
193,WECC,2019.0,ADS 2028 Deliverables Anchor Data Set,https://www.wecc.org/SystemStabilityPlanning/Pages/AnchorDataSet.aspx,,"Alberta, British Columbia","On the website, see sheet ADS_PCM_V0.3.2_GeneratorList.csv and supporting information"
194,BC Hydro,2020.0,Independent Power Producers (IPPs) currently supplying power to BC Hydro,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/independent-power-producers-calls-for-power/independent-power-producers/ipp-supply-list-in-operation.pdf,,British Columbia,
195,FortisBC,2019.0,Electricity facilities & operations,https://www.fortisbc.com/about-us/facilities-operations-and-energy-information/electricity-facilities-and-operations,,British Columbia,
196,BC Hydro,2019.0,Water Use Planning,https://www.bchydro.com/about/sustainability/conservation/water_use_planning.html,,British Columbia,
197,BC Hydro,2013.0,"Site C Environmental Impact Statement Volume 2, Appendix G",https://www.ceaa-acee.gc.ca/050/evaluations/document/85328?culture=en-CA,,British Columbia,
198,BC Hydro,2016.0,"Fiscal 2017 to Fiscal 2019 Revenue Requirements Application, Table 3-9: Updated in Response to BCUC IR 1.11.1",https://www.bcuc.com/Documents/Proceedings/2016/DOC_48161_B-9_BCH-Responses-to-BCUC-IRs.pdf,,British Columbia,
199,BC Hydro,2020.0,Transmission System. BCH Drawing No. G-T06-00010 Station Planning Transmission & Stations Planning,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-000.pdf,,British Columbia,
200,Government of BC,2019.0,BC Transmission Lines,https://catalogue.data.gov.bc.ca/dataset/bc-transmission-lines,,British Columbia,Order csv from website; see spreadsheet TRNS_LNS.csv for original file
201,BCUC,2017.0,British Columbia Hydro and Power Authority - British Columbia Utilities Commission Inquiry Respecting Site C - Project No. 1598922 - Final Report [A-24],https://www.bcuc.com/Documents/wp-content/11/11-01-2017-BCUC-Site-C-Inquiry-Final-Report.pdf,,British Columbia,
202,Columbia Power,2021.0,Columbia Power Facilities,http://columbiapower.org/projects/,,,
203,Manitoba Hydro,2015.0,Manitoba - Minnesota Transmission Project EIS. Chapter 2 - Project Description,https://www.gov.mb.ca/sd/eal/registries/5750mbhydrombminnesota/index.html,,Manitoba,
204,Manitoba Hydro,2014.0,St. Vital Complex Environmental Assessment Report. Chapter 3 Project Description,https://www.gov.mb.ca/sd/eal/registries/5750mbhydrombminnesota/index.html,,Manitoba,
205,NPCC,2017.0,2017 Québec Balancing Authority Area Comprehensive Review of Resource Adequacy,https://www.npcc.org/Library/Resource%20Adequacy/Forms/Public%20List.aspx,,Québec,
206,Manitoba Hydro,2011.0,2010/11 & 2011/12 General Rate Application Filing - Information Requests Round 1 RCM/TREE,https://www.hydro.mb.ca/regulatory_affairs/electric/gra_2010_2012/#rd1,,Manitoba,
207,Manitoba Hydro,2019.0,Manitoba Hydro Power Sale Arrangements,https://www.hydro.mb.ca/corporate/electricity_exports/power_sale_arrangements/,,Manitoba,
208,Manitoba Hydro,2011.0,Bipole III Environmental Impact Statement - Chapter 7 Maps,https://www.hydro.mb.ca/projects/bipoleIII/,,Manitoba,
209,Manitoba Hydro,2007.0,Kelsey Generating Station,https://www.oasis.oati.com/MHEB/index.html,,Manitoba,
210,Manitoba Hydro,2017.0,Manitoba Hydro 2017/18 & 2018/19 General Rate Application COALITION/MH I-158a-Attachment,http://www.pubmanitoba.ca/v1/proceedings-decisions/appl-current/mh2017gra-irs.html,,Manitoba,
211,Manitoba Hydro,2013.0,Bipole III Transmission Project - Index of Map Series,http://manitobawildlands.org/pdfs/bp3cec/HY-BP3-MBHY-ResponsetoCECIRsPackage4-Attach2-31Jul12.pdf,,Manitoba,
212,Manitoba Hydro,2010.0,Manitoba Hydro 2010-2012 General Rate Application RCM/TREE/MH I-7,http://www.pubmanitoba.ca/v1/proceedings-decisions/appl-previous/mhgra-index.html,,Manitoba,
213,Manitoba Hydro,2019.0,Manitoba Hydro Generating Stations,https://www.hydro.mb.ca/corporate/facilities/generating_stations/,,Manitoba,
214,Manitoba Hydro,2013.0,Need for an Alternatives To (NFAT). Appendix 7.2 Range of Resource Options,http://www.pubmanitoba.ca/v1/proceedings-decisions/mh-nfat/application.html,,Manitoba,
215,Environment Canada,2019.0,Historical Hydrometric Data Search,https://wateroffice.ec.gc.ca/search/historical_e.html,,National,
216,Manitoba Hydro,2018.0,Annual Reports [2013 through 2018 - See calculations],https://www.hydro.mb.ca/corporate/ar/,,Manitoba,
217,Manitoba Hydro,2016.0,2016/17 Resource Planning Assumptions & Analysis,https://www.hydro.mb.ca/regulatory_affairs/pdf/electric/general_rate_application_2017/07.3_appendix_7.3_mh_resource_planning_assumptions_and_analysis.pdf,,Manitoba,
218,Manitoba Hydro,2018.0,2018 Electric Load Forecast. Market Forecast & Load Research.,http://www.pubmanitoba.ca/v1/proceedings-decisions/appl-current/pubs/2019-mh-gra/2019-mh-application/appendix-15-2018-load-forecast.pdf,,Manitoba,
219,MISO,2020.0,Manitoba Hydro Transmission Facilities Subject to MISO RC Responsibility,https://cdn.misoenergy.org/Manitoba%20Hydro%20Transmission%20Facilities%20Reliability%20Coordination%20MISO%202019390631.xlsx,,Manitoba,
220,Manitoba Hydro,2012.0,Manitoba Hydro Available Transfer Capability Implementation Document (ATCID),https://www.oasis.oati.com/MHEB/index.html,,Manitoba,
221,The Water Power Act,1988.0,"Water Power Regulation, Man Reg 25/88 R, s.6(5).",https://web2.gov.mb.ca/laws/regs/current/_pdf-regs.php?reg=25/88%20R,,Manitoba,
222,Manitoba Hydro,2014.0,Pointe du Bois Transmission Project Environmental Assessment Report. Chapter 2,https://www.gov.mb.ca/sd/eal/registries/5716mbhydropointedubois/,,Manitoba,
223,Manitoba Hydro,2012.0,Dorsey to Portage South 230 kV Transmission Line Environmental Assessment Report,https://www.manitoba.ca/sd/eal/registries/5611dorsey/index.html,,Manitoba,
224,Manitoba Hydro,2018.0,Birtle Transmission Project Environmental Assessment Report,https://www.gov.mb.ca/sd/eal/registries/5950birtle/index.html,,Manitoba,
225,NERC,2020.0,2020 Summer Reliability Assessment,https://www.nerc.com/pa/RAPA/ra/Reliability%20Assessments%20DL/NERC_SRA_2020.pdf,,Manitoba,
226,Energy and Environmental Economics,2019.0,Planning Reserve Margin and Capacity Value Study,https://irp.nspower.ca/documents/pre-irp-deliverables/,,Nova Scotia,
227,NB Power,2019.0,2018/2019 Annual Report [2011 through 2020],https://www.nbpower.com/en/about-us/accountability-reports/annual-and-quarterly-reports/,,New Brunswick,
228,NB Power,2020.0,About Our Energy - Our Current Energy Mix,https://www.nbpower.com/en/about-us/our-energy,,New Brunswick,
229,NB Power,2018.0,2018-2027 Load Forecast Update,https://filemaker.nbeub.ca/fmi/webd/NBEUB%20ToolKit13,,New Brunswick,
230,NPCC,2016.0,2016 Maritimes Area Comprehensive Review of Resource Adequacy,https://www.npcc.org/Library/Resource%20Adequacy/2016%20Maritimes%20Area%20CRRA%20for%20RCCpaf.pdf,,New Brunswick,
231,Nova Scotia Power Inc.,2018.0,10-Year System Outlook 2018 Report Revised,http://oasis.nspower.ca/en/home/oasis/forecasts-and-assessments.aspx,,New Brunswick,
232,SNC-Lavalin T&D,2009.0,Transmission and System Operator Options for Nova Scotia. Prepared for Nova Scotia Department of Energy,https://energy.novascotia.ca/sites/default/files/Transmission%20and%20System%20Operator%20Options%20for%20Nova%20Scotia.pdf,,Nova Scotia and New Brunswick,
233,NB Power,2019.0,Wind Energy,https://www.nbpower.com/en/about-us/our-energy/wind-energy,,New Brunswick,
234,"Ismail, S.",2015.0,"Potential Hydro Energy: Review, Evaluation and Methodology",https://filemaker.nbeub.ca/fmi/webd/NBEUB%20ToolKit13 [Matter 336],prepared for New Brunswick Power Corporation,New Brunswick,
235,Dunsky Energy Consulting,2019.0,City of Summerside Capacity Resource Plan,https://summerside.ca/residents/electricity/energy_capacity_resource_planning,,New Brunswick,
236,Edmundston Energy,2005.0,Edmundston Energy Project - GHG Quantification Report,https://www.csaregistries.ca/files/projects/prj_5210_932.pdf,,New Brunswick,
237,Newfoundland Power,2013.0,2013-2014 General Rate Application. Response to Requests for Information CA-NP-036 Attachment A.,http://www.pub.nf.ca/applications/NP2013GRA/index.htm,,Newfoundland and Labrador,
238,Newfoundland and Labrador Hydro,2013.0,2013 Amended General Rate Application,http://www.pub.nf.ca/applications/NLH2013GRA/files/application/NLH-2013-GRA-Application-Volume-2-AMENDED-2014-11-10.pdf,,Newfoundland and Labrador,
239,Newfoundland and Labrador Hydro,2012.0,Generation Planning Issues. System Planning Department.,https://nlhydro.com/wp-content/uploads/2014/11/Generation-Planning-Issues-Report-November-2012-FINAL.pdf,,Newfoundland and Labrador,
240,Nalcor Energy,2019.0,Reference to Board on Rate Mitigation Options and Impacts. Nalcor Response to Information Request PUB-Nalcor-129 Attachment 1 Maps,http://www.pub.nf.ca/2018ratemitigation/responses.php,,Newfoundland and Labrador,
