,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
396,McLymont Creek,BC_MCY00_GEN,McLymont Creek,BC_MCY_GEN,Coast Mountain Hydro Limited Partnership,BC,Stewart,56.687197,-130.797452,168,British Columbia.a,British Columbia,Forest Kerr GS,BC_FKR_GSS,287,2015,2015,2075,,hydro_run,hydro_run,66.00,66.00,0.1500,9.90,9.90,0.4227,244.40,244.40,1,1,NULL
397,Merritt Green Energy,BC_MIG00_GEN,Merritt Green Energy,BC_MIG_GEN,Merritt Green Energy Limited Partnership,BC,Merritt,50.097098,-120.795714,652,British Columbia.a,British Columbia,Merritt Green GS,BC_MIG_GSS,138,2015,2015,2035,,biomass,biomass,40.00,40.00,0.9600,38.40,38.40,0.8662,303.53,303.53,1,1,NULL
398,McIntosh Creek,BC_MIK00_GEN,McIntosh Creek,BC_MIK_GEN,Snowshoe Power Ltd.,BC,McBride,53.368676,-120.375396,961,British Columbia.a,British Columbia,Rearguard Pumping Station,BC_REG_DSS,138,2010,2010,2050,,hydro_run,hydro_run,1.20,1.20,0.1500,0.18,0.18,0.3929,4.13,4.13,1,1,NULL
399,Meikle,BC_MKL00_GEN,Meikle,BC_MKL_GEN,Meikle Wind Energy Limited Partnership,BC,Tumbler Ridge,55.285560,-121.469056,1189,British Columbia.a,British Columbia,Meikle GS,BC_MKL_GSS,230,2015,2015,2040,,wind_ons,wind_ons,184.60,184.60,0.2400,44.30,44.30,0.3346,541.00,541.00,61,61,NULL
400,Moose Lake,BC_MLW00_GEN,Moose Lake,BC_MLW_GEN,Moose Lake Wind Limited Partnership,BC,Tumbler Ridge,55.285633,-121.298571,1158,British Columbia.a,British Columbia,Moose Lake GS,BC_MLW_GSS,230,2019,2019,2059,,wind_ons,wind_ons,15.00,15.00,0.2400,3.60,3.60,0.4262,56.00,56.00,4,4,NULL
401,Marion 3 Creek,BC_MRK00_GEN,Marion 3 Creek,BC_MRK_GEN,Marion Creek Hydro Inc.,BC,Port Alberni,49.234215,-125.356863,138,British Columbia.a,British Columbia,Marion 3 Creek GS,BC_M3C_GSS,69,2005,2005,2045,,hydro_run,hydro_run,4.60,4.60,0.1500,0.69,0.69,0.4343,17.50,17.50,1,1,NULL
402,Montrose,BC_MTR00_GEN,Montrose,BC_MTR_GEN,Toba Montrose General Partnership,BC,Powell River,50.623136,-124.187332,118,British Columbia.a,British Columbia,Montrose Creek GS,BC_MTC_GSS,230,2010,2010,2045,,hydro_run,hydro_run,77.90,77.90,0.1500,11.69,11.69,0.6402,436.85,436.85,1,1,NULL
403,Nechako Lumber,BC_NCK00_GEN,Nechako Lumber,BC_NCK_GEN,Nechako Lumber Co. Ltd,BC,Vanderhoof,54.014717,-124.051327,728,British Columbia.a,British Columbia,Tachick,BC_TAC_DSS,69,1999,1999,2029,,biomass,biomass,1.80,1.80,0.9600,1.73,1.73,0.2118,3.34,3.34,1,1,NULL
404,Narrows Inlet,BC_NSI00_GEN,Narrows Inlet,BC_NSI_GEN,tems sayamkwu Limited Partnership,BC,Sechelt,49.829455,-123.664242,583,British Columbia.a,British Columbia,Malaspina,BC_MSA_DSS,138,2019,2019,2059,,hydro_run,hydro_run,33.00,33.00,0.1500,4.95,4.95,0.5110,147.72,147.72,1,1,NULL
405,NWE Williams Lake WW,BC_NWE00_GEN,NWE Williams Lake WW,BC_NWE_GEN,Atlantic Power Preferred Equity Ltd.,BC,Williams Lake,52.161255,-122.171152,678,British Columbia.a,British Columbia,North West Energy,BC_NWE_ISS,69,1993,2019,2049,,biomass,biomass,66.00,66.00,0.9600,63.36,63.36,0.6718,388.40,388.40,1,1,NULL
406,Northwood Green Power,BC_NWP00_GEN,Northwood Green Power,BC_NWP_GEN,Canfor Pulp Ltd.,BC,Prince George,53.979193,-122.693639,604,British Columbia.a,British Columbia,Northwood,BC_NWP_ISS,69,2014,2014,2044,,biomass,biomass,94.50,94.50,0.9600,90.72,90.72,0.1921,159.00,159.00,1,1,NULL
407,Northwest Stave River,BC_NWS00_GEN,Northwest Stave River,BC_NWS_GEN,Northwest Stave River Hydro Limited Partnership,BC,Mission,49.628056,-122.462532,730,British Columbia.a,British Columbia,Northwest Stave GS,BC_NWS_GSS,138,2013,2013,2053,,hydro_run,hydro_run,17.50,17.50,0.1500,2.63,2.63,0.4219,64.67,64.67,1,1,NULL
408,150 Mile House,BC_OFM00_GEN,150 Mile House,BC_OFM_GEN,EnPower Green Energy Generation Limited Partnership,BC,150 Mile House,52.128747,-121.928813,861,British Columbia.a,British Columbia,Soda Creek,BC_SCK_DSS,69,2008,2008,2028,,biomass,biomass,6.00,6.00,0.9600,5.76,5.76,0.6469,34.00,34.00,1,1,Energy recovery generator
409,Catalyst Paper Port Alberni,BC_PAL00_GEN,Catalyst Paper Port Alberni,BC_PAL_GEN,Catalyst Paper,BC,Port Alberni,49.247371,-124.811185,4,British Columbia.a,British Columbia,Port Alberni,BC_PAL_DSS,138,1990,1990,2010,2010.0,biomass,biomass,17.00,17.00,0.9600,16.32,16.32,0.2119,31.56,31.56,1,1,Does not currently supply the grid
410,UNBC Bioenergy Plant,BC_PCA00_GEN,UNBC Bioenergy Plant,BC_PCA_GEN,University of Northern British Columbia,BC,Prince George,53.892630,-122.814927,762,British Columbia.a,British Columbia,Patricia,BC_PCA_DSS,230,2009,2009,2039,,biomass,biomass,4.40,4.40,0.9600,4.22,4.22,0.2120,8.17,8.17,1,1,NULL
411,Peace Canyon_01,BC_PCN01_GEN,Peace Canyon,BC_PCN_GEN,BC Hydro,BC,Peace River,55.982571,-121.994970,513,British Columbia.a,British Columbia,Peace Canyon GS,BC_PCN_GSS,500,1980,1980,2050,,hydro_monthly,hydro_monthly,175.00,700.00,1.0000,175.00,700.00,0.6221,953.60,3814.41,1,4,NULL
412,Peace Canyon_02,BC_PCN02_GEN,Peace Canyon,BC_PCN_GEN,BC Hydro,BC,Peace River,55.982571,-121.994970,513,British Columbia.a,British Columbia,Peace Canyon GS,BC_PCN_GSS,500,1980,1980,2050,,hydro_monthly,hydro_monthly,175.00,700.00,1.0000,175.00,700.00,0.6221,953.60,3814.41,1,4,NULL
413,Peace Canyon_03,BC_PCN03_GEN,Peace Canyon,BC_PCN_GEN,BC Hydro,BC,Peace River,55.982571,-121.994970,513,British Columbia.a,British Columbia,Peace Canyon GS,BC_PCN_GSS,500,1980,1980,2050,,hydro_monthly,hydro_monthly,175.00,700.00,1.0000,175.00,700.00,0.6221,953.60,3814.41,1,4,NULL
414,Peace Canyon_04,BC_PCN04_GEN,Peace Canyon,BC_PCN_GEN,BC Hydro,BC,Peace River,55.982571,-121.994970,513,British Columbia.a,British Columbia,Peace Canyon GS,BC_PCN_GSS,500,1980,1980,2050,,hydro_monthly,hydro_monthly,175.00,700.00,1.0000,175.00,700.00,0.6221,953.60,3814.41,1,4,NULL
415,PGP Bioenergy Project,BC_PGP00_GEN,PGP Bioenergy Project,BC_PGP_GEN,Canfor Pulp Ltd.,BC,Prince George,53.922513,-122.685096,596,British Columbia.a,British Columbia,Prince George Pulp,BC_HCR_ISS,69,2019,2019,2049,,biomass,biomass,59.90,59.90,0.9600,57.50,57.50,0.2011,105.50,105.50,1,1,NULL
416,Pingston Creek,BC_PIN00_GEN,Pingston Creek,BC_PIN_GEN,Joint Venture,BC,Revelstoke,50.550065,-117.948415,394,British Columbia.a,British Columbia,Pingston GS,BC_PIN_GSS,69,2003,2003,2023,,hydro_run,hydro_run,45.00,45.00,0.1500,6.75,6.75,0.4896,193.00,193.00,1,1,NULL
417,Powell River Generation_11,BC_POW01_GEN,Powell River Generation,BC_POW_GEN,Catalyst Paper,BC,Powell River,49.873132,-124.554445,2,British Columbia.a,British Columbia,Powell,BC_POW_DSS,138,2012,2012,2021,2021.0,biomass,biomass,10.00,48.00,0.9600,9.60,46.08,0.8990,78.76,157.51,1,2,NULL
418,Powell River Generation_12,BC_POW02_GEN,Powell River Generation,BC_POW_GEN,Catalyst Paper,BC,Powell River,49.873132,-124.554445,2,British Columbia.a,British Columbia,Powell,BC_POW_DSS,138,2012,2012,2021,2021.0,biomass,biomass,38.00,48.00,0.9600,36.48,46.08,0.2366,78.76,157.51,1,2,NULL
419,Pennask,BC_PSW00_GEN,Pennask,BC_PSW_GEN,Canadian Power Holdings,BC,Westbank,49.925611,-120.109281,1574,British Columbia.a,British Columbia,Pennask GS,BC_PSW_GSS,138,2010,2010,2050,,wind_ons,wind_ons,15.00,15.00,0.2400,3.60,3.60,0.3790,49.80,49.80,5,5,NULL
420,Robson Valley,BC_PTM00_GEN,Robson Valley,BC_PTM_GEN,Robson Valley Power Corporation,BC,McBride,53.678543,-120.910996,755,British Columbia.a,British Columbia,Rearguard Pumping Station,BC_REG_DSS,69,1993,2020,2023,,hydro_run,hydro_run,3.60,3.60,0.1500,0.54,0.54,0.6088,19.20,19.20,1,1,Also called Ptarmigan Creek
421,Puntledge,BC_PUN00_GEN,Puntledge,BC_PUN_GEN,BC Hydro,BC,Vancouver Island,49.664965,-125.093905,51,British Columbia.a,British Columbia,Puntledge GS,BC_PUN_GSS,138,1982,1982,2052,,hydro_daily,hydro_daily,24.00,24.00,0.7000,16.80,16.80,0.3312,69.62,69.62,1,1,NULL
422,Powell Lake,BC_PWL00_GEN,Powell Lake,BC_PWL_GEN,Brookfield Renewable Power,BC,Powell Lake,49.872348,-124.557704,2,British Columbia.a,British Columbia,Powell,BC_POW_DSS,138,1911,2018,2058,,hydro_run,hydro_run,46.00,46.00,0.1500,6.90,6.90,0.4471,180.18,180.18,1,1,Power sold to Paper Excellences Power River Mill
423,Quality,BC_QTY00_GEN,Quality,BC_QTY_GEN,Capital Power L.P.,BC,Tumbler Ridge,55.184599,-120.854677,1235,British Columbia.a,British Columbia,Quality GS,BC_QTY_GSS,230,2012,2012,2037,,wind_ons,wind_ons,142.20,142.20,0.2400,34.13,34.13,0.3829,476.91,476.91,79,79,NULL
424,Revelstoke_01,BC_REV01_GEN,Revelstoke,BC_REV_GEN,BC Hydro,BC,Columbia,51.048563,-118.193945,597,British Columbia.a,British Columbia,Revelstoke GS,BC_REV_GSS,500,1984,1984,2054,,hydro_monthly,hydro_monthly,500.00,2500.00,1.0000,500.00,2500.00,0.4018,1759.97,8799.85,1,5,NULL
425,Revelstoke_02,BC_REV02_GEN,Revelstoke,BC_REV_GEN,BC Hydro,BC,Columbia,51.048563,-118.193945,597,British Columbia.a,British Columbia,Revelstoke GS,BC_REV_GSS,500,1984,1984,2054,,hydro_monthly,hydro_monthly,500.00,2500.00,1.0000,500.00,2500.00,0.4018,1759.97,8799.85,1,5,NULL
426,Revelstoke_03,BC_REV03_GEN,Revelstoke,BC_REV_GEN,BC Hydro,BC,Columbia,51.048563,-118.193945,597,British Columbia.a,British Columbia,Revelstoke GS,BC_REV_GSS,500,1984,1984,2054,,hydro_monthly,hydro_monthly,500.00,2500.00,1.0000,500.00,2500.00,0.4018,1759.97,8799.85,1,5,NULL
427,Revelstoke_04,BC_REV04_GEN,Revelstoke,BC_REV_GEN,BC Hydro,BC,Columbia,51.048563,-118.193945,597,British Columbia.a,British Columbia,Revelstoke GS,BC_REV_GSS,500,1984,1984,2054,,hydro_monthly,hydro_monthly,500.00,2500.00,1.0000,500.00,2500.00,0.4018,1759.97,8799.85,1,5,NULL
428,Revelstoke_05,BC_REV05_GEN,Revelstoke,BC_REV_GEN,BC Hydro,BC,Columbia,51.048563,-118.193945,597,British Columbia.a,British Columbia,Revelstoke GS,BC_REV_GSS,500,2010,2010,2080,,hydro_monthly,hydro_monthly,500.00,2500.00,1.0000,500.00,2500.00,0.4018,1759.97,8799.85,1,5,NULL
429,Raging River_01,BC_RGR01_GEN,Raging River,BC_RGR_GEN,Raging River Power & Mining Inc.,BC,Port Alice,50.388421,-127.233472,138,British Columbia.a,British Columbia,Jeune Landing,BC_JUL_DSS,138,2012,2012,2032,,hydro_daily,hydro_daily,4.00,8.00,0.7000,2.80,5.60,0.4281,15.00,30.00,1,2,NULL
430,Raging River_02,BC_RGR02_GEN,Raging River,BC_RGR_GEN,Raging River Power & Mining Inc.,BC,Port Alice,50.388421,-127.233472,138,British Columbia.a,British Columbia,Jeune Landing,BC_JUL_DSS,138,2012,2012,2032,,hydro_daily,hydro_daily,4.00,8.00,0.7000,2.80,5.60,0.4281,15.00,30.00,1,2,NULL
431,Prince Rupert_01,BC_RPG01_GEN,Prince Rupert,BC_RPG_GEN,BC Hydro,BC,Prince Rupert,54.314334,-130.294424,106,British Columbia.a,British Columbia,Rupert Gas,BC_RPG_GSS,69,1973,2003,2033,,NG_SC,NG_SC,23.00,46.00,1.0000,23.00,46.00,0.2654,53.47,107.21,1,2,NULL
432,Prince Rupert_02,BC_RPG02_GEN,Prince Rupert,BC_RPG_GEN,BC Hydro,BC,Prince Rupert,54.314334,-130.294424,106,British Columbia.a,British Columbia,Rupert Gas,BC_RPG_GSS,69,1973,2003,2033,,NG_SC,NG_SC,23.00,46.00,1.0000,23.00,46.00,0.2667,53.74,107.21,1,2,NULL
433,Ruskin_01,BC_RUS01_GEN,Ruskin,BC_RUS_GEN,BC Hydro,BC,Lower Mainland,49.194973,-122.408341,30,British Columbia.a,British Columbia,Ruskin GS,BC_RUS_GSS,69,1930,2015,2085,,hydro_daily,hydro_daily,38.33,114.99,0.7000,26.83,80.49,0.3312,111.19,333.58,1,3,NULL
434,Ruskin_02,BC_RUS02_GEN,Ruskin,BC_RUS_GEN,BC Hydro,BC,Lower Mainland,49.194973,-122.408341,30,British Columbia.a,British Columbia,Ruskin GS,BC_RUS_GSS,69,1930,2015,2085,,hydro_daily,hydro_daily,38.33,114.99,0.7000,26.83,80.49,0.3312,111.19,333.58,1,3,NULL
435,Ruskin_03,BC_RUS03_GEN,Ruskin,BC_RUS_GEN,BC Hydro,BC,Lower Mainland,49.194973,-122.408341,30,British Columbia.a,British Columbia,Ruskin GS,BC_RUS_GSS,69,1930,2015,2085,,hydro_daily,hydro_daily,38.33,114.99,0.7000,26.83,80.49,0.3312,111.19,333.58,1,3,NULL
436,Rutherford Creek,BC_RUT00_GEN,Rutherford Creek,BC_RUT_GEN,Rutherford Creek Power Limited Partnership,BC,Pemberton,50.272697,-122.866954,414,British Columbia.a,British Columbia,Rutherford Creek GS,BC_RUT_GSS,230,2004,2004,2024,,hydro_run,hydro_run,50.00,50.00,0.1500,7.50,7.50,0.3927,172.00,172.00,1,1,NULL
437,Revelstoke District,BC_RVD00_GEN,Revelstoke District,BC_RVD_GEN,City of Revelstoke,BC,Revelstoke,50.986613,-118.197613,400,British Columbia.a,British Columbia,Illecillewaet,BC_ILL_DSS,69,2005,2005,2035,,biomass,biomass,1.50,1.50,0.9600,1.44,1.44,0.2123,2.79,2.79,1,1,NULL
438,Strathcona_01,BC_SCA01_GEN,Strathcona,BC_SCA_GEN,BC Hydro,BC,Vancouver Island,49.998082,-125.585578,115,British Columbia.a,British Columbia,Strathcona GS,BC_SCA_GSS,138,1958,1958,2028,,hydro_daily,hydro_daily,32.50,65.00,0.7000,22.75,45.50,0.3312,94.28,188.56,1,2,NULL
439,Strathcona_02,BC_SCA02_GEN,Strathcona,BC_SCA_GEN,BC Hydro,BC,Vancouver Island,49.998082,-125.585578,115,British Columbia.a,British Columbia,Strathcona GS,BC_SCA_GSS,138,1958,1958,2028,,hydro_daily,hydro_daily,32.50,65.00,0.7000,22.75,45.50,0.3312,94.28,188.56,1,2,NULL
440,South Cranberry Creek,BC_SCB00_GEN,South Cranberry Creek,BC_SCB_GEN,Advanced Energy Systems 1 Limited Partnership,BC,Revelstoke,50.771577,-118.104136,880,British Columbia.a,British Columbia,South Cranberry GS,BC_SCB_GSS,69,2008,2008,2038,,hydro_run,hydro_run,8.50,8.50,0.1500,1.28,1.28,0.3540,26.36,26.36,1,1,NULL
441,Sechelt Creek,BC_SCG00_GEN,Sechelt Creek,BC_SCG_GEN,MPT Hydro LP,BC,Sechelt,49.677482,-123.548070,48,British Columbia.a,British Columbia,Sechelt Creek GS,BC_SCG_GSS,138,2018,2018,2058,,hydro_run,hydro_run,16.60,16.60,0.1500,2.49,2.49,0.5818,84.60,84.60,1,1,NULL
442,Spillimacheen,BC_SCN00_GEN,Spillimacheen,BC_SCN_GEN,BC Hydro,BC,Columbia,50.903362,-116.408943,896,British Columbia.a,British Columbia,Spillimacheen GS,BC_SPN_GSS,69,1954,1954,2029,,hydro_run,hydro_run,5.00,5.00,0.1500,0.75,0.75,0.3961,17.35,17.35,1,1,Facility is out of service until renewal date
443,Kruger Products Paper Mill,BC_SCP00_GEN,Kruger Products Paper Mill,BC_SCP_GEN,Kruger Energy,BC,New Westminster,49.201350,-122.936580,12,British Columbia.a,British Columbia,Kruger Products,BC_SCP_ISS,69,2009,2009,2039,,biomass,biomass,14.00,14.00,0.9600,13.44,13.44,0.2119,25.99,25.99,1,1,NULL
444,Seegen,BC_SEG00_GEN,Seegen,BC_SEG_GEN,"Covanta Burnaby Renewable Energy, ULC",BC,Burnaby,49.186357,-122.977719,2,British Columbia.a,British Columbia,Ingledow,BC_ING_DSS,230,2003,2003,2043,,biomass,biomass,24.80,24.80,0.9600,23.81,23.81,0.7641,166.00,166.00,1,1,NULL
445,Seven Mile_01,BC_SEV01_GEN,Seven Mile,BC_SEV_GEN,BC Hydro,BC,Columbia,49.030161,-117.504098,524,British Columbia.a,British Columbia,Seven Mile GS,BC_SEV_GSS,230,1979,1979,2049,,hydro_daily,hydro_daily,201.25,805.00,0.7000,140.88,563.50,0.3312,583.82,2335.26,1,4,NULL
446,Seven Mile_02,BC_SEV02_GEN,Seven Mile,BC_SEV_GEN,BC Hydro,BC,Columbia,49.030161,-117.504098,524,British Columbia.a,British Columbia,Seven Mile GS,BC_SEV_GSS,230,1979,1979,2049,,hydro_daily,hydro_daily,201.25,805.00,0.7000,140.88,563.50,0.3312,583.82,2335.26,1,4,NULL
447,Seven Mile_03,BC_SEV03_GEN,Seven Mile,BC_SEV_GEN,BC Hydro,BC,Columbia,49.030161,-117.504098,524,British Columbia.a,British Columbia,Seven Mile GS,BC_SEV_GSS,230,1979,1979,2049,,hydro_daily,hydro_daily,201.25,805.00,0.7000,140.88,563.50,0.3312,583.82,2335.26,1,4,NULL
448,Seven Mile_04,BC_SEV04_GEN,Seven Mile,BC_SEV_GEN,BC Hydro,BC,Columbia,49.030161,-117.504098,524,British Columbia.a,British Columbia,Seven Mile GS,BC_SEV_GSS,230,1979,1979,2049,,hydro_daily,hydro_daily,201.25,805.00,0.7000,140.88,563.50,0.3312,583.82,2335.26,1,4,NULL
449,Stave Falls_01,BC_SFL01_GEN,Stave Falls,BC_SFL_GEN,BC Hydro,BC,Lower Mainland,49.228836,-122.356118,33,British Columbia.a,British Columbia,Stave Falls GS,BC_SFL_GSS,69,2000,2000,2070,,hydro_daily,hydro_daily,45.50,91.00,0.7000,31.85,63.70,0.3312,131.99,263.99,1,2,NULL
450,Stave Falls_02,BC_SFL02_GEN,Stave Falls,BC_SFL_GEN,BC Hydro,BC,Lower Mainland,49.228836,-122.356118,33,British Columbia.a,British Columbia,Stave Falls GS,BC_SFL_GSS,69,2000,2000,2070,,hydro_daily,hydro_daily,45.50,91.00,0.7000,31.85,63.70,0.3312,131.99,263.99,1,2,NULL
451,Shinish Creek,BC_SHC00_GEN,Shinish Creek,BC_SHC_GEN,Zero Emissions Shinish Creek Limited Partnership,BC,Summerland,49.660175,-120.122212,1822,British Columbia.a,British Columbia,RG Anderson TS,BC_RGA_TSS,230,2010,2010,2050,,wind_ons,wind_ons,15.00,15.00,0.2400,3.60,3.60,0.4148,54.50,54.50,5,5,NULL
452,Shuswap,BC_SHW00_GEN,Shuswap,BC_SHW_GEN,BC Hydro,BC,Shuswap,50.296008,-118.813327,460,British Columbia.a,British Columbia,Ashton Creek,BC_ACK_DSS,230,1929,1929,2025,,hydro_daily,hydro_daily,5.80,5.80,0.7000,4.06,4.06,0.3751,19.06,19.06,1,1,NULL
453,Stokke Kwalsa,BC_SKK00_GEN,Stokke Kwalsa,BC_SKK_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.711062,-122.034255,70,British Columbia.a,British Columbia,Stokke GS,BC_SKK_GSS,138,2009,2009,2049,,hydro_run,hydro_run,22.04,22.04,0.1500,3.31,3.31,0.5673,109.54,109.54,1,1,NULL
454,Skookum Power,BC_SKO00_GEN,Skookum Power,BC_SKO_GEN,Skookum Creek Power Partnership,BC,Squamish,49.720472,-122.995573,550,British Columbia.a,British Columbia,Skookum Creek GS,BC_SKO_GSS,138,2014,2014,2054,,hydro_run,hydro_run,25.00,25.00,0.1500,3.75,3.75,0.4658,102.00,102.00,1,1,Also called Mamquam Skookum
455,Sakwi Creek,BC_SKW00_GEN,Sakwi Creek,BC_SKW_GEN,Sakwi Creek Hydro Limited Partnership,BC,Agassiz,49.332617,-121.880117,134,British Columbia.a,British Columbia,Rosedale,BC_ROS_DSS,360,2014,2014,2054,,hydro_run,hydro_run,5.50,5.50,0.1500,0.83,0.83,0.4359,21.00,21.00,1,1,NULL
456,South Slocan_01,BC_SLC01_GEN,South Slocan,BC_SLC_GEN,FortisBC,BC,Kootenay River,49.455487,-117.519712,460,British Columbia.a,British Columbia,South Slocan GS,BC_SLC_GSS,69,1928,2005,2035,,hydro_daily,hydro_daily,19.00,57.00,0.7000,13.30,39.90,0.3312,55.12,165.35,1,3,NULL
457,South Slocan_02,BC_SLC02_GEN,South Slocan,BC_SLC_GEN,FortisBC,BC,Kootenay River,49.455487,-117.519712,460,British Columbia.a,British Columbia,South Slocan GS,BC_SLC_GSS,69,1928,2005,2035,,hydro_daily,hydro_daily,19.00,57.00,0.7000,13.30,39.90,0.3312,55.12,165.35,1,3,NULL
458,South Slocan_03,BC_SLC03_GEN,South Slocan,BC_SLC_GEN,FortisBC,BC,Kootenay River,49.455487,-117.519712,460,British Columbia.a,British Columbia,South Slocan GS,BC_SLC_GSS,69,1928,2005,2035,,hydro_daily,hydro_daily,19.00,57.00,0.7000,13.30,39.90,0.3312,55.12,165.35,1,3,NULL
459,SunMine,BC_SNM00_GEN,SunMine,BC_SNM_GEN,City of Kimberley,BC,Kimberley,49.669012,-115.947628,1153,British Columbia.a,British Columbia,Cranbrook,BC_CBK_DSS,69,2010,2010,2040,,solar_PV,solar,1.10,1.10,0.0000,0.00,0.00,0.2179,2.10,2.10,1,1,NULL
460,Seton,BC_SON00_GEN,Seton,BC_SON_GEN,BC Hydro,BC,Lillooet,50.672742,-121.924124,198,British Columbia.a,British Columbia,Seton Lake GS,BC_SON_GSS,69,1956,1956,2026,,hydro_daily,hydro_daily,48.00,48.00,0.7000,33.60,33.60,0.3312,139.25,139.25,1,1,NULL
461,Soo River,BC_SOO00_GEN,Soo River,BC_SOO_GEN,Joint Venture,BC,Whistler,50.284228,-122.977625,893,British Columbia.a,British Columbia,Tisdall,BC_TIS_DSS,230,1994,2016,2056,,hydro_run,hydro_run,13.10,13.10,0.1500,1.96,1.96,0.6806,78.10,78.10,1,1,NULL
462,South Sutton Creek,BC_SSH00_GEN,South Sutton Creek,BC_SSH_GEN,South Sutton Creek Hydro Inc.,BC,Port Alberni,49.287612,-125.309211,231,British Columbia.a,British Columbia,South Sutton GS,BC_SSH_GSS,69,2005,2005,2045,,hydro_run,hydro_run,4.90,4.90,0.1500,0.74,0.74,0.6057,26.00,26.00,1,1,NULL
463,Site C_01,BC_STC01_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
464,Site C_02,BC_STC02_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
465,Site C_03,BC_STC03_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
466,Site C_04,BC_STC04_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
467,Site C_05,BC_STC05_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
468,Site C_06,BC_STC06_GEN,Site C,BC_STC_GEN,BC Hydro,BC,Peace River,56.196554,-120.913957,410,British Columbia.a,British Columbia,Site C GS,BC_STC_GSS,500,2025,2025,2095,,hydro_monthly,hydro_monthly,188.67,1132.00,1.0000,188.67,1132.00,0.5410,894.07,5364.42,1,6,NULL
469,Sukunka,BC_SUK00_GEN,Sukunka,BC_SUK_GEN,Sukunka Wind Project Limited Partnership,BC,Chetwynd,55.543022,-121.563656,939,British Columbia.a,British Columbia,Sukunka,BC_SNK_DSS,230,2021,2021,2061,,wind_ons,wind_ons,15.00,15.00,0.2400,3.60,3.60,0.3805,50.00,50.00,4,4,NULL
470,Savona,BC_SVA00_GEN,Savona,BC_SVA_GEN,EnPower Green Energy Generation Limited Partnership,BC,Savona,50.748750,-120.855051,504,British Columbia.a,British Columbia,Savona,BC_SVA_DSS,138,2008,2008,2028,,biomass,biomass,6.00,6.00,0.9600,5.76,5.76,0.7801,41.00,41.00,1,1,Energy recovery generator
471,Tolko Armstrong,BC_TKA00_GEN,Tolko Armstrong,BC_TKA_GEN,Tolko Industries Ltd.,BC,Armstrong,50.392242,-119.225901,435,British Columbia.a,British Columbia,Tolko Armstrong GS,BC_RVG_GSS,138,2009,2019,2049,,biomass,biomass,20.40,20.40,0.9600,19.58,19.58,0.7096,126.80,126.80,1,1,NULL
472,Tolko Kelowna,BC_TKK00_GEN,Tolko Kelowna,BC_TKK_GEN,Tolko Industries Ltd.,BC,Kelowna,49.901380,-119.499380,376,British Columbia.a,British Columbia,DG Bell,BC_DGB_TSS,230,2010,2010,2021,2021.0,biomass,biomass,14.90,14.90,0.9600,14.30,14.30,0.0839,10.95,10.95,1,1,NULL
473,Tipella Kwalsa,BC_TPA00_GEN,Tipella Kwalsa,BC_TPA_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.740918,-122.162222,158,British Columbia.a,British Columbia,Tipella GS,BC_TPA_GSS,138,2009,2009,2049,,hydro_run,hydro_run,19.36,19.36,0.1500,2.90,2.90,0.5673,96.22,96.22,1,1,NULL
474,Trio Kwalsa,BC_TRE00_GEN,Trio Kwalsa,BC_TRE_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.628402,-122.032922,1207,British Columbia.a,British Columbia,Trio GS,BC_TRE_GSS,138,2018,2018,2058,,hydro_run,hydro_run,13.75,13.75,0.1500,2.06,2.06,0.6700,80.70,80.70,1,1,NULL
