,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
10,Buffalo Atlee,AB_BFA01_GEN,Buffalo Atlee,AB_BFA_GEN,Capstone Infractructure,AB,Jenner,50.748609,-111.048864,761,Alberta.a,Alberta,Jenner 275S,AB_275S_DSS,144,2023,2023,2053,,wind_ons,wind_ons,58.50,58.50,0.1600,9.36,9.36,0.3600,184.49,184.49,13,13,NULL
11,Blackfalds,AB_BFD01_GEN,Blackfalds,AB_BFD_GEN,Horseshoe Power,AB,Blackfalds,52.381335,-113.796712,867,Alberta.a,Alberta,Blackfalds 198S,AB_198S_DSS,144,2019,2019,2049,,NG_CG,NG_CC,6.00,6.00,0.9000,5.40,5.40,0.3000,15.77,15.77,1,1,NULL
12,Bellshill,AB_BHL01_GEN,Bellshill,AB_BHL_GEN,Genalta Power,AB,Sedgewick,52.775132,-111.692300,666,Alberta.a,Alberta,Sedgewick 137S,AB_137S_DSS,144,2012,2012,2042,,NG_SC,NG_SC,5.00,5.00,1.0000,5.00,5.00,0.3000,13.14,13.14,1,1,NULL
13,Bighorn_01,AB_BIG01_GEN,Bighorn,AB_BIG_GEN,TransAlta Corporation,AB,Nordegg,52.308114,-116.324451,1317,Alberta.a,Alberta,Bighorn Plant 250P,AB_250P_GSS,144,1972,1972,2034,,hydro_daily,hydro_daily,60.00,120.00,0.7000,42.00,84.00,0.2400,126.14,252.29,1,2,NULL
14,Bighorn_02,AB_BIG02_GEN,Bighorn,AB_BIG_GEN,TransAlta Corporation,AB,Nordegg,52.308114,-116.324451,1317,Alberta.a,Alberta,Bighorn Plant 250P,AB_250P_GSS,144,1972,1972,2034,,hydro_daily,hydro_daily,60.00,120.00,0.7000,42.00,84.00,0.2400,126.14,252.29,1,2,NULL
15,Buck Lake,AB_BKL00_GEN,Buck Lake,AB_BKL_GEN,Keyera,AB,Alder Flats,52.953384,-114.795485,911,Alberta.a,Alberta,Buck Lake 454S,AB_454S_GSS,144,2001,2001,2021,2021.0,NG_CG,NG_CC,6.00,6.00,0.9000,5.40,5.40,0.3000,15.77,15.77,3,3,NULL
16,Bull Trail,AB_BLT01_GEN,Bull Trail,AB_BLT_GEN,EDF Renewables,AB,Irvine,49.813767,-110.205721,968,Alberta.a,Alberta,Peace Butte 404S,AB_404S_DSS,144,2024,2024,2054,,wind_ons,wind_ons,270.00,270.00,0.1600,43.20,43.20,0.3600,851.47,851.47,49,49,AUC 26981
17,Belly River,AB_BLYR01_GEN,Belly River,AB_BLYR_GEN,TransAlta Corporation,AB,Glenwood,49.315035,-113.574307,1119,Alberta.a,Alberta,Glenwood 229S,AB_229S_DSS,138,1986,1986,2034,,hydro_run,hydro_run,2.70,2.70,0.1500,0.41,0.41,0.2400,5.68,5.68,1,1,NULL
18,Bonnybrook,AB_BON01_GEN,Bonnybrook,AB_BON_GEN,City of Calgary,AB,Calgary,51.012735,-114.020838,1053,Alberta.a,Alberta,SS-23,AB_SS23_DSS,138,2021,2021,2051,,biomass,biomass,10.00,10.00,0.9600,9.60,9.60,0.5500,48.18,48.18,1,1,NULL
19,Brazeau_01,AB_BRA01_GEN,Brazeau,AB_BRA_GEN,TransAlta Corporation,AB,Drayton Valley,52.910127,-115.375392,929,Alberta.a,Alberta,Brazeau 62S,AB_62S_GSS,240,1966,1966,2034,,hydro_daily,hydro_daily,162.00,362.00,0.7000,113.40,253.40,0.2400,340.59,761.07,1,2,NULL
20,Brazeau_02,AB_BRA02_GEN,Brazeau,AB_BRA_GEN,TransAlta Corporation,AB,Drayton Valley,52.910127,-115.375392,929,Alberta.a,Alberta,Brazeau 62S,AB_62S_GSS,240,1966,1966,2034,,hydro_daily,hydro_daily,200.00,362.00,0.7000,140.00,253.40,0.2400,420.48,761.07,1,2,NULL
21,Battle River Coal_04,AB_BRC04_GEN,Battle River Coal,AB_BRC_GEN,Alberta Power 2000 Ltd.,AB,Halkirk,52.468838,-112.134045,672,Alberta.a,Alberta,Battle River 757S,AB_757S_GSS,240,1975,1975,2021,2021.0,coal,coal,148.00,555.00,0.9000,133.20,499.50,0.5500,713.06,2673.99,1,2,NULL
22,Battle River Coal_05,AB_BRC05_GEN,Battle River Coal,AB_BRC_GEN,Alberta Power 2000 Ltd.,AB,Halkirk,52.468838,-112.134045,672,Alberta.a,Alberta,Battle River 757S,AB_757S_GSS,240,1981,1981,2021,2021.0,coal,coal,407.00,555.00,0.9000,366.30,499.50,0.5500,1960.93,2673.99,1,2,NULL
23,Burdett Alberta One,AB_BRD01_GEN,Burdett Alberta One,AB_BRD_GEN,Alberta Solar One Inc.,AB,Burdett,49.843411,-111.563075,784,Alberta.a,Alberta,Burdett 368S,AB_368S_GSS,138,2022,2022,2052,,solar_PV,solar,11.00,11.00,0.1000,1.10,1.10,0.1800,17.34,17.34,1,1,NULL
24,Battle River Gas_04,AB_BRG04_GEN,Battle River Gas,AB_BRG_GEN,Alberta Power 2000 Ltd.,AB,Halkirk,52.468838,-112.134045,672,Alberta.a,Alberta,Battle River 757S,AB_757S_GSS,240,2022,2022,2025,2025.0,NG_CC,NG_CC,148.00,555.00,0.9000,133.20,499.50,0.6000,777.89,2917.08,1,2,NULL
25,Battle River Gas_05,AB_BRG05_GEN,Battle River Gas,AB_BRG_GEN,Alberta Power 2000 Ltd.,AB,Halkirk,52.468838,-112.134045,672,Alberta.a,Alberta,Battle River 757S,AB_757S_GSS,240,2021,2021,2032,2032.0,NG_CC,NG_CC,407.00,555.00,0.9000,366.30,499.50,0.6000,2139.19,2917.08,1,2,NULL
26,Barlow,AB_BRL01_GEN,Barlow,AB_BRL_GEN,DP Energy,AB,Calgary,50.953250,-113.985423,1033,Alberta.a,Alberta,SS-24,AB_SS24_DSS,144,2022,2022,2052,,solar_PV,solar,27.00,27.00,0.1000,2.70,2.70,0.1800,42.57,42.57,1,1,NULL
27,Barrier,AB_BRR01_GEN,Barrier,AB_BRR_GEN,TransAlta Corporation,AB,Seebe,51.034269,-115.041040,1370,Alberta.a,Alberta,Barrier 32S,AB_32S_GSS,138,1954,1954,2034,,hydro_run,hydro_run,11.20,11.20,0.1500,1.68,1.68,0.2400,23.55,23.55,1,1,NULL
28,Brooks I,AB_BSC01_GEN,Brooks I,AB_BSC_GEN,Elemental Energy,AB,Brooks,50.583294,-111.880755,758,Alberta.a,Alberta,Brooks 121S,AB_121S_GSS,138,2017,2017,2047,,solar_PV,solar,17.00,17.00,0.1000,1.70,1.70,0.1800,26.81,26.81,1,1,NULL
29,Brooks II,AB_BSC02_GEN,Brooks II,AB_BSC_GEN,Elemental Energy,AB,Brooks,50.583294,-111.880755,758,Alberta.a,Alberta,Brooks 121S,AB_121S_GSS,138,2021,2021,2051,,solar_PV,solar,28.00,28.00,0.1000,2.80,2.80,0.1800,44.15,44.15,1,1,NULL
30,Brooks Solar Farm,AB_BSF01_GEN,Brooks Solar Farm,AB_BSF_GEN,Solar Krafte Utilities,AB,Brooks,50.554924,-112.025595,780,Alberta.a,Alberta,Cassils 324S,AB_324S_DSS,138,2023,2023,2053,,solar_PV,solar,400.00,400.00,0.1000,40.00,40.00,0.1800,630.72,630.72,1,1,NULL
31,Bearspaw,AB_BSP01_GEN,Bearspaw,AB_BSP_GEN,TransAlta Corporation,AB,Calgary,51.101046,-114.282336,1070,Alberta.a,Alberta,Bearspaw Plant 44S,AB_44S_GSS,138,1954,1954,2034,,hydro_daily,hydro_daily,17.00,17.00,0.7000,11.90,11.90,0.2400,35.74,35.74,1,1,NULL
32,Blackspring Ridge,AB_BSR01_GEN,Blackspring Ridge,AB_BSR_GEN,EDF/Enbridge,AB,Carmangay,50.152488,-112.822637,945,Alberta.a,Alberta,Blackspring Ridge 485S,AB_485S_DSS,240,2014,2014,2044,,wind_ons,wind_ons,300.00,300.00,0.1600,48.00,48.00,0.3600,946.08,946.08,166,166,NULL
33,Blue Trail,AB_BTR01_GEN,Blue Trail,AB_BTR_GEN,TransAlta Corporation,AB,Fort Macleod,49.668667,-113.452164,975,Alberta.a,Alberta,Blue Trail 528S,AB_528S_DSS,144,2009,2009,2039,,wind_ons,wind_ons,66.00,66.00,0.1600,10.56,10.56,0.3600,208.14,208.14,22,22,NULL
34,Bull Creek I,AB_BUL01_GEN,Bull Creek I,AB_BUL_GEN,Bull Creek Wind Power Ltd.,AB,Chauvin,52.509074,-110.083104,760,Alberta.a,Alberta,Hayter 277S,AB_277S_DSS,138,2014,2014,2044,,wind_ons,wind_ons,13.60,13.60,0.1600,2.18,2.18,0.3600,42.89,42.89,8,8,AUC 3520
35,Bull Creek II,AB_BUL02_GEN,Bull Creek II,AB_BUL_GEN,Bull Creek Wind Power Ltd.,AB,Chauvin,52.509074,-110.083104,760,Alberta.a,Alberta,Hayter 277S,AB_277S_DSS,138,2014,2014,2044,,wind_ons,wind_ons,15.30,15.30,0.1600,2.45,2.45,0.3600,48.25,48.25,9,9,AUC 3520
36,Burdett,AB_BUR01_GEN,Burdett,AB_BUR_GEN,BluEarth Renewables,AB,Burdett,49.827376,-111.538204,777,Alberta.a,Alberta,Burdett 368S,AB_368S_GSS,138,2022,2022,2052,,solar_PV,solar,20.00,20.00,0.1000,2.00,2.00,0.1800,31.54,31.54,1,1,NULL
37,Calgary Energy Centre,AB_CAL01_GEN,Calgary Energy Centre,AB_CAL_GEN,ENMAX Generation Portfolio Inc.,AB,Calgary,51.180500,-113.937300,1091,Alberta.a,Alberta,Beddington 162S,AB_162S_DSS,240,2003,2003,2033,,NG_CC,NG_CC,300.00,300.00,0.9000,270.00,270.00,0.6000,1576.80,1576.80,1,1,NULL
38,CANCARB,AB_CCB00_GEN,CANCARB,AB_CCB_GEN,Tokai Carbon Co.,AB,Medicine Hat,50.057363,-110.726225,707,Alberta.a,Alberta,Medicine Hat 41S,AB_41S_GSS,138,2000,2000,2030,,biomass,biomass,36.00,36.00,0.9600,34.56,34.56,0.5500,173.45,173.45,1,1,NULL
39,Chin Chute Hydro,AB_CHIN00_GEN,Chin Chute Hydro,AB_CHIN_GEN,Irrigation Canal Cooperative Ltd Irrican,AB,Lethbridge County,49.675573,-112.344573,866,Alberta.a,Alberta,Chin Chute 315S,AB_315S_GSS,138,1994,1994,2034,,hydro_run,hydro_run,12.00,12.00,0.1500,1.80,1.80,0.2400,25.23,25.23,1,1,NULL
40,Christina Lake,AB_CLK01_GEN,Christina Lake,AB_CLK_GEN,Cenovus Energy,AB,Christina Lake,55.562792,-110.913507,579,Alberta.a,Alberta,Christina Lake 723S,AB_723S_GSS,240,2000,2000,2030,,NG_CG,NG_CC,100.00,100.00,0.9000,90.00,90.00,0.3000,262.80,262.80,1,1,NULL
41,Cowley North,AB_CLN01_GEN,Cowley North,AB_CLN_GEN,TransAlta Corporation,AB,Pincher Creek,49.561855,-114.107499,1219,Alberta.a,Alberta,Pincher Creek 396S,AB_396S_DSS,138,2001,2001,2031,,wind_ons,wind_ons,21.40,21.40,0.1600,3.42,3.42,0.3600,67.49,67.49,15,15,NULL
42,Claresholm I,AB_CLR01_GEN,Claresholm I,AB_CLR_GEN,Capstone Infractructure,AB,Champion,50.255690,-113.242360,962,Alberta.a,Alberta,Granum 604S,AB_604S_DSS,138,2022,2022,2052,,solar_PV,solar,58.00,58.00,0.1000,5.80,5.80,0.1800,91.45,91.45,1,1,NULL
43,Claresholm II,AB_CLR02_GEN,Claresholm II,AB_CLR_GEN,Capstone Infractructure,AB,Champion,50.255690,-113.242360,962,Alberta.a,Alberta,Granum 604S,AB_604S_DSS,138,2022,2022,2052,,solar_PV,solar,75.00,75.00,0.1000,7.50,7.50,0.1800,118.26,118.26,1,1,NULL
44,Medicine Hat,AB_CMH01_GEN,Medicine Hat,AB_CMH_GEN,City of Medicine Hat,AB,Medicine Hat,50.094004,-110.728843,717,Alberta.a,Alberta,Medicine Hat 41S,AB_41S_GSS,138,2007,2007,2037,,NG_CC,NG_CC,255.00,255.00,0.9000,229.50,229.50,0.6000,1340.28,1340.28,1,1,NULL
45,Horizon,AB_CNR05_GEN,Horizon,AB_CNR_GEN,Canadian Natural Resources Ltd.,AB,Fort McMurray,57.339300,-111.757800,277,Alberta.a,Alberta,Horizon Upgrading 842S,AB_842S_GSS,240,2007,2007,2037,,NG_CG,NG_CC,103.00,103.00,0.9000,92.70,92.70,0.3000,270.68,270.68,1,1,NULL
46,Coaldale,AB_COD01_GEN,Coaldale,AB_COD_GEN,Signalta,AB,Lethbridge,49.736169,-112.562196,870,Alberta.a,Alberta,Coaldale 254S,AB_254S_GSS,138,2019,2019,2049,,NG_CG,NG_CC,5.00,5.00,0.9000,4.50,4.50,0.3000,13.14,13.14,1,1,NULL
47,Chappice Lake,AB_CPL00_GEN,Chappice Lake,AB_CPL_GEN,Elemental Energy,AB,Chappice Lake,50.221114,-110.446121,777,Alberta.a,Alberta,Chappice Lake 649S,AB_649S_DSS,138,2022,2022,2052,,solar_PV,solar,15.00,15.00,0.1000,1.50,1.50,0.1800,23.65,23.65,1,1,NULL
48,Conrad Solar I,AB_CRD01_GEN,Conrad Solar I,AB_CRD_GEN,Solar Krafte Utilities,AB,Wrentham,49.520360,-112.036578,940,Alberta.a,Alberta,Conrad 135S,AB_135S_DSS,138,2022,2022,2052,,solar_PV,solar,41.00,41.00,0.1000,4.10,4.10,0.1800,64.65,64.65,1,1,NULL
49,Conrad Solar II,AB_CRD02_GEN,Conrad Solar II,AB_CRD_GEN,Solar Krafte Utilities,AB,Wrentham,49.520360,-112.036578,940,Alberta.a,Alberta,Conrad 135S,AB_135S_DSS,138,2022,2022,2052,,solar_PV,solar,41.00,41.00,0.1000,4.10,4.10,0.1800,64.65,64.65,1,1,NULL
50,Camrose,AB_CRG01_GEN,Camrose,AB_CRG_GEN,Cargill,AB,Camrose,52.983085,-112.769724,734,Alberta.a,Alberta,East Camrose 285S,AB_285S_GSS,138,2015,2015,2045,,NG_CG,NG_CC,10.00,10.00,0.9000,9.00,9.00,0.3000,26.28,26.28,1,1,NULL
51,Castlerock Ridge I,AB_CRR01_GEN,Castlerock Ridge I,AB_CRR_GEN,Enel,AB,Pincher Creek,49.556114,-113.962954,1257,Alberta.a,Alberta,Castle Rock Ridge 205S,AB_205S_GSS,240,2012,2012,2042,,wind_ons,wind_ons,76.20,76.20,0.1600,12.19,12.19,0.3600,240.30,240.30,33,33,NULL
52,Castlerock Ridge II,AB_CRR02_GEN,Castlerock Ridge II,AB_CRR_GEN,Enel,AB,Pincher Creek,49.556114,-113.962954,1257,Alberta.a,Alberta,Castle Rock Ridge 205S,AB_205S_GSS,240,2019,2019,2049,,wind_ons,wind_ons,29.40,29.40,0.1600,4.70,4.70,0.3600,92.72,92.72,7,7,NULL
53,Crossfield Energy Centre_01,AB_CRS01_GEN,Crossfield Energy Centre,AB_CRS_GEN,ENMAX Generation Portfolio Inc.,AB,Airdrie,51.397200,-114.014700,1124,Alberta.a,Alberta,Summit 653S,AB_653S_DSS,138,2010,2010,2040,,NG_SC,NG_SC,48.00,144.00,1.0000,48.00,144.00,0.3000,126.14,378.43,1,3,NULL
54,Crossfield Energy Centre_02,AB_CRS02_GEN,Crossfield Energy Centre,AB_CRS_GEN,ENMAX Generation Portfolio Inc.,AB,Airdrie,51.397200,-114.014700,1124,Alberta.a,Alberta,Summit 653S,AB_653S_DSS,138,2010,2010,2040,,NG_SC,NG_SC,48.00,144.00,1.0000,48.00,144.00,0.3000,126.14,378.43,1,3,NULL
55,Crossfield Energy Centre_03,AB_CRS03_GEN,Crossfield Energy Centre,AB_CRS_GEN,ENMAX Generation Portfolio Inc.,AB,Airdrie,51.397200,-114.014700,1124,Alberta.a,Alberta,Summit 653S,AB_653S_DSS,138,2010,2010,2040,,NG_SC,NG_SC,48.00,144.00,1.0000,48.00,144.00,0.3000,126.14,378.43,1,3,NULL
56,Castle River,AB_CRV01_GEN,Castle River,AB_CRV_GEN,TransAlta Corporation,AB,Pincher Creek,49.516000,-114.027555,1193,Alberta.a,Alberta,Castle River 239S,AB_239S_GSS,138,2001,2001,2031,,wind_ons,wind_ons,44.00,44.00,0.1600,7.04,7.04,0.3600,138.76,138.76,60,60,NULL
57,Cascade Hydro_01,AB_CSC01_GEN,Cascade Hydro,AB_CSC_GEN,TransAlta Corporation,AB,Banff,51.200186,-115.502093,1408,Alberta.a,Alberta,Cascade 29S,AB_29S_GSS,138,1954,1954,2034,,hydro_daily,hydro_daily,17.00,35.00,0.7000,11.90,24.50,0.2400,35.74,73.58,1,2,NULL
58,Cascade Hydro_02,AB_CSC02_GEN,Cascade Hydro,AB_CSC_GEN,TransAlta Corporation,AB,Banff,51.200186,-115.502093,1408,Alberta.a,Alberta,Cascade 29S,AB_29S_GSS,138,1954,1954,2034,,hydro_daily,hydro_daily,18.00,35.00,0.7000,12.60,24.50,0.2400,37.84,73.58,1,2,NULL
59,Cascade Gas_01,AB_CSG01_GEN,Cascade Gas,AB_CSG_GEN,Kineticor,AB,Edson,53.524086,-116.599158,938,Alberta.a,Alberta,Bickerdike 39S,AB_39S_DSS,240,2023,2023,2053,,NG_CC,NG_CC,900.00,1800.00,0.9000,810.00,1620.00,0.6000,4730.40,9460.80,1,2,NULL
60,Cascade Gas_02,AB_CSG02_GEN,Cascade Gas,AB_CSG_GEN,Kineticor,AB,Edson,53.524086,-116.599158,938,Alberta.a,Alberta,Bickerdike 39S,AB_39S_DSS,240,2023,2023,2053,,NG_CC,NG_CC,900.00,1800.00,0.9000,810.00,1620.00,0.6000,4730.40,9460.80,1,2,NULL
61,Cypress,AB_CYP01_GEN,Cypress,AB_CYP_GEN,EDF Renewables,AB,Dunmore,49.844736,-110.522035,904,Alberta.a,Alberta,Woolchester 1019S,AB_1019S_GSS,240,2023,2023,2053,,wind_ons,wind_ons,248.40,248.40,0.1600,39.74,39.74,0.3600,783.35,783.35,48,48,AUC 24891
62,Daishowa,AB_DAI01_GEN,Daishowa,AB_DAI_GEN,Daishowa-Marubeni,AB,St. Isidore,56.371080,-117.185580,323,Alberta.a,Alberta,Daishowa 839S,AB_839S_GSS,144,2011,2011,2041,,biomass,biomass,25.10,25.10,0.9600,24.10,24.10,0.5500,120.93,120.93,1,1,NULL
63,Deerfoot,AB_DFT00_GEN,Deerfoot,AB_DFT_GEN,DP Energy,AB,Calgary,50.948720,-113.961134,1034,Alberta.a,Alberta,SS-24,AB_SS24_DSS,144,2022,2022,2052,,solar_PV,solar,35.00,35.00,0.1000,3.50,3.50,0.1800,55.19,55.19,1,1,NULL
64,Dickson Dam_01,AB_DKSN01_GEN,Dickson Dam,AB_DKSN_GEN,Algonquin Power,AB,Red Deer River,52.052731,-114.222907,929,Alberta.a,Alberta,Red Deer 63S,AB_63S_DSS,240,1992,1992,2034,,hydro_run,hydro_run,5.60,16.80,0.1500,0.84,2.52,0.2400,11.77,35.32,1,3,NULL
65,Dickson Dam_02,AB_DKSN02_GEN,Dickson Dam,AB_DKSN_GEN,Algonquin Power,AB,Red Deer River,52.052731,-114.222907,929,Alberta.a,Alberta,Red Deer 63S,AB_63S_DSS,240,1992,1992,2034,,hydro_run,hydro_run,5.60,16.80,0.1500,0.84,2.52,0.2400,11.77,35.32,1,3,NULL
66,Dickson Dam_03,AB_DKSN03_GEN,Dickson Dam,AB_DKSN_GEN,Algonquin Power,AB,Red Deer River,52.052731,-114.222907,929,Alberta.a,Alberta,Red Deer 63S,AB_63S_DSS,240,1992,1992,2034,,hydro_run,hydro_run,5.60,16.80,0.1500,0.84,2.52,0.2400,11.77,35.32,1,3,NULL
67,Dunmore,AB_DNM00_GEN,Dunmore,AB_DNM_GEN,Dumore Solar Inc.,AB,Dunmore,50.033284,-110.480364,758,Alberta.a,Alberta,Dunmore 1011S,AB_1011S_GSS,138,2023,2023,2053,,solar_PV,solar,216.00,216.00,0.1000,21.60,21.60,0.1800,340.59,340.59,1,1,NULL
68,Dow_01,AB_DOWG01_GEN,Dow,AB_DOWG_GEN,Dow Chemical Canada ULC,AB,Fort Saskatchewan,53.734031,-113.171428,611,Alberta.a,Alberta,Dow Chemical Fort Sask 166S,AB_166S_ISS,144,1999,1999,2029,,NG_CG,NG_CC,326.00,326.00,0.9000,293.40,293.40,0.3000,856.73,856.73,1,3,NULL
69,Drywood,AB_DRW01_GEN,Drywood,AB_DRW_GEN,BowArk Energy Ltd.,AB,Glenwood,49.368300,-113.520467,1108,Alberta.a,Alberta,Goose Lake 103S,AB_103S_DSS,240,1999,1999,2029,,NG_SC,NG_SC,6.00,6.00,1.0000,6.00,6.00,0.3000,15.77,15.77,1,1,NULL
70,Whitecourt,AB_EAGL00_GEN,Whitecourt,AB_EAGL_GEN,Whitecourt Power Ltd.,AB,Whitecourt,54.162357,-115.733561,698,Alberta.a,Alberta,Whitecourt 268S,AB_268S_DSS,144,1994,1994,2024,,biomass,biomass,23.00,23.00,0.9600,22.08,22.08,0.5500,110.81,110.81,1,1,NULL
71,Cavalier,AB_ECO01_GEN,Cavalier,AB_ECO_GEN,ENMAX Cavalier LP,AB,Strathmore,51.005600,-113.171600,937,Alberta.a,Alberta,Cavalier,AB_XCAV_DSS,144,2001,2001,2031,,NG_CC,NG_CC,120.00,120.00,0.9000,108.00,108.00,0.6000,630.72,630.72,1,1,NULL
72,Foster Creek,AB_ECO04_GEN,Foster Creek,AB_ECO_GEN,Cenovus Energy,AB,Cold Lake,55.067400,-110.536000,670,Alberta.a,Alberta,Foster Creek 1200S,AB_1200S_GSS,144,2003,2003,2033,,NG_CG,NG_CC,98.00,98.00,0.9000,88.20,88.20,0.3000,257.54,257.54,2,2,NULL
73,Shepard,AB_EGC01_GEN,Shepard,AB_EGC_GEN,ENMAX Shepard Services Inc.,AB,Calgary,50.971300,-113.885800,1022,Alberta.a,Alberta,Shepard SS-25,AB_SS25_GSS,240,2015,2015,2045,,NG_CC,NG_CC,870.00,870.00,0.9000,783.00,783.00,0.6000,4572.72,4572.72,1,1,NULL
74,Cloverbar_01,AB_ENC01_GEN,Cloverbar,AB_ENC_GEN,Capital Power,AB,Edmonton,53.595621,-113.332182,621,Alberta.a,Alberta,Clover Bar 987S,AB_987S_GSS,240,2008,2008,2038,,NG_SC,NG_SC,48.00,250.00,1.0000,48.00,250.00,0.3000,126.14,657.00,1,3,NULL
75,Cloverbar_02,AB_ENC02_GEN,Cloverbar,AB_ENC_GEN,Capital Power,AB,Edmonton,53.595621,-113.332182,621,Alberta.a,Alberta,Clover Bar 987S,AB_987S_GSS,240,2008,2008,2038,,NG_SC,NG_SC,101.00,250.00,1.0000,101.00,250.00,0.3000,265.43,657.00,1,3,NULL
76,Cloverbar_03,AB_ENC03_GEN,Cloverbar,AB_ENC_GEN,Capital Power,AB,Edmonton,53.595621,-113.332182,621,Alberta.a,Alberta,Clover Bar 987S,AB_987S_GSS,240,2010,2010,2040,,NG_SC,NG_SC,101.00,250.00,1.0000,101.00,250.00,0.3000,265.43,657.00,1,3,NULL
77,Enterprise,AB_ENP00_GEN,Enterprise,AB_ENP_GEN,Renewable Energy Systems Canada Inc.,AB,Vulcan,50.368708,-113.340810,1069,Alberta.a,Alberta,Enterprise 1070S,AB_1070S_GSS,138,2023,2023,2053,,solar_PV,solar,94.00,94.00,0.1000,9.40,9.40,0.1800,148.22,148.22,1,1,NULL
78,Fort Hills,AB_FHL01_GEN,Fort Hills,AB_FHL_GEN,Suncor Energy Inc.,AB,Fort McMurray,57.395439,-111.571416,339,Alberta.a,Alberta,Fort Hills 505S,AB_505S_GSS,240,2018,2018,2068,,NG_CG,NG_CC,199.00,199.00,0.9000,179.10,179.10,0.3000,522.97,522.97,1,1,NULL
79,Forty Mile,AB_FML00_GEN,Forty Mile,AB_FML_GEN,Suncor Energy Inc.,AB,Maleb,49.693588,-111.132816,802,Alberta.a,Alberta,Whitla 251S,AB_251S_DSS,240,2023,2023,2053,,wind_ons,wind_ons,398.50,398.50,0.1600,63.76,63.76,0.3600,1256.71,1256.71,111,111,NULL
80,Garden Plain,AB_GDP01_GEN,Garden Plain,AB_GDP_GEN,TransAlta Corporation,AB,Castor,51.975318,-111.836553,822,Alberta.a,Alberta,Garden Plain 1045S,AB_1045S_GSS,240,2023,2023,2053,,wind_ons,wind_ons,130.00,130.00,0.1600,20.80,20.80,0.3600,409.97,409.97,26,26,AUC 23651
81,Carson Creek,AB_GEN05_GEN,Carson Creek,AB_GEN_GEN,Genalta Power,AB,Whitecourt,54.128165,-115.665136,729,Alberta.a,Alberta,Whitecourt 268S,AB_268S_DSS,144,2014,2014,2044,,NG_SC,NG_SC,15.00,15.00,1.0000,15.00,15.00,0.3000,39.42,39.42,1,1,NULL
82,Judy Creek,AB_GEN06_GEN,Judy Creek,AB_GEN_GEN,Genalta Power,AB,Swan Lake,54.575331,-115.505491,912,Alberta.a,Alberta,Judy Creek Gas Plant 785S,AB_785S_ISS,144,2014,2014,2044,,NG_SC,NG_SC,15.00,15.00,1.0000,15.00,15.00,0.3000,39.42,39.42,1,1,NULL
83,Ghost_01,AB_GHT01_GEN,Ghost,AB_GHT_GEN,TransAlta Corporation,AB,Cochrane,51.218797,-114.707841,1131,Alberta.a,Alberta,Ghost 20S,AB_20S_GSS,138,1929,1929,2034,,hydro_daily,hydro_daily,16.00,76.00,0.7000,11.20,53.20,0.2400,33.64,159.78,1,4,NULL
84,Ghost_02,AB_GHT02_GEN,Ghost,AB_GHT_GEN,TransAlta Corporation,AB,Cochrane,51.218797,-114.707841,1131,Alberta.a,Alberta,Ghost 20S,AB_20S_GSS,138,1929,1929,2034,,hydro_daily,hydro_daily,16.00,76.00,0.7000,11.20,53.20,0.2400,33.64,159.78,1,4,NULL
85,Ghost_03,AB_GHT03_GEN,Ghost,AB_GHT_GEN,TransAlta Corporation,AB,Cochrane,51.218797,-114.707841,1131,Alberta.a,Alberta,Ghost 20S,AB_20S_GSS,138,1929,1929,2034,,hydro_daily,hydro_daily,16.00,76.00,0.7000,11.20,53.20,0.2400,33.64,159.78,1,4,NULL
86,Ghost_04,AB_GHT04_GEN,Ghost,AB_GHT_GEN,TransAlta Corporation,AB,Cochrane,51.218797,-114.707841,1131,Alberta.a,Alberta,Ghost 20S,AB_20S_GSS,138,1929,1929,2034,,hydro_daily,hydro_daily,28.00,76.00,0.7000,19.60,53.20,0.2400,58.87,159.78,1,4,NULL
87,Genesee Coal_01,AB_GNC01_GEN,Genesee Coal,AB_GNC_GEN,Capital Power G3 Limited Partnership,AB,Lake Wabamun,53.344600,-114.304900,743,Alberta.a,Alberta,Keephills 320P,AB_320P_GSS,138,1994,1994,2021,2021.0,coal,coal,422.00,1371.00,0.9000,379.80,1233.90,0.5500,2033.20,6605.48,1,3,NULL
88,Genesee Coal_02,AB_GNC02_GEN,Genesee Coal,AB_GNC_GEN,Capital Power G3 Limited Partnership,AB,Lake Wabamun,53.344600,-114.304900,743,Alberta.a,Alberta,Keephills 320P,AB_320P_GSS,138,1989,1989,2021,2021.0,coal,coal,422.00,1371.00,0.9000,379.80,1233.90,0.5500,2033.20,6605.48,1,3,NULL
89,Genesee Coal_03,AB_GNC03_GEN,Genesee Coal,AB_GNC_GEN,Capital Power G3 Limited Partnership,AB,Lake Wabamun,53.344600,-114.304900,743,Alberta.a,Alberta,Keephills 320P,AB_320P_GSS,138,2004,2004,2021,2021.0,coal,coal,527.00,1371.00,0.9000,474.30,1233.90,0.5500,2539.09,6605.48,1,3,NULL
