local_time,province,daily_hour_ending,annual_hour_ending,demand_MWh
2020-03-05 07:00:00,BC,8,1544,8549
2020-03-05 08:00:00,BC,9,1545,8585
2020-03-05 09:00:00,BC,10,1546,8486
2020-03-05 10:00:00,BC,11,1547,8391
2020-03-05 11:00:00,BC,12,1548,8350
2020-03-05 12:00:00,BC,13,1549,8332
2020-03-05 13:00:00,BC,14,1550,8245
2020-03-05 14:00:00,BC,15,1551,8195
2020-03-05 15:00:00,BC,16,1552,8343
2020-03-05 16:00:00,BC,17,1553,8548
2020-03-05 17:00:00,BC,18,1554,8861
2020-03-05 18:00:00,BC,19,1555,9015
2020-03-05 19:00:00,BC,20,1556,8847
2020-03-05 20:00:00,BC,21,1557,8619
2020-03-05 21:00:00,BC,22,1558,8205
2020-03-05 22:00:00,BC,23,1559,7683
2020-03-05 23:00:00,BC,24,1560,7261
2020-03-06 00:00:00,BC,1,1561,6972
2020-03-06 01:00:00,BC,2,1562,6793
2020-03-06 02:00:00,BC,3,1563,6752
2020-03-06 03:00:00,BC,4,1564,6765
2020-03-06 04:00:00,BC,5,1565,6901
2020-03-06 05:00:00,BC,6,1566,7292
2020-03-06 06:00:00,BC,7,1567,8030
2020-03-06 07:00:00,BC,8,1568,8714
2020-03-06 08:00:00,BC,9,1569,8745
2020-03-06 09:00:00,BC,10,1570,8583
2020-03-06 10:00:00,BC,11,1571,8386
2020-03-06 11:00:00,BC,12,1572,8225
2020-03-06 12:00:00,BC,13,1573,8107
2020-03-06 13:00:00,BC,14,1574,8014
2020-03-06 14:00:00,BC,15,1575,7883
2020-03-06 15:00:00,BC,16,1576,7880
2020-03-06 16:00:00,BC,17,1577,7984
2020-03-06 17:00:00,BC,18,1578,8276
2020-03-06 18:00:00,BC,19,1579,8600
2020-03-06 19:00:00,BC,20,1580,8608
2020-03-06 20:00:00,BC,21,1581,8439
2020-03-06 21:00:00,BC,22,1582,8181
2020-03-06 22:00:00,BC,23,1583,7815
2020-03-06 23:00:00,BC,24,1584,7421
2020-03-07 00:00:00,BC,1,1585,7149
2020-03-07 01:00:00,BC,2,1586,6986
2020-03-07 02:00:00,BC,3,1587,6918
2020-03-07 03:00:00,BC,4,1588,6911
2020-03-07 04:00:00,BC,5,1589,6936
2020-03-07 05:00:00,BC,6,1590,7093
2020-03-07 06:00:00,BC,7,1591,7448
2020-03-07 07:00:00,BC,8,1592,7870
2020-03-07 08:00:00,BC,9,1593,8222
2020-03-07 09:00:00,BC,10,1594,8381
2020-03-07 10:00:00,BC,11,1595,8415
2020-03-07 11:00:00,BC,12,1596,8376
2020-03-07 12:00:00,BC,13,1597,8216
2020-03-07 13:00:00,BC,14,1598,8018
2020-03-07 14:00:00,BC,15,1599,7881
2020-03-07 15:00:00,BC,16,1600,7869
2020-03-07 16:00:00,BC,17,1601,9089
2020-03-07 17:00:00,BC,18,1602,7918
2020-03-07 18:00:00,BC,19,1603,8542
2020-03-07 19:00:00,BC,20,1604,8469
2020-03-07 20:00:00,BC,21,1605,8273
2020-03-07 21:00:00,BC,22,1606,7992
2020-03-07 22:00:00,BC,23,1607,7632
2020-03-07 23:00:00,BC,24,1608,7324
2020-03-08 00:00:00,BC,1,1609,7091
2020-03-08 01:00:00,BC,2,1610,6967
2020-03-08 02:00:00,BC,3,1611,6895
2020-03-08 03:00:00,BC,4,1612,6971
2020-03-08 04:00:00,BC,5,1613,7134
2020-03-08 05:00:00,BC,6,1614,7377
2020-03-08 06:00:00,BC,7,1615,7731
2020-03-08 07:00:00,BC,8,1616,8089
2020-03-08 08:00:00,BC,9,1617,8266
2020-03-08 09:00:00,BC,10,1618,8262
2020-03-08 10:00:00,BC,11,1619,8191
2020-03-08 11:00:00,BC,12,1620,8102
2020-03-08 12:00:00,BC,13,1621,7932
2020-03-08 13:00:00,BC,14,1622,7771
2020-03-08 14:00:00,BC,15,1623,7692
2020-03-08 15:00:00,BC,16,1624,7730
2020-03-08 16:00:00,BC,17,1625,7952
2020-03-08 17:00:00,BC,18,1626,8131
2020-03-08 18:00:00,BC,19,1627,8501
2020-03-08 19:00:00,BC,20,1628,8557
2020-03-08 20:00:00,BC,21,1629,8328
2020-03-08 21:00:00,BC,22,1630,7871
2020-03-08 22:00:00,BC,23,1631,7428
2020-03-08 23:00:00,BC,24,1632,7113
2020-03-09 00:00:00,BC,1,1633,7019
2020-03-09 01:00:00,BC,2,1634,7000
2020-03-09 02:00:00,BC,3,1635,7070
2020-03-09 03:00:00,BC,4,1636,7227
2020-03-09 04:00:00,BC,5,1637,7609
2020-03-09 05:00:00,BC,6,1638,8338
2020-03-09 06:00:00,BC,7,1639,9130
2020-03-09 07:00:00,BC,8,1640,9276
2020-03-09 08:00:00,BC,9,1641,9132
2020-03-09 09:00:00,BC,10,1642,8917
2020-03-09 10:00:00,BC,11,1643,8700
2020-03-09 11:00:00,BC,12,1644,8567
2020-03-09 12:00:00,BC,13,1645,8395
2020-03-09 13:00:00,BC,14,1646,8191
2020-03-09 14:00:00,BC,15,1647,8098
2020-03-09 15:00:00,BC,16,1648,8117
2020-03-09 16:00:00,BC,17,1649,8341
2020-03-09 17:00:00,BC,18,1650,8449
2020-03-09 18:00:00,BC,19,1651,8718
2020-03-09 19:00:00,BC,20,1652,8748
2020-03-09 20:00:00,BC,21,1653,8462
2020-03-09 21:00:00,BC,22,1654,7954
2020-03-09 22:00:00,BC,23,1655,7463
2020-03-09 23:00:00,BC,24,1656,7140
2020-03-10 00:00:00,BC,1,1657,6988
2020-03-10 01:00:00,BC,2,1658,6900
2020-03-10 02:00:00,BC,3,1659,6899
2020-03-10 03:00:00,BC,4,1660,6978
2020-03-10 04:00:00,BC,5,1661,7327
2020-03-10 05:00:00,BC,6,1662,8002
2020-03-10 06:00:00,BC,7,1663,8791
2020-03-10 07:00:00,BC,8,1664,8999
2020-03-10 08:00:00,BC,9,1665,9015
2020-03-10 09:00:00,BC,10,1666,8982
2020-03-10 10:00:00,BC,11,1667,8983
2020-03-10 11:00:00,BC,12,1668,8914
2020-03-10 12:00:00,BC,13,1669,8811
2020-03-10 13:00:00,BC,14,1670,8706
2020-03-10 14:00:00,BC,15,1671,8697
2020-03-10 15:00:00,BC,16,1672,8783
2020-03-10 16:00:00,BC,17,1673,8906
2020-03-10 17:00:00,BC,18,1674,8937
2020-03-10 18:00:00,BC,19,1675,8958
2020-03-10 19:00:00,BC,20,1676,8739
2020-03-10 20:00:00,BC,21,1677,8388
2020-03-10 21:00:00,BC,22,1678,7884
2020-03-10 22:00:00,BC,23,1679,7361
2020-03-10 23:00:00,BC,24,1680,6957
2020-03-11 00:00:00,BC,1,1681,6731
2020-03-11 01:00:00,BC,2,1682,6643
2020-03-11 02:00:00,BC,3,1683,6629
2020-03-11 03:00:00,BC,4,1684,6728
2020-03-11 04:00:00,BC,5,1685,7116
2020-03-11 05:00:00,BC,6,1686,7867
2020-03-11 06:00:00,BC,7,1687,8648
2020-03-11 07:00:00,BC,8,1688,8797
2020-03-11 08:00:00,BC,9,1689,8671
2020-03-11 09:00:00,BC,10,1690,8507
2020-03-11 10:00:00,BC,11,1691,8319
2020-03-11 11:00:00,BC,12,1692,8122
2020-03-11 12:00:00,BC,13,1693,8024
2020-03-11 13:00:00,BC,14,1694,7865
2020-03-11 14:00:00,BC,15,1695,7831
2020-03-11 15:00:00,BC,16,1696,7928
2020-03-11 16:00:00,BC,17,1697,8120
2020-03-11 17:00:00,BC,18,1698,8200
2020-03-11 18:00:00,BC,19,1699,8451
2020-03-11 19:00:00,BC,20,1700,8445
2020-03-11 20:00:00,BC,21,1701,8181
2020-03-11 21:00:00,BC,22,1702,7730
2020-03-11 22:00:00,BC,23,1703,7256
2020-03-11 23:00:00,BC,24,1704,6926
2020-03-12 00:00:00,BC,1,1705,6776
2020-03-12 01:00:00,BC,2,1706,6713
2020-03-12 02:00:00,BC,3,1707,6745
2020-03-12 03:00:00,BC,4,1708,6918
2020-03-12 04:00:00,BC,5,1709,7306
2020-03-12 05:00:00,BC,6,1710,8026
2020-03-12 06:00:00,BC,7,1711,8809
2020-03-12 07:00:00,BC,8,1712,8997
2020-03-12 08:00:00,BC,9,1713,8885
2020-03-12 09:00:00,BC,10,1714,8702
2020-03-12 10:00:00,BC,11,1715,8548
2020-03-12 11:00:00,BC,12,1716,8388
2020-03-12 12:00:00,BC,13,1717,8187
2020-03-12 13:00:00,BC,14,1718,8043
2020-03-12 14:00:00,BC,15,1719,7938
2020-03-12 15:00:00,BC,16,1720,8041
2020-03-12 16:00:00,BC,17,1721,8227
2020-03-12 17:00:00,BC,18,1722,8365
2020-03-12 18:00:00,BC,19,1723,8629
2020-03-12 19:00:00,BC,20,1724,8606
2020-03-12 20:00:00,BC,21,1725,8274
2020-03-12 21:00:00,BC,22,1726,7838
2020-03-12 22:00:00,BC,23,1727,7383
2020-03-12 23:00:00,BC,24,1728,7012
2020-03-13 00:00:00,BC,1,1729,6875
2020-03-13 01:00:00,BC,2,1730,6817
2020-03-13 02:00:00,BC,3,1731,6857
2020-03-13 03:00:00,BC,4,1732,6998
2020-03-13 04:00:00,BC,5,1733,7336
2020-03-13 05:00:00,BC,6,1734,8015
2020-03-13 06:00:00,BC,7,1735,8786
2020-03-13 07:00:00,BC,8,1736,9024
2020-03-13 08:00:00,BC,9,1737,9026
2020-03-13 09:00:00,BC,10,1738,8965
2020-03-13 10:00:00,BC,11,1739,8889
2020-03-13 11:00:00,BC,12,1740,8754
2020-03-13 12:00:00,BC,13,1741,8635
2020-03-13 13:00:00,BC,14,1742,8539
2020-03-13 14:00:00,BC,15,1743,8503
2020-03-13 15:00:00,BC,16,1744,8576
2020-03-13 16:00:00,BC,17,1745,8724
2020-03-13 17:00:00,BC,18,1746,8836
2020-03-13 18:00:00,BC,19,1747,8993
2020-03-13 19:00:00,BC,20,1748,8897
2020-03-13 20:00:00,BC,21,1749,8625
2020-03-13 21:00:00,BC,22,1750,8219
2020-03-13 22:00:00,BC,23,1751,7775
2020-03-13 23:00:00,BC,24,1752,7431
2020-03-14 00:00:00,BC,1,1753,7265
2020-03-14 01:00:00,BC,2,1754,7194
2020-03-14 02:00:00,BC,3,1755,7173
2020-03-14 03:00:00,BC,4,1756,7242
2020-03-14 04:00:00,BC,5,1757,7411
2020-03-14 05:00:00,BC,6,1758,7757
2020-03-14 06:00:00,BC,7,1759,8202
2020-03-14 07:00:00,BC,8,1760,8654
2020-03-14 08:00:00,BC,9,1761,8856
2020-03-14 09:00:00,BC,10,1762,8864
2020-03-14 10:00:00,BC,11,1763,8812
2020-03-14 11:00:00,BC,12,1764,8674
2020-03-14 12:00:00,BC,13,1765,8503
2020-03-14 13:00:00,BC,14,1766,8349
2020-03-14 14:00:00,BC,15,1767,8258
2020-03-14 15:00:00,BC,16,1768,8372
2020-03-14 16:00:00,BC,17,1769,8579
2020-03-14 17:00:00,BC,18,1770,8714
2020-03-14 18:00:00,BC,19,1771,8869
2020-03-14 19:00:00,BC,20,1772,8913
2020-03-14 20:00:00,BC,21,1773,8697
2020-03-14 21:00:00,BC,22,1774,8300
2020-03-14 22:00:00,BC,23,1775,7934
2020-03-14 23:00:00,BC,24,1776,7657
2020-03-15 00:00:00,BC,1,1777,7519
2020-03-15 01:00:00,BC,2,1778,7434
2020-03-15 02:00:00,BC,3,1779,7449
2020-03-15 03:00:00,BC,4,1780,7534
2020-03-15 04:00:00,BC,5,1781,7679
2020-03-15 05:00:00,BC,6,1782,7964
2020-03-15 06:00:00,BC,7,1783,8325
2020-03-15 07:00:00,BC,8,1784,8591
2020-03-15 08:00:00,BC,9,1785,8703
2020-03-15 09:00:00,BC,10,1786,8690
2020-03-15 10:00:00,BC,11,1787,8579
2020-03-15 11:00:00,BC,12,1788,8473
2020-03-15 12:00:00,BC,13,1789,8303
2020-03-15 13:00:00,BC,14,1790,8052
2020-03-15 14:00:00,BC,15,1791,7861
2020-03-15 15:00:00,BC,16,1792,7941
2020-03-15 16:00:00,BC,17,1793,8119
2020-03-15 17:00:00,BC,18,1794,8205
2020-03-15 18:00:00,BC,19,1795,8435
2020-03-15 19:00:00,BC,20,1796,8505
2020-03-15 20:00:00,BC,21,1797,8244
2020-03-15 21:00:00,BC,22,1798,7851
2020-03-15 22:00:00,BC,23,1799,7445
2020-03-15 23:00:00,BC,24,1800,7203
2020-03-16 00:00:00,BC,1,1801,7075
2020-03-16 01:00:00,BC,2,1802,7069
2020-03-16 02:00:00,BC,3,1803,7143
2020-03-16 03:00:00,BC,4,1804,7273
2020-03-16 04:00:00,BC,5,1805,7661
2020-03-16 05:00:00,BC,6,1806,8305
2020-03-16 06:00:00,BC,7,1807,8929
2020-03-16 07:00:00,BC,8,1808,9128
2020-03-16 08:00:00,BC,9,1809,8998
2020-03-16 09:00:00,BC,10,1810,8804
2020-03-16 10:00:00,BC,11,1811,8680
2020-03-16 11:00:00,BC,12,1812,8553
2020-03-16 12:00:00,BC,13,1813,8293
2020-03-16 13:00:00,BC,14,1814,8103
2020-03-16 14:00:00,BC,15,1815,7885
2020-03-16 15:00:00,BC,16,1816,7899
2020-03-16 16:00:00,BC,17,1817,8010
2020-03-16 17:00:00,BC,18,1818,8047
2020-03-16 18:00:00,BC,19,1819,8230
2020-03-16 19:00:00,BC,20,1820,8260
2020-03-16 20:00:00,BC,21,1821,7951
2020-03-16 21:00:00,BC,22,1822,7537
2020-03-16 22:00:00,BC,23,1823,7147
2020-03-16 23:00:00,BC,24,1824,6842
2020-03-17 00:00:00,BC,1,1825,6690
2020-03-17 01:00:00,BC,2,1826,6672
2020-03-17 02:00:00,BC,3,1827,6712
2020-03-17 03:00:00,BC,4,1828,6894
2020-03-17 04:00:00,BC,5,1829,7251
2020-03-17 05:00:00,BC,6,1830,7832
2020-03-17 06:00:00,BC,7,1831,8470
2020-03-17 07:00:00,BC,8,1832,8736
2020-03-17 08:00:00,BC,9,1833,8812
2020-03-17 09:00:00,BC,10,1834,8709
2020-03-17 10:00:00,BC,11,1835,8515
2020-03-17 11:00:00,BC,12,1836,8385
2020-03-17 12:00:00,BC,13,1837,8129
2020-03-17 13:00:00,BC,14,1838,7835
2020-03-17 14:00:00,BC,15,1839,7686
2020-03-17 15:00:00,BC,16,1840,7684
2020-03-17 16:00:00,BC,17,1841,7863
2020-03-17 17:00:00,BC,18,1842,7928
2020-03-17 18:00:00,BC,19,1843,8089
2020-03-17 19:00:00,BC,20,1844,8209
2020-03-17 20:00:00,BC,21,1845,7815
2020-03-17 21:00:00,BC,22,1846,7400
2020-03-17 22:00:00,BC,23,1847,7008
2020-03-17 23:00:00,BC,24,1848,6784
2020-03-18 00:00:00,BC,1,1849,6665
2020-03-18 01:00:00,BC,2,1850,6608
2020-03-18 02:00:00,BC,3,1851,6646
2020-03-18 03:00:00,BC,4,1852,6812
2020-03-18 04:00:00,BC,5,1853,7181
2020-03-18 05:00:00,BC,6,1854,7797
2020-03-18 06:00:00,BC,7,1855,8410
2020-03-18 07:00:00,BC,8,1856,8640
2020-03-18 08:00:00,BC,9,1857,8580
2020-03-18 09:00:00,BC,10,1858,8423
2020-03-18 10:00:00,BC,11,1859,8281
2020-03-18 11:00:00,BC,12,1860,8183
2020-03-18 12:00:00,BC,13,1861,7979
2020-03-18 13:00:00,BC,14,1862,7814
2020-03-18 14:00:00,BC,15,1863,7639
2020-03-18 15:00:00,BC,16,1864,7653
2020-03-18 16:00:00,BC,17,1865,7821
2020-03-18 17:00:00,BC,18,1866,7879
2020-03-18 18:00:00,BC,19,1867,8025
2020-03-18 19:00:00,BC,20,1868,8034
2020-03-18 20:00:00,BC,21,1869,7709
2020-03-18 21:00:00,BC,22,1870,7277
2020-03-18 22:00:00,BC,23,1871,6960
2020-03-18 23:00:00,BC,24,1872,6646
2020-03-19 00:00:00,BC,1,1873,6531
2020-03-19 01:00:00,BC,2,1874,6496
2020-03-19 02:00:00,BC,3,1875,6562
2020-03-19 03:00:00,BC,4,1876,6710
2020-03-19 04:00:00,BC,5,1877,7055
2020-03-19 05:00:00,BC,6,1878,7667
2020-03-19 06:00:00,BC,7,1879,8298
2020-03-19 07:00:00,BC,8,1880,8501
2020-03-19 08:00:00,BC,9,1881,8430
2020-03-19 09:00:00,BC,10,1882,8308
2020-03-19 10:00:00,BC,11,1883,8212
2020-03-19 11:00:00,BC,12,1884,8106
2020-03-19 12:00:00,BC,13,1885,7946
2020-03-19 13:00:00,BC,14,1886,7713
2020-03-19 14:00:00,BC,15,1887,7542
2020-03-19 15:00:00,BC,16,1888,7586
2020-03-19 16:00:00,BC,17,1889,7757
2020-03-19 17:00:00,BC,18,1890,7784
2020-03-19 18:00:00,BC,19,1891,7907
2020-03-19 19:00:00,BC,20,1892,7924
2020-03-19 20:00:00,BC,21,1893,7659
2020-03-19 21:00:00,BC,22,1894,7241
2020-03-19 22:00:00,BC,23,1895,6879
2020-03-19 23:00:00,BC,24,1896,6588
2020-03-20 00:00:00,BC,1,1897,6451
2020-03-20 01:00:00,BC,2,1898,6395
2020-03-20 02:00:00,BC,3,1899,6430
2020-03-20 03:00:00,BC,4,1900,6598
2020-03-20 04:00:00,BC,5,1901,6971
2020-03-20 05:00:00,BC,6,1902,7502
2020-03-20 06:00:00,BC,7,1903,8072
2020-03-20 07:00:00,BC,8,1904,8298
2020-03-20 08:00:00,BC,9,1905,8277
2020-03-20 09:00:00,BC,10,1906,8162
2020-03-20 10:00:00,BC,11,1907,8044
2020-03-20 11:00:00,BC,12,1908,7949
2020-03-20 12:00:00,BC,13,1909,7753
2020-03-20 13:00:00,BC,14,1910,7576
2020-03-20 14:00:00,BC,15,1911,7450
2020-03-20 15:00:00,BC,16,1912,7453
2020-03-20 16:00:00,BC,17,1913,7577
2020-03-20 17:00:00,BC,18,1914,7591
2020-03-20 18:00:00,BC,19,1915,7685
2020-03-20 19:00:00,BC,20,1916,7700
2020-03-20 20:00:00,BC,21,1917,7469
2020-03-20 21:00:00,BC,22,1918,7116
2020-03-20 22:00:00,BC,23,1919,6763
2020-03-20 23:00:00,BC,24,1920,6461
2020-03-21 00:00:00,BC,1,1921,6308
2020-03-21 01:00:00,BC,2,1922,6284
2020-03-21 02:00:00,BC,3,1923,6295
2020-03-21 03:00:00,BC,4,1924,6380
2020-03-21 04:00:00,BC,5,1925,6608
2020-03-21 05:00:00,BC,6,1926,6932
2020-03-21 06:00:00,BC,7,1927,7319
2020-03-21 07:00:00,BC,8,1928,7596
2020-03-21 08:00:00,BC,9,1929,7659
2020-03-21 09:00:00,BC,10,1930,7636
2020-03-21 10:00:00,BC,11,1931,7583
2020-03-21 11:00:00,BC,12,1932,7484
2020-03-21 12:00:00,BC,13,1933,7290
2020-03-21 13:00:00,BC,14,1934,7101
2020-03-21 14:00:00,BC,15,1935,6999
2020-03-21 15:00:00,BC,16,1936,7001
2020-03-21 16:00:00,BC,17,1937,7315
2020-03-21 17:00:00,BC,18,1938,7340
2020-03-21 18:00:00,BC,19,1939,7499
2020-03-21 19:00:00,BC,20,1940,7539
2020-03-21 20:00:00,BC,21,1941,7299
2020-03-21 21:00:00,BC,22,1942,6965
2020-03-21 22:00:00,BC,23,1943,6627
2020-03-21 23:00:00,BC,24,1944,6340
2020-03-22 00:00:00,BC,1,1945,6228
2020-03-22 01:00:00,BC,2,1946,6156
2020-03-22 02:00:00,BC,3,1947,6146
2020-03-22 03:00:00,BC,4,1948,6210
2020-03-22 04:00:00,BC,5,1949,6363
2020-03-22 05:00:00,BC,6,1950,6623
2020-03-22 06:00:00,BC,7,1951,6920
2020-03-22 07:00:00,BC,8,1952,7240
2020-03-22 08:00:00,BC,9,1953,7435
2020-03-22 09:00:00,BC,10,1954,7497
2020-03-22 10:00:00,BC,11,1955,7533
2020-03-22 11:00:00,BC,12,1956,7526
2020-03-22 12:00:00,BC,13,1957,7450
2020-03-22 13:00:00,BC,14,1958,7313
2020-03-22 14:00:00,BC,15,1959,7308
2020-03-22 15:00:00,BC,16,1960,7465
2020-03-22 16:00:00,BC,17,1961,7703
2020-03-22 17:00:00,BC,18,1962,7688
2020-03-22 18:00:00,BC,19,1963,7763
2020-03-22 19:00:00,BC,20,1964,7702
2020-03-22 20:00:00,BC,21,1965,7358
2020-03-22 21:00:00,BC,22,1966,6959
2020-03-22 22:00:00,BC,23,1967,6592
2020-03-22 23:00:00,BC,24,1968,6270
2020-03-23 00:00:00,BC,1,1969,6111
2020-03-23 01:00:00,BC,2,1970,6046
2020-03-23 02:00:00,BC,3,1971,6125
2020-03-23 03:00:00,BC,4,1972,6274
2020-03-23 04:00:00,BC,5,1973,6581
2020-03-23 05:00:00,BC,6,1974,7096
2020-03-23 06:00:00,BC,7,1975,7616
2020-03-23 07:00:00,BC,8,1976,7894
2020-03-23 08:00:00,BC,9,1977,8048
2020-03-23 09:00:00,BC,10,1978,8058
2020-03-23 10:00:00,BC,11,1979,7999
2020-03-23 11:00:00,BC,12,1980,7947
2020-03-23 12:00:00,BC,13,1981,7859
2020-03-23 13:00:00,BC,14,1982,7773
2020-03-23 14:00:00,BC,15,1983,7696
2020-03-23 15:00:00,BC,16,1984,7753
2020-03-23 16:00:00,BC,17,1985,7962
2020-03-23 17:00:00,BC,18,1986,7986
2020-03-23 18:00:00,BC,19,1987,8047
2020-03-23 19:00:00,BC,20,1988,7958
2020-03-23 20:00:00,BC,21,1989,7338
2020-03-23 21:00:00,BC,22,1990,7232
2020-03-23 22:00:00,BC,23,1991,6834
2020-03-23 23:00:00,BC,24,1992,6537
2020-03-24 00:00:00,BC,1,1993,6401
2020-03-24 01:00:00,BC,2,1994,6324
2020-03-24 02:00:00,BC,3,1995,6321
2020-03-24 03:00:00,BC,4,1996,6380
2020-03-24 04:00:00,BC,5,1997,6698
2020-03-24 05:00:00,BC,6,1998,7241
2020-03-24 06:00:00,BC,7,1999,7777
2020-03-24 07:00:00,BC,8,2000,8056
2020-03-24 08:00:00,BC,9,2001,8126
2020-03-24 09:00:00,BC,10,2002,8185
2020-03-24 10:00:00,BC,11,2003,8157
2020-03-24 11:00:00,BC,12,2004,8122
2020-03-24 12:00:00,BC,13,2005,7986
2020-03-24 13:00:00,BC,14,2006,7815
2020-03-24 14:00:00,BC,15,2007,7669
2020-03-24 15:00:00,BC,16,2008,7700
2020-03-24 16:00:00,BC,17,2009,7824
2020-03-24 17:00:00,BC,18,2010,7860
2020-03-24 18:00:00,BC,19,2011,7940
2020-03-24 19:00:00,BC,20,2012,7956
2020-03-24 20:00:00,BC,21,2013,7705
2020-03-24 21:00:00,BC,22,2014,7324
2020-03-24 22:00:00,BC,23,2015,6876
2020-03-24 23:00:00,BC,24,2016,6585
2020-03-25 00:00:00,BC,1,2017,6460
2020-03-25 01:00:00,BC,2,2018,6402
2020-03-25 02:00:00,BC,3,2019,6417
2020-03-25 03:00:00,BC,4,2020,6485
2020-03-25 04:00:00,BC,5,2021,6785
2020-03-25 05:00:00,BC,6,2022,7333
2020-03-25 06:00:00,BC,7,2023,7884
2020-03-25 07:00:00,BC,8,2024,8033
2020-03-25 08:00:00,BC,9,2025,8047
2020-03-25 09:00:00,BC,10,2026,8007
2020-03-25 10:00:00,BC,11,2027,7930
2020-03-25 11:00:00,BC,12,2028,7869
2020-03-25 12:00:00,BC,13,2029,7723
2020-03-25 13:00:00,BC,14,2030,7544
2020-03-25 14:00:00,BC,15,2031,7424
2020-03-25 15:00:00,BC,16,2032,7446
2020-03-25 16:00:00,BC,17,2033,7582
2020-03-25 17:00:00,BC,18,2034,7587
2020-03-25 18:00:00,BC,19,2035,7674
2020-03-25 19:00:00,BC,20,2036,7747
2020-03-25 20:00:00,BC,21,2037,7445
2020-03-25 21:00:00,BC,22,2038,7035
2020-03-25 22:00:00,BC,23,2039,6682
2020-03-25 23:00:00,BC,24,2040,6384
2020-03-26 00:00:00,BC,1,2041,6261
2020-03-26 01:00:00,BC,2,2042,6205
2020-03-26 02:00:00,BC,3,2043,6187
2020-03-26 03:00:00,BC,4,2044,6307
2020-03-26 04:00:00,BC,5,2045,6646
2020-03-26 05:00:00,BC,6,2046,7211
2020-03-26 06:00:00,BC,7,2047,7743
2020-03-26 07:00:00,BC,8,2048,8059
2020-03-26 08:00:00,BC,9,2049,8141
2020-03-26 09:00:00,BC,10,2050,8216
2020-03-26 10:00:00,BC,11,2051,8202
2020-03-26 11:00:00,BC,12,2052,8196
2020-03-26 12:00:00,BC,13,2053,8112
2020-03-26 13:00:00,BC,14,2054,7956
2020-03-26 14:00:00,BC,15,2055,7916
2020-03-26 15:00:00,BC,16,2056,8042
2020-03-26 16:00:00,BC,17,2057,8231
2020-03-26 17:00:00,BC,18,2058,8232
2020-03-26 18:00:00,BC,19,2059,8209
2020-03-26 19:00:00,BC,20,2060,8052
2020-03-26 20:00:00,BC,21,2061,7686
2020-03-26 21:00:00,BC,22,2062,7271
2020-03-26 22:00:00,BC,23,2063,6800
2020-03-26 23:00:00,BC,24,2064,6497
2020-03-27 00:00:00,BC,1,2065,6340
2020-03-27 01:00:00,BC,2,2066,6252
2020-03-27 02:00:00,BC,3,2067,6239
2020-03-27 03:00:00,BC,4,2068,6306
2020-03-27 04:00:00,BC,5,2069,6587
2020-03-27 05:00:00,BC,6,2070,7052
2020-03-27 06:00:00,BC,7,2071,7560
2020-03-27 07:00:00,BC,8,2072,7947
2020-03-27 08:00:00,BC,9,2073,8127
2020-03-27 09:00:00,BC,10,2074,8167
2020-03-27 10:00:00,BC,11,2075,8203
2020-03-27 11:00:00,BC,12,2076,8236
2020-03-27 12:00:00,BC,13,2077,8128
2020-03-27 13:00:00,BC,14,2078,8008
2020-03-27 14:00:00,BC,15,2079,7938
2020-03-27 15:00:00,BC,16,2080,8015
2020-03-27 16:00:00,BC,17,2081,8183
2020-03-27 17:00:00,BC,18,2082,8154
2020-03-27 18:00:00,BC,19,2083,8132
2020-03-27 19:00:00,BC,20,2084,8022
2020-03-27 20:00:00,BC,21,2085,7718
2020-03-27 21:00:00,BC,22,2086,7322
2020-03-27 22:00:00,BC,23,2087,6898
2020-03-27 23:00:00,BC,24,2088,6598
2020-03-28 00:00:00,BC,1,2089,6424
2020-03-28 01:00:00,BC,2,2090,6348
2020-03-28 02:00:00,BC,3,2091,6291
2020-03-28 03:00:00,BC,4,2092,6336
2020-03-28 04:00:00,BC,5,2093,6480
2020-03-28 05:00:00,BC,6,2094,6713
2020-03-28 06:00:00,BC,7,2095,7031
2020-03-28 07:00:00,BC,8,2096,7298
2020-03-28 08:00:00,BC,9,2097,7551
2020-03-28 09:00:00,BC,10,2098,7706
2020-03-28 10:00:00,BC,11,2099,7827
2020-03-28 11:00:00,BC,12,2100,7851
2020-03-28 12:00:00,BC,13,2101,7800
2020-03-28 13:00:00,BC,14,2102,7697
2020-03-28 14:00:00,BC,15,2103,7644
2020-03-28 15:00:00,BC,16,2104,7737
2020-03-28 16:00:00,BC,17,2105,7922
2020-03-28 17:00:00,BC,18,2106,7900
2020-03-28 18:00:00,BC,19,2107,7884
2020-03-28 19:00:00,BC,20,2108,7696
2020-03-28 20:00:00,BC,21,2109,7410
2020-03-28 21:00:00,BC,22,2110,7036
2020-03-28 22:00:00,BC,23,2111,6673
2020-03-28 23:00:00,BC,24,2112,6388
2020-03-29 00:00:00,BC,1,2113,6264
2020-03-29 01:00:00,BC,2,2114,6213
2020-03-29 02:00:00,BC,3,2115,6185
2020-03-29 03:00:00,BC,4,2116,6230
2020-03-29 04:00:00,BC,5,2117,6333
2020-03-29 05:00:00,BC,6,2118,6542
2020-03-29 06:00:00,BC,7,2119,6802
2020-03-29 07:00:00,BC,8,2120,7084
2020-03-29 08:00:00,BC,9,2121,7274
2020-03-29 09:00:00,BC,10,2122,7364
2020-03-29 10:00:00,BC,11,2123,7386
2020-03-29 11:00:00,BC,12,2124,7286
2020-03-29 12:00:00,BC,13,2125,7105
