local_time,province,daily_hour_ending,annual_hour_ending,demand_MWh
2020-01-01 00:00:00,BC,1,1,6807
2020-01-01 01:00:00,BC,2,2,6601
2020-01-01 02:00:00,BC,3,3,6427
2020-01-01 03:00:00,BC,4,4,6336
2020-01-01 04:00:00,BC,5,5,6335
2020-01-01 05:00:00,BC,6,6,6460
2020-01-01 06:00:00,BC,7,7,6661
2020-01-01 07:00:00,BC,8,8,6907
2020-01-01 08:00:00,BC,9,9,7094
2020-01-01 09:00:00,BC,10,10,7263
2020-01-01 10:00:00,BC,11,11,7339
2020-01-01 11:00:00,BC,12,12,7401
2020-01-01 12:00:00,BC,13,13,7404
2020-01-01 13:00:00,BC,14,14,7316
2020-01-01 14:00:00,BC,15,15,7327
2020-01-01 15:00:00,BC,16,16,7535
2020-01-01 16:00:00,BC,17,17,8122
2020-01-01 17:00:00,BC,18,18,8429
2020-01-01 18:00:00,BC,19,19,8318
2020-01-01 19:00:00,BC,20,20,8128
2020-01-01 20:00:00,BC,21,21,8005
2020-01-01 21:00:00,BC,22,22,7687
2020-01-01 22:00:00,BC,23,23,7330
2020-01-01 23:00:00,BC,24,24,6989
2020-01-02 00:00:00,BC,1,25,6749
2020-01-02 01:00:00,BC,2,26,6635
2020-01-02 02:00:00,BC,3,27,6607
2020-01-02 03:00:00,BC,4,28,6617
2020-01-02 04:00:00,BC,5,29,6737
2020-01-02 05:00:00,BC,6,30,7039
2020-01-02 06:00:00,BC,7,31,7570
2020-01-02 07:00:00,BC,8,32,8171
2020-01-02 08:00:00,BC,9,33,8500
2020-01-02 09:00:00,BC,10,34,8649
2020-01-02 10:00:00,BC,11,35,8744
2020-01-02 11:00:00,BC,12,36,8765
2020-01-02 12:00:00,BC,13,37,8816
2020-01-02 13:00:00,BC,14,38,8828
2020-01-02 14:00:00,BC,15,39,8890
2020-01-02 15:00:00,BC,16,40,9009
2020-01-02 16:00:00,BC,17,41,9468
2020-01-02 17:00:00,BC,18,42,9734
2020-01-02 18:00:00,BC,19,43,9591
2020-01-02 19:00:00,BC,20,44,9369
2020-01-02 20:00:00,BC,21,45,9068
2020-01-02 21:00:00,BC,22,46,8712
2020-01-02 22:00:00,BC,23,47,8210
2020-01-02 23:00:00,BC,24,48,7724
2020-01-03 00:00:00,BC,1,49,7349
2020-01-03 01:00:00,BC,2,50,7164
2020-01-03 02:00:00,BC,3,51,7061
2020-01-03 03:00:00,BC,4,52,7010
2020-01-03 04:00:00,BC,5,53,7117
2020-01-03 05:00:00,BC,6,54,7390
2020-01-03 06:00:00,BC,7,55,7844
2020-01-03 07:00:00,BC,8,56,8421
2020-01-03 08:00:00,BC,9,57,8649
2020-01-03 09:00:00,BC,10,58,8715
2020-01-03 10:00:00,BC,11,59,8708
2020-01-03 11:00:00,BC,12,60,8714
2020-01-03 12:00:00,BC,13,61,8645
2020-01-03 13:00:00,BC,14,62,8600
2020-01-03 14:00:00,BC,15,63,8531
2020-01-03 15:00:00,BC,16,64,8620
2020-01-03 16:00:00,BC,17,65,9031
2020-01-03 17:00:00,BC,18,66,9162
2020-01-03 18:00:00,BC,19,67,8873
2020-01-03 19:00:00,BC,20,68,8559
2020-01-03 20:00:00,BC,21,69,8281
2020-01-03 21:00:00,BC,22,70,7975
2020-01-03 22:00:00,BC,23,71,7588
2020-01-03 23:00:00,BC,24,72,7145
2020-01-04 00:00:00,BC,1,73,6804
2020-01-04 01:00:00,BC,2,74,6646
2020-01-04 02:00:00,BC,3,75,6547
2020-01-04 03:00:00,BC,4,76,6537
2020-01-04 04:00:00,BC,5,77,6571
2020-01-04 05:00:00,BC,6,78,6746
2020-01-04 06:00:00,BC,7,79,7124
2020-01-04 07:00:00,BC,8,80,7478
2020-01-04 08:00:00,BC,9,81,7831
2020-01-04 09:00:00,BC,10,82,8105
2020-01-04 10:00:00,BC,11,83,8184
2020-01-04 11:00:00,BC,12,84,8175
2020-01-04 12:00:00,BC,13,85,8174
2020-01-04 13:00:00,BC,14,86,8146
2020-01-04 14:00:00,BC,15,87,8198
2020-01-04 15:00:00,BC,16,88,8359
2020-01-04 16:00:00,BC,17,89,8823
2020-01-04 17:00:00,BC,18,90,9063
2020-01-04 18:00:00,BC,19,91,8900
2020-01-04 19:00:00,BC,20,92,8669
2020-01-04 20:00:00,BC,21,93,8406
2020-01-04 21:00:00,BC,22,94,8138
2020-01-04 22:00:00,BC,23,95,7790
2020-01-04 23:00:00,BC,24,96,7404
2020-01-05 00:00:00,BC,1,97,7108
2020-01-05 01:00:00,BC,2,98,6944
2020-01-05 02:00:00,BC,3,99,6824
2020-01-05 03:00:00,BC,4,100,6838
2020-01-05 04:00:00,BC,5,101,6889
2020-01-05 05:00:00,BC,6,102,7014
2020-01-05 06:00:00,BC,7,103,7258
2020-01-05 07:00:00,BC,8,104,7620
2020-01-05 08:00:00,BC,9,105,7933
2020-01-05 09:00:00,BC,10,106,8263
2020-01-05 10:00:00,BC,11,107,8407
2020-01-05 11:00:00,BC,12,108,8480
2020-01-05 12:00:00,BC,13,109,8379
2020-01-05 13:00:00,BC,14,110,8323
2020-01-05 14:00:00,BC,15,111,8257
2020-01-05 15:00:00,BC,16,112,8370
2020-01-05 16:00:00,BC,17,113,8821
2020-01-05 17:00:00,BC,18,114,9250
2020-01-05 18:00:00,BC,19,115,9095
2020-01-05 19:00:00,BC,20,116,8880
2020-01-05 20:00:00,BC,21,117,8648
2020-01-05 21:00:00,BC,22,118,8334
2020-01-05 22:00:00,BC,23,119,7828
2020-01-05 23:00:00,BC,24,120,7388
2020-01-06 00:00:00,BC,1,121,7114
2020-01-06 01:00:00,BC,2,122,6976
2020-01-06 02:00:00,BC,3,123,6933
2020-01-06 03:00:00,BC,4,124,6964
2020-01-06 04:00:00,BC,5,125,7129
2020-01-06 05:00:00,BC,6,126,7547
2020-01-06 06:00:00,BC,7,127,8262
2020-01-06 07:00:00,BC,8,128,9035
2020-01-06 08:00:00,BC,9,129,9263
2020-01-06 09:00:00,BC,10,130,9277
2020-01-06 10:00:00,BC,11,131,9234
2020-01-06 11:00:00,BC,12,132,9204
2020-01-06 12:00:00,BC,13,133,9141
2020-01-06 13:00:00,BC,14,134,9070
2020-01-06 14:00:00,BC,15,135,9014
2020-01-06 15:00:00,BC,16,136,9107
2020-01-06 16:00:00,BC,17,137,9484
2020-01-06 17:00:00,BC,18,138,9694
2020-01-06 18:00:00,BC,19,139,9534
2020-01-06 19:00:00,BC,20,140,9255
2020-01-06 20:00:00,BC,21,141,8982
2020-01-06 21:00:00,BC,22,142,8631
2020-01-06 22:00:00,BC,23,143,8100
2020-01-06 23:00:00,BC,24,144,7620
2020-01-07 00:00:00,BC,1,145,7268
2020-01-07 01:00:00,BC,2,146,7168
2020-01-07 02:00:00,BC,3,147,7139
2020-01-07 03:00:00,BC,4,148,7179
2020-01-07 04:00:00,BC,5,149,7290
2020-01-07 05:00:00,BC,6,150,7664
2020-01-07 06:00:00,BC,7,151,8320
2020-01-07 07:00:00,BC,8,152,9018
2020-01-07 08:00:00,BC,9,153,9142
2020-01-07 09:00:00,BC,10,154,9049
2020-01-07 10:00:00,BC,11,155,8962
2020-01-07 11:00:00,BC,12,156,8917
2020-01-07 12:00:00,BC,13,157,8924
2020-01-07 13:00:00,BC,14,158,8872
2020-01-07 14:00:00,BC,15,159,8803
2020-01-07 15:00:00,BC,16,160,8824
2020-01-07 16:00:00,BC,17,161,9217
2020-01-07 17:00:00,BC,18,162,9484
2020-01-07 18:00:00,BC,19,163,9375
2020-01-07 19:00:00,BC,20,164,9135
2020-01-07 20:00:00,BC,21,165,8873
2020-01-07 21:00:00,BC,22,166,8510
2020-01-07 22:00:00,BC,23,167,8007
2020-01-07 23:00:00,BC,24,168,7542
2020-01-08 00:00:00,BC,1,169,7219
2020-01-08 01:00:00,BC,2,170,7094
2020-01-08 02:00:00,BC,3,171,7009
2020-01-08 03:00:00,BC,4,172,6970
2020-01-08 04:00:00,BC,5,173,7071
2020-01-08 05:00:00,BC,6,174,7476
2020-01-08 06:00:00,BC,7,175,8149
2020-01-08 07:00:00,BC,8,176,8932
2020-01-08 08:00:00,BC,9,177,9084
2020-01-08 09:00:00,BC,10,178,8998
2020-01-08 10:00:00,BC,11,179,8922
2020-01-08 11:00:00,BC,12,180,8840
2020-01-08 12:00:00,BC,13,181,8780
2020-01-08 13:00:00,BC,14,182,8737
2020-01-08 14:00:00,BC,15,183,8722
2020-01-08 15:00:00,BC,16,184,8821
2020-01-08 16:00:00,BC,17,185,9218
2020-01-08 17:00:00,BC,18,186,9646
2020-01-08 18:00:00,BC,19,187,9576
2020-01-08 19:00:00,BC,20,188,9454
2020-01-08 20:00:00,BC,21,189,9187
2020-01-08 21:00:00,BC,22,190,8785
2020-01-08 22:00:00,BC,23,191,8305
2020-01-08 23:00:00,BC,24,192,7901
2020-01-09 00:00:00,BC,1,193,7568
2020-01-09 01:00:00,BC,2,194,7435
2020-01-09 02:00:00,BC,3,195,7352
2020-01-09 03:00:00,BC,4,196,7360
2020-01-09 04:00:00,BC,5,197,7528
2020-01-09 05:00:00,BC,6,198,7907
2020-01-09 06:00:00,BC,7,199,8652
2020-01-09 07:00:00,BC,8,200,9473
2020-01-09 08:00:00,BC,9,201,9582
2020-01-09 09:00:00,BC,10,202,9471
2020-01-09 10:00:00,BC,11,203,9283
2020-01-09 11:00:00,BC,12,204,9139
2020-01-09 12:00:00,BC,13,205,8988
2020-01-09 13:00:00,BC,14,206,8888
2020-01-09 14:00:00,BC,15,207,8877
2020-01-09 15:00:00,BC,16,208,9017
2020-01-09 16:00:00,BC,17,209,9492
2020-01-09 17:00:00,BC,18,210,9942
2020-01-09 18:00:00,BC,19,211,9856
2020-01-09 19:00:00,BC,20,212,9666
2020-01-09 20:00:00,BC,21,213,9435
2020-01-09 21:00:00,BC,22,214,9022
2020-01-09 22:00:00,BC,23,215,8455
2020-01-09 23:00:00,BC,24,216,7960
2020-01-10 00:00:00,BC,1,217,7593
2020-01-10 01:00:00,BC,2,218,7517
2020-01-10 02:00:00,BC,3,219,7472
2020-01-10 03:00:00,BC,4,220,7522
2020-01-10 04:00:00,BC,5,221,7680
2020-01-10 05:00:00,BC,6,222,8056
2020-01-10 06:00:00,BC,7,223,8780
2020-01-10 07:00:00,BC,8,224,9529
2020-01-10 08:00:00,BC,9,225,9711
2020-01-10 09:00:00,BC,10,226,9666
2020-01-10 10:00:00,BC,11,227,9725
2020-01-10 11:00:00,BC,12,228,9625
2020-01-10 12:00:00,BC,13,229,9594
2020-01-10 13:00:00,BC,14,230,9441
2020-01-10 14:00:00,BC,15,231,9349
2020-01-10 15:00:00,BC,16,232,9401
2020-01-10 16:00:00,BC,17,233,9877
2020-01-10 17:00:00,BC,18,234,10084
2020-01-10 18:00:00,BC,19,235,9870
2020-01-10 19:00:00,BC,20,236,9593
2020-01-10 20:00:00,BC,21,237,9299
2020-01-10 21:00:00,BC,22,238,8908
2020-01-10 22:00:00,BC,23,239,8383
2020-01-10 23:00:00,BC,24,240,7951
2020-01-11 00:00:00,BC,1,241,7641
2020-01-11 01:00:00,BC,2,242,7469
2020-01-11 02:00:00,BC,3,243,7335
2020-01-11 03:00:00,BC,4,244,7340
2020-01-11 04:00:00,BC,5,245,7392
2020-01-11 05:00:00,BC,6,246,7510
2020-01-11 06:00:00,BC,7,247,7787
2020-01-11 07:00:00,BC,8,248,8185
2020-01-11 08:00:00,BC,9,249,8573
2020-01-11 09:00:00,BC,10,250,8804
2020-01-11 10:00:00,BC,11,251,8843
2020-01-11 11:00:00,BC,12,252,8803
2020-01-11 12:00:00,BC,13,253,8723
2020-01-11 13:00:00,BC,14,254,8686
2020-01-11 14:00:00,BC,15,255,8673
2020-01-11 15:00:00,BC,16,256,8835
2020-01-11 16:00:00,BC,17,257,9278
2020-01-11 17:00:00,BC,18,258,9463
2020-01-11 18:00:00,BC,19,259,9242
2020-01-11 19:00:00,BC,20,260,8953
2020-01-11 20:00:00,BC,21,261,8711
2020-01-11 21:00:00,BC,22,262,8409
2020-01-11 22:00:00,BC,23,263,8069
2020-01-11 23:00:00,BC,24,264,7652
2020-01-12 00:00:00,BC,1,265,7354
2020-01-12 01:00:00,BC,2,266,7235
2020-01-12 02:00:00,BC,3,267,7146
2020-01-12 03:00:00,BC,4,268,7116
2020-01-12 04:00:00,BC,5,269,7181
2020-01-12 05:00:00,BC,6,270,7355
2020-01-12 06:00:00,BC,7,271,7665
2020-01-12 07:00:00,BC,8,272,8055
2020-01-12 08:00:00,BC,9,273,8452
2020-01-12 09:00:00,BC,10,274,8749
2020-01-12 10:00:00,BC,11,275,8896
2020-01-12 11:00:00,BC,12,276,9015
2020-01-12 12:00:00,BC,13,277,9067
2020-01-12 13:00:00,BC,14,278,9047
2020-01-12 14:00:00,BC,15,279,9033
2020-01-12 15:00:00,BC,16,280,9158
2020-01-12 16:00:00,BC,17,281,9671
2020-01-12 17:00:00,BC,18,282,10121
2020-01-12 18:00:00,BC,19,283,9999
2020-01-12 19:00:00,BC,20,284,9835
2020-01-12 20:00:00,BC,21,285,9621
2020-01-12 21:00:00,BC,22,286,9271
2020-01-12 22:00:00,BC,23,287,8812
2020-01-12 23:00:00,BC,24,288,8382
2020-01-13 00:00:00,BC,1,289,8119
2020-01-13 01:00:00,BC,2,290,8066
2020-01-13 02:00:00,BC,3,291,8063
2020-01-13 03:00:00,BC,4,292,8051
2020-01-13 04:00:00,BC,5,293,8215
2020-01-13 05:00:00,BC,6,294,8616
2020-01-13 06:00:00,BC,7,295,9379
2020-01-13 07:00:00,BC,8,296,10143
2020-01-13 08:00:00,BC,9,297,10370
2020-01-13 09:00:00,BC,10,298,10443
2020-01-13 10:00:00,BC,11,299,10501
2020-01-13 11:00:00,BC,12,300,10499
2020-01-13 12:00:00,BC,13,301,10492
2020-01-13 13:00:00,BC,14,302,10442
2020-01-13 14:00:00,BC,15,303,10435
2020-01-13 15:00:00,BC,16,304,10494
2020-01-13 16:00:00,BC,17,305,10895
2020-01-13 17:00:00,BC,18,306,11281
2020-01-13 18:00:00,BC,19,307,11148
2020-01-13 19:00:00,BC,20,308,10942
2020-01-13 20:00:00,BC,21,309,10625
2020-01-13 21:00:00,BC,22,310,10277
2020-01-13 22:00:00,BC,23,311,9700
2020-01-13 23:00:00,BC,24,312,9196
2020-01-14 00:00:00,BC,1,313,8929
2020-01-14 01:00:00,BC,2,314,8791
2020-01-14 02:00:00,BC,3,315,8743
2020-01-14 03:00:00,BC,4,316,8768
2020-01-14 04:00:00,BC,5,317,8867
2020-01-14 05:00:00,BC,6,318,9210
2020-01-14 06:00:00,BC,7,319,9951
2020-01-14 07:00:00,BC,8,320,10660
2020-01-14 08:00:00,BC,9,321,10842
2020-01-14 09:00:00,BC,10,322,10838
2020-01-14 10:00:00,BC,11,323,10791
2020-01-14 11:00:00,BC,12,324,10779
2020-01-14 12:00:00,BC,13,325,10709
2020-01-14 13:00:00,BC,14,326,10617
2020-01-14 14:00:00,BC,15,327,10485
2020-01-14 15:00:00,BC,16,328,10638
2020-01-14 16:00:00,BC,17,329,11075
2020-01-14 17:00:00,BC,18,330,11541
2020-01-14 18:00:00,BC,19,331,11396
2020-01-14 19:00:00,BC,20,332,11133
2020-01-14 20:00:00,BC,21,333,10805
2020-01-14 21:00:00,BC,22,334,10370
2020-01-14 22:00:00,BC,23,335,9784
2020-01-14 23:00:00,BC,24,336,9317
2020-01-15 00:00:00,BC,1,337,8983
2020-01-15 01:00:00,BC,2,338,8883
2020-01-15 02:00:00,BC,3,339,8857
2020-01-15 03:00:00,BC,4,340,8879
2020-01-15 04:00:00,BC,5,341,8968
2020-01-15 05:00:00,BC,6,342,9339
2020-01-15 06:00:00,BC,7,343,9935
2020-01-15 07:00:00,BC,8,344,10491
2020-01-15 08:00:00,BC,9,345,10769
2020-01-15 09:00:00,BC,10,346,10866
2020-01-15 10:00:00,BC,11,347,10878
2020-01-15 11:00:00,BC,12,348,10866
2020-01-15 12:00:00,BC,13,349,10842
2020-01-15 13:00:00,BC,14,350,10791
2020-01-15 14:00:00,BC,15,351,10732
2020-01-15 15:00:00,BC,16,352,10765
2020-01-15 16:00:00,BC,17,353,11079
2020-01-15 17:00:00,BC,18,354,11364
2020-01-15 18:00:00,BC,19,355,11177
2020-01-15 19:00:00,BC,20,356,10894
2020-01-15 20:00:00,BC,21,357,10568
2020-01-15 21:00:00,BC,22,358,10056
2020-01-15 22:00:00,BC,23,359,9417
2020-01-15 23:00:00,BC,24,360,8910
2020-01-16 00:00:00,BC,1,361,8548
2020-01-16 01:00:00,BC,2,362,8418
2020-01-16 02:00:00,BC,3,363,8323
2020-01-16 03:00:00,BC,4,364,8320
2020-01-16 04:00:00,BC,5,365,8445
2020-01-16 05:00:00,BC,6,366,8770
2020-01-16 06:00:00,BC,7,367,9405
2020-01-16 07:00:00,BC,8,368,10067
2020-01-16 08:00:00,BC,9,369,10205
2020-01-16 09:00:00,BC,10,370,10201
2020-01-16 10:00:00,BC,11,371,10174
2020-01-16 11:00:00,BC,12,372,10110
2020-01-16 12:00:00,BC,13,373,9958
2020-01-16 13:00:00,BC,14,374,9852
2020-01-16 14:00:00,BC,15,375,9697
2020-01-16 15:00:00,BC,16,376,9733
2020-01-16 16:00:00,BC,17,377,10158
2020-01-16 17:00:00,BC,18,378,10659
2020-01-16 18:00:00,BC,19,379,10614
2020-01-16 19:00:00,BC,20,380,10461
2020-01-16 20:00:00,BC,21,381,10234
2020-01-16 21:00:00,BC,22,382,9836
2020-01-16 22:00:00,BC,23,383,9270
2020-01-16 23:00:00,BC,24,384,8801
2020-01-17 00:00:00,BC,1,385,8448
2020-01-17 01:00:00,BC,2,386,8280
2020-01-17 02:00:00,BC,3,387,8225
2020-01-17 03:00:00,BC,4,388,8278
2020-01-17 04:00:00,BC,5,389,8432
2020-01-17 05:00:00,BC,6,390,8799
2020-01-17 06:00:00,BC,7,391,9501
2020-01-17 07:00:00,BC,8,392,10262
2020-01-17 08:00:00,BC,9,393,10375
2020-01-17 09:00:00,BC,10,394,10273
2020-01-17 10:00:00,BC,11,395,10172
2020-01-17 11:00:00,BC,12,396,10012
2020-01-17 12:00:00,BC,13,397,9843
2020-01-17 13:00:00,BC,14,398,9736
2020-01-17 14:00:00,BC,15,399,9706
2020-01-17 15:00:00,BC,16,400,9808
2020-01-17 16:00:00,BC,17,401,10204
2020-01-17 17:00:00,BC,18,402,10537
2020-01-17 18:00:00,BC,19,403,10374
2020-01-17 19:00:00,BC,20,404,10159
2020-01-17 20:00:00,BC,21,405,9903
2020-01-17 21:00:00,BC,22,406,9563
2020-01-17 22:00:00,BC,23,407,9064
2020-01-17 23:00:00,BC,24,408,8570
2020-01-18 00:00:00,BC,1,409,8192
2020-01-18 01:00:00,BC,2,410,8043
2020-01-18 02:00:00,BC,3,411,8004
2020-01-18 03:00:00,BC,4,412,7995
2020-01-18 04:00:00,BC,5,413,8059
2020-01-18 05:00:00,BC,6,414,8196
2020-01-18 06:00:00,BC,7,415,8555
2020-01-18 07:00:00,BC,8,416,8925
2020-01-18 08:00:00,BC,9,417,9340
2020-01-18 09:00:00,BC,10,418,9598
2020-01-18 10:00:00,BC,11,419,9595
2020-01-18 11:00:00,BC,12,420,9619
2020-01-18 12:00:00,BC,13,421,9546
2020-01-18 13:00:00,BC,14,422,9441
2020-01-18 14:00:00,BC,15,423,9336
2020-01-18 15:00:00,BC,16,424,9398
2020-01-18 16:00:00,BC,17,425,9727
2020-01-18 17:00:00,BC,18,426,10039
2020-01-18 18:00:00,BC,19,427,9833
2020-01-18 19:00:00,BC,20,428,9563
2020-01-18 20:00:00,BC,21,429,9285
2020-01-18 21:00:00,BC,22,430,8955
2020-01-18 22:00:00,BC,23,431,8517
2020-01-18 23:00:00,BC,24,432,8102
2020-01-19 00:00:00,BC,1,433,7782
2020-01-19 01:00:00,BC,2,434,7603
2020-01-19 02:00:00,BC,3,435,7461
2020-01-19 03:00:00,BC,4,436,7446
2020-01-19 04:00:00,BC,5,437,7503
2020-01-19 05:00:00,BC,6,438,7645
2020-01-19 06:00:00,BC,7,439,7886
2020-01-19 07:00:00,BC,8,440,8267
2020-01-19 08:00:00,BC,9,441,8652
2020-01-19 09:00:00,BC,10,442,8922
2020-01-19 10:00:00,BC,11,443,8972
2020-01-19 11:00:00,BC,12,444,9060
2020-01-19 12:00:00,BC,13,445,9079
2020-01-19 13:00:00,BC,14,446,8982
2020-01-19 14:00:00,BC,15,447,8926
2020-01-19 15:00:00,BC,16,448,8952
2020-01-19 16:00:00,BC,17,449,9252
2020-01-19 17:00:00,BC,18,450,9601
2020-01-19 18:00:00,BC,19,451,9389
2020-01-19 19:00:00,BC,20,452,9157
2020-01-19 20:00:00,BC,21,453,8884
2020-01-19 21:00:00,BC,22,454,8534
2020-01-19 22:00:00,BC,23,455,8038
2020-01-19 23:00:00,BC,24,456,7605
2020-01-20 00:00:00,BC,1,457,7282
2020-01-20 01:00:00,BC,2,458,7147
2020-01-20 02:00:00,BC,3,459,7081
2020-01-20 03:00:00,BC,4,460,7071
2020-01-20 04:00:00,BC,5,461,7176
2020-01-20 05:00:00,BC,6,462,7531
2020-01-20 06:00:00,BC,7,463,8191
2020-01-20 07:00:00,BC,8,464,8934
2020-01-20 08:00:00,BC,9,465,9111
2020-01-20 09:00:00,BC,10,466,9057
2020-01-20 10:00:00,BC,11,467,9038
2020-01-20 11:00:00,BC,12,468,8937
2020-01-20 12:00:00,BC,13,469,8856
2020-01-20 13:00:00,BC,14,470,8783
2020-01-20 14:00:00,BC,15,471,8673
2020-01-20 15:00:00,BC,16,472,8737
2020-01-20 16:00:00,BC,17,473,9053
2020-01-20 17:00:00,BC,18,474,9470
2020-01-20 18:00:00,BC,19,475,9378
2020-01-20 19:00:00,BC,20,476,9173
2020-01-20 20:00:00,BC,21,477,8924
2020-01-20 21:00:00,BC,22,478,8567
2020-01-20 22:00:00,BC,23,479,8066
2020-01-20 23:00:00,BC,24,480,7582
2020-01-21 00:00:00,BC,1,481,7199
2020-01-21 01:00:00,BC,2,482,7042
2020-01-21 02:00:00,BC,3,483,6935
2020-01-21 03:00:00,BC,4,484,6930
2020-01-21 04:00:00,BC,5,485,7064
2020-01-21 05:00:00,BC,6,486,7454
2020-01-21 06:00:00,BC,7,487,8118
2020-01-21 07:00:00,BC,8,488,8864
2020-01-21 08:00:00,BC,9,489,9011
2020-01-21 09:00:00,BC,10,490,8944
2020-01-21 10:00:00,BC,11,491,8994
2020-01-21 11:00:00,BC,12,492,8928
2020-01-21 12:00:00,BC,13,493,8927
2020-01-21 13:00:00,BC,14,494,8874
2020-01-21 14:00:00,BC,15,495,8809
2020-01-21 15:00:00,BC,16,496,8909
2020-01-21 16:00:00,BC,17,497,9235
2020-01-21 17:00:00,BC,18,498,9637
2020-01-21 18:00:00,BC,19,499,9533
2020-01-21 19:00:00,BC,20,500,9300
2020-01-21 20:00:00,BC,21,501,8963
2020-01-21 21:00:00,BC,22,502,8644
2020-01-21 22:00:00,BC,23,503,8129
2020-01-21 23:00:00,BC,24,504,7636
2020-01-22 00:00:00,BC,1,505,7314
2020-01-22 01:00:00,BC,2,506,7136
2020-01-22 02:00:00,BC,3,507,7024
2020-01-22 03:00:00,BC,4,508,7049
2020-01-22 04:00:00,BC,5,509,7149
2020-01-22 05:00:00,BC,6,510,7510
2020-01-22 06:00:00,BC,7,511,8270
2020-01-22 07:00:00,BC,8,512,9004
2020-01-22 08:00:00,BC,9,513,9050
2020-01-22 09:00:00,BC,10,514,8941
2020-01-22 10:00:00,BC,11,515,8903
2020-01-22 11:00:00,BC,12,516,8810
2020-01-22 12:00:00,BC,13,517,8858
2020-01-22 13:00:00,BC,14,518,8847
2020-01-22 14:00:00,BC,15,519,8841
2020-01-22 15:00:00,BC,16,520,8891
2020-01-22 16:00:00,BC,17,521,9226
2020-01-22 17:00:00,BC,18,522,9587
2020-01-22 18:00:00,BC,19,523,9465
2020-01-22 19:00:00,BC,20,524,9292
2020-01-22 20:00:00,BC,21,525,9071
2020-01-22 21:00:00,BC,22,526,8738
2020-01-22 22:00:00,BC,23,527,8178
2020-01-22 23:00:00,BC,24,528,7667
2020-01-23 00:00:00,BC,1,529,7284
2020-01-23 01:00:00,BC,2,530,7117
2020-01-23 02:00:00,BC,3,531,7061
2020-01-23 03:00:00,BC,4,532,7038
2020-01-23 04:00:00,BC,5,533,7120
2020-01-23 05:00:00,BC,6,534,7445
2020-01-23 06:00:00,BC,7,535,8107
2020-01-23 07:00:00,BC,8,536,8807
2020-01-23 08:00:00,BC,9,537,8963
2020-01-23 09:00:00,BC,10,538,8907
2020-01-23 10:00:00,BC,11,539,8879
2020-01-23 11:00:00,BC,12,540,8859
2020-01-23 12:00:00,BC,13,541,8800
2020-01-23 13:00:00,BC,14,542,8732
2020-01-23 14:00:00,BC,15,543,8648
2020-01-23 15:00:00,BC,16,544,8655
2020-01-23 16:00:00,BC,17,545,8957
2020-01-23 17:00:00,BC,18,546,9285
2020-01-23 18:00:00,BC,19,547,9214
2020-01-23 19:00:00,BC,20,548,9016
2020-01-23 20:00:00,BC,21,549,8740
2020-01-23 21:00:00,BC,22,550,8373
2020-01-23 22:00:00,BC,23,551,7884
2020-01-23 23:00:00,BC,24,552,7365
2020-01-24 00:00:00,BC,1,553,6970
2020-01-24 01:00:00,BC,2,554,6754
2020-01-24 02:00:00,BC,3,555,6664
2020-01-24 03:00:00,BC,4,556,6638
2020-01-24 04:00:00,BC,5,557,6761
2020-01-24 05:00:00,BC,6,558,7147
2020-01-24 06:00:00,BC,7,559,7803
2020-01-24 07:00:00,BC,8,560,8515
2020-01-24 08:00:00,BC,9,561,8636
2020-01-24 09:00:00,BC,10,562,8646
2020-01-24 10:00:00,BC,11,563,8684
2020-01-24 11:00:00,BC,12,564,8660
2020-01-24 12:00:00,BC,13,565,8583
2020-01-24 13:00:00,BC,14,566,8595
2020-01-24 14:00:00,BC,15,567,8506
2020-01-24 15:00:00,BC,16,568,8473
2020-01-24 16:00:00,BC,17,569,8722
2020-01-24 17:00:00,BC,18,570,9105
2020-01-24 18:00:00,BC,19,571,9055
2020-01-24 19:00:00,BC,20,572,8867
2020-01-24 20:00:00,BC,21,573,8630
2020-01-24 21:00:00,BC,22,574,8363
2020-01-24 22:00:00,BC,23,575,7967
2020-01-24 23:00:00,BC,24,576,7553
2020-01-25 00:00:00,BC,1,577,7139
2020-01-25 01:00:00,BC,2,578,6954
2020-01-25 02:00:00,BC,3,579,6822
2020-01-25 03:00:00,BC,4,580,6782
2020-01-25 04:00:00,BC,5,581,6839
2020-01-25 05:00:00,BC,6,582,7003
2020-01-25 06:00:00,BC,7,583,7357
2020-01-25 07:00:00,BC,8,584,7832
2020-01-25 08:00:00,BC,9,585,8215
2020-01-25 09:00:00,BC,10,586,8412
2020-01-25 10:00:00,BC,11,587,8526
2020-01-25 11:00:00,BC,12,588,8520
2020-01-25 12:00:00,BC,13,589,8469
2020-01-25 13:00:00,BC,14,590,8361
2020-01-25 14:00:00,BC,15,591,8274
2020-01-25 15:00:00,BC,16,592,8287
2020-01-25 16:00:00,BC,17,593,8571
2020-01-25 17:00:00,BC,18,594,8968
2020-01-25 18:00:00,BC,19,595,8846
2020-01-25 19:00:00,BC,20,596,8548
2020-01-25 20:00:00,BC,21,597,8342
2020-01-25 21:00:00,BC,22,598,8047
2020-01-25 22:00:00,BC,23,599,7688
2020-01-25 23:00:00,BC,24,600,7353
2020-01-26 00:00:00,BC,1,601,7066
2020-01-26 01:00:00,BC,2,602,6918
2020-01-26 02:00:00,BC,3,603,6801
2020-01-26 03:00:00,BC,4,604,6755
2020-01-26 04:00:00,BC,5,605,6833
2020-01-26 05:00:00,BC,6,606,6973
2020-01-26 06:00:00,BC,7,607,7222
