,scenario,variable,year,value,region,sector
35272,Current Measures,Hydrogen,2030,0.00010,British Columbia,"Transportation"
35286,Current Measures,Hydrogen,2030,0.00640,British Columbia,"Residential"
35296,Current Measures,Hydrogen,2030,0.03790,British Columbia,"Industrial"
35298,Current Measures,Hydrogen,2030,0.04440,British Columbia,"Total End-Use"
35309,Current Measures,Hydrogen,2031,0.00000,British Columbia,"Commercial"
35342,Current Measures,Hydrogen,2031,0.00010,British Columbia,"Transportation"
35356,Current Measures,Hydrogen,2031,0.00640,British Columbia,"Residential"
35365,Current Measures,Hydrogen,2031,0.05450,British Columbia,"Industrial"
35368,Current Measures,Hydrogen,2031,0.06100,British Columbia,"Total End-Use"
35379,Current Measures,Hydrogen,2032,0.00000,British Columbia,"Commercial"
35412,Current Measures,Hydrogen,2032,0.00010,British Columbia,"Transportation"
35426,Current Measures,Hydrogen,2032,0.00630,British Columbia,"Residential"
35436,Current Measures,Hydrogen,2032,0.06850,British Columbia,"Industrial"
35437,Current Measures,Hydrogen,2032,0.07490,British Columbia,"Total End-Use"
35449,Current Measures,Hydrogen,2033,0.00000,British Columbia,"Commercial"
35482,Current Measures,Hydrogen,2033,0.00010,British Columbia,"Transportation"
35496,Current Measures,Hydrogen,2033,0.00630,British Columbia,"Residential"
35506,Current Measures,Hydrogen,2033,0.08200,British Columbia,"Industrial"
35507,Current Measures,Hydrogen,2033,0.08840,British Columbia,"Total End-Use"
35519,Current Measures,Hydrogen,2034,0.00000,British Columbia,"Commercial"
35552,Current Measures,Hydrogen,2034,0.00010,British Columbia,"Transportation"
35564,Current Measures,Hydrogen,2034,0.00630,British Columbia,"Residential"
35576,Current Measures,Hydrogen,2034,0.09710,British Columbia,"Industrial"
35577,Current Measures,Hydrogen,2034,0.10350,British Columbia,"Total End-Use"
35589,Current Measures,Hydrogen,2035,0.00000,British Columbia,"Commercial"
35622,Current Measures,Hydrogen,2035,0.00010,British Columbia,"Transportation"
35634,Current Measures,Hydrogen,2035,0.00630,British Columbia,"Residential"
35646,Current Measures,Hydrogen,2035,0.11300,British Columbia,"Industrial"
35647,Current Measures,Hydrogen,2035,0.11940,British Columbia,"Total End-Use"
35659,Current Measures,Hydrogen,2036,0.00000,British Columbia,"Commercial"
35692,Current Measures,Hydrogen,2036,0.00010,British Columbia,"Transportation"
35704,Current Measures,Hydrogen,2036,0.00630,British Columbia,"Residential"
35716,Current Measures,Hydrogen,2036,0.12620,British Columbia,"Industrial"
35717,Current Measures,Hydrogen,2036,0.13260,British Columbia,"Total End-Use"
35729,Current Measures,Hydrogen,2037,0.00000,British Columbia,"Commercial"
35762,Current Measures,Hydrogen,2037,0.00010,British Columbia,"Transportation"
35774,Current Measures,Hydrogen,2037,0.00630,British Columbia,"Residential"
35786,Current Measures,Hydrogen,2037,0.13850,British Columbia,"Industrial"
35787,Current Measures,Hydrogen,2037,0.14490,British Columbia,"Total End-Use"
35799,Current Measures,Hydrogen,2038,0.00000,British Columbia,"Commercial"
35832,Current Measures,Hydrogen,2038,0.00010,British Columbia,"Transportation"
35842,Current Measures,Hydrogen,2038,0.00630,British Columbia,"Residential"
35856,Current Measures,Hydrogen,2038,0.14920,British Columbia,"Industrial"
35857,Current Measures,Hydrogen,2038,0.15560,British Columbia,"Total End-Use"
35869,Current Measures,Hydrogen,2039,0.00000,British Columbia,"Commercial"
35902,Current Measures,Hydrogen,2039,0.00010,British Columbia,"Transportation"
35912,Current Measures,Hydrogen,2039,0.00630,British Columbia,"Residential"
35926,Current Measures,Hydrogen,2039,0.15930,British Columbia,"Industrial"
35927,Current Measures,Hydrogen,2039,0.16570,British Columbia,"Total End-Use"
35939,Current Measures,Hydrogen,2040,0.00000,British Columbia,"Commercial"
35972,Current Measures,Hydrogen,2040,0.00010,British Columbia,"Transportation"
35982,Current Measures,Hydrogen,2040,0.00630,British Columbia,"Residential"
35996,Current Measures,Hydrogen,2040,0.16940,British Columbia,"Industrial"
35997,Current Measures,Hydrogen,2040,0.17580,British Columbia,"Total End-Use"
36009,Current Measures,Hydrogen,2041,0.00000,British Columbia,"Commercial"
36042,Current Measures,Hydrogen,2041,0.00010,British Columbia,"Transportation"
36052,Current Measures,Hydrogen,2041,0.00630,British Columbia,"Residential"
36066,Current Measures,Hydrogen,2041,0.17920,British Columbia,"Industrial"
36067,Current Measures,Hydrogen,2041,0.18560,British Columbia,"Total End-Use"
36079,Current Measures,Hydrogen,2042,0.00000,British Columbia,"Commercial"
36112,Current Measures,Hydrogen,2042,0.00010,British Columbia,"Transportation"
36122,Current Measures,Hydrogen,2042,0.00630,British Columbia,"Residential"
36136,Current Measures,Hydrogen,2042,0.18860,British Columbia,"Industrial"
36137,Current Measures,Hydrogen,2042,0.19500,British Columbia,"Total End-Use"
36149,Current Measures,Hydrogen,2043,0.00000,British Columbia,"Commercial"
36182,Current Measures,Hydrogen,2043,0.00010,British Columbia,"Transportation"
36192,Current Measures,Hydrogen,2043,0.00630,British Columbia,"Residential"
36206,Current Measures,Hydrogen,2043,0.19730,British Columbia,"Industrial"
36207,Current Measures,Hydrogen,2043,0.20370,British Columbia,"Total End-Use"
36219,Current Measures,Hydrogen,2044,0.00000,British Columbia,"Commercial"
36252,Current Measures,Hydrogen,2044,0.00010,British Columbia,"Transportation"
36262,Current Measures,Hydrogen,2044,0.00630,British Columbia,"Residential"
36276,Current Measures,Hydrogen,2044,0.20620,British Columbia,"Industrial"
36277,Current Measures,Hydrogen,2044,0.21260,British Columbia,"Total End-Use"
36289,Current Measures,Hydrogen,2045,0.00000,British Columbia,"Commercial"
36322,Current Measures,Hydrogen,2045,0.00010,British Columbia,"Transportation"
36332,Current Measures,Hydrogen,2045,0.00630,British Columbia,"Residential"
36346,Current Measures,Hydrogen,2045,0.21460,British Columbia,"Industrial"
36347,Current Measures,Hydrogen,2045,0.22100,British Columbia,"Total End-Use"
36359,Current Measures,Hydrogen,2046,0.00000,British Columbia,"Commercial"
36392,Current Measures,Hydrogen,2046,0.00010,British Columbia,"Transportation"
36402,Current Measures,Hydrogen,2046,0.00630,British Columbia,"Residential"
36416,Current Measures,Hydrogen,2046,0.22280,British Columbia,"Industrial"
36417,Current Measures,Hydrogen,2046,0.22920,British Columbia,"Total End-Use"
36429,Current Measures,Hydrogen,2047,0.00000,British Columbia,"Commercial"
36462,Current Measures,Hydrogen,2047,0.00010,British Columbia,"Transportation"
36472,Current Measures,Hydrogen,2047,0.00650,British Columbia,"Residential"
36486,Current Measures,Hydrogen,2047,0.23080,British Columbia,"Industrial"
36487,Current Measures,Hydrogen,2047,0.23740,British Columbia,"Total End-Use"
36499,Current Measures,Hydrogen,2048,0.00000,British Columbia,"Commercial"
36532,Current Measures,Hydrogen,2048,0.00010,British Columbia,"Transportation"
36542,Current Measures,Hydrogen,2048,0.00650,British Columbia,"Residential"
36556,Current Measures,Hydrogen,2048,0.23810,British Columbia,"Industrial"
36557,Current Measures,Hydrogen,2048,0.24470,British Columbia,"Total End-Use"
36569,Current Measures,Hydrogen,2049,0.00000,British Columbia,"Commercial"
36602,Current Measures,Hydrogen,2049,0.00010,British Columbia,"Transportation"
36612,Current Measures,Hydrogen,2049,0.00650,British Columbia,"Residential"
36626,Current Measures,Hydrogen,2049,0.24520,British Columbia,"Industrial"
36627,Current Measures,Hydrogen,2049,0.25180,British Columbia,"Total End-Use"
36639,Current Measures,Hydrogen,2050,0.00000,British Columbia,"Commercial"
36672,Current Measures,Hydrogen,2050,0.00010,British Columbia,"Transportation"
36682,Current Measures,Hydrogen,2050,0.00660,British Columbia,"Residential"
36696,Current Measures,Hydrogen,2050,0.25150,British Columbia,"Industrial"
36697,Current Measures,Hydrogen,2050,0.25820,British Columbia,"Total End-Use"
36719,Current Measures,LPG,2005,3.97900,British Columbia,"Transportation"
36733,Current Measures,LPG,2006,3.03000,British Columbia,"Transportation"
36747,Current Measures,LPG,2007,4.32000,British Columbia,"Transportation"
36761,Current Measures,LPG,2008,5.25700,British Columbia,"Transportation"
36775,Current Measures,LPG,2009,4.14300,British Columbia,"Transportation"
36789,Current Measures,LPG,2010,4.31800,British Columbia,"Transportation"
36803,Current Measures,LPG,2011,3.98100,British Columbia,"Transportation"
36817,Current Measures,LPG,2012,3.69000,British Columbia,"Transportation"
36831,Current Measures,LPG,2013,3.31800,British Columbia,"Transportation"
36845,Current Measures,LPG,2014,2.76000,British Columbia,"Transportation"
36859,Current Measures,LPG,2015,2.83800,British Columbia,"Transportation"
36873,Current Measures,LPG,2016,2.37400,British Columbia,"Transportation"
36887,Current Measures,LPG,2017,2.52500,British Columbia,"Transportation"
36901,Current Measures,LPG,2018,4.12200,British Columbia,"Transportation"
36915,Current Measures,LPG,2019,3.89590,British Columbia,"Transportation"
36929,Current Measures,LPG,2020,2.88270,British Columbia,"Transportation"
36943,Current Measures,LPG,2021,2.99680,British Columbia,"Transportation"
36957,Current Measures,LPG,2022,3.05170,British Columbia,"Transportation"
36971,Current Measures,LPG,2023,3.10220,British Columbia,"Transportation"
36985,Current Measures,LPG,2024,3.01290,British Columbia,"Transportation"
36999,Current Measures,LPG,2025,2.89730,British Columbia,"Transportation"
37013,Current Measures,LPG,2026,2.77410,British Columbia,"Transportation"
37027,Current Measures,LPG,2027,2.64720,British Columbia,"Transportation"
37041,Current Measures,LPG,2028,2.51760,British Columbia,"Transportation"
37055,Current Measures,LPG,2029,2.38700,British Columbia,"Transportation"
37069,Current Measures,LPG,2030,2.25780,British Columbia,"Transportation"
37083,Current Measures,LPG,2031,2.13810,British Columbia,"Transportation"
37097,Current Measures,LPG,2032,2.01810,British Columbia,"Transportation"
37111,Current Measures,LPG,2033,1.89800,British Columbia,"Transportation"
37125,Current Measures,LPG,2034,1.77870,British Columbia,"Transportation"
37139,Current Measures,LPG,2035,1.66060,British Columbia,"Transportation"
37153,Current Measures,LPG,2036,1.55030,British Columbia,"Transportation"
37167,Current Measures,LPG,2037,1.44740,British Columbia,"Transportation"
37181,Current Measures,LPG,2038,1.35120,British Columbia,"Transportation"
37195,Current Measures,LPG,2039,1.26150,British Columbia,"Transportation"
37209,Current Measures,LPG,2040,1.17770,British Columbia,"Transportation"
37223,Current Measures,LPG,2041,1.09950,British Columbia,"Transportation"
37237,Current Measures,LPG,2042,1.02650,British Columbia,"Transportation"
37251,Current Measures,LPG,2043,0.95840,British Columbia,"Transportation"
37265,Current Measures,LPG,2044,0.89470,British Columbia,"Transportation"
37279,Current Measures,LPG,2045,0.83530,British Columbia,"Transportation"
37293,Current Measures,LPG,2046,0.77990,British Columbia,"Transportation"
37307,Current Measures,LPG,2047,0.72810,British Columbia,"Transportation"
37321,Current Measures,LPG,2048,0.67970,British Columbia,"Transportation"
37335,Current Measures,LPG,2049,0.63460,British Columbia,"Transportation"
37349,Current Measures,LPG,2050,0.59250,British Columbia,"Transportation"
37363,Current Measures,Lubricants,2005,0.44250,British Columbia,"Transportation"
37376,Current Measures,Lubricants,2006,0.39940,British Columbia,"Transportation"
37389,Current Measures,Lubricants,2007,0.41500,British Columbia,"Transportation"
37403,Current Measures,Lubricants,2008,0.45810,British Columbia,"Transportation"
37417,Current Measures,Lubricants,2009,0.28590,British Columbia,"Transportation"
37431,Current Measures,Lubricants,2010,0.28580,British Columbia,"Transportation"
37446,Current Measures,Lubricants,2011,0.29730,British Columbia,"Transportation"
37458,Current Measures,Lubricants,2012,0.17210,British Columbia,"Transportation"
37475,Current Measures,Lubricants,2013,0.27000,British Columbia,"Transportation"
37489,Current Measures,Lubricants,2014,0.21520,British Columbia,"Transportation"
37504,Current Measures,Lubricants,2015,0.19170,British Columbia,"Transportation"
37518,Current Measures,Lubricants,2016,0.26320,British Columbia,"Transportation"
37531,Current Measures,Lubricants,2017,0.16420,British Columbia,"Transportation"
37545,Current Measures,Lubricants,2018,0.17550,British Columbia,"Transportation"
37556,Current Measures,Lubricants,2019,0.03430,British Columbia,"Transportation"
37570,Current Measures,Lubricants,2020,0.04950,British Columbia,"Transportation"
37585,Current Measures,Lubricants,2021,0.05160,British Columbia,"Transportation"
37599,Current Measures,Lubricants,2022,0.05300,British Columbia,"Transportation"
37613,Current Measures,Lubricants,2023,0.05370,British Columbia,"Transportation"
37627,Current Measures,Lubricants,2024,0.05480,British Columbia,"Transportation"
37641,Current Measures,Lubricants,2025,0.05620,British Columbia,"Transportation"
37655,Current Measures,Lubricants,2026,0.05790,British Columbia,"Transportation"
37669,Current Measures,Lubricants,2027,0.05920,British Columbia,"Transportation"
37683,Current Measures,Lubricants,2028,0.06030,British Columbia,"Transportation"
37697,Current Measures,Lubricants,2029,0.06170,British Columbia,"Transportation"
37711,Current Measures,Lubricants,2030,0.06320,British Columbia,"Transportation"
37725,Current Measures,Lubricants,2031,0.06470,British Columbia,"Transportation"
37739,Current Measures,Lubricants,2032,0.06590,British Columbia,"Transportation"
37753,Current Measures,Lubricants,2033,0.06720,British Columbia,"Transportation"
37767,Current Measures,Lubricants,2034,0.06860,British Columbia,"Transportation"
37781,Current Measures,Lubricants,2035,0.06990,British Columbia,"Transportation"
37795,Current Measures,Lubricants,2036,0.07100,British Columbia,"Transportation"
37809,Current Measures,Lubricants,2037,0.07200,British Columbia,"Transportation"
37823,Current Measures,Lubricants,2038,0.07310,British Columbia,"Transportation"
37837,Current Measures,Lubricants,2039,0.07400,British Columbia,"Transportation"
37851,Current Measures,Lubricants,2040,0.07480,British Columbia,"Transportation"
37865,Current Measures,Lubricants,2041,0.07580,British Columbia,"Transportation"
37879,Current Measures,Lubricants,2042,0.07680,British Columbia,"Transportation"
37893,Current Measures,Lubricants,2043,0.07770,British Columbia,"Transportation"
37907,Current Measures,Lubricants,2044,0.07890,British Columbia,"Transportation"
37921,Current Measures,Lubricants,2045,0.08000,British Columbia,"Transportation"
37935,Current Measures,Lubricants,2046,0.08130,British Columbia,"Transportation"
37949,Current Measures,Lubricants,2047,0.08270,British Columbia,"Transportation"
37963,Current Measures,Lubricants,2048,0.08410,British Columbia,"Transportation"
37977,Current Measures,Lubricants,2049,0.08560,British Columbia,"Transportation"
37991,Current Measures,Lubricants,2050,0.08710,British Columbia,"Transportation"
38005,Current Measures,Motor Gasoline,2005,158.41860,British Columbia,"Transportation"
38019,Current Measures,Motor Gasoline,2006,156.03670,British Columbia,"Transportation"
38033,Current Measures,Motor Gasoline,2007,157.57210,British Columbia,"Transportation"
38047,Current Measures,Motor Gasoline,2008,153.60640,British Columbia,"Transportation"
38061,Current Measures,Motor Gasoline,2009,157.74900,British Columbia,"Transportation"
38075,Current Measures,Motor Gasoline,2010,147.95800,British Columbia,"Transportation"
38089,Current Measures,Motor Gasoline,2011,136.87210,British Columbia,"Transportation"
38103,Current Measures,Motor Gasoline,2012,140.63540,British Columbia,"Transportation"
38117,Current Measures,Motor Gasoline,2013,143.72010,British Columbia,"Transportation"
38131,Current Measures,Motor Gasoline,2014,146.87530,British Columbia,"Transportation"
38145,Current Measures,Motor Gasoline,2015,151.05350,British Columbia,"Transportation"
38159,Current Measures,Motor Gasoline,2016,164.98300,British Columbia,"Transportation"
38173,Current Measures,Motor Gasoline,2017,165.34140,British Columbia,"Transportation"
38187,Current Measures,Motor Gasoline,2018,168.52970,British Columbia,"Transportation"
38201,Current Measures,Motor Gasoline,2019,167.02320,British Columbia,"Transportation"
38215,Current Measures,Motor Gasoline,2020,139.21210,British Columbia,"Transportation"
38229,Current Measures,Motor Gasoline,2021,142.92940,British Columbia,"Transportation"
38243,Current Measures,Motor Gasoline,2022,146.11470,British Columbia,"Transportation"
38257,Current Measures,Motor Gasoline,2023,148.10050,British Columbia,"Transportation"
38271,Current Measures,Motor Gasoline,2024,144.05050,British Columbia,"Transportation"
38285,Current Measures,Motor Gasoline,2025,139.35080,British Columbia,"Transportation"
38299,Current Measures,Motor Gasoline,2026,134.59250,British Columbia,"Transportation"
38313,Current Measures,Motor Gasoline,2027,129.34150,British Columbia,"Transportation"
38327,Current Measures,Motor Gasoline,2028,123.98640,British Columbia,"Transportation"
38341,Current Measures,Motor Gasoline,2029,119.24590,British Columbia,"Transportation"
38355,Current Measures,Motor Gasoline,2030,114.16430,British Columbia,"Transportation"
38369,Current Measures,Motor Gasoline,2031,110.57210,British Columbia,"Transportation"
38383,Current Measures,Motor Gasoline,2032,106.83090,British Columbia,"Transportation"
38397,Current Measures,Motor Gasoline,2033,103.11720,British Columbia,"Transportation"
38411,Current Measures,Motor Gasoline,2034,99.57360,British Columbia,"Transportation"
38425,Current Measures,Motor Gasoline,2035,96.01640,British Columbia,"Transportation"
38439,Current Measures,Motor Gasoline,2036,92.64060,British Columbia,"Transportation"
38453,Current Measures,Motor Gasoline,2037,89.48810,British Columbia,"Transportation"
38467,Current Measures,Motor Gasoline,2038,86.50340,British Columbia,"Transportation"
38481,Current Measures,Motor Gasoline,2039,83.74090,British Columbia,"Transportation"
38495,Current Measures,Motor Gasoline,2040,81.23730,British Columbia,"Transportation"
38509,Current Measures,Motor Gasoline,2041,78.95470,British Columbia,"Transportation"
38523,Current Measures,Motor Gasoline,2042,76.89100,British Columbia,"Transportation"
38537,Current Measures,Motor Gasoline,2043,75.05630,British Columbia,"Transportation"
38551,Current Measures,Motor Gasoline,2044,73.45410,British Columbia,"Transportation"
38565,Current Measures,Motor Gasoline,2045,72.08880,British Columbia,"Transportation"
38579,Current Measures,Motor Gasoline,2046,70.94290,British Columbia,"Transportation"
38593,Current Measures,Motor Gasoline,2047,69.99090,British Columbia,"Transportation"
38607,Current Measures,Motor Gasoline,2048,69.20960,British Columbia,"Transportation"
38621,Current Measures,Motor Gasoline,2049,68.59590,British Columbia,"Transportation"
38635,Current Measures,Motor Gasoline,2050,68.12020,British Columbia,"Transportation"
38662,Current Measures,Natural Gas,2005,0.16100,British Columbia,"Transportation"
38688,Current Measures,Natural Gas,2005,72.18700,British Columbia,"Commercial"
38690,Current Measures,Natural Gas,2005,79.05700,British Columbia,"Residential"
38696,Current Measures,Natural Gas,2005,214.54210,British Columbia,"Industrial"
38702,Current Measures,Natural Gas,2005,365.94710,British Columbia,"Total End-Use"
38732,Current Measures,Natural Gas,2006,0.16100,British Columbia,"Transportation"
38758,Current Measures,Natural Gas,2006,68.17100,British Columbia,"Commercial"
38760,Current Measures,Natural Gas,2006,81.62000,British Columbia,"Residential"
38764,Current Measures,Natural Gas,2006,160.11080,British Columbia,"Industrial"
38771,Current Measures,Natural Gas,2006,310.06280,British Columbia,"Total End-Use"
38802,Current Measures,Natural Gas,2007,0.16100,British Columbia,"Transportation"
38828,Current Measures,Natural Gas,2007,70.68400,British Columbia,"Commercial"
38830,Current Measures,Natural Gas,2007,80.61800,British Columbia,"Residential"
38834,Current Measures,Natural Gas,2007,169.63590,British Columbia,"Industrial"
38841,Current Measures,Natural Gas,2007,321.09890,British Columbia,"Total End-Use"
38872,Current Measures,Natural Gas,2008,0.16100,British Columbia,"Transportation"
38898,Current Measures,Natural Gas,2008,75.04910,British Columbia,"Commercial"
38900,Current Measures,Natural Gas,2008,80.53390,British Columbia,"Residential"
38904,Current Measures,Natural Gas,2008,165.45310,British Columbia,"Industrial"
38910,Current Measures,Natural Gas,2008,321.19710,British Columbia,"Total End-Use"
38943,Current Measures,Natural Gas,2009,0.27700,British Columbia,"Transportation"
38967,Current Measures,Natural Gas,2009,68.60800,British Columbia,"Commercial"
38969,Current Measures,Natural Gas,2009,81.02200,British Columbia,"Residential"
38974,Current Measures,Natural Gas,2009,164.50920,British Columbia,"Industrial"
38980,Current Measures,Natural Gas,2009,314.41620,British Columbia,"Total End-Use"
39015,Current Measures,Natural Gas,2010,0.38900,British Columbia,"Transportation"
39037,Current Measures,Natural Gas,2010,63.36210,British Columbia,"Commercial"
39038,Current Measures,Natural Gas,2010,67.22100,British Columbia,"Residential"
39045,Current Measures,Natural Gas,2010,174.54500,British Columbia,"Industrial"
39050,Current Measures,Natural Gas,2010,305.51710,British Columbia,"Total End-Use"
39085,Current Measures,Natural Gas,2011,0.57000,British Columbia,"Transportation"
39108,Current Measures,Natural Gas,2011,69.44800,British Columbia,"Commercial"
39110,Current Measures,Natural Gas,2011,83.73900,British Columbia,"Residential"
39115,Current Measures,Natural Gas,2011,189.01560,British Columbia,"Industrial"
39121,Current Measures,Natural Gas,2011,342.77260,British Columbia,"Total End-Use"
39157,Current Measures,Natural Gas,2012,0.67600,British Columbia,"Transportation"
39178,Current Measures,Natural Gas,2012,69.42510,British Columbia,"Commercial"
39181,Current Measures,Natural Gas,2012,78.16410,British Columbia,"Residential"
39186,Current Measures,Natural Gas,2012,210.63130,British Columbia,"Industrial"
39192,Current Measures,Natural Gas,2012,358.89650,British Columbia,"Total End-Use"
39226,Current Measures,Natural Gas,2013,0.52900,British Columbia,"Transportation"
39249,Current Measures,Natural Gas,2013,69.71310,British Columbia,"Commercial"
39250,Current Measures,Natural Gas,2013,77.84700,British Columbia,"Residential"
39255,Current Measures,Natural Gas,2013,213.64730,British Columbia,"Industrial"
39262,Current Measures,Natural Gas,2013,361.73640,British Columbia,"Total End-Use"
39293,Current Measures,Natural Gas,2014,0.52600,British Columbia,"Transportation"
39317,Current Measures,Natural Gas,2014,68.98890,British Columbia,"Commercial"
39320,Current Measures,Natural Gas,2014,74.85800,British Columbia,"Residential"
39325,Current Measures,Natural Gas,2014,194.78300,British Columbia,"Industrial"
39330,Current Measures,Natural Gas,2014,339.15590,British Columbia,"Total End-Use"
39363,Current Measures,Natural Gas,2015,0.56600,British Columbia,"Transportation"
39388,Current Measures,Natural Gas,2015,69.94600,British Columbia,"Commercial"
39389,Current Measures,Natural Gas,2015,72.87690,British Columbia,"Residential"
39395,Current Measures,Natural Gas,2015,195.26300,British Columbia,"Industrial"
39400,Current Measures,Natural Gas,2015,338.65190,British Columbia,"Total End-Use"
39434,Current Measures,Natural Gas,2016,0.57300,British Columbia,"Transportation"
39458,Current Measures,Natural Gas,2016,72.22960,British Columbia,"Commercial"
39460,Current Measures,Natural Gas,2016,74.71590,British Columbia,"Residential"
39465,Current Measures,Natural Gas,2016,207.21110,British Columbia,"Industrial"
39472,Current Measures,Natural Gas,2016,354.72960,British Columbia,"Total End-Use"
39505,Current Measures,Natural Gas,2017,0.66400,British Columbia,"Transportation"
39528,Current Measures,Natural Gas,2017,76.83820,British Columbia,"Commercial"
39530,Current Measures,Natural Gas,2017,81.81310,British Columbia,"Residential"
39535,Current Measures,Natural Gas,2017,216.16930,British Columbia,"Industrial"
39542,Current Measures,Natural Gas,2017,375.48460,British Columbia,"Total End-Use"
39574,Current Measures,Natural Gas,2018,0.62900,British Columbia,"Transportation"
39599,Current Measures,Natural Gas,2018,75.34280,British Columbia,"Commercial"
39600,Current Measures,Natural Gas,2018,76.28200,British Columbia,"Residential"
39604,Current Measures,Natural Gas,2018,217.28560,British Columbia,"Industrial"
39611,Current Measures,Natural Gas,2018,369.53940,British Columbia,"Total End-Use"
39644,Current Measures,Natural Gas,2019,0.67190,British Columbia,"Transportation"
39669,Current Measures,Natural Gas,2019,75.88590,British Columbia,"Commercial"
39670,Current Measures,Natural Gas,2019,79.78610,British Columbia,"Residential"
39674,Current Measures,Natural Gas,2019,202.66210,British Columbia,"Industrial"
39682,Current Measures,Natural Gas,2019,359.00600,British Columbia,"Total End-Use"
39713,Current Measures,Natural Gas,2020,0.54230,British Columbia,"Transportation"
39739,Current Measures,Natural Gas,2020,72.60580,British Columbia,"Commercial"
39740,Current Measures,Natural Gas,2020,81.64900,British Columbia,"Residential"
39745,Current Measures,Natural Gas,2020,207.40730,British Columbia,"Industrial"
39752,Current Measures,Natural Gas,2020,362.20440,British Columbia,"Total End-Use"
39783,Current Measures,Natural Gas,2021,0.56340,British Columbia,"Transportation"
39809,Current Measures,Natural Gas,2021,73.26320,British Columbia,"Residential"
39810,Current Measures,Natural Gas,2021,74.10380,British Columbia,"Commercial"
39815,Current Measures,Natural Gas,2021,218.37000,British Columbia,"Industrial"
39822,Current Measures,Natural Gas,2021,366.30040,British Columbia,"Total End-Use"
39854,Current Measures,Natural Gas,2022,0.59120,British Columbia,"Transportation"
39879,Current Measures,Natural Gas,2022,73.34220,British Columbia,"Residential"
39880,Current Measures,Natural Gas,2022,78.14520,British Columbia,"Commercial"
39885,Current Measures,Natural Gas,2022,229.17310,British Columbia,"Industrial"
39892,Current Measures,Natural Gas,2022,381.25170,British Columbia,"Total End-Use"
39924,Current Measures,Natural Gas,2023,0.62860,British Columbia,"Transportation"
39949,Current Measures,Natural Gas,2023,72.84010,British Columbia,"Residential"
39950,Current Measures,Natural Gas,2023,79.58620,British Columbia,"Commercial"
39955,Current Measures,Natural Gas,2023,236.87680,British Columbia,"Industrial"
39962,Current Measures,Natural Gas,2023,389.93170,British Columbia,"Total End-Use"
39994,Current Measures,Natural Gas,2024,0.63760,British Columbia,"Transportation"
40019,Current Measures,Natural Gas,2024,70.61190,British Columbia,"Residential"
40020,Current Measures,Natural Gas,2024,77.67830,British Columbia,"Commercial"
40024,Current Measures,Natural Gas,2024,230.17720,British Columbia,"Industrial"
40032,Current Measures,Natural Gas,2024,379.10500,British Columbia,"Total End-Use"
40064,Current Measures,Natural Gas,2025,0.64300,British Columbia,"Transportation"
40089,Current Measures,Natural Gas,2025,68.04520,British Columbia,"Residential"
40090,Current Measures,Natural Gas,2025,76.33930,British Columbia,"Commercial"
40097,Current Measures,Natural Gas,2025,252.02840,British Columbia,"Industrial"
40102,Current Measures,Natural Gas,2025,397.05590,British Columbia,"Total End-Use"
40134,Current Measures,Natural Gas,2026,0.64630,British Columbia,"Transportation"
40159,Current Measures,Natural Gas,2026,65.51670,British Columbia,"Residential"
40160,Current Measures,Natural Gas,2026,75.27970,British Columbia,"Commercial"
40168,Current Measures,Natural Gas,2026,275.82800,British Columbia,"Industrial"
40172,Current Measures,Natural Gas,2026,417.27070,British Columbia,"Total End-Use"
40204,Current Measures,Natural Gas,2027,0.64870,British Columbia,"Transportation"
40228,Current Measures,Natural Gas,2027,62.71930,British Columbia,"Residential"
40230,Current Measures,Natural Gas,2027,73.11300,British Columbia,"Commercial"
40238,Current Measures,Natural Gas,2027,267.26020,British Columbia,"Industrial"
40242,Current Measures,Natural Gas,2027,403.74120,British Columbia,"Total End-Use"
40274,Current Measures,Natural Gas,2028,0.64980,British Columbia,"Transportation"
40298,Current Measures,Natural Gas,2028,59.99560,British Columbia,"Residential"
40300,Current Measures,Natural Gas,2028,70.58340,British Columbia,"Commercial"
40308,Current Measures,Natural Gas,2028,258.58460,British Columbia,"Industrial"
40312,Current Measures,Natural Gas,2028,389.81340,British Columbia,"Total End-Use"
40344,Current Measures,Natural Gas,2029,0.65000,British Columbia,"Transportation"
40368,Current Measures,Natural Gas,2029,57.00690,British Columbia,"Residential"
40370,Current Measures,Natural Gas,2029,68.25480,British Columbia,"Commercial"
40378,Current Measures,Natural Gas,2029,276.80330,British Columbia,"Industrial"
40382,Current Measures,Natural Gas,2029,402.71500,British Columbia,"Total End-Use"
40414,Current Measures,Natural Gas,2030,0.65010,British Columbia,"Transportation"
40437,Current Measures,Natural Gas,2030,54.14440,British Columbia,"Residential"
40440,Current Measures,Natural Gas,2030,66.01260,British Columbia,"Commercial"
40450,Current Measures,Natural Gas,2030,297.36140,British Columbia,"Industrial"
40452,Current Measures,Natural Gas,2030,418.16850,British Columbia,"Total End-Use"
40484,Current Measures,Natural Gas,2031,0.65050,British Columbia,"Transportation"
40507,Current Measures,Natural Gas,2031,53.75630,British Columbia,"Residential"
40510,Current Measures,Natural Gas,2031,65.23130,British Columbia,"Commercial"
40520,Current Measures,Natural Gas,2031,296.17430,British Columbia,"Industrial"
40522,Current Measures,Natural Gas,2031,415.81240,British Columbia,"Total End-Use"
40554,Current Measures,Natural Gas,2032,0.65100,British Columbia,"Transportation"
40578,Current Measures,Natural Gas,2032,53.49060,British Columbia,"Residential"
