,scenario,variable,year,value,region,sector
54794,Global Net-zero,Electricity,2005,111.19650,British Columbia,"Industrial"
54802,Global Net-zero,Electricity,2005,227.79850,British Columbia,"Total End-Use"
54826,Global Net-zero,Electricity,2006,0.42400,British Columbia,"Transportation"
54860,Global Net-zero,Electricity,2006,53.77380,British Columbia,"Commercial"
54862,Global Net-zero,Electricity,2006,63.78310,British Columbia,"Residential"
54864,Global Net-zero,Electricity,2006,100.68710,British Columbia,"Industrial"
54871,Global Net-zero,Electricity,2006,218.66800,British Columbia,"Total End-Use"
54897,Global Net-zero,Electricity,2007,0.51400,British Columbia,"Transportation"
54930,Global Net-zero,Electricity,2007,54.70240,British Columbia,"Commercial"
54932,Global Net-zero,Electricity,2007,66.11390,British Columbia,"Residential"
54934,Global Net-zero,Electricity,2007,98.22370,British Columbia,"Industrial"
54941,Global Net-zero,Electricity,2007,219.55400,British Columbia,"Total End-Use"
54967,Global Net-zero,Electricity,2008,0.61100,British Columbia,"Transportation"
55000,Global Net-zero,Electricity,2008,54.89130,British Columbia,"Commercial"
55002,Global Net-zero,Electricity,2008,67.44240,British Columbia,"Residential"
55004,Global Net-zero,Electricity,2008,90.91820,British Columbia,"Industrial"
55010,Global Net-zero,Electricity,2008,213.86290,British Columbia,"Total End-Use"
55039,Global Net-zero,Electricity,2009,0.67400,British Columbia,"Transportation"
55070,Global Net-zero,Electricity,2009,53.94420,British Columbia,"Commercial"
55072,Global Net-zero,Electricity,2009,69.40800,British Columbia,"Residential"
55074,Global Net-zero,Electricity,2009,90.61990,British Columbia,"Industrial"
55080,Global Net-zero,Electricity,2009,214.64610,British Columbia,"Total End-Use"
55111,Global Net-zero,Electricity,2010,0.77400,British Columbia,"Transportation"
55140,Global Net-zero,Electricity,2010,53.97120,British Columbia,"Commercial"
55141,Global Net-zero,Electricity,2010,67.61520,British Columbia,"Residential"
55144,Global Net-zero,Electricity,2010,87.89410,British Columbia,"Industrial"
55150,Global Net-zero,Electricity,2010,210.25450,British Columbia,"Total End-Use"
55181,Global Net-zero,Electricity,2011,0.73400,British Columbia,"Transportation"
55210,Global Net-zero,Electricity,2011,54.50250,British Columbia,"Commercial"
55211,Global Net-zero,Electricity,2011,70.47360,British Columbia,"Residential"
55214,Global Net-zero,Electricity,2011,84.76390,British Columbia,"Industrial"
55220,Global Net-zero,Electricity,2011,210.47400,British Columbia,"Total End-Use"
55251,Global Net-zero,Electricity,2012,0.79700,British Columbia,"Transportation"
55280,Global Net-zero,Electricity,2012,55.08970,British Columbia,"Commercial"
55281,Global Net-zero,Electricity,2012,68.53680,British Columbia,"Residential"
55284,Global Net-zero,Electricity,2012,84.77650,British Columbia,"Industrial"
55290,Global Net-zero,Electricity,2012,209.20000,British Columbia,"Total End-Use"
55321,Global Net-zero,Electricity,2013,0.75600,British Columbia,"Transportation"
55349,Global Net-zero,Electricity,2013,53.35570,British Columbia,"Commercial"
55351,Global Net-zero,Electricity,2013,69.62030,British Columbia,"Residential"
55354,Global Net-zero,Electricity,2013,85.64710,British Columbia,"Industrial"
55360,Global Net-zero,Electricity,2013,209.37910,British Columbia,"Total End-Use"
55391,Global Net-zero,Electricity,2014,0.82000,British Columbia,"Transportation"
55419,Global Net-zero,Electricity,2014,53.59110,British Columbia,"Commercial"
55421,Global Net-zero,Electricity,2014,68.58360,British Columbia,"Residential"
55424,Global Net-zero,Electricity,2014,81.08960,British Columbia,"Industrial"
55430,Global Net-zero,Electricity,2014,204.08430,British Columbia,"Total End-Use"
55460,Global Net-zero,Electricity,2015,0.73300,British Columbia,"Transportation"
55489,Global Net-zero,Electricity,2015,53.95150,British Columbia,"Commercial"
55491,Global Net-zero,Electricity,2015,66.03840,British Columbia,"Residential"
55493,Global Net-zero,Electricity,2015,78.72500,British Columbia,"Industrial"
55500,Global Net-zero,Electricity,2015,199.44790,British Columbia,"Total End-Use"
55528,Global Net-zero,Electricity,2016,0.74300,British Columbia,"Transportation"
55559,Global Net-zero,Electricity,2016,53.48350,British Columbia,"Commercial"
55561,Global Net-zero,Electricity,2016,67.29480,British Columbia,"Residential"
55564,Global Net-zero,Electricity,2016,93.44020,British Columbia,"Industrial"
55570,Global Net-zero,Electricity,2016,214.96150,British Columbia,"Total End-Use"
55599,Global Net-zero,Electricity,2017,0.76200,British Columbia,"Transportation"
55629,Global Net-zero,Electricity,2017,54.12300,British Columbia,"Commercial"
55631,Global Net-zero,Electricity,2017,71.16840,British Columbia,"Residential"
55634,Global Net-zero,Electricity,2017,91.99660,British Columbia,"Industrial"
55640,Global Net-zero,Electricity,2017,218.05000,British Columbia,"Total End-Use"
55669,Global Net-zero,Electricity,2018,0.76300,British Columbia,"Transportation"
55699,Global Net-zero,Electricity,2018,54.25920,British Columbia,"Commercial"
55701,Global Net-zero,Electricity,2018,69.06960,British Columbia,"Residential"
55704,Global Net-zero,Electricity,2018,92.97140,British Columbia,"Industrial"
55710,Global Net-zero,Electricity,2018,217.06320,British Columbia,"Total End-Use"
55739,Global Net-zero,Electricity,2019,0.77890,British Columbia,"Transportation"
55769,Global Net-zero,Electricity,2019,54.41510,British Columbia,"Commercial"
55771,Global Net-zero,Electricity,2019,67.22280,British Columbia,"Residential"
55774,Global Net-zero,Electricity,2019,93.32310,British Columbia,"Industrial"
55780,Global Net-zero,Electricity,2019,215.73990,British Columbia,"Total End-Use"
55806,Global Net-zero,Electricity,2020,0.63250,British Columbia,"Transportation"
55839,Global Net-zero,Electricity,2020,52.05340,British Columbia,"Commercial"
55841,Global Net-zero,Electricity,2020,72.57600,British Columbia,"Residential"
55844,Global Net-zero,Electricity,2020,83.75150,British Columbia,"Industrial"
55850,Global Net-zero,Electricity,2020,209.01340,British Columbia,"Total End-Use"
55876,Global Net-zero,Electricity,2021,0.67450,British Columbia,"Transportation"
55909,Global Net-zero,Electricity,2021,53.03040,British Columbia,"Commercial"
55911,Global Net-zero,Electricity,2021,65.72710,British Columbia,"Residential"
55914,Global Net-zero,Electricity,2021,88.71660,British Columbia,"Industrial"
55920,Global Net-zero,Electricity,2021,208.14860,British Columbia,"Total End-Use"
55951,Global Net-zero,Electricity,2022,1.05730,British Columbia,"Transportation"
55979,Global Net-zero,Electricity,2022,57.04890,British Columbia,"Commercial"
55981,Global Net-zero,Electricity,2022,70.39260,British Columbia,"Residential"
55984,Global Net-zero,Electricity,2022,93.62930,British Columbia,"Industrial"
55990,Global Net-zero,Electricity,2022,222.12810,British Columbia,"Total End-Use"
56022,Global Net-zero,Electricity,2023,2.21360,British Columbia,"Transportation"
56049,Global Net-zero,Electricity,2023,59.44870,British Columbia,"Commercial"
56051,Global Net-zero,Electricity,2023,73.57180,British Columbia,"Residential"
56054,Global Net-zero,Electricity,2023,96.24150,British Columbia,"Industrial"
56060,Global Net-zero,Electricity,2023,231.47560,British Columbia,"Total End-Use"
56095,Global Net-zero,Electricity,2024,3.75430,British Columbia,"Transportation"
56119,Global Net-zero,Electricity,2024,61.11790,British Columbia,"Commercial"
56121,Global Net-zero,Electricity,2024,75.47630,British Columbia,"Residential"
56124,Global Net-zero,Electricity,2024,98.51040,British Columbia,"Industrial"
56130,Global Net-zero,Electricity,2024,238.85890,British Columbia,"Total End-Use"
56165,Global Net-zero,Electricity,2025,5.61450,British Columbia,"Transportation"
56189,Global Net-zero,Electricity,2025,62.62490,British Columbia,"Commercial"
56191,Global Net-zero,Electricity,2025,77.33120,British Columbia,"Residential"
56194,Global Net-zero,Electricity,2025,101.96800,British Columbia,"Industrial"
56200,Global Net-zero,Electricity,2025,247.53860,British Columbia,"Total End-Use"
56236,Global Net-zero,Electricity,2026,8.17570,British Columbia,"Transportation"
56259,Global Net-zero,Electricity,2026,64.29470,British Columbia,"Commercial"
56261,Global Net-zero,Electricity,2026,78.99750,British Columbia,"Residential"
56264,Global Net-zero,Electricity,2026,104.67770,British Columbia,"Industrial"
56270,Global Net-zero,Electricity,2026,256.14560,British Columbia,"Total End-Use"
56308,Global Net-zero,Electricity,2027,11.53020,British Columbia,"Transportation"
56329,Global Net-zero,Electricity,2027,65.96380,British Columbia,"Commercial"
56331,Global Net-zero,Electricity,2027,80.49520,British Columbia,"Residential"
56334,Global Net-zero,Electricity,2027,105.83570,British Columbia,"Industrial"
56340,Global Net-zero,Electricity,2027,263.82490,British Columbia,"Total End-Use"
56379,Global Net-zero,Electricity,2028,15.18400,British Columbia,"Transportation"
56398,Global Net-zero,Electricity,2028,67.26530,British Columbia,"Commercial"
56400,Global Net-zero,Electricity,2028,81.85820,British Columbia,"Residential"
56404,Global Net-zero,Electricity,2028,109.11643,British Columbia,"Industrial"
56411,Global Net-zero,Electricity,2028,273.42393,British Columbia,"Total End-Use"
56454,Global Net-zero,Electricity,2029,19.01700,British Columbia,"Transportation"
56468,Global Net-zero,Electricity,2029,68.37070,British Columbia,"Commercial"
56470,Global Net-zero,Electricity,2029,83.02700,British Columbia,"Residential"
56473,Global Net-zero,Electricity,2029,112.77433,British Columbia,"Industrial"
56481,Global Net-zero,Electricity,2029,283.18903,British Columbia,"Total End-Use"
56525,Global Net-zero,Electricity,2030,22.61040,British Columbia,"Transportation"
56538,Global Net-zero,Electricity,2030,69.25770,British Columbia,"Commercial"
56540,Global Net-zero,Electricity,2030,84.05050,British Columbia,"Residential"
56543,Global Net-zero,Electricity,2030,114.72507,British Columbia,"Industrial"
56551,Global Net-zero,Electricity,2030,290.64367,British Columbia,"Total End-Use"
56597,Global Net-zero,Electricity,2031,26.41400,British Columbia,"Transportation"
56608,Global Net-zero,Electricity,2031,70.17380,British Columbia,"Commercial"
56610,Global Net-zero,Electricity,2031,85.42540,British Columbia,"Residential"
56613,Global Net-zero,Electricity,2031,116.65786,British Columbia,"Industrial"
56621,Global Net-zero,Electricity,2031,298.67106,British Columbia,"Total End-Use"
56668,Global Net-zero,Electricity,2032,30.49260,British Columbia,"Transportation"
56677,Global Net-zero,Electricity,2032,71.20590,British Columbia,"Commercial"
56680,Global Net-zero,Electricity,2032,86.87090,British Columbia,"Residential"
56683,Global Net-zero,Electricity,2032,118.29043,British Columbia,"Industrial"
56691,Global Net-zero,Electricity,2032,306.85983,British Columbia,"Total End-Use"
56738,Global Net-zero,Electricity,2033,34.75780,British Columbia,"Transportation"
56747,Global Net-zero,Electricity,2033,72.13820,British Columbia,"Commercial"
56749,Global Net-zero,Electricity,2033,88.37750,British Columbia,"Residential"
56753,Global Net-zero,Electricity,2033,119.76582,British Columbia,"Industrial"
56761,Global Net-zero,Electricity,2033,315.03932,British Columbia,"Total End-Use"
56808,Global Net-zero,Electricity,2034,39.32750,British Columbia,"Transportation"
56817,Global Net-zero,Electricity,2034,73.25450,British Columbia,"Commercial"
56819,Global Net-zero,Electricity,2034,89.98500,British Columbia,"Residential"
56823,Global Net-zero,Electricity,2034,120.62733,British Columbia,"Industrial"
56831,Global Net-zero,Electricity,2034,323.19433,British Columbia,"Total End-Use"
56879,Global Net-zero,Electricity,2035,43.69800,British Columbia,"Transportation"
56887,Global Net-zero,Electricity,2035,74.53660,British Columbia,"Commercial"
56889,Global Net-zero,Electricity,2035,91.64790,British Columbia,"Residential"
56891,Global Net-zero,Electricity,2035,121.17425,British Columbia,"Industrial"
56900,Global Net-zero,Electricity,2035,331.05675,British Columbia,"Total End-Use"
56950,Global Net-zero,Electricity,2036,49.14030,British Columbia,"Transportation"
56957,Global Net-zero,Electricity,2036,76.03480,British Columbia,"Commercial"
56959,Global Net-zero,Electricity,2036,93.31900,British Columbia,"Residential"
56961,Global Net-zero,Electricity,2036,121.82283,British Columbia,"Industrial"
56970,Global Net-zero,Electricity,2036,340.31693,British Columbia,"Total End-Use"
57021,Global Net-zero,Electricity,2037,54.61250,British Columbia,"Transportation"
57027,Global Net-zero,Electricity,2037,77.56850,British Columbia,"Commercial"
57029,Global Net-zero,Electricity,2037,94.96770,British Columbia,"Residential"
57031,Global Net-zero,Electricity,2037,122.78660,British Columbia,"Industrial"
57040,Global Net-zero,Electricity,2037,349.93530,British Columbia,"Total End-Use"
57092,Global Net-zero,Electricity,2038,59.88560,British Columbia,"Transportation"
57096,Global Net-zero,Electricity,2038,79.07360,British Columbia,"Commercial"
57099,Global Net-zero,Electricity,2038,96.57810,British Columbia,"Residential"
57101,Global Net-zero,Electricity,2038,123.79648,British Columbia,"Industrial"
57110,Global Net-zero,Electricity,2038,359.33378,British Columbia,"Total End-Use"
57162,Global Net-zero,Electricity,2039,64.91150,British Columbia,"Transportation"
57166,Global Net-zero,Electricity,2039,80.39860,British Columbia,"Commercial"
57169,Global Net-zero,Electricity,2039,98.08820,British Columbia,"Residential"
57171,Global Net-zero,Electricity,2039,125.20652,British Columbia,"Industrial"
57180,Global Net-zero,Electricity,2039,368.60482,British Columbia,"Total End-Use"
57233,Global Net-zero,Electricity,2040,69.74220,British Columbia,"Transportation"
57236,Global Net-zero,Electricity,2040,81.55610,British Columbia,"Commercial"
57239,Global Net-zero,Electricity,2040,99.49490,British Columbia,"Residential"
57241,Global Net-zero,Electricity,2040,127.00011,British Columbia,"Industrial"
57250,Global Net-zero,Electricity,2040,377.79331,British Columbia,"Total End-Use"
57304,Global Net-zero,Electricity,2041,74.41940,British Columbia,"Transportation"
57306,Global Net-zero,Electricity,2041,82.52040,British Columbia,"Commercial"
57309,Global Net-zero,Electricity,2041,100.84630,British Columbia,"Residential"
57311,Global Net-zero,Electricity,2041,129.13422,British Columbia,"Industrial"
57321,Global Net-zero,Electricity,2041,386.92032,British Columbia,"Total End-Use"
57374,Global Net-zero,Electricity,2042,78.80620,British Columbia,"Transportation"
57376,Global Net-zero,Electricity,2042,83.20940,British Columbia,"Commercial"
57378,Global Net-zero,Electricity,2042,102.12430,British Columbia,"Residential"
57381,Global Net-zero,Electricity,2042,131.72742,British Columbia,"Industrial"
57391,Global Net-zero,Electricity,2042,395.86732,British Columbia,"Total End-Use"
57444,Global Net-zero,Electricity,2043,83.02800,British Columbia,"Transportation"
57445,Global Net-zero,Electricity,2043,83.78030,British Columbia,"Commercial"
57448,Global Net-zero,Electricity,2043,103.35820,British Columbia,"Residential"
57451,Global Net-zero,Electricity,2043,134.83019,British Columbia,"Industrial"
57461,Global Net-zero,Electricity,2043,404.99669,British Columbia,"Total End-Use"
57514,Global Net-zero,Electricity,2044,84.21040,British Columbia,"Commercial"
57515,Global Net-zero,Electricity,2044,87.13370,British Columbia,"Transportation"
57518,Global Net-zero,Electricity,2044,104.56630,British Columbia,"Residential"
57521,Global Net-zero,Electricity,2044,138.46237,British Columbia,"Industrial"
57531,Global Net-zero,Electricity,2044,414.37277,British Columbia,"Total End-Use"
57584,Global Net-zero,Electricity,2045,84.63060,British Columbia,"Commercial"
57585,Global Net-zero,Electricity,2045,90.53150,British Columbia,"Transportation"
57588,Global Net-zero,Electricity,2045,105.75790,British Columbia,"Residential"
57591,Global Net-zero,Electricity,2045,140.53341,British Columbia,"Industrial"
57601,Global Net-zero,Electricity,2045,421.45341,British Columbia,"Total End-Use"
57654,Global Net-zero,Electricity,2046,84.98570,British Columbia,"Commercial"
57655,Global Net-zero,Electricity,2046,93.48960,British Columbia,"Transportation"
57658,Global Net-zero,Electricity,2046,106.89110,British Columbia,"Residential"
57661,Global Net-zero,Electricity,2046,142.87848,British Columbia,"Industrial"
57671,Global Net-zero,Electricity,2046,428.24488,British Columbia,"Total End-Use"
57724,Global Net-zero,Electricity,2047,85.34790,British Columbia,"Commercial"
57726,Global Net-zero,Electricity,2047,96.77280,British Columbia,"Transportation"
57728,Global Net-zero,Electricity,2047,108.03210,British Columbia,"Residential"
57731,Global Net-zero,Electricity,2047,147.70175,British Columbia,"Industrial"
57741,Global Net-zero,Electricity,2047,437.85455,British Columbia,"Total End-Use"
57794,Global Net-zero,Electricity,2048,85.81260,British Columbia,"Commercial"
57796,Global Net-zero,Electricity,2048,100.38890,British Columbia,"Transportation"
57798,Global Net-zero,Electricity,2048,109.26460,British Columbia,"Residential"
57801,Global Net-zero,Electricity,2048,153.45349,British Columbia,"Industrial"
57811,Global Net-zero,Electricity,2048,448.91959,British Columbia,"Total End-Use"
57864,Global Net-zero,Electricity,2049,86.40130,British Columbia,"Commercial"
57866,Global Net-zero,Electricity,2049,104.32810,British Columbia,"Transportation"
57868,Global Net-zero,Electricity,2049,110.62240,British Columbia,"Residential"
57871,Global Net-zero,Electricity,2049,160.01996,British Columbia,"Industrial"
57881,Global Net-zero,Electricity,2049,461.37176,British Columbia,"Total End-Use"
57934,Global Net-zero,Electricity,2050,87.26050,British Columbia,"Commercial"
57937,Global Net-zero,Electricity,2050,108.46760,British Columbia,"Transportation"
57938,Global Net-zero,Electricity,2050,112.11000,British Columbia,"Residential"
57941,Global Net-zero,Electricity,2050,166.69497,British Columbia,"Industrial"
57951,Global Net-zero,Electricity,2050,474.53307,British Columbia,"Total End-Use"
57972,Global Net-zero,Heavy Fuel Oil,2005,35.95300,British Columbia,"Transportation"
57986,Global Net-zero,Heavy Fuel Oil,2006,34.96500,British Columbia,"Transportation"
58000,Global Net-zero,Heavy Fuel Oil,2007,42.09700,British Columbia,"Transportation"
58013,Global Net-zero,Heavy Fuel Oil,2008,34.73600,British Columbia,"Transportation"
58028,Global Net-zero,Heavy Fuel Oil,2009,36.16800,British Columbia,"Transportation"
58042,Global Net-zero,Heavy Fuel Oil,2010,37.63700,British Columbia,"Transportation"
58056,Global Net-zero,Heavy Fuel Oil,2011,24.78200,British Columbia,"Transportation"
58070,Global Net-zero,Heavy Fuel Oil,2012,25.87400,British Columbia,"Transportation"
58084,Global Net-zero,Heavy Fuel Oil,2013,21.77100,British Columbia,"Transportation"
58098,Global Net-zero,Heavy Fuel Oil,2014,17.79800,British Columbia,"Transportation"
58111,Global Net-zero,Heavy Fuel Oil,2015,15.70300,British Columbia,"Transportation"
58126,Global Net-zero,Heavy Fuel Oil,2016,21.33750,British Columbia,"Transportation"
58140,Global Net-zero,Heavy Fuel Oil,2017,19.63100,British Columbia,"Transportation"
58154,Global Net-zero,Heavy Fuel Oil,2018,21.66970,British Columbia,"Transportation"
58167,Global Net-zero,Heavy Fuel Oil,2019,14.80800,British Columbia,"Transportation"
58180,Global Net-zero,Heavy Fuel Oil,2020,8.81570,British Columbia,"Transportation"
58194,Global Net-zero,Heavy Fuel Oil,2021,7.01840,British Columbia,"Transportation"
58209,Global Net-zero,Heavy Fuel Oil,2022,7.96820,British Columbia,"Transportation"
58223,Global Net-zero,Heavy Fuel Oil,2023,9.37200,British Columbia,"Transportation"
58237,Global Net-zero,Heavy Fuel Oil,2024,10.58590,British Columbia,"Transportation"
58251,Global Net-zero,Heavy Fuel Oil,2025,11.08730,British Columbia,"Transportation"
58265,Global Net-zero,Heavy Fuel Oil,2026,10.46020,British Columbia,"Transportation"
58279,Global Net-zero,Heavy Fuel Oil,2027,9.84160,British Columbia,"Transportation"
58293,Global Net-zero,Heavy Fuel Oil,2028,9.24500,British Columbia,"Transportation"
58307,Global Net-zero,Heavy Fuel Oil,2029,8.68040,British Columbia,"Transportation"
58321,Global Net-zero,Heavy Fuel Oil,2030,8.09910,British Columbia,"Transportation"
58335,Global Net-zero,Heavy Fuel Oil,2031,7.56230,British Columbia,"Transportation"
58349,Global Net-zero,Heavy Fuel Oil,2032,7.02930,British Columbia,"Transportation"
58363,Global Net-zero,Heavy Fuel Oil,2033,6.53640,British Columbia,"Transportation"
58377,Global Net-zero,Heavy Fuel Oil,2034,6.08740,British Columbia,"Transportation"
58391,Global Net-zero,Heavy Fuel Oil,2035,5.67580,British Columbia,"Transportation"
58405,Global Net-zero,Heavy Fuel Oil,2036,5.29530,British Columbia,"Transportation"
58419,Global Net-zero,Heavy Fuel Oil,2037,4.94660,British Columbia,"Transportation"
58433,Global Net-zero,Heavy Fuel Oil,2038,4.62100,British Columbia,"Transportation"
58447,Global Net-zero,Heavy Fuel Oil,2039,4.31780,British Columbia,"Transportation"
58461,Global Net-zero,Heavy Fuel Oil,2040,4.03790,British Columbia,"Transportation"
58475,Global Net-zero,Heavy Fuel Oil,2041,3.67310,British Columbia,"Transportation"
58489,Global Net-zero,Heavy Fuel Oil,2042,3.34030,British Columbia,"Transportation"
58503,Global Net-zero,Heavy Fuel Oil,2043,3.03880,British Columbia,"Transportation"
58517,Global Net-zero,Heavy Fuel Oil,2044,2.76690,British Columbia,"Transportation"
58531,Global Net-zero,Heavy Fuel Oil,2045,2.50910,British Columbia,"Transportation"
58544,Global Net-zero,Heavy Fuel Oil,2046,2.27160,British Columbia,"Transportation"
58558,Global Net-zero,Heavy Fuel Oil,2047,2.06470,British Columbia,"Transportation"
58572,Global Net-zero,Heavy Fuel Oil,2048,1.87890,British Columbia,"Transportation"
58586,Global Net-zero,Heavy Fuel Oil,2049,1.71160,British Columbia,"Transportation"
58600,Global Net-zero,Heavy Fuel Oil,2050,1.55750,British Columbia,"Transportation"
58609,Global Net-zero,Hydrogen,2005,0.00000,British Columbia,"Commercial"
58610,Global Net-zero,Hydrogen,2005,0.00000,British Columbia,"Industrial"
58611,Global Net-zero,Hydrogen,2005,0.00000,British Columbia,"Residential"
58612,Global Net-zero,Hydrogen,2005,0.00000,British Columbia,"Total End-Use"
58613,Global Net-zero,Hydrogen,2005,0.00000,British Columbia,"Transportation"
58679,Global Net-zero,Hydrogen,2006,0.00000,British Columbia,"Commercial"
58680,Global Net-zero,Hydrogen,2006,0.00000,British Columbia,"Industrial"
58681,Global Net-zero,Hydrogen,2006,0.00000,British Columbia,"Residential"
58682,Global Net-zero,Hydrogen,2006,0.00000,British Columbia,"Total End-Use"
58683,Global Net-zero,Hydrogen,2006,0.00000,British Columbia,"Transportation"
58749,Global Net-zero,Hydrogen,2007,0.00000,British Columbia,"Commercial"
58750,Global Net-zero,Hydrogen,2007,0.00000,British Columbia,"Industrial"
58751,Global Net-zero,Hydrogen,2007,0.00000,British Columbia,"Residential"
58752,Global Net-zero,Hydrogen,2007,0.00000,British Columbia,"Total End-Use"
58753,Global Net-zero,Hydrogen,2007,0.00000,British Columbia,"Transportation"
58819,Global Net-zero,Hydrogen,2008,0.00000,British Columbia,"Commercial"
58820,Global Net-zero,Hydrogen,2008,0.00000,British Columbia,"Industrial"
58821,Global Net-zero,Hydrogen,2008,0.00000,British Columbia,"Residential"
58822,Global Net-zero,Hydrogen,2008,0.00000,British Columbia,"Total End-Use"
58823,Global Net-zero,Hydrogen,2008,0.00000,British Columbia,"Transportation"
58889,Global Net-zero,Hydrogen,2009,0.00000,British Columbia,"Commercial"
58890,Global Net-zero,Hydrogen,2009,0.00000,British Columbia,"Industrial"
58891,Global Net-zero,Hydrogen,2009,0.00000,British Columbia,"Residential"
58892,Global Net-zero,Hydrogen,2009,0.00000,British Columbia,"Total End-Use"
58893,Global Net-zero,Hydrogen,2009,0.00000,British Columbia,"Transportation"
58959,Global Net-zero,Hydrogen,2010,0.00000,British Columbia,"Commercial"
58960,Global Net-zero,Hydrogen,2010,0.00000,British Columbia,"Industrial"
58961,Global Net-zero,Hydrogen,2010,0.00000,British Columbia,"Residential"
58962,Global Net-zero,Hydrogen,2010,0.00000,British Columbia,"Total End-Use"
58963,Global Net-zero,Hydrogen,2010,0.00000,British Columbia,"Transportation"
59029,Global Net-zero,Hydrogen,2011,0.00000,British Columbia,"Commercial"
59030,Global Net-zero,Hydrogen,2011,0.00000,British Columbia,"Industrial"
59031,Global Net-zero,Hydrogen,2011,0.00000,British Columbia,"Residential"
59032,Global Net-zero,Hydrogen,2011,0.00000,British Columbia,"Total End-Use"
59033,Global Net-zero,Hydrogen,2011,0.00000,British Columbia,"Transportation"
59099,Global Net-zero,Hydrogen,2012,0.00000,British Columbia,"Commercial"
59100,Global Net-zero,Hydrogen,2012,0.00000,British Columbia,"Industrial"
59101,Global Net-zero,Hydrogen,2012,0.00000,British Columbia,"Residential"
59102,Global Net-zero,Hydrogen,2012,0.00000,British Columbia,"Total End-Use"
59103,Global Net-zero,Hydrogen,2012,0.00000,British Columbia,"Transportation"
59169,Global Net-zero,Hydrogen,2013,0.00000,British Columbia,"Commercial"
59170,Global Net-zero,Hydrogen,2013,0.00000,British Columbia,"Industrial"
59171,Global Net-zero,Hydrogen,2013,0.00000,British Columbia,"Residential"
59172,Global Net-zero,Hydrogen,2013,0.00000,British Columbia,"Total End-Use"
59173,Global Net-zero,Hydrogen,2013,0.00000,British Columbia,"Transportation"
59239,Global Net-zero,Hydrogen,2014,0.00000,British Columbia,"Commercial"
59240,Global Net-zero,Hydrogen,2014,0.00000,British Columbia,"Industrial"
59241,Global Net-zero,Hydrogen,2014,0.00000,British Columbia,"Residential"
59242,Global Net-zero,Hydrogen,2014,0.00000,British Columbia,"Total End-Use"
59243,Global Net-zero,Hydrogen,2014,0.00000,British Columbia,"Transportation"
59309,Global Net-zero,Hydrogen,2015,0.00000,British Columbia,"Commercial"
59310,Global Net-zero,Hydrogen,2015,0.00000,British Columbia,"Industrial"
59311,Global Net-zero,Hydrogen,2015,0.00000,British Columbia,"Residential"
59312,Global Net-zero,Hydrogen,2015,0.00000,British Columbia,"Total End-Use"
59313,Global Net-zero,Hydrogen,2015,0.00000,British Columbia,"Transportation"
59379,Global Net-zero,Hydrogen,2016,0.00000,British Columbia,"Commercial"
59380,Global Net-zero,Hydrogen,2016,0.00000,British Columbia,"Industrial"
59381,Global Net-zero,Hydrogen,2016,0.00000,British Columbia,"Residential"
59382,Global Net-zero,Hydrogen,2016,0.00000,British Columbia,"Total End-Use"
59383,Global Net-zero,Hydrogen,2016,0.00000,British Columbia,"Transportation"
59449,Global Net-zero,Hydrogen,2017,0.00000,British Columbia,"Commercial"
59450,Global Net-zero,Hydrogen,2017,0.00000,British Columbia,"Industrial"
59451,Global Net-zero,Hydrogen,2017,0.00000,British Columbia,"Residential"
59452,Global Net-zero,Hydrogen,2017,0.00000,British Columbia,"Total End-Use"
59453,Global Net-zero,Hydrogen,2017,0.00000,British Columbia,"Transportation"
59519,Global Net-zero,Hydrogen,2018,0.00000,British Columbia,"Commercial"
59520,Global Net-zero,Hydrogen,2018,0.00000,British Columbia,"Industrial"
59521,Global Net-zero,Hydrogen,2018,0.00000,British Columbia,"Residential"
59522,Global Net-zero,Hydrogen,2018,0.00000,British Columbia,"Total End-Use"
59523,Global Net-zero,Hydrogen,2018,0.00000,British Columbia,"Transportation"
59589,Global Net-zero,Hydrogen,2019,0.00000,British Columbia,"Commercial"
59590,Global Net-zero,Hydrogen,2019,0.00000,British Columbia,"Industrial"
59591,Global Net-zero,Hydrogen,2019,0.00000,British Columbia,"Residential"
59592,Global Net-zero,Hydrogen,2019,0.00000,British Columbia,"Total End-Use"
59593,Global Net-zero,Hydrogen,2019,0.00000,British Columbia,"Transportation"
59659,Global Net-zero,Hydrogen,2020,0.00000,British Columbia,"Commercial"
59660,Global Net-zero,Hydrogen,2020,0.00000,British Columbia,"Industrial"
59661,Global Net-zero,Hydrogen,2020,0.00000,British Columbia,"Residential"
59662,Global Net-zero,Hydrogen,2020,0.00000,British Columbia,"Total End-Use"
59663,Global Net-zero,Hydrogen,2020,0.00000,British Columbia,"Transportation"
59725,Global Net-zero,Hydrogen,2021,0.00000,British Columbia,"Commercial"
59759,Global Net-zero,Hydrogen,2021,0.00010,British Columbia,"Transportation"
59778,Global Net-zero,Hydrogen,2021,0.00740,British Columbia,"Residential"
59783,Global Net-zero,Hydrogen,2021,0.02160,British Columbia,"Industrial"
59785,Global Net-zero,Hydrogen,2021,0.02910,British Columbia,"Total End-Use"
59795,Global Net-zero,Hydrogen,2022,0.00000,British Columbia,"Commercial"
59829,Global Net-zero,Hydrogen,2022,0.00010,British Columbia,"Transportation"
59848,Global Net-zero,Hydrogen,2022,0.00740,British Columbia,"Residential"
59854,Global Net-zero,Hydrogen,2022,0.02260,British Columbia,"Industrial"
