,scenario,variable,year,value,region,sector
9361,Canada Net-zero,Hydrogen,2019,0.00000,British Columbia,"Transportation"
9427,Canada Net-zero,Hydrogen,2020,0.00000,British Columbia,"Commercial"
9428,Canada Net-zero,Hydrogen,2020,0.00000,British Columbia,"Industrial"
9429,Canada Net-zero,Hydrogen,2020,0.00000,British Columbia,"Residential"
9430,Canada Net-zero,Hydrogen,2020,0.00000,British Columbia,"Total End-Use"
9431,Canada Net-zero,Hydrogen,2020,0.00000,British Columbia,"Transportation"
9493,Canada Net-zero,Hydrogen,2021,0.00000,British Columbia,"Commercial"
9527,Canada Net-zero,Hydrogen,2021,0.00010,British Columbia,"Transportation"
9546,Canada Net-zero,Hydrogen,2021,0.00740,British Columbia,"Residential"
9551,Canada Net-zero,Hydrogen,2021,0.02160,British Columbia,"Industrial"
9553,Canada Net-zero,Hydrogen,2021,0.02910,British Columbia,"Total End-Use"
9563,Canada Net-zero,Hydrogen,2022,0.00000,British Columbia,"Commercial"
9597,Canada Net-zero,Hydrogen,2022,0.00010,British Columbia,"Transportation"
9616,Canada Net-zero,Hydrogen,2022,0.00740,British Columbia,"Residential"
9622,Canada Net-zero,Hydrogen,2022,0.02260,British Columbia,"Industrial"
9623,Canada Net-zero,Hydrogen,2022,0.03010,British Columbia,"Total End-Use"
9635,Canada Net-zero,Hydrogen,2023,0.00000,British Columbia,"Commercial"
9636,Canada Net-zero,Hydrogen,2023,0.00000,British Columbia,"Industrial"
9637,Canada Net-zero,Hydrogen,2023,0.00000,British Columbia,"Residential"
9694,Canada Net-zero,Hydrogen,2023,0.06620,British Columbia,"Total End-Use"
9695,Canada Net-zero,Hydrogen,2023,0.06620,British Columbia,"Transportation"
9704,Canada Net-zero,Hydrogen,2024,0.00000,British Columbia,"Commercial"
9705,Canada Net-zero,Hydrogen,2024,0.00000,British Columbia,"Industrial"
9706,Canada Net-zero,Hydrogen,2024,0.00000,British Columbia,"Residential"
9760,Canada Net-zero,Hydrogen,2024,0.17960,British Columbia,"Total End-Use"
9761,Canada Net-zero,Hydrogen,2024,0.17960,British Columbia,"Transportation"
9774,Canada Net-zero,Hydrogen,2025,0.00000,British Columbia,"Commercial"
9775,Canada Net-zero,Hydrogen,2025,0.00000,British Columbia,"Industrial"
9776,Canada Net-zero,Hydrogen,2025,0.00000,British Columbia,"Residential"
9830,Canada Net-zero,Hydrogen,2025,0.31830,British Columbia,"Total End-Use"
9831,Canada Net-zero,Hydrogen,2025,0.31830,British Columbia,"Transportation"
9844,Canada Net-zero,Hydrogen,2026,0.00000,British Columbia,"Commercial"
9845,Canada Net-zero,Hydrogen,2026,0.00000,British Columbia,"Industrial"
9846,Canada Net-zero,Hydrogen,2026,0.00000,British Columbia,"Residential"
9900,Canada Net-zero,Hydrogen,2026,0.85130,British Columbia,"Total End-Use"
9901,Canada Net-zero,Hydrogen,2026,0.85130,British Columbia,"Transportation"
9914,Canada Net-zero,Hydrogen,2027,0.00000,British Columbia,"Commercial"
9915,Canada Net-zero,Hydrogen,2027,0.00000,British Columbia,"Industrial"
9916,Canada Net-zero,Hydrogen,2027,0.00000,British Columbia,"Residential"
9971,Canada Net-zero,Hydrogen,2027,1.67020,British Columbia,"Total End-Use"
9972,Canada Net-zero,Hydrogen,2027,1.67020,British Columbia,"Transportation"
9984,Canada Net-zero,Hydrogen,2028,0.00000,British Columbia,"Commercial"
9985,Canada Net-zero,Hydrogen,2028,0.00000,British Columbia,"Industrial"
9986,Canada Net-zero,Hydrogen,2028,0.00000,British Columbia,"Residential"
10040,Canada Net-zero,Hydrogen,2028,2.74220,British Columbia,"Total End-Use"
10041,Canada Net-zero,Hydrogen,2028,2.74220,British Columbia,"Transportation"
10054,Canada Net-zero,Hydrogen,2029,0.00000,British Columbia,"Commercial"
10055,Canada Net-zero,Hydrogen,2029,0.00000,British Columbia,"Industrial"
10056,Canada Net-zero,Hydrogen,2029,0.00000,British Columbia,"Residential"
10110,Canada Net-zero,Hydrogen,2029,4.08810,British Columbia,"Total End-Use"
10111,Canada Net-zero,Hydrogen,2029,4.08810,British Columbia,"Transportation"
10147,Canada Net-zero,Hydrogen,2030,0.00010,British Columbia,"Commercial"
10148,Canada Net-zero,Hydrogen,2030,0.00010,British Columbia,"Residential"
10168,Canada Net-zero,Hydrogen,2030,0.23010,British Columbia,"Industrial"
10180,Canada Net-zero,Hydrogen,2030,5.83140,British Columbia,"Transportation"
10181,Canada Net-zero,Hydrogen,2030,6.06170,British Columbia,"Total End-Use"
10216,Canada Net-zero,Hydrogen,2031,0.00020,British Columbia,"Residential"
10219,Canada Net-zero,Hydrogen,2031,0.00040,British Columbia,"Commercial"
10241,Canada Net-zero,Hydrogen,2031,0.70700,British Columbia,"Industrial"
10250,Canada Net-zero,Hydrogen,2031,7.70810,British Columbia,"Transportation"
10251,Canada Net-zero,Hydrogen,2031,8.41570,British Columbia,"Total End-Use"
10287,Canada Net-zero,Hydrogen,2032,0.00040,British Columbia,"Residential"
10289,Canada Net-zero,Hydrogen,2032,0.00060,British Columbia,"Commercial"
10313,Canada Net-zero,Hydrogen,2032,1.15010,British Columbia,"Industrial"
10319,Canada Net-zero,Hydrogen,2032,9.86280,British Columbia,"Transportation"
10321,Canada Net-zero,Hydrogen,2032,11.01390,British Columbia,"Total End-Use"
10358,Canada Net-zero,Hydrogen,2033,0.00070,British Columbia,"Residential"
10359,Canada Net-zero,Hydrogen,2033,0.00080,British Columbia,"Commercial"
10382,Canada Net-zero,Hydrogen,2033,1.53890,British Columbia,"Industrial"
10389,Canada Net-zero,Hydrogen,2033,12.03770,British Columbia,"Transportation"
10391,Canada Net-zero,Hydrogen,2033,13.57810,British Columbia,"Total End-Use"
10427,Canada Net-zero,Hydrogen,2034,0.00090,British Columbia,"Residential"
10429,Canada Net-zero,Hydrogen,2034,0.00140,British Columbia,"Commercial"
10452,Canada Net-zero,Hydrogen,2034,1.92990,British Columbia,"Industrial"
10459,Canada Net-zero,Hydrogen,2034,14.34570,British Columbia,"Transportation"
10460,Canada Net-zero,Hydrogen,2034,16.27790,British Columbia,"Total End-Use"
10497,Canada Net-zero,Hydrogen,2035,0.00140,British Columbia,"Residential"
10500,Canada Net-zero,Hydrogen,2035,0.00200,British Columbia,"Commercial"
10521,Canada Net-zero,Hydrogen,2035,2.31370,British Columbia,"Industrial"
10529,Canada Net-zero,Hydrogen,2035,17.99820,British Columbia,"Transportation"
10530,Canada Net-zero,Hydrogen,2035,20.31530,British Columbia,"Total End-Use"
10569,Canada Net-zero,Hydrogen,2036,0.00210,British Columbia,"Residential"
10570,Canada Net-zero,Hydrogen,2036,0.00270,British Columbia,"Commercial"
10588,Canada Net-zero,Hydrogen,2036,2.66430,British Columbia,"Industrial"
10599,Canada Net-zero,Hydrogen,2036,22.35780,British Columbia,"Transportation"
10600,Canada Net-zero,Hydrogen,2036,25.02690,British Columbia,"Total End-Use"
10638,Canada Net-zero,Hydrogen,2037,0.00300,British Columbia,"Residential"
10640,Canada Net-zero,Hydrogen,2037,0.00390,British Columbia,"Commercial"
10657,Canada Net-zero,Hydrogen,2037,3.01040,British Columbia,"Industrial"
10669,Canada Net-zero,Hydrogen,2037,26.76550,British Columbia,"Transportation"
10670,Canada Net-zero,Hydrogen,2037,29.78280,British Columbia,"Total End-Use"
10707,Canada Net-zero,Hydrogen,2038,0.00420,British Columbia,"Residential"
10709,Canada Net-zero,Hydrogen,2038,0.00560,British Columbia,"Commercial"
10727,Canada Net-zero,Hydrogen,2038,3.33270,British Columbia,"Industrial"
10739,Canada Net-zero,Hydrogen,2038,31.10550,British Columbia,"Transportation"
10740,Canada Net-zero,Hydrogen,2038,34.44800,British Columbia,"Total End-Use"
10777,Canada Net-zero,Hydrogen,2039,0.00750,British Columbia,"Commercial"
10787,Canada Net-zero,Hydrogen,2039,0.41480,British Columbia,"Residential"
10797,Canada Net-zero,Hydrogen,2039,3.64430,British Columbia,"Industrial"
10809,Canada Net-zero,Hydrogen,2039,35.43750,British Columbia,"Transportation"
10810,Canada Net-zero,Hydrogen,2039,39.50410,British Columbia,"Total End-Use"
10847,Canada Net-zero,Hydrogen,2040,0.01050,British Columbia,"Commercial"
10857,Canada Net-zero,Hydrogen,2040,0.79130,British Columbia,"Residential"
10871,Canada Net-zero,Hydrogen,2040,5.98420,British Columbia,"Industrial"
10879,Canada Net-zero,Hydrogen,2040,39.83660,British Columbia,"Transportation"
10880,Canada Net-zero,Hydrogen,2040,46.62260,British Columbia,"Total End-Use"
10917,Canada Net-zero,Hydrogen,2041,0.01460,British Columbia,"Commercial"
10925,Canada Net-zero,Hydrogen,2041,0.76130,British Columbia,"Residential"
10937,Canada Net-zero,Hydrogen,2041,6.22070,British Columbia,"Industrial"
10949,Canada Net-zero,Hydrogen,2041,45.17240,British Columbia,"Transportation"
10950,Canada Net-zero,Hydrogen,2041,52.16900,British Columbia,"Total End-Use"
10992,Canada Net-zero,Hydrogen,2042,0.46560,British Columbia,"Commercial"
10996,Canada Net-zero,Hydrogen,2042,1.09180,British Columbia,"Residential"
11006,Canada Net-zero,Hydrogen,2042,6.43940,British Columbia,"Industrial"
11019,Canada Net-zero,Hydrogen,2042,50.44040,British Columbia,"Transportation"
11020,Canada Net-zero,Hydrogen,2042,58.43720,British Columbia,"Total End-Use"
11062,Canada Net-zero,Hydrogen,2043,0.45360,British Columbia,"Commercial"
11065,Canada Net-zero,Hydrogen,2043,1.39320,British Columbia,"Residential"
11080,Canada Net-zero,Hydrogen,2043,8.49940,British Columbia,"Industrial"
11089,Canada Net-zero,Hydrogen,2043,55.66320,British Columbia,"Transportation"
11091,Canada Net-zero,Hydrogen,2043,66.00940,British Columbia,"Total End-Use"
11132,Canada Net-zero,Hydrogen,2044,0.85200,British Columbia,"Commercial"
11135,Canada Net-zero,Hydrogen,2044,1.34080,British Columbia,"Residential"
11151,Canada Net-zero,Hydrogen,2044,10.42020,British Columbia,"Industrial"
11159,Canada Net-zero,Hydrogen,2044,60.85750,British Columbia,"Transportation"
11161,Canada Net-zero,Hydrogen,2044,73.47050,British Columbia,"Total End-Use"
11202,Canada Net-zero,Hydrogen,2045,0.82950,British Columbia,"Commercial"
11205,Canada Net-zero,Hydrogen,2045,1.60710,British Columbia,"Residential"
11221,Canada Net-zero,Hydrogen,2045,10.46870,British Columbia,"Industrial"
11229,Canada Net-zero,Hydrogen,2045,66.07080,British Columbia,"Transportation"
11232,Canada Net-zero,Hydrogen,2045,78.97610,British Columbia,"Total End-Use"
11272,Canada Net-zero,Hydrogen,2046,1.18650,British Columbia,"Commercial"
11275,Canada Net-zero,Hydrogen,2046,1.85290,British Columbia,"Residential"
11291,Canada Net-zero,Hydrogen,2046,12.20090,British Columbia,"Industrial"
11299,Canada Net-zero,Hydrogen,2046,71.29920,British Columbia,"Transportation"
11302,Canada Net-zero,Hydrogen,2046,86.53950,British Columbia,"Total End-Use"
11343,Canada Net-zero,Hydrogen,2047,1.52200,British Columbia,"Commercial"
11345,Canada Net-zero,Hydrogen,2047,1.79780,British Columbia,"Residential"
11361,Canada Net-zero,Hydrogen,2047,13.82640,British Columbia,"Industrial"
11369,Canada Net-zero,Hydrogen,2047,76.48770,British Columbia,"Transportation"
11372,Canada Net-zero,Hydrogen,2047,93.63390,British Columbia,"Total End-Use"
11412,Canada Net-zero,Hydrogen,2048,1.49950,British Columbia,"Commercial"
11415,Canada Net-zero,Hydrogen,2048,1.75910,British Columbia,"Residential"
11431,Canada Net-zero,Hydrogen,2048,15.32490,British Columbia,"Industrial"
11439,Canada Net-zero,Hydrogen,2048,81.59200,British Columbia,"Transportation"
11442,Canada Net-zero,Hydrogen,2048,100.17550,British Columbia,"Total End-Use"
11484,Canada Net-zero,Hydrogen,2049,1.82060,British Columbia,"Commercial"
11485,Canada Net-zero,Hydrogen,2049,2.00270,British Columbia,"Residential"
11500,Canada Net-zero,Hydrogen,2049,15.18750,British Columbia,"Industrial"
11509,Canada Net-zero,Hydrogen,2049,86.60720,British Columbia,"Transportation"
11512,Canada Net-zero,Hydrogen,2049,105.61800,British Columbia,"Total End-Use"
11554,Canada Net-zero,Hydrogen,2050,2.00840,British Columbia,"Residential"
11555,Canada Net-zero,Hydrogen,2050,2.14170,British Columbia,"Commercial"
11570,Canada Net-zero,Hydrogen,2050,15.06990,British Columbia,"Industrial"
11579,Canada Net-zero,Hydrogen,2050,91.48900,British Columbia,"Transportation"
11582,Canada Net-zero,Hydrogen,2050,110.70900,British Columbia,"Total End-Use"
11603,Canada Net-zero,LPG,2005,3.97900,British Columbia,"Transportation"
11617,Canada Net-zero,LPG,2006,3.03000,British Columbia,"Transportation"
11631,Canada Net-zero,LPG,2007,4.32000,British Columbia,"Transportation"
11645,Canada Net-zero,LPG,2008,5.25700,British Columbia,"Transportation"
11659,Canada Net-zero,LPG,2009,4.14300,British Columbia,"Transportation"
11673,Canada Net-zero,LPG,2010,4.31800,British Columbia,"Transportation"
11687,Canada Net-zero,LPG,2011,3.98100,British Columbia,"Transportation"
11701,Canada Net-zero,LPG,2012,3.69000,British Columbia,"Transportation"
11715,Canada Net-zero,LPG,2013,3.31800,British Columbia,"Transportation"
11729,Canada Net-zero,LPG,2014,2.76000,British Columbia,"Transportation"
11743,Canada Net-zero,LPG,2015,2.83800,British Columbia,"Transportation"
11757,Canada Net-zero,LPG,2016,2.37400,British Columbia,"Transportation"
11771,Canada Net-zero,LPG,2017,2.52500,British Columbia,"Transportation"
11785,Canada Net-zero,LPG,2018,4.12200,British Columbia,"Transportation"
11799,Canada Net-zero,LPG,2019,3.89590,British Columbia,"Transportation"
11813,Canada Net-zero,LPG,2020,2.88270,British Columbia,"Transportation"
11827,Canada Net-zero,LPG,2021,2.99680,British Columbia,"Transportation"
11841,Canada Net-zero,LPG,2022,3.05170,British Columbia,"Transportation"
11855,Canada Net-zero,LPG,2023,3.05850,British Columbia,"Transportation"
11869,Canada Net-zero,LPG,2024,2.95480,British Columbia,"Transportation"
11883,Canada Net-zero,LPG,2025,2.83170,British Columbia,"Transportation"
11897,Canada Net-zero,LPG,2026,2.70250,British Columbia,"Transportation"
11911,Canada Net-zero,LPG,2027,2.55770,British Columbia,"Transportation"
11925,Canada Net-zero,LPG,2028,2.40770,British Columbia,"Transportation"
11939,Canada Net-zero,LPG,2029,2.25900,British Columbia,"Transportation"
11953,Canada Net-zero,LPG,2030,2.11680,British Columbia,"Transportation"
11967,Canada Net-zero,LPG,2031,1.98270,British Columbia,"Transportation"
11981,Canada Net-zero,LPG,2032,1.85450,British Columbia,"Transportation"
11995,Canada Net-zero,LPG,2033,1.73270,British Columbia,"Transportation"
12009,Canada Net-zero,LPG,2034,1.61800,British Columbia,"Transportation"
12023,Canada Net-zero,LPG,2035,1.51060,British Columbia,"Transportation"
12037,Canada Net-zero,LPG,2036,1.40360,British Columbia,"Transportation"
12051,Canada Net-zero,LPG,2037,1.29710,British Columbia,"Transportation"
12065,Canada Net-zero,LPG,2038,1.19120,British Columbia,"Transportation"
12079,Canada Net-zero,LPG,2039,1.08590,British Columbia,"Transportation"
12093,Canada Net-zero,LPG,2040,0.98110,British Columbia,"Transportation"
12107,Canada Net-zero,LPG,2041,0.87710,British Columbia,"Transportation"
12121,Canada Net-zero,LPG,2042,0.77380,British Columbia,"Transportation"
12135,Canada Net-zero,LPG,2043,0.67130,British Columbia,"Transportation"
12149,Canada Net-zero,LPG,2044,0.56970,British Columbia,"Transportation"
12163,Canada Net-zero,LPG,2045,0.46920,British Columbia,"Transportation"
12177,Canada Net-zero,LPG,2046,0.36990,British Columbia,"Transportation"
12191,Canada Net-zero,LPG,2047,0.27220,British Columbia,"Transportation"
12205,Canada Net-zero,LPG,2048,0.17630,British Columbia,"Transportation"
12219,Canada Net-zero,LPG,2049,0.08340,British Columbia,"Transportation"
12223,Canada Net-zero,LPG,2050,0.00000,British Columbia,"Transportation"
12247,Canada Net-zero,Lubricants,2005,0.44250,British Columbia,"Transportation"
12260,Canada Net-zero,Lubricants,2006,0.39940,British Columbia,"Transportation"
12273,Canada Net-zero,Lubricants,2007,0.41500,British Columbia,"Transportation"
12287,Canada Net-zero,Lubricants,2008,0.45810,British Columbia,"Transportation"
12301,Canada Net-zero,Lubricants,2009,0.28590,British Columbia,"Transportation"
12315,Canada Net-zero,Lubricants,2010,0.28580,British Columbia,"Transportation"
12330,Canada Net-zero,Lubricants,2011,0.29730,British Columbia,"Transportation"
12342,Canada Net-zero,Lubricants,2012,0.17210,British Columbia,"Transportation"
12359,Canada Net-zero,Lubricants,2013,0.27000,British Columbia,"Transportation"
12373,Canada Net-zero,Lubricants,2014,0.21520,British Columbia,"Transportation"
12388,Canada Net-zero,Lubricants,2015,0.19170,British Columbia,"Transportation"
12402,Canada Net-zero,Lubricants,2016,0.26320,British Columbia,"Transportation"
12415,Canada Net-zero,Lubricants,2017,0.16420,British Columbia,"Transportation"
12429,Canada Net-zero,Lubricants,2018,0.17550,British Columbia,"Transportation"
12440,Canada Net-zero,Lubricants,2019,0.03430,British Columbia,"Transportation"
12454,Canada Net-zero,Lubricants,2020,0.04950,British Columbia,"Transportation"
12469,Canada Net-zero,Lubricants,2021,0.05160,British Columbia,"Transportation"
12483,Canada Net-zero,Lubricants,2022,0.05300,British Columbia,"Transportation"
12497,Canada Net-zero,Lubricants,2023,0.05360,British Columbia,"Transportation"
12511,Canada Net-zero,Lubricants,2024,0.05450,British Columbia,"Transportation"
12525,Canada Net-zero,Lubricants,2025,0.05610,British Columbia,"Transportation"
12539,Canada Net-zero,Lubricants,2026,0.05780,British Columbia,"Transportation"
12553,Canada Net-zero,Lubricants,2027,0.05910,British Columbia,"Transportation"
12567,Canada Net-zero,Lubricants,2028,0.06020,British Columbia,"Transportation"
12581,Canada Net-zero,Lubricants,2029,0.06170,British Columbia,"Transportation"
12595,Canada Net-zero,Lubricants,2030,0.06330,British Columbia,"Transportation"
12609,Canada Net-zero,Lubricants,2031,0.06470,British Columbia,"Transportation"
12623,Canada Net-zero,Lubricants,2032,0.06610,British Columbia,"Transportation"
12637,Canada Net-zero,Lubricants,2033,0.06720,British Columbia,"Transportation"
12651,Canada Net-zero,Lubricants,2034,0.06820,British Columbia,"Transportation"
12665,Canada Net-zero,Lubricants,2035,0.06920,British Columbia,"Transportation"
12679,Canada Net-zero,Lubricants,2036,0.07020,British Columbia,"Transportation"
12693,Canada Net-zero,Lubricants,2037,0.07120,British Columbia,"Transportation"
12707,Canada Net-zero,Lubricants,2038,0.07210,British Columbia,"Transportation"
12721,Canada Net-zero,Lubricants,2039,0.07300,British Columbia,"Transportation"
12735,Canada Net-zero,Lubricants,2040,0.07400,British Columbia,"Transportation"
12749,Canada Net-zero,Lubricants,2041,0.07490,British Columbia,"Transportation"
12763,Canada Net-zero,Lubricants,2042,0.07600,British Columbia,"Transportation"
12777,Canada Net-zero,Lubricants,2043,0.07700,British Columbia,"Transportation"
12791,Canada Net-zero,Lubricants,2044,0.07800,British Columbia,"Transportation"
12805,Canada Net-zero,Lubricants,2045,0.07920,British Columbia,"Transportation"
12819,Canada Net-zero,Lubricants,2046,0.08030,British Columbia,"Transportation"
12833,Canada Net-zero,Lubricants,2047,0.08160,British Columbia,"Transportation"
12847,Canada Net-zero,Lubricants,2048,0.08290,British Columbia,"Transportation"
12861,Canada Net-zero,Lubricants,2049,0.08430,British Columbia,"Transportation"
12875,Canada Net-zero,Lubricants,2050,0.08570,British Columbia,"Transportation"
12889,Canada Net-zero,Motor Gasoline,2005,158.41860,British Columbia,"Transportation"
12903,Canada Net-zero,Motor Gasoline,2006,156.03670,British Columbia,"Transportation"
12917,Canada Net-zero,Motor Gasoline,2007,157.57210,British Columbia,"Transportation"
12931,Canada Net-zero,Motor Gasoline,2008,153.60640,British Columbia,"Transportation"
12945,Canada Net-zero,Motor Gasoline,2009,157.74900,British Columbia,"Transportation"
12959,Canada Net-zero,Motor Gasoline,2010,147.95800,British Columbia,"Transportation"
12973,Canada Net-zero,Motor Gasoline,2011,136.87210,British Columbia,"Transportation"
12987,Canada Net-zero,Motor Gasoline,2012,140.63540,British Columbia,"Transportation"
13001,Canada Net-zero,Motor Gasoline,2013,143.72010,British Columbia,"Transportation"
13015,Canada Net-zero,Motor Gasoline,2014,146.87530,British Columbia,"Transportation"
13029,Canada Net-zero,Motor Gasoline,2015,151.05350,British Columbia,"Transportation"
13043,Canada Net-zero,Motor Gasoline,2016,164.98300,British Columbia,"Transportation"
13057,Canada Net-zero,Motor Gasoline,2017,165.34140,British Columbia,"Transportation"
13071,Canada Net-zero,Motor Gasoline,2018,168.52970,British Columbia,"Transportation"
13085,Canada Net-zero,Motor Gasoline,2019,167.02320,British Columbia,"Transportation"
13099,Canada Net-zero,Motor Gasoline,2020,139.21210,British Columbia,"Transportation"
13113,Canada Net-zero,Motor Gasoline,2021,142.92940,British Columbia,"Transportation"
13127,Canada Net-zero,Motor Gasoline,2022,146.11470,British Columbia,"Transportation"
13141,Canada Net-zero,Motor Gasoline,2023,146.32540,British Columbia,"Transportation"
13155,Canada Net-zero,Motor Gasoline,2024,141.27170,British Columbia,"Transportation"
13169,Canada Net-zero,Motor Gasoline,2025,135.94400,British Columbia,"Transportation"
13183,Canada Net-zero,Motor Gasoline,2026,129.93480,British Columbia,"Transportation"
13197,Canada Net-zero,Motor Gasoline,2027,122.45780,British Columbia,"Transportation"
13211,Canada Net-zero,Motor Gasoline,2028,114.68110,British Columbia,"Transportation"
13225,Canada Net-zero,Motor Gasoline,2029,107.41750,British Columbia,"Transportation"
13239,Canada Net-zero,Motor Gasoline,2030,99.88420,British Columbia,"Transportation"
13253,Canada Net-zero,Motor Gasoline,2031,93.73600,British Columbia,"Transportation"
13267,Canada Net-zero,Motor Gasoline,2032,87.72570,British Columbia,"Transportation"
13281,Canada Net-zero,Motor Gasoline,2033,81.87050,British Columbia,"Transportation"
13295,Canada Net-zero,Motor Gasoline,2034,76.34810,British Columbia,"Transportation"
13309,Canada Net-zero,Motor Gasoline,2035,71.14100,British Columbia,"Transportation"
13323,Canada Net-zero,Motor Gasoline,2036,65.02150,British Columbia,"Transportation"
13337,Canada Net-zero,Motor Gasoline,2037,59.08570,British Columbia,"Transportation"
13351,Canada Net-zero,Motor Gasoline,2038,53.30850,British Columbia,"Transportation"
13365,Canada Net-zero,Motor Gasoline,2039,47.72030,British Columbia,"Transportation"
13379,Canada Net-zero,Motor Gasoline,2040,42.35050,British Columbia,"Transportation"
13393,Canada Net-zero,Motor Gasoline,2041,37.08710,British Columbia,"Transportation"
13407,Canada Net-zero,Motor Gasoline,2042,32.06750,British Columbia,"Transportation"
13421,Canada Net-zero,Motor Gasoline,2043,27.37100,British Columbia,"Transportation"
13435,Canada Net-zero,Motor Gasoline,2044,22.95610,British Columbia,"Transportation"
13449,Canada Net-zero,Motor Gasoline,2045,18.85610,British Columbia,"Transportation"
13463,Canada Net-zero,Motor Gasoline,2046,14.97810,British Columbia,"Transportation"
13477,Canada Net-zero,Motor Gasoline,2047,11.31410,British Columbia,"Transportation"
13491,Canada Net-zero,Motor Gasoline,2048,7.93550,British Columbia,"Transportation"
13505,Canada Net-zero,Motor Gasoline,2049,4.78720,British Columbia,"Transportation"
13518,Canada Net-zero,Motor Gasoline,2050,2.05010,British Columbia,"Transportation"
13546,Canada Net-zero,Natural Gas,2005,0.16100,British Columbia,"Transportation"
13572,Canada Net-zero,Natural Gas,2005,72.18700,British Columbia,"Commercial"
13574,Canada Net-zero,Natural Gas,2005,79.05700,British Columbia,"Residential"
13580,Canada Net-zero,Natural Gas,2005,214.54210,British Columbia,"Industrial"
13586,Canada Net-zero,Natural Gas,2005,365.94710,British Columbia,"Total End-Use"
13616,Canada Net-zero,Natural Gas,2006,0.16100,British Columbia,"Transportation"
13642,Canada Net-zero,Natural Gas,2006,68.17100,British Columbia,"Commercial"
13644,Canada Net-zero,Natural Gas,2006,81.62000,British Columbia,"Residential"
13648,Canada Net-zero,Natural Gas,2006,160.11080,British Columbia,"Industrial"
13655,Canada Net-zero,Natural Gas,2006,310.06280,British Columbia,"Total End-Use"
13686,Canada Net-zero,Natural Gas,2007,0.16100,British Columbia,"Transportation"
13712,Canada Net-zero,Natural Gas,2007,70.68400,British Columbia,"Commercial"
13714,Canada Net-zero,Natural Gas,2007,80.61800,British Columbia,"Residential"
13718,Canada Net-zero,Natural Gas,2007,169.63590,British Columbia,"Industrial"
13725,Canada Net-zero,Natural Gas,2007,321.09890,British Columbia,"Total End-Use"
13756,Canada Net-zero,Natural Gas,2008,0.16100,British Columbia,"Transportation"
13782,Canada Net-zero,Natural Gas,2008,75.04910,British Columbia,"Commercial"
13784,Canada Net-zero,Natural Gas,2008,80.53390,British Columbia,"Residential"
13788,Canada Net-zero,Natural Gas,2008,165.45310,British Columbia,"Industrial"
13794,Canada Net-zero,Natural Gas,2008,321.19710,British Columbia,"Total End-Use"
13827,Canada Net-zero,Natural Gas,2009,0.27700,British Columbia,"Transportation"
13851,Canada Net-zero,Natural Gas,2009,68.60800,British Columbia,"Commercial"
13853,Canada Net-zero,Natural Gas,2009,81.02200,British Columbia,"Residential"
13858,Canada Net-zero,Natural Gas,2009,164.50920,British Columbia,"Industrial"
13864,Canada Net-zero,Natural Gas,2009,314.41620,British Columbia,"Total End-Use"
13899,Canada Net-zero,Natural Gas,2010,0.38900,British Columbia,"Transportation"
13921,Canada Net-zero,Natural Gas,2010,63.36210,British Columbia,"Commercial"
13922,Canada Net-zero,Natural Gas,2010,67.22100,British Columbia,"Residential"
13929,Canada Net-zero,Natural Gas,2010,174.54500,British Columbia,"Industrial"
13934,Canada Net-zero,Natural Gas,2010,305.51710,British Columbia,"Total End-Use"
13969,Canada Net-zero,Natural Gas,2011,0.57000,British Columbia,"Transportation"
13992,Canada Net-zero,Natural Gas,2011,69.44800,British Columbia,"Commercial"
13994,Canada Net-zero,Natural Gas,2011,83.73900,British Columbia,"Residential"
13999,Canada Net-zero,Natural Gas,2011,189.01560,British Columbia,"Industrial"
14005,Canada Net-zero,Natural Gas,2011,342.77260,British Columbia,"Total End-Use"
14041,Canada Net-zero,Natural Gas,2012,0.67600,British Columbia,"Transportation"
14062,Canada Net-zero,Natural Gas,2012,69.42510,British Columbia,"Commercial"
14065,Canada Net-zero,Natural Gas,2012,78.16410,British Columbia,"Residential"
14070,Canada Net-zero,Natural Gas,2012,210.63130,British Columbia,"Industrial"
14076,Canada Net-zero,Natural Gas,2012,358.89650,British Columbia,"Total End-Use"
14110,Canada Net-zero,Natural Gas,2013,0.52900,British Columbia,"Transportation"
14133,Canada Net-zero,Natural Gas,2013,69.71310,British Columbia,"Commercial"
14134,Canada Net-zero,Natural Gas,2013,77.84700,British Columbia,"Residential"
14139,Canada Net-zero,Natural Gas,2013,213.64730,British Columbia,"Industrial"
14146,Canada Net-zero,Natural Gas,2013,361.73640,British Columbia,"Total End-Use"
14177,Canada Net-zero,Natural Gas,2014,0.52600,British Columbia,"Transportation"
14201,Canada Net-zero,Natural Gas,2014,68.98890,British Columbia,"Commercial"
14204,Canada Net-zero,Natural Gas,2014,74.85800,British Columbia,"Residential"
14209,Canada Net-zero,Natural Gas,2014,194.78300,British Columbia,"Industrial"
14214,Canada Net-zero,Natural Gas,2014,339.15590,British Columbia,"Total End-Use"
14247,Canada Net-zero,Natural Gas,2015,0.56600,British Columbia,"Transportation"
14272,Canada Net-zero,Natural Gas,2015,69.94600,British Columbia,"Commercial"
14273,Canada Net-zero,Natural Gas,2015,72.87690,British Columbia,"Residential"
14279,Canada Net-zero,Natural Gas,2015,195.26300,British Columbia,"Industrial"
14284,Canada Net-zero,Natural Gas,2015,338.65190,British Columbia,"Total End-Use"
14318,Canada Net-zero,Natural Gas,2016,0.57300,British Columbia,"Transportation"
