REGION,TECHNOLOGY,FUEL,YEAR,VALUE
REGION1,BATTERY_STORAGE,ELCB02,2025,0.5194732853155802
REGION1,BATTERY_STORAGE,ELCB02,2026,2.4613511064078613
REGION1,BATTERY_STORAGE,ELCB02,2027,2.382159850855744
REGION1,BATTERY_STORAGE,ELCB02,2028,5.324017745509977
REGION1,BATTERY_STORAGE,ELCB02,2029,5.806643211682403
REGION1,BATTERY_STORAGE,ELCB02,2030,8.631369188639928
REGION1,BATTERY_STORAGE,ELCB02,2031,11.4421150439952
REGION1,BATTERY_STORAGE,ELCB02,2032,27.04820065358907
REGION1,BATTERY_STORAGE,ELCB02,2033,37.52298753045882
REGION1,BATTERY_STORAGE,ELCB02,2034,42.825590859521135
REGION1,BATTERY_STORAGE,ELCB02,2035,46.02328194656142
REGION1,BATTERY_STORAGE,ELCB02,2036,49.01872365942112
REGION1,BATTERY_STORAGE,ELCB02,2037,51.842637915584035
REGION1,BATTERY_STORAGE,ELCB02,2038,54.868848995493885
REGION1,BATTERY_STORAGE,ELCB02,2039,59.396991897615
REGION1,BATTERY_STORAGE,ELCB02,2040,64.50353520700382
REGION1,BATTERY_STORAGE,ELCB02,2041,69.37370933816773
REGION1,BATTERY_STORAGE,ELCB02,2042,75.23073766528131
REGION1,BATTERY_STORAGE,ELCB02,2043,81.97660060588993
REGION1,BATTERY_STORAGE,ELCB02,2044,86.1439508920982
REGION1,BATTERY_STORAGE,ELCB02,2045,83.59848958203548
REGION1,BATTERY_STORAGE,ELCB02,2046,85.37607190295068
REGION1,BATTERY_STORAGE,ELCB02,2047,88.50421955136483
REGION1,BATTERY_STORAGE,ELCB02,2048,87.74139525180999
REGION1,BATTERY_STORAGE,ELCB02,2049,85.67866720360504
REGION1,BATTERY_STORAGE,ELCB02,2050,58.25277971116331
REGION1,CCS01,CO2CCS,2026,6.3071999999999955
REGION1,CCS01,CO2CCS,2027,6.307199999999996
REGION1,CCS01,CO2CCS,2028,6.307199999999996
REGION1,CCS01,CO2CCS,2029,6.3071999999999955
REGION1,CCS01,CO2CCS,2030,6.3071999999999955
REGION1,CCS01,CO2CCS,2031,6.3071999999999955
REGION1,CCS01,CO2CCS,2032,6.307199999999996
REGION1,CCS01,CO2CCS,2033,6.3071999999999955
REGION1,CCS01,CO2CCS,2034,6.3071999999999955
REGION1,CCS01,CO2CCS,2035,6.307199999999996
REGION1,CCS01,CO2CCS,2036,6.307199999999996
REGION1,CCS01,CO2CCS,2037,6.307199999999996
