TIME,Alberni-Clayoquot,Bulkley-Nechako,Capital,Cariboo,CentralCoast,CentralKootenay,CentralOkanagan,Columbia-Shuswap,Comox-Strathcona,CowichanValley,EastKootenay,FraserValley,Fraser-FortGeorge,Kitimat-Stikine,KootenayBoundary,GreaterVancouver,MountWaddington,Nanaimo,NorthOkanagan,NorthernRockies,Okanagan-Similkameen,PeaceRiver,PowellRiver,Skeena-QueenCharlotte,Squamish-Lillooet,Stikine,SunshineCoast,Thompson-Nicola
2021-01-01 00:00:00,36.60257575979449,38.49242714203058,334.4370449802763,59.091586215979596,3.155584849043139,47.36012277422709,175.90609136595447,68.84870223765722,120.31841935526727,99.6782509002783,66.05448420786801,264.4186923120672,70.71651525744004,37.31506719953694,30.17381652659909,1411.0255555327815,12.164790790529763,168.82887219141404,80.29549283097231,3.449466809129849,85.13390512009443,52.5210911848181,20.22495681942925,21.15401232569912,66.69802884844403,0.7171407356171058,44.68632274577736,114.34890522861286
2021-01-01 01:00:00,35.51026628934462,37.34371993126576,324.4566339321967,57.32815023073072,3.0614145579128595,45.94678205833187,170.6566277552566,66.79409028969201,116.7278264474403,96.70361058614367,64.0832584903274,256.52779841236253,68.6061632472473,36.20149525968184,29.273356794805448,1368.9171370578108,11.801763984062971,163.79060993385406,77.89928094060441,3.3465263688629703,82.59330329389162,50.953734677559545,19.621395146112018,20.522725386959806,64.70759820089597,0.695739519967676,43.35277469563145,110.93645707369399
2021-01-01 02:00:00,34.86713080674329,36.66737830249769,318.58031714687877,56.289865491752415,3.0059684986492377,45.11462817887955,167.56582207792982,65.58436549789938,114.61373903442068,94.95218684978401,62.922630264111895,251.88175807889152,67.36361954031138,35.545840753038185,28.743179569543774,1344.124329918342,11.58801922885355,160.82415645510378,76.48842721076164,3.285916576930135,81.09743492893111,50.03089860319236,19.266027058084116,20.151033077234793,63.53566239906863,0.6831388042114698,42.56760154461095,108.92725862733991
2021-01-01 03:00:00,34.739524560195406,36.53318353488498,317.414381276776,56.08385661497101,2.9949672964143916,44.94951828216282,166.95256698322214,65.34434073762307,114.19427724612314,94.60468214018884,62.69234688589454,250.95992467939334,67.11708309052251,35.41575057314857,28.637985675642646,1339.2051221525744,11.545609555200889,160.2355744156692,76.20849591515793,3.2738908245625087,80.8006356501691,49.847796207484585,19.195517516808742,20.077284603083,63.30313545426161,0.6806386621963494,42.411813220995775,108.52860814195218
2021-01-01 04:00:00,34.9692158039816,36.77473411658786,319.51306584296094,56.45467259317754,3.014769460437114,45.24671609625293,168.056426153696,65.77638530612045,114.9493084650587,95.23019061746015,63.10685696668579,252.61922479849008,67.56084870014249,35.64991289694988,28.827334684664674,1348.0596961309561,11.621946967775681,161.29502208665144,76.71237224724463,3.2955371788242354,81.33487435194071,50.177380519758586,19.32243469110442,20.210031856556224,63.72168395491424,0.685138917823566,42.692232203503096,109.24617901565009
2021-01-01 05:00:00,35.62255978630675,37.461811326764945,325.48265749788715,57.50943804229836,3.071095615879524,46.092078767442594,171.19629223859937,67.00531207873514,117.09695282114212,97.00941473058741,64.28590786315867,257.339011803921,68.82311532306151,36.31597461798471,29.36592742143844,1373.2460398916862,11.839084496877314,164.30856212855647,78.1456204807357,3.3571090309464813,82.8544866592022,51.11486478578239,19.68344354243435,20.58762404421338,64.91222191232615,0.6979396449409819,43.4898684204128,111.2872695008352
2021-01-01 06:00:00,36.76080750551386,38.658828653870344,335.8828054592038,59.34703722318854,3.1692263398143474,47.56485904615583,176.666527683392,69.14633294039984,120.83855197275622,100.10915674017632,66.34003559685755,265.561765727445,71.02222045517824,37.476379022600064,30.304256955036486,1417.1253731623333,12.217378785859063,169.5587139203129,80.64260763752092,3.464378742065705,85.50193622575932,52.74813815549574,20.312388650610714,21.245460433647338,66.98636226000473,0.7202409117158549,44.87950026706018,114.84323183049362
2021-01-01 07:00:00,38.13895496823099,40.10813214408765,348.47491285631355,61.57193309242777,3.2880393239506813,49.34804593069653,183.28968270623506,71.73860035138401,125.36873928636967,103.86220760380414,68.82709608160505,275.5175664420257,73.68481411289807,38.8813529654079,31.44035100916865,1470.2528170326236,12.675403261307821,175.91539994620635,83.66586563004114,3.594256867636066,88.70736843638899,54.72564402913971,21.07389169638479,22.04194395448666,69.49765326392048,0.7472424454791542,46.5620141621041,119.14865707268098
2021-01-01 08:00:00,39.5119981810862,41.55206784360044,361.02038281861934,63.78858860659574,3.4064122599976203,51.12462841936855,189.88830752528983,74.32126677195713,129.88214812845123,107.60135827904817,71.30494523122385,285.4364938206265,76.33754631262633,40.281123301020145,32.572237307544775,1523.183492592283,13.131731349810472,182.24854269052238,86.67792637073721,3.723653963111722,91.9009286758682,56.69582580695536,21.832574360507852,22.835477536359907,71.99964319004395,0.7741439735618485,48.2382965242034,123.43813629545282
2021-01-01 09:00:00,40.66555864987905,42.76518854281937,371.56044308434826,65.65090885269967,3.505863128200626,52.6172218856878,195.43213358144735,76.49109060485497,133.67408269466105,110.74280085378851,73.38670697030881,293.7698677520903,78.56623581871773,41.457138527222256,33.52319010841096,1567.6531307948223,13.515114799630542,187.56932432701095,89.20850528299488,3.8323667645150614,94.58399415587677,58.35107146415365,22.469980613637265,23.50216374269208,74.10168677109937,0.7967452573785361,49.6466229696846,127.04193668335778
2021-01-01 10:00:00,41.76807662005275,43.9246313349932,381.63412900203616,67.43082554809106,3.6009135155096925,54.043771393320355,200.73065759972184,78.56490453364232,137.29823254555183,113.74524154469076,75.3763553581068,301.7345083237549,80.6963107448936,42.58111768146853,34.43206535171669,1610.1550858910546,13.88153437998955,192.6546731477257,91.62711167701107,3.9362692649713504,97.14833992438052,59.93307616306882,23.079183050256525,24.139350559363535,76.11071957423196,0.8183464843891753,50.99263408571973,130.48627687710766
2021-01-01 11:00:00,42.344856854449176,44.53119168460267,386.9041591349007,68.36198567114303,3.6506389496111953,54.79006812647998,203.5025706278006,79.64981645009125,139.1941998286567,115.31596283206092,76.4172362276493,305.9011952894868,81.81065549793928,43.16912529456958,34.90754175214978,1632.389904992324,14.073226104899584,195.31506396596998,92.8924011331399,3.99062566567302,98.48987266438479,60.76069899166796,23.39788617682123,24.47269366252962,77.16174136475966,0.8296471262975191,51.696797308460326,132.28817707106015
2021-01-01 12:00:00,42.50819285003047,44.70296098714694,388.3965570486322,68.62567703342324,3.6647204884717977,55.00140879427739,204.28753714902643,79.95704814324493,139.73111091767754,115.76076886034274,76.71199895176751,307.0811420408445,82.12622215366905,43.33564072482829,35.04218993634321,1638.6864909325066,14.127510487174991,196.06844897644623,93.25071319151267,4.006018628703581,98.86977574120016,60.995070058173916,23.488138389653717,24.56709170944391,77.45937585411265,0.8328473080768731,51.89620636268775,132.79844969235643
2021-01-01 13:00:00,42.42652485223982,44.6170763358748,387.6503580917664,68.49383135228312,3.6576797190414965,54.89573846037869,203.89505388841354,79.80343229666809,139.46265537316714,115.53836584620184,76.5646175897084,306.4911686651656,81.96843882580417,43.25238300969893,34.9748658442465,1635.538197962415,14.100368296037288,195.69175647120812,93.07155716232629,3.9983221471883006,98.67982420279247,60.87788452492094,23.443012283237472,24.519892685986765,77.31055860943617,0.8312472171871962,51.79650183557404,132.5433133817083
2021-01-01 14:00:00,42.36527385389684,44.552662847420706,387.09070887411707,68.39494709142805,3.6523991419687705,54.816485709954655,203.60069144295383,79.68822041173546,139.2613137147843,115.37156358559615,76.45408156816407,306.04868863340647,81.8501013299055,43.18993972335192,34.92437277517396,1633.176978234847,14.08001165268401,195.4092370922795,92.93719014043648,3.9925497860518404,98.5373605489867,60.7899953749812,23.409167703425293,24.484493418393903,77.1989456759288,0.8300471490199384,51.721723440238755,132.35196114872218
2021-01-01 15:00:00,42.809343591883476,45.01966063871294,391.1481657020747,69.11185798262737,3.6906833257460336,55.391068150528874,205.73481917253662,80.52350657749703,140.72104073805977,116.58087997498734,77.25546772436049,309.25666886366025,82.70804817517079,43.64265354936777,35.29044752594988,1650.2958212597182,14.227597316995276,197.45750258951185,93.91135104913745,4.034399404291179,99.57022203907849,61.42719171204426,23.654540907063605,24.74113810844213,78.0081394438572,0.838747643232557,52.26386680641957,133.73926483787142
2021-01-01 16:00:00,44.672394791482546,46.97890424585855,408.170829405575,72.11958758363595,3.8513008783747806,57.80167264259315,214.68834355526891,84.02786807753117,146.8451828472039,121.6544487350768,80.61760504633396,322.7154364963342,86.30748034208831,45.54197017575614,36.82627837690632,1722.1162546399253,14.846778552324151,206.05080036525666,97.99834796495183,4.209975388858518,103.90349150900381,64.10048668937777,24.683980209684115,25.817865831058246,81.4030328380396,0.8752497166533133,54.53837633120116,139.55956192453212
2021-01-01 17:00:00,45.44824077049367,47.79480843294385,415.2597194957998,73.37212155446693,3.918188187962642,58.80554081463087,218.41693453109167,85.48721862001115,149.39551052005294,123.76727736941542,82.01772798589553,328.3201835652833,87.80642195680466,46.332918469484994,37.46585725182518,1752.0250378557923,15.10462936813234,209.62937916501892,99.70033024222246,4.2830919632536855,105.70803112387682,65.21374925528104,25.112678220638408,26.266256553901123,82.81679666246626,0.8904505801052447,55.48556933878143,141.98335687568945
2021-01-01 18:00:00,44.34572280031997,46.635365640770004,405.18603357811196,71.59220485907555,3.8231378006535754,57.378991306998316,213.1184105128172,83.41340469122382,145.7713606691622,120.76483667851318,80.02807959809752,320.35554299361877,85.6763470306288,45.20893931523873,36.556982008519434,1709.52308275956,14.738209787773334,204.54403034430416,97.2817238482063,4.179189462797396,103.14368535537308,63.63174455636587,24.503475784019148,25.629069737229667,80.80776385933366,0.8688493530946053,54.1395582227463,138.53901668193953
2021-01-01 19:00:00,42.91653283898369,45.13238424350762,392.12755183296105,69.28490543912375,3.6999243356233036,55.52976046377093,206.24995345209106,80.72512737612912,141.0733886402297,116.87278393104728,77.44890576206306,310.03100891923873,82.91513879299343,43.75192930047505,35.37881039682683,1654.427955782963,14.263221442863513,197.95191150263688,94.14649333744458,4.044501036279985,99.81953343323859,61.580997724438795,23.71376892173492,24.803086826729633,78.20346207749509,0.8408477625252581,52.39472899825632,134.07413124559713
2021-01-01 20:00:00,41.54859387599039,43.69381633469934,379.6287193054594,67.07649028002703,3.5819914476657577,53.75978237096758,199.6758588368246,78.15206194596708,136.57675826968003,113.14753344418706,74.98026794757295,300.14895487661795,80.27226805125673,42.357362572058385,34.251131854206754,1601.6940485339342,13.80858974130697,191.6423120398982,91.14562984857265,3.9155849708990336,96.63784516490986,59.618140042451444,22.957906639262877,24.012503183822457,75.71077322916389,0.8140462401231684,50.72467816910162,129.80059804224078
2021-01-01 21:00:00,39.93565091962517,41.997594472074645,364.8912899073605,64.47253807751001,3.4429362514173083,51.6727932764681,191.92431443971938,75.1181489760745,131.27476126559907,108.75507391490413,72.0694860469055,288.4969807069605,77.15604732592537,40.71302269825366,32.921481035296516,1539.5152623746317,13.272531466337313,184.2026350614452,87.60729827214158,3.763579460972241,92.88630228135807,57.30372576070517,22.066666037542106,23.080322470543845,72.77163264680324,0.782444445052048,48.75551375860578,124.76165590694004
2021-01-01 22:00:00,38.16447621754056,40.13497109761019,348.70810003033415,61.61313486778405,3.29023956439765,49.38106791003987,183.4123337251766,71.78660530343929,125.45263164402918,103.93170854572318,68.87315275724852,275.7019331219253,73.73412140285585,38.90737100138581,31.461389787948878,1471.2366585857771,12.683885196038354,176.03311635409324,83.72185188916188,3.5966620181095914,88.7667282921414,54.76226450828126,21.08799360463987,22.056693649317015,69.54415865288188,0.7477424738821782,46.59317182682713,119.22838716975852
2021-01-01 23:00:00,36.13298477249828,37.9985903972158,330.1464009782982,58.333473549424,3.1151004248189067,46.75251835430952,173.64931261743016,67.9654111198404,118.7747999743323,98.39943356896809,65.20704137602812,261.0263454019138,69.809261122217,36.83633533754316,29.786702997042948,1392.9228709547567,12.008723191487965,166.66289028629478,79.2653456631506,3.405212040416985,84.04168377425023,51.84727436861348,19.965481707535858,20.882617940820534,65.8423296915542,0.7079402130014631,44.11302171487351,112.88187144238606
2021-01-02 00:00:00,34.49962481668539,36.28089737177308,315.2224218409828,55.69655992662196,2.9742850362128816,44.63911167633536,165.79964740517167,64.8930941883036,113.40568908412375,93.95137328614993,62.2594141348459,249.2268778883367,66.65359456491943,35.1711810349561,28.440221155108528,1329.9570115529314,11.465879368733882,159.12904018153222,75.68222507942292,3.2512824101113718,80.24265300609653,49.50356370355397,19.06295957921103,19.93863747167764,62.86598479802442,0.6759383952079233,42.11893117259925,107.77914522942328
2021-01-02 01:00:00,33.800342585603,35.54551004525541,308.83309327281967,54.56763128185983,2.9139984479659273,43.73430944232768,162.43900948617352,63.57775850198942,111.10703848425321,92.0470474775684,60.99746122221475,244.17523085908647,65.30257482007642,34.45828684916101,27.863758616530355,1302.9997529965249,11.233474357117291,155.90361060543074,74.1482015795145,3.1853812871367815,78.61619295848072,48.500162575075365,18.67656729302196,19.534495833325835,61.59173714048199,0.662237616965064,41.26521115918808,105.59454056949858
2021-01-02 02:00:00,33.40731534623552,35.132190161008246,305.2420107929032,53.93312394137309,2.8801147450826026,43.225770960440144,160.5501837944738,62.83848224033838,109.81509617629678,90.97673297201528,60.288188417305285,241.335983988632,64.54324255472669,34.057609095101,27.539761423314886,1287.8485930779605,11.10285256226709,154.09077792397224,73.28601318905504,3.148341969844493,77.70205117989374,47.93620719629542,18.4593979058938,19.307350532938326,60.87555415047638,0.6545371795584936,40.785383122453325,104.36669707450442
2021-01-02 03:00:00,33.177624102449336,34.890639579305365,303.1433262267182,53.56230796316655,2.86031258105988,42.928573146350026,159.446324624,62.40643767184102,109.0600649573612,90.35122449474397,59.87367833651403,239.6766838695352,64.09947694510673,33.82344677129969,27.350412414292858,1278.9940190995787,11.026515149692298,153.03133025299,72.78213685696834,3.1266956155827668,77.16781247812213,47.60662288402143,18.33248073159812,19.174603279465106,60.457005649823756,0.650036923931277,40.50496413994602,103.64912620080652
