"Scenario","Region","Variable","Year","Value","Sector"
"Lower Scenario","Saskatchewan","Other","2044","0.019400","Industrial"
"Lower Scenario","Saskatchewan","Other","2044","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2044","0.019400","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2045","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2045","0.020200","Industrial"
"Lower Scenario","Saskatchewan","Other","2045","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2045","0.020200","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2046","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2046","0.021000","Industrial"
"Lower Scenario","Saskatchewan","Other","2046","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2046","0.021000","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2047","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2047","0.021800","Industrial"
"Lower Scenario","Saskatchewan","Other","2047","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2047","0.021800","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2048","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2048","0.022500","Industrial"
"Lower Scenario","Saskatchewan","Other","2048","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2048","0.022500","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2049","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2049","0.023200","Industrial"
"Lower Scenario","Saskatchewan","Other","2049","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2049","0.023200","Total End-Use"
"Lower Scenario","Saskatchewan","Other","2050","0.000000","Commercial"
"Lower Scenario","Saskatchewan","Other","2050","0.024200","Industrial"
"Lower Scenario","Saskatchewan","Other","2050","0.000000","Residential"
"Lower Scenario","Saskatchewan","Other","2050","0.024200","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2005","3.854500","Commercial"
"Lower Scenario","Saskatchewan","RPP","2005","102.160800","Industrial"
"Lower Scenario","Saskatchewan","RPP","2005","1.015900","Residential"
"Lower Scenario","Saskatchewan","RPP","2005","201.253800","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2006","3.135400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2006","105.994600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2006","0.919900","Residential"
"Lower Scenario","Saskatchewan","RPP","2006","209.540300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2007","3.299000","Commercial"
"Lower Scenario","Saskatchewan","RPP","2007","113.354900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2007","0.741000","Residential"
"Lower Scenario","Saskatchewan","RPP","2007","224.398500","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2008","2.787200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2008","96.466600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2008","0.714200","Residential"
"Lower Scenario","Saskatchewan","RPP","2008","212.926500","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2009","3.778400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2009","91.007800","Industrial"
"Lower Scenario","Saskatchewan","RPP","2009","1.041000","Residential"
"Lower Scenario","Saskatchewan","RPP","2009","217.061100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2010","4.401800","Commercial"
"Lower Scenario","Saskatchewan","RPP","2010","97.072700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2010","0.900000","Residential"
"Lower Scenario","Saskatchewan","RPP","2010","232.043200","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2011","4.394400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2011","117.512900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2011","0.673000","Residential"
"Lower Scenario","Saskatchewan","RPP","2011","241.556400","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2012","4.771300","Commercial"
"Lower Scenario","Saskatchewan","RPP","2012","106.532800","Industrial"
"Lower Scenario","Saskatchewan","RPP","2012","1.012000","Residential"
"Lower Scenario","Saskatchewan","RPP","2012","240.725300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2013","4.133400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2013","135.490900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2013","0.595100","Residential"
"Lower Scenario","Saskatchewan","RPP","2013","280.947000","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2014","3.407200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2014","125.650700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2014","0.662200","Residential"
"Lower Scenario","Saskatchewan","RPP","2014","262.609300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2015","3.261200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2015","132.468300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2015","0.687000","Residential"
"Lower Scenario","Saskatchewan","RPP","2015","273.570900","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2016","3.271500","Commercial"
"Lower Scenario","Saskatchewan","RPP","2016","129.525000","Industrial"
"Lower Scenario","Saskatchewan","RPP","2016","0.645900","Residential"
"Lower Scenario","Saskatchewan","RPP","2016","266.936900","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2017","3.343500","Commercial"
"Lower Scenario","Saskatchewan","RPP","2017","131.760200","Industrial"
"Lower Scenario","Saskatchewan","RPP","2017","0.683000","Residential"
"Lower Scenario","Saskatchewan","RPP","2017","276.844000","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2018","3.546700","Commercial"
"Lower Scenario","Saskatchewan","RPP","2018","136.093000","Industrial"
"Lower Scenario","Saskatchewan","RPP","2018","0.559000","Residential"
"Lower Scenario","Saskatchewan","RPP","2018","283.441700","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2019","4.142400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2019","128.363600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2019","0.598100","Residential"
"Lower Scenario","Saskatchewan","RPP","2019","275.153400","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2020","3.790400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2020","124.249600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2020","0.372000","Residential"
"Lower Scenario","Saskatchewan","RPP","2020","252.544400","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2021","3.354000","Commercial"
"Lower Scenario","Saskatchewan","RPP","2021","128.866300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2021","0.271100","Residential"
"Lower Scenario","Saskatchewan","RPP","2021","261.120100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2022","3.323200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2022","118.443300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2022","0.459000","Residential"
"Lower Scenario","Saskatchewan","RPP","2022","248.184700","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2023","3.734100","Commercial"
"Lower Scenario","Saskatchewan","RPP","2023","123.585600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2023","0.570000","Residential"
"Lower Scenario","Saskatchewan","RPP","2023","253.100400","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2024","3.748600","Commercial"
"Lower Scenario","Saskatchewan","RPP","2024","130.271600","Industrial"
"Lower Scenario","Saskatchewan","RPP","2024","0.524100","Residential"
"Lower Scenario","Saskatchewan","RPP","2024","259.393100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2025","3.842300","Commercial"
"Lower Scenario","Saskatchewan","RPP","2025","123.623300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2025","0.482300","Residential"
"Lower Scenario","Saskatchewan","RPP","2025","251.599100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2026","3.983300","Commercial"
"Lower Scenario","Saskatchewan","RPP","2026","124.339200","Industrial"
"Lower Scenario","Saskatchewan","RPP","2026","0.443700","Residential"
"Lower Scenario","Saskatchewan","RPP","2026","253.317200","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2027","4.099500","Commercial"
"Lower Scenario","Saskatchewan","RPP","2027","123.292000","Industrial"
"Lower Scenario","Saskatchewan","RPP","2027","0.408700","Residential"
"Lower Scenario","Saskatchewan","RPP","2027","252.446500","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2028","4.190000","Commercial"
"Lower Scenario","Saskatchewan","RPP","2028","121.433800","Industrial"
"Lower Scenario","Saskatchewan","RPP","2028","0.376400","Residential"
"Lower Scenario","Saskatchewan","RPP","2028","250.344800","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2029","4.247200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2029","119.382300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2029","0.347100","Residential"
"Lower Scenario","Saskatchewan","RPP","2029","247.588900","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2030","4.269500","Commercial"
"Lower Scenario","Saskatchewan","RPP","2030","117.678700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2030","0.319400","Residential"
"Lower Scenario","Saskatchewan","RPP","2030","245.087500","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2031","4.300200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2031","117.071500","Industrial"
"Lower Scenario","Saskatchewan","RPP","2031","0.293700","Residential"
"Lower Scenario","Saskatchewan","RPP","2031","243.458400","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2032","4.302200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2032","116.711300","Industrial"
"Lower Scenario","Saskatchewan","RPP","2032","0.270200","Residential"
"Lower Scenario","Saskatchewan","RPP","2032","242.065100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2033","4.307700","Commercial"
"Lower Scenario","Saskatchewan","RPP","2033","117.286900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2033","0.248600","Residential"
"Lower Scenario","Saskatchewan","RPP","2033","241.874600","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2034","4.325700","Commercial"
"Lower Scenario","Saskatchewan","RPP","2034","118.461700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2034","0.228900","Residential"
"Lower Scenario","Saskatchewan","RPP","2034","242.420700","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2035","4.358200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2035","119.297100","Industrial"
"Lower Scenario","Saskatchewan","RPP","2035","0.210400","Residential"
"Lower Scenario","Saskatchewan","RPP","2035","242.586700","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2036","4.390200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2036","119.785500","Industrial"
"Lower Scenario","Saskatchewan","RPP","2036","0.193700","Residential"
"Lower Scenario","Saskatchewan","RPP","2036","242.276600","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2037","4.423400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2037","120.162700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2037","0.178100","Residential"
"Lower Scenario","Saskatchewan","RPP","2037","241.965900","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2038","4.471100","Commercial"
"Lower Scenario","Saskatchewan","RPP","2038","120.427900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2038","0.163900","Residential"
"Lower Scenario","Saskatchewan","RPP","2038","241.522100","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2039","4.509200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2039","120.639100","Industrial"
"Lower Scenario","Saskatchewan","RPP","2039","0.151000","Residential"
"Lower Scenario","Saskatchewan","RPP","2039","241.001300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2040","4.548600","Commercial"
"Lower Scenario","Saskatchewan","RPP","2040","120.930500","Industrial"
"Lower Scenario","Saskatchewan","RPP","2040","0.138900","Residential"
"Lower Scenario","Saskatchewan","RPP","2040","240.572500","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2041","4.592700","Commercial"
"Lower Scenario","Saskatchewan","RPP","2041","121.172900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2041","0.128100","Residential"
"Lower Scenario","Saskatchewan","RPP","2041","240.088200","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2042","4.636300","Commercial"
"Lower Scenario","Saskatchewan","RPP","2042","121.351100","Industrial"
"Lower Scenario","Saskatchewan","RPP","2042","0.117900","Residential"
"Lower Scenario","Saskatchewan","RPP","2042","239.516700","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2043","4.681400","Commercial"
"Lower Scenario","Saskatchewan","RPP","2043","121.507000","Industrial"
"Lower Scenario","Saskatchewan","RPP","2043","0.108600","Residential"
"Lower Scenario","Saskatchewan","RPP","2043","238.939000","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2044","4.724800","Commercial"
"Lower Scenario","Saskatchewan","RPP","2044","121.695000","Industrial"
"Lower Scenario","Saskatchewan","RPP","2044","0.099800","Residential"
"Lower Scenario","Saskatchewan","RPP","2044","238.436800","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2045","4.767800","Commercial"
"Lower Scenario","Saskatchewan","RPP","2045","121.905400","Industrial"
"Lower Scenario","Saskatchewan","RPP","2045","0.091900","Residential"
"Lower Scenario","Saskatchewan","RPP","2045","238.016200","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2046","4.801300","Commercial"
"Lower Scenario","Saskatchewan","RPP","2046","122.169900","Industrial"
"Lower Scenario","Saskatchewan","RPP","2046","0.084800","Residential"
"Lower Scenario","Saskatchewan","RPP","2046","237.715000","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2047","4.846200","Commercial"
"Lower Scenario","Saskatchewan","RPP","2047","122.548400","Industrial"
"Lower Scenario","Saskatchewan","RPP","2047","0.077900","Residential"
"Lower Scenario","Saskatchewan","RPP","2047","237.665300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2048","4.891900","Commercial"
"Lower Scenario","Saskatchewan","RPP","2048","122.997400","Industrial"
"Lower Scenario","Saskatchewan","RPP","2048","0.071700","Residential"
"Lower Scenario","Saskatchewan","RPP","2048","237.817300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2049","4.939000","Commercial"
"Lower Scenario","Saskatchewan","RPP","2049","123.499800","Industrial"
"Lower Scenario","Saskatchewan","RPP","2049","0.066100","Residential"
"Lower Scenario","Saskatchewan","RPP","2049","238.138300","Total End-Use"
"Lower Scenario","Saskatchewan","RPP","2050","4.997700","Commercial"
"Lower Scenario","Saskatchewan","RPP","2050","123.965700","Industrial"
"Lower Scenario","Saskatchewan","RPP","2050","0.060900","Residential"
"Lower Scenario","Saskatchewan","RPP","2050","238.110500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2005","86.305500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2005","300.303800","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2005","42.736900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2005","524.062500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2005","94.716300","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2006","80.515200","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2006","308.468100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2006","44.565800","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2006","534.179000","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2006","100.629900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2007","92.711100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2007","332.780600","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2007","43.684000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2007","578.092800","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2007","108.917100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2008","101.509200","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2008","317.746300","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2008","45.646000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2008","580.625100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2008","115.723600","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2009","100.783800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2009","297.870500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2009","47.548900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2009","571.135200","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2009","124.932000","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2010","92.652800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2010","306.439300","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2010","50.573900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2010","584.020700","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2010","134.354700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2011","89.652300","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2011","347.863500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2011","48.844900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2011","609.247900","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2011","122.887200","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2012","87.388100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2012","349.332000","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2012","47.658000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2012","617.885000","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2012","133.506900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2013","89.350700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2013","389.004100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2013","51.422100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2013","676.608900","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2013","146.832000","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2014","98.325300","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2014","386.387800","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2014","52.048100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2014","675.170900","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2014","138.409700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2015","93.097400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2015","384.057800","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2015","48.887000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2015","669.119100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2015","143.076900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2016","82.499800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2016","364.227600","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2016","47.428000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2016","633.663300","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2016","139.507900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2017","86.231600","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2017","376.571700","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2017","50.981900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2017","661.000200","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2017","147.215000","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2018","93.314100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2018","385.832100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2018","55.110000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2018","683.444900","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2018","149.188700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2019","96.354600","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2019","371.589500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2019","56.678000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2019","672.583600","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2019","147.961500","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2020","87.063500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2020","362.779900","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2020","52.609000","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2020","631.586500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2020","129.134100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2021","92.419100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2021","382.661700","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2021","52.039100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2021","661.022300","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2021","133.902400","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2022","102.366300","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2022","377.453100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2022","55.845900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2022","666.912200","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2022","131.246900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2023","93.812200","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2023","379.686100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2023","49.242500","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2023","653.406500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2023","130.665700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2024","93.464500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2024","383.123000","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2024","48.701600","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2024","657.137500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2024","131.848400","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2025","93.115400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2025","373.587000","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2025","48.090700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2025","647.584400","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2025","132.791300","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2026","92.958900","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2026","376.413200","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2026","47.374500","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2026","650.753700","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2026","134.007100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2027","92.757400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2027","373.839500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2027","46.704300","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2027","647.517000","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2027","134.215800","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2028","91.856400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2028","369.519800","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2028","46.146400","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2028","641.416600","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2028","133.894000","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2029","90.474500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2029","364.869500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2029","45.704100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2029","634.206700","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2029","133.158600","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2030","88.889400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2030","361.808400","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2030","45.282500","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2030","628.327100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2030","132.346800","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2031","87.232700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2031","360.024900","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2031","44.882700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2031","623.671900","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2031","131.531600","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2032","86.445800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2032","359.158300","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2032","44.525600","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2032","620.935400","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2032","130.805700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2033","86.203600","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2033","359.645200","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2033","44.226200","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2033","620.461100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2033","130.386100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2034","86.105800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2034","361.414300","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2034","43.967100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2034","621.613300","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2034","130.126100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2035","86.450800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2035","362.665000","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2035","43.744700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2035","622.691300","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2035","129.830800","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2036","86.308700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2036","364.253100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2036","43.576600","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2036","623.533100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2036","129.394700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2037","86.042300","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2037","365.031200","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2037","43.431200","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2037","623.570500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2037","129.065800","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2038","86.008400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2038","365.567500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2038","43.325700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2038","623.587000","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2038","128.685400","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2039","85.898300","Commercial"
