REGION,TECHNOLOGY,FUEL,YEAR,VALUE
REGION1,DEMPWRGEO,PWRGEO,2043,-7.844699999990999e-12
REGION1,DEMPWRGEO,PWRGEO,2047,7.586084165e-07
REGION1,DEMPWRGEO,PWRGEO,2048,4.699999985285485e-14
REGION1,DEMPWRHYD,PWRHYD,2020,240.93302119999998
REGION1,DEMPWRHYD,PWRHYD,2021,240.9330185
REGION1,DEMPWRHYD,PWRHYD,2022,240.933021
REGION1,DEMPWRHYD,PWRHYD,2023,240.93301789999998
REGION1,DEMPWRHYD,PWRHYD,2024,240.9330214
REGION1,DEMPWRHYD,PWRHYD,2025,253.81153360000002
REGION1,DEMPWRHYD,PWRHYD,2026,253.81153369999998
REGION1,DEMPWRHYD,PWRHYD,2027,253.81153369999998
REGION1,DEMPWRHYD,PWRHYD,2028,253.81153319999999
REGION1,DEMPWRHYD,PWRHYD,2029,253.81153109999997
REGION1,DEMPWRHYD,PWRHYD,2030,253.81153270000001
REGION1,DEMPWRHYD,PWRHYD,2031,253.8115326
REGION1,DEMPWRHYD,PWRHYD,2032,253.811533
REGION1,DEMPWRHYD,PWRHYD,2033,253.8115324
REGION1,DEMPWRHYD,PWRHYD,2034,253.811535
REGION1,DEMPWRHYD,PWRHYD,2035,253.8115336
REGION1,DEMPWRHYD,PWRHYD,2036,253.8115315
REGION1,DEMPWRHYD,PWRHYD,2037,253.811532
REGION1,DEMPWRHYD,PWRHYD,2038,253.81153360000002
REGION1,DEMPWRHYD,PWRHYD,2039,253.8115329
REGION1,DEMPWRHYD,PWRHYD,2040,253.8115343
