REGION,TECHNOLOGY,FUEL,YEAR,VALUE
REGION1,BATTERY_STORAGE,ELCB02,2025,0.1938879163501842
REGION1,BATTERY_STORAGE,ELCB02,2026,1.329391819277887
REGION1,BATTERY_STORAGE,ELCB02,2027,2.256188067693657
REGION1,BATTERY_STORAGE,ELCB02,2028,3.049055666013536
REGION1,BATTERY_STORAGE,ELCB02,2029,5.772848663780494
REGION1,BATTERY_STORAGE,ELCB02,2030,8.6216131579842
REGION1,BATTERY_STORAGE,ELCB02,2031,11.144530781662702
REGION1,BATTERY_STORAGE,ELCB02,2032,13.538787778960092
REGION1,BATTERY_STORAGE,ELCB02,2033,16.53927816073784
REGION1,BATTERY_STORAGE,ELCB02,2034,18.273524411126168
REGION1,BATTERY_STORAGE,ELCB02,2035,20.28203809158662
REGION1,BATTERY_STORAGE,ELCB02,2036,22.57932056311349
REGION1,BATTERY_STORAGE,ELCB02,2037,24.730140615123837
REGION1,BATTERY_STORAGE,ELCB02,2038,26.757836800113854
REGION1,BATTERY_STORAGE,ELCB02,2039,28.812185898887066
REGION1,BATTERY_STORAGE,ELCB02,2040,31.210885453459326
REGION1,BATTERY_STORAGE,ELCB02,2041,33.44102366424275
REGION1,BATTERY_STORAGE,ELCB02,2042,36.36133789081029
REGION1,BATTERY_STORAGE,ELCB02,2043,40.14361424140027
REGION1,BATTERY_STORAGE,ELCB02,2044,42.7031768302639
REGION1,BATTERY_STORAGE,ELCB02,2045,45.82028945423097
REGION1,BATTERY_STORAGE,ELCB02,2046,49.4019037056179
REGION1,BATTERY_STORAGE,ELCB02,2047,51.53883614940484
REGION1,BATTERY_STORAGE,ELCB02,2048,53.720495086201126
REGION1,BATTERY_STORAGE,ELCB02,2049,55.96178934701037
REGION1,BATTERY_STORAGE,ELCB02,2050,58.2527797111633
REGION1,CCS01,CO2CCS,2026,6.3071999999999955
REGION1,CCS01,CO2CCS,2027,6.307199999999996
REGION1,CCS01,CO2CCS,2028,6.307199999999996
REGION1,CCS01,CO2CCS,2029,6.3071999999999955
REGION1,CCS01,CO2CCS,2030,6.3071999999999955
REGION1,CCS01,CO2CCS,2031,6.3071999999999955
REGION1,CCS01,CO2CCS,2032,6.307199999999996
REGION1,CCS01,CO2CCS,2033,6.3071999999999955
REGION1,CCS01,CO2CCS,2034,6.3071999999999955
REGION1,CCS01,CO2CCS,2035,6.307199999999996
REGION1,CCS01,CO2CCS,2036,6.307199999999996
REGION1,CCS01,CO2CCS,2037,6.307199999999996
REGION1,CCS01,CO2CCS,2038,6.307199999999996
REGION1,CCS01,CO2CCS,2039,6.307199999999996
REGION1,CCS01,CO2CCS,2040,6.307199999999996
REGION1,CCS01,CO2CCS,2041,6.307199999999996
REGION1,CCS01,CO2CCS,2042,6.307199999999996
REGION1,CCS01,CO2CCS,2043,6.307199999999996
REGION1,CCS01,CO2CCS,2044,6.307199999999996
REGION1,CCS01,CO2CCS,2045,6.307199999999996
REGION1,CCS01,CO2CCS,2046,6.307199999999996
REGION1,CCS01,CO2CCS,2047,6.3071999999999955
REGION1,CCS01,CO2CCS,2048,6.307199999999996
REGION1,CCS01,CO2CCS,2049,6.307199999999996
REGION1,CCS01,CO2CCS,2050,6.307199999999996
REGION1,DEMAGRGWTBC1,AGRWATBC1,2021,1.8549420674689479
REGION1,DEMAGRGWTBC1,AGRWATBC1,2022,2.050959961912534
REGION1,DEMAGRGWTBC1,AGRWATBC1,2023,1.7440989263819642
REGION1,DEMAGRGWTBC1,AGRWATBC1,2024,1.236862688563859
REGION1,DEMAGRGWTBC1,AGRWATBC1,2025,2.322829568306009
REGION1,DEMAGRGWTBC1,AGRWATBC1,2026,1.3201832974183292
REGION1,DEMAGRGWTBC1,AGRWATBC1,2027,1.9374467637919675
REGION1,DEMAGRGWTBC1,AGRWATBC1,2028,1.7483922392409008
REGION1,DEMAGRGWTBC1,AGRWATBC1,2029,1.8995769612383517
REGION1,DEMAGRGWTBC1,AGRWATBC1,2030,2.035454556011543
REGION1,DEMAGRGWTBC1,AGRWATBC1,2031,1.1733394334174747
REGION1,DEMAGRGWTBC1,AGRWATBC1,2032,1.730957156592597
REGION1,DEMAGRGWTBC1,AGRWATBC1,2033,1.7164798136407433
REGION1,DEMAGRGWTBC1,AGRWATBC1,2034,2.2195135755168596
REGION1,DEMAGRGWTBC1,AGRWATBC1,2035,1.870183338316017
REGION1,DEMAGRGWTBC1,AGRWATBC1,2036,1.8908948632118263
REGION1,DEMAGRGWTBC1,AGRWATBC1,2037,1.646145757604109
REGION1,DEMAGRGWTBC1,AGRWATBC1,2038,1.1452743331315696
REGION1,DEMAGRGWTBC1,AGRWATBC1,2039,2.0620685213384418
REGION1,DEMAGRGWTBC1,AGRWATBC1,2040,1.9811028815653513
REGION1,DEMAGRGWTBC1,AGRWATBC1,2041,2.037392730987774
REGION1,DEMAGRGWTBC1,AGRWATBC1,2042,1.9745861525201236
REGION1,DEMAGRGWTBC1,AGRWATBC1,2043,1.976390553704306
