REGION,STORAGE,DAYTYPE,YEAR,VALUE
REGION1,BATTERY,1,2027,0.006190359863836139
REGION1,BATTERY,1,2028,0.028765071090411903
REGION1,BATTERY,1,2029,0.08932069530767395
REGION1,BATTERY,1,2030,0.13210767701566276
REGION1,BATTERY,1,2031,0.17320804374656815
REGION1,BATTERY,1,2032,0.1462066420595023
REGION1,BATTERY,1,2033,0.10439924818407433
REGION1,BATTERY,1,2034,0.07984051898318412
REGION1,BATTERY,1,2035,0.05762019574999633
REGION1,BATTERY,1,2036,0.036056296303806246
REGION1,BATTERY,1,2037,0.015892074408755383
REGION1,BATTERY,1,2038,-0.0031178449806743697
REGION1,BATTERY,1,2039,-0.022550363683710408
REGION1,BATTERY,1,2040,-0.046220988701086485
REGION1,BATTERY,1,2041,-0.06814829369200218
REGION1,BATTERY,1,2042,-0.09250926505419102
REGION1,BATTERY,1,2043,-0.1218238664460374
REGION1,BATTERY,1,2044,-0.1409261465360463
REGION1,BATTERY,1,2045,-0.1646738946921242
REGION1,BATTERY,1,2046,-0.1922795020438905
REGION1,BATTERY,1,2047,-0.20779044196316013
REGION1,BATTERY,1,2048,-0.22362602946213547
REGION1,BATTERY,1,2049,-0.23989448040071848
REGION1,BATTERY,1,2050,-0.25652365087230766
REGION1,BATTERY,2,2028,-0.0008253502807910624
REGION1,BATTERY,2,2029,-0.0038181971716825247
REGION1,BATTERY,2,2030,-0.005325496811246157
REGION1,BATTERY,2,2031,-0.007596995985698128
REGION1,BATTERY,2,2050,0.11693150294555638
REGION1,BATTERY,3,2025,-0.003658262572645121
REGION1,BATTERY,3,2026,-0.02440482290724496
REGION1,BATTERY,3,2027,-0.006676619999498644
REGION1,BATTERY,3,2028,-0.03122702323233025
REGION1,BATTERY,3,2029,-0.10250998331133504
REGION1,BATTERY,3,2030,-0.1537291309770435
REGION1,BATTERY,3,2031,-0.1975169460176525
REGION1,BATTERY,3,2032,-0.2554488260181153
REGION1,BATTERY,3,2033,-0.31206185208939363
REGION1,BATTERY,3,2034,-0.3447834794552112
REGION1,BATTERY,3,2035,-0.37487288761733967
REGION1,BATTERY,3,2036,-0.40402483324500993
REGION1,BATTERY,3,2037,-0.43132999422330576
REGION1,BATTERY,3,2038,-0.4570720690633087
REGION1,BATTERY,3,2039,-0.4830706748661434
REGION1,BATTERY,3,2040,-0.512962475793253
REGION1,BATTERY,3,2041,-0.5407915944808764
REGION1,BATTERY,3,2042,-0.5708627622119571
REGION1,BATTERY,3,2043,-0.6057214916219217
REGION1,BATTERY,3,2044,-0.6302273803563185
REGION1,BATTERY,3,2045,-0.659468158576431
REGION1,BATTERY,3,2046,-0.6926689919003998
REGION1,BATTERY,3,2047,-0.7136729618837043
REGION1,BATTERY,3,2048,-0.7351165498434008
REGION1,BATTERY,3,2049,-0.7571462951049622
REGION1,BATTERY,3,2050,-0.779664504784737
REGION1,BATTERY,4,2026,0.007164647257937057
REGION1,BATTERY,4,2032,0.027806975825764576
REGION1,BATTERY,4,2033,0.06389163792214239
REGION1,BATTERY,4,2034,0.08505461768112067
REGION1,BATTERY,4,2035,0.10448643033136731
REGION1,BATTERY,4,2036,0.12325411891026028
REGION1,BATTERY,4,2037,0.14083103842622754
REGION1,BATTERY,4,2038,0.15753785289376693
REGION1,BATTERY,4,2039,0.17484031039506714
REGION1,BATTERY,4,2040,0.19471463321192808
REGION1,BATTERY,4,2041,0.21352529710297533
REGION1,BATTERY,4,2042,0.23435339260624372
REGION1,BATTERY,4,2043,0.25754497692353334
REGION1,BATTERY,4,2044,0.2742511400567478
REGION1,BATTERY,4,2045,0.29445877712872404
REGION1,BATTERY,4,2046,0.31621484568036234
REGION1,BATTERY,4,2047,0.3298589671995368
REGION1,BATTERY,4,2048,0.3437430245931905
REGION1,BATTERY,4,2049,0.3623410492981808
REGION1,BATTERY,4,2050,0.259888168261579
REGION1,HYDRODAM01,1,2021,0.003383089121777983
REGION1,HYDRODAM01,1,2022,0.19209932237153288
REGION1,HYDRODAM01,1,2023,0.6750861980911408
REGION1,HYDRODAM01,1,2024,0.5048740685500369
REGION1,HYDRODAM01,1,2025,0.8961256833109051
REGION1,HYDRODAM01,1,2026,0.658798367745895
REGION1,HYDRODAM01,1,2027,0.9271583682353192
REGION1,HYDRODAM01,1,2028,0.7299417665398414
REGION1,HYDRODAM01,1,2029,1.0734336
REGION1,HYDRODAM01,1,2030,1.0682892420357653
REGION1,HYDRODAM01,1,2031,0.9833421836744014
REGION1,HYDRODAM01,1,2032,1.0691264864304
REGION1,HYDRODAM01,1,2033,1.0691264864304
REGION1,HYDRODAM01,1,2034,1.0691264864304
REGION1,HYDRODAM01,1,2035,1.0205437559222952
REGION1,HYDRODAM01,1,2036,1.0734336
REGION1,HYDRODAM01,1,2037,1.0734336
REGION1,HYDRODAM01,1,2038,1.0734336
REGION1,HYDRODAM01,1,2039,1.0734336
REGION1,HYDRODAM01,1,2040,1.0492483958402912
REGION1,HYDRODAM01,1,2041,1.0203030602735297
REGION1,HYDRODAM01,1,2042,0.9717996545013393
