REGION,STORAGE,DAYTYPE,YEAR,VALUE
REGION1,HYDRODAM01,1,2043,0.8656536510548942
REGION1,HYDRODAM01,1,2044,0.8612802657381581
REGION1,HYDRODAM01,1,2045,0.8795253075255013
REGION1,HYDRODAM01,1,2046,0.757841620800914
REGION1,HYDRODAM01,1,2047,0.7371928183333145
REGION1,HYDRODAM01,1,2048,0.7279695551671658
REGION1,HYDRODAM01,1,2049,0.7279695551671658
REGION1,HYDRODAM01,1,2050,0.7279695551671654
REGION1,HYDRODAM01,2,2021,-0.569586231866698
REGION1,HYDRODAM01,2,2022,0.2638335382055408
REGION1,HYDRODAM01,2,2023,-0.4311316408999104
REGION1,HYDRODAM01,2,2024,-0.05502629640494261
REGION1,HYDRODAM01,2,2025,0.15808227934971134
REGION1,HYDRODAM01,2,2026,-0.33269974419286286
REGION1,HYDRODAM01,2,2027,-0.07371635927524131
REGION1,HYDRODAM01,2,2028,-0.23511758963017393
REGION1,HYDRODAM01,2,2029,-0.2808561781584757
REGION1,HYDRODAM01,2,2030,-0.19605092143563016
REGION1,HYDRODAM01,2,2031,-0.5367168
REGION1,HYDRODAM01,2,2032,-0.5265917510305481
REGION1,HYDRODAM01,2,2033,-0.49368089319990033
REGION1,HYDRODAM01,2,2034,-0.4939872969549278
REGION1,HYDRODAM01,2,2035,-0.5367168
REGION1,HYDRODAM01,2,2036,-0.4452829904534917
REGION1,HYDRODAM01,2,2037,-0.3992710800486328
REGION1,HYDRODAM01,2,2038,-0.355893125158898
REGION1,HYDRODAM01,2,2039,-0.31546758438481315
REGION1,HYDRODAM01,2,2040,-0.30508481041490043
REGION1,HYDRODAM01,2,2041,-0.30235627843185686
REGION1,HYDRODAM01,2,2042,-0.32640487149481034
REGION1,HYDRODAM01,2,2043,-0.4365431361148818
REGION1,HYDRODAM01,2,2044,-0.3920259044265224
REGION1,HYDRODAM01,2,2045,-0.28384036218534814
REGION1,HYDRODAM01,2,2046,-0.4357936665402769
REGION1,HYDRODAM01,2,2047,-0.435780973195897
REGION1,HYDRODAM01,2,2048,-0.4243709602895658
REGION1,HYDRODAM01,2,2049,-0.38724864974826617
REGION1,HYDRODAM01,2,2050,0.04007867670023929
REGION1,HYDRODAM01,3,2021,0.8832716320409686
REGION1,HYDRODAM01,3,2022,0.9976078052868845
REGION1,HYDRODAM01,3,2023,1.4071949576527387
REGION1,HYDRODAM01,3,2024,1.0734335999999998
REGION1,HYDRODAM01,3,2025,1.0734335999999998
REGION1,HYDRODAM01,3,2026,1.0734335999999998
REGION1,HYDRODAM01,3,2027,1.0734335999999998
REGION1,HYDRODAM01,3,2028,1.0734335999999998
REGION1,HYDRODAM01,3,2029,1.0734335999999998
REGION1,HYDRODAM01,3,2030,1.0734335999999998
REGION1,HYDRODAM01,3,2031,1.0556393562875617
REGION1,HYDRODAM01,3,2032,1.0734335999999998
REGION1,HYDRODAM01,3,2033,1.0734335999999998
REGION1,HYDRODAM01,3,2034,1.0451784022825823
REGION1,HYDRODAM01,3,2035,0.9657606015368431
REGION1,HYDRODAM01,3,2036,1.066815435714763
REGION1,HYDRODAM01,3,2037,1.0668154357147626
REGION1,HYDRODAM01,3,2038,1.0668154357147626
REGION1,HYDRODAM01,3,2039,1.0642369186501313
REGION1,HYDRODAM01,3,2040,1.0375637279190095
REGION1,HYDRODAM01,3,2041,1.0082850258901397
REGION1,HYDRODAM01,3,2042,0.9412516415646424
REGION1,HYDRODAM01,3,2043,0.7619004482421505
REGION1,HYDRODAM01,3,2044,0.7579419417367114
REGION1,HYDRODAM01,3,2045,0.797152748939922
REGION1,HYDRODAM01,3,2046,0.5857231917498591
REGION1,HYDRODAM01,3,2047,0.5533325299003671
REGION1,HYDRODAM01,3,2048,0.5304962019740658
REGION1,HYDRODAM01,3,2049,0.5304962019740658
REGION1,HYDRODAM01,3,2050,0.5304962019740662
REGION1,HYDRODAM01,4,2021,-0.3854036652018565
REGION1,HYDRODAM01,4,2022,-0.4472489396375332
REGION1,HYDRODAM01,4,2023,-0.46750819295513374
REGION1,HYDRODAM01,4,2024,-0.6339208402300729
REGION1,HYDRODAM01,4,2025,-0.65792541050876
REGION1,HYDRODAM01,4,2026,-0.6231951886301933
REGION1,HYDRODAM01,4,2027,-0.6176149155186031
REGION1,HYDRODAM01,4,2028,-0.6001563859781
REGION1,HYDRODAM01,4,2029,-0.5662665384003329
REGION1,HYDRODAM01,4,2030,-0.5501008098962588
REGION1,HYDRODAM01,4,2031,-0.5441520173786689
REGION1,HYDRODAM01,4,2032,-0.5367168000000011
REGION1,HYDRODAM01,4,2033,-0.5367167999999999
REGION1,HYDRODAM01,4,2034,-0.5367168
REGION1,HYDRODAM01,4,2035,-0.5367167999999999
REGION1,HYDRODAM01,4,2036,-0.5367167999999999
REGION1,HYDRODAM01,4,2037,-0.5958992526449509
REGION1,HYDRODAM01,4,2038,-0.6068445525832753
REGION1,HYDRODAM01,4,2039,-0.5779420273469501
REGION1,HYDRODAM01,4,2040,-0.5557925607362333
REGION1,HYDRODAM01,4,2041,-0.5367168
REGION1,HYDRODAM01,4,2042,-0.497658191722322
REGION1,HYDRODAM01,4,2043,-0.5313491285076892
REGION1,HYDRODAM01,4,2044,-0.44817138028718456
REGION1,HYDRODAM01,4,2045,-0.3058088992529152
REGION1,HYDRODAM01,4,2046,-0.3342833331870214
REGION1,HYDRODAM01,4,2047,-0.2869745727952834
REGION1,HYDRODAM01,4,2048,-0.23429823641415176
REGION1,HYDRODAM01,4,2049,-0.1452909572948864
REGION1,HYDRODAM01,4,2050,-0.45878284270196373
