REGION,FUEL,YEAR,VALUE
REGION1,COMELCB02,2021,53.03
REGION1,COMELCB02,2022,57.05
REGION1,COMELCB02,2023,59.41
REGION1,COMELCB02,2024,61.13
REGION1,COMELCB02,2025,62.69
REGION1,COMELCB02,2026,64.46
REGION1,COMELCB02,2027,66.3
REGION1,COMELCB02,2028,67.8
REGION1,COMELCB02,2029,69.13
REGION1,COMELCB02,2030,70.33
REGION1,COMELCB02,2031,71.71
REGION1,COMELCB02,2032,73.24
REGION1,COMELCB02,2033,74.6
REGION1,COMELCB02,2034,75.98
REGION1,COMELCB02,2035,77.29
REGION1,COMELCB02,2036,78.56
REGION1,COMELCB02,2037,79.81
REGION1,COMELCB02,2038,80.98
REGION1,COMELCB02,2039,82.07
REGION1,COMELCB02,2040,83.1
REGION1,COMELCB02,2041,84.05
REGION1,COMELCB02,2042,84.98
REGION1,COMELCB02,2043,85.92
REGION1,COMELCB02,2044,86.77
REGION1,COMELCB02,2045,87.62
REGION1,COMELCB02,2046,88.54
REGION1,COMELCB02,2047,89.47
REGION1,COMELCB02,2048,90.44
REGION1,COMELCB02,2049,91.43
REGION1,COMELCB02,2050,92.46
REGION1,INDELCB02,2021,88.72
REGION1,INDELCB02,2022,93.63
REGION1,INDELCB02,2023,100.61
REGION1,INDELCB02,2024,104.02
REGION1,INDELCB02,2025,108.47
REGION1,INDELCB02,2026,112.21
REGION1,INDELCB02,2027,114.41
REGION1,INDELCB02,2028,118.71
REGION1,INDELCB02,2029,131.27
REGION1,INDELCB02,2030,167.32
REGION1,INDELCB02,2031,169.94
REGION1,INDELCB02,2032,171.75
REGION1,INDELCB02,2033,173.12
REGION1,INDELCB02,2034,174.23
REGION1,INDELCB02,2035,175.13
REGION1,INDELCB02,2036,176.1
REGION1,INDELCB02,2037,177.35
REGION1,INDELCB02,2038,178.53
REGION1,INDELCB02,2039,179.98
REGION1,INDELCB02,2040,180.93
REGION1,INDELCB02,2041,183.17
REGION1,INDELCB02,2042,185.37
REGION1,INDELCB02,2043,189.85
REGION1,INDELCB02,2044,194.85
REGION1,INDELCB02,2045,200.47
REGION1,INDELCB02,2046,206.29
REGION1,INDELCB02,2047,212.56
REGION1,INDELCB02,2048,219.3
REGION1,INDELCB02,2049,226.54
REGION1,INDELCB02,2050,234.21
REGION1,RESELCB02,2021,65.73
REGION1,RESELCB02,2022,70.39
REGION1,RESELCB02,2023,73.57
REGION1,RESELCB02,2024,75.48
REGION1,RESELCB02,2025,77.36
REGION1,RESELCB02,2026,79.1
REGION1,RESELCB02,2027,80.7
REGION1,RESELCB02,2028,82.21
REGION1,RESELCB02,2029,83.59
REGION1,RESELCB02,2030,84.93
REGION1,RESELCB02,2031,86.64
REGION1,RESELCB02,2032,88.35
REGION1,RESELCB02,2033,89.99
REGION1,RESELCB02,2034,91.57
REGION1,RESELCB02,2035,93.1
REGION1,RESELCB02,2036,94.58
REGION1,RESELCB02,2037,96.03
REGION1,RESELCB02,2038,97.46
REGION1,RESELCB02,2039,98.87
REGION1,RESELCB02,2040,100.26
REGION1,RESELCB02,2041,101.66
REGION1,RESELCB02,2042,103.06
REGION1,RESELCB02,2043,104.46
REGION1,RESELCB02,2044,105.86
REGION1,RESELCB02,2045,107.27
REGION1,RESELCB02,2046,108.7
REGION1,RESELCB02,2047,110.15
REGION1,RESELCB02,2048,111.62
REGION1,RESELCB02,2049,113.12
REGION1,RESELCB02,2050,114.63
REGION1,TRAELCB02,2021,65.73
REGION1,TRAELCB02,2022,70.39
REGION1,TRAELCB02,2023,73.57
REGION1,TRAELCB02,2024,75.48
REGION1,TRAELCB02,2025,77.36
REGION1,TRAELCB02,2026,79.1
REGION1,TRAELCB02,2027,80.7
REGION1,TRAELCB02,2028,82.21
REGION1,TRAELCB02,2029,83.59
REGION1,TRAELCB02,2030,84.93
REGION1,TRAELCB02,2031,86.64
REGION1,TRAELCB02,2032,88.35
REGION1,TRAELCB02,2033,89.99
REGION1,TRAELCB02,2034,91.57
REGION1,TRAELCB02,2035,93.1
REGION1,TRAELCB02,2036,94.58
REGION1,TRAELCB02,2037,96.03
REGION1,TRAELCB02,2038,97.46
REGION1,TRAELCB02,2039,98.87
REGION1,TRAELCB02,2040,100.26
REGION1,TRAELCB02,2041,101.66
REGION1,TRAELCB02,2042,103.06
REGION1,TRAELCB02,2043,104.46
REGION1,TRAELCB02,2044,105.86
REGION1,TRAELCB02,2045,107.27
REGION1,TRAELCB02,2046,108.7
REGION1,TRAELCB02,2047,110.15
REGION1,TRAELCB02,2048,111.62
REGION1,TRAELCB02,2049,113.12
REGION1,TRAELCB02,2050,114.63
