REGION,FUEL,YEAR,VALUE
REGION1,COMHDG,2035,0
REGION1,COMHDG,2036,0
REGION1,COMHDG,2037,0
REGION1,COMHDG,2038,0.01
REGION1,COMHDG,2039,0.01
REGION1,COMHDG,2040,0.01
REGION1,COMHDG,2041,0.01
REGION1,COMHDG,2042,0.47
REGION1,COMHDG,2043,0.45
REGION1,COMHDG,2044,0.85
REGION1,COMHDG,2045,0.83
REGION1,COMHDG,2046,1.19
REGION1,COMHDG,2047,1.52
REGION1,COMHDG,2048,1.5
REGION1,COMHDG,2049,1.82
REGION1,COMHDG,2050,2.14
REGION1,RESHDG,2021,0.01
REGION1,RESHDG,2022,0.01
REGION1,RESHDG,2023,0
REGION1,RESHDG,2024,0
REGION1,RESHDG,2025,0
REGION1,RESHDG,2026,0
REGION1,RESHDG,2027,0
REGION1,RESHDG,2028,0
REGION1,RESHDG,2029,0
REGION1,RESHDG,2030,0
REGION1,RESHDG,2031,0
REGION1,RESHDG,2032,0
REGION1,RESHDG,2033,0
REGION1,RESHDG,2034,0
REGION1,RESHDG,2035,0
REGION1,RESHDG,2036,0
REGION1,RESHDG,2037,0
REGION1,RESHDG,2038,0
REGION1,RESHDG,2039,0.41
REGION1,RESHDG,2040,0.79
REGION1,RESHDG,2041,0.76
REGION1,RESHDG,2042,1.09
REGION1,RESHDG,2043,1.39
REGION1,RESHDG,2044,1.34
REGION1,RESHDG,2045,1.61
REGION1,RESHDG,2046,1.85
REGION1,RESHDG,2047,1.8
REGION1,RESHDG,2048,1.76
REGION1,RESHDG,2049,2
REGION1,RESHDG,2050,2.01
REGION1,LND4PWR,2021,3.7296
REGION1,LND4PWR,2022,3.7706
REGION1,LND4PWR,2023,3.8121
REGION1,LND4PWR,2024,3.854
REGION1,LND4PWR,2025,3.8964
REGION1,LND4PWR,2026,3.9393
REGION1,LND4PWR,2027,3.9826
REGION1,LND4PWR,2028,4.0264
REGION1,LND4PWR,2029,4.0707
REGION1,LND4PWR,2030,4.1155
REGION1,LND4PWR,2031,4.1607
REGION1,LND4PWR,2032,4.2065
REGION1,LND4PWR,2033,4.2528
REGION1,LND4PWR,2034,4.2996
REGION1,LND4PWR,2035,4.3469
REGION1,LND4PWR,2036,4.3947
REGION1,LND4PWR,2037,4.443
REGION1,LND4PWR,2038,4.4919
REGION1,LND4PWR,2039,4.5413
REGION1,LND4PWR,2040,4.5913
REGION1,LND4PWR,2041,4.6418
REGION1,LND4PWR,2042,4.6928
REGION1,LND4PWR,2043,4.7444
REGION1,LND4PWR,2044,4.7966
REGION1,LND4PWR,2045,4.8494
REGION1,LND4PWR,2046,4.9027
REGION1,LND4PWR,2047,4.9567
REGION1,LND4PWR,2048,5.0112
REGION1,LND4PWR,2049,5.0663
REGION1,LND4PWR,2050,5.122
REGION1,PUBWATBC1,2021,0.86
REGION1,PUBWATBC1,2022,0.86
REGION1,PUBWATBC1,2023,0.87
REGION1,PUBWATBC1,2024,0.88
REGION1,PUBWATBC1,2025,0.89
REGION1,PUBWATBC1,2026,0.9
REGION1,PUBWATBC1,2027,0.91
REGION1,PUBWATBC1,2028,0.92
REGION1,PUBWATBC1,2029,0.93
REGION1,PUBWATBC1,2030,0.94
REGION1,PUBWATBC1,2031,0.95
REGION1,PUBWATBC1,2032,0.96
REGION1,PUBWATBC1,2033,0.98
REGION1,PUBWATBC1,2034,0.99
REGION1,PUBWATBC1,2035,1
REGION1,PUBWATBC1,2036,1.01
REGION1,PUBWATBC1,2037,1.02
REGION1,PUBWATBC1,2038,1.03
REGION1,PUBWATBC1,2039,1.04
REGION1,PUBWATBC1,2040,1.05
REGION1,PUBWATBC1,2041,1.06
REGION1,PUBWATBC1,2042,1.08
REGION1,PUBWATBC1,2043,1.09
REGION1,PUBWATBC1,2044,1.1
REGION1,PUBWATBC1,2045,1.11
REGION1,PUBWATBC1,2046,1.12
REGION1,PUBWATBC1,2047,1.14
REGION1,PUBWATBC1,2048,1.15
REGION1,PUBWATBC1,2049,1.16
REGION1,PUBWATBC1,2050,1.17
