cluster_id,Region,Region_ID,Cluster_No,capex,potential_capacity,CF_mean,p_lcoe,nearest_station,nearest_station_distance_km,Site_ID
Okanagan-Similkameen_1,Okanagan-Similkameen,22,1,1.161269,1428.5589478484058,0.23573057261758906,1.7753008359303142,138_KER_DSS,0.0,1
East Kootenay_1,East Kootenay,16,1,1.161269,2992.6050431405924,0.23630203843628325,1.7608141775734798,138_FRO_ISS,14.14832672000018,2
Central Okanagan_1,Central Okanagan,17,1,1.161269,56.42990939425548,0.2282468622405842,1.7214493035714757,138_DGB_DSS,0.0,3
Kootenay Boundary_1,Kootenay Boundary,24,1,1.161269,522.4060996167464,0.23033788057798757,1.7189619140493313,161_KET_DSS,8.54024776000154,4
