REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,INFLOW01,1,2048,0.1413570512591827
REGION1,INFLOW01,2,2048,0.1363673386962314
REGION1,INFLOW01,3,2048,0.1316850424688117
REGION1,INFLOW01,4,2048,0.1348820094280051
REGION1,INFLOW01,5,2048,0.1860815378090103
REGION1,INFLOW01,6,2048,0.2045677726359283
REGION1,INFLOW01,7,2048,0.2018885064388929
REGION1,INFLOW01,8,2048,0.190570187
REGION1,INFLOW01,1,2049,0.1413570512591827
REGION1,INFLOW01,2,2049,0.1363673386962314
REGION1,INFLOW01,3,2049,0.1316850424688117
REGION1,INFLOW01,4,2049,0.1348820094280051
REGION1,INFLOW01,5,2049,0.1860815378090103
REGION1,INFLOW01,6,2049,0.2045677726359283
REGION1,INFLOW01,7,2049,0.2018885064388929
REGION1,INFLOW01,8,2049,0.190570187
REGION1,INFLOW01,1,2050,0.1413570512591827
REGION1,INFLOW01,2,2050,0.1363673386962314
REGION1,INFLOW01,3,2050,0.1316850424688117
REGION1,INFLOW01,4,2050,0.1348820094280051
REGION1,INFLOW01,5,2050,0.1860815378090103
REGION1,INFLOW01,6,2050,0.2045677726359283
REGION1,INFLOW01,7,2050,0.2018885064388929
REGION1,INFLOW01,8,2050,0.190570187
REGION1,PWRHYDB02,1,2021,0.4053948334921724
REGION1,PWRHYDB02,2,2021,0.4917450305676871
REGION1,PWRHYDB02,3,2021,0.5351707530052431
REGION1,PWRHYDB02,4,2021,0.4437127009031176
REGION1,PWRHYDB02,5,2021,0.6480165310318824
REGION1,PWRHYDB02,6,2021,0.667366555
REGION1,PWRHYDB02,7,2021,0.6704279728488056
REGION1,PWRHYDB02,8,2021,0.64096745
REGION1,PWRHYDB02,1,2022,0.4053948334921724
REGION1,PWRHYDB02,2,2022,0.4917450305676871
REGION1,PWRHYDB02,3,2022,0.5351707530052431
REGION1,PWRHYDB02,4,2022,0.4437127009031176
REGION1,PWRHYDB02,5,2022,0.6480165310318824
REGION1,PWRHYDB02,6,2022,0.667366555
REGION1,PWRHYDB02,7,2022,0.6704279728488056
REGION1,PWRHYDB02,8,2022,0.64096745
REGION1,PWRHYDB02,1,2023,0.4053948334921724
