REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2024,0.42278648125353674
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2025,0.42232342044706667
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2026,0.4339787072364679
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2027,0.4398619109132264
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2028,0.4629640469576281
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2029,0.4703747884173316
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2030,0.47806940598538566
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2031,0.4874078909554611
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2032,0.4866968506633886
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2033,0.49338859011592173
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2034,0.49932640482910695
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2035,0.506325224996379
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2036,0.523799611930416
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2037,0.5311080361920021
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2038,0.5393301613302426
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2039,0.5363834788355833
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2040,0.5400686079432963
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2041,0.5471751068026626
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2042,0.5531391213001846
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2044,0.567215604531663
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2045,0.5738515487193961
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2046,0.5806593902803231
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2047,0.5867741116660725
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2048,0.5934100558537795
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2049,0.6002656775696321
REGION1,1,DEMAGRGWTBC1,1,AGRWATBC1,2050,0.6071970654590263
REGION1,1,DEMAGRSURBC1,1,AGRWATBC1,2023,0.4229274630157566
REGION1,1,DEMAGRSURBC1,1,AGRWATBC1,2043,0.5612145194870116
REGION1,1,DEMCOMBIO,1,COMBIO,2021,0.7599998479999752
REGION1,1,DEMCOMBIO,1,COMBIO,2022,1.199999760000048
REGION1,1,DEMCOMBIO,1,COMBIO,2023,1.6299996740000495
REGION1,1,DEMCOMBIO,1,COMBIO,2024,2.4099995180000957
REGION1,1,DEMCOMBIO,1,COMBIO,2025,3.6099992780001458
REGION1,1,DEMCOMBIO,1,COMBIO,2026,4.809999038000205
REGION1,1,DEMCOMBIO,1,COMBIO,2027,6.527981727390053
REGION1,1,DEMCOMBIO,1,COMBIO,2028,7.849998430000324
REGION1,1,DEMCOMBIO,1,COMBIO,2029,10.372656945398347
REGION1,1,DEMCOMBIO,1,COMBIO,2030,12.253068100997233
REGION1,1,DEMCOMBIO,1,COMBIO,2031,12.421857941174096
REGION1,1,DEMCOMBIO,1,COMBIO,2032,12.270897862027809
REGION1,1,DEMCOMBIO,1,COMBIO,2033,12.53037165321592
REGION1,1,DEMCOMBIO,1,COMBIO,2034,12.184634959658618
REGION1,1,DEMCOMBIO,1,COMBIO,2035,11.832722711597668
REGION1,1,DEMCOMBIO,1,COMBIO,2036,11.999005334053551
REGION1,1,DEMCOMBIO,1,COMBIO,2037,12.378257402651885
REGION1,1,DEMCOMBIO,1,COMBIO,2038,12.684931223213049
REGION1,1,DEMCOMBIO,1,COMBIO,2039,12.01508957017788
REGION1,1,DEMCOMBIO,1,COMBIO,2040,13.980461857173315
REGION1,1,DEMCOMBIO,1,COMBIO,2041,12.20752303259002
REGION1,1,DEMCOMBIO,1,COMBIO,2042,13.644434645495693
REGION1,1,DEMCOMBIO,1,COMBIO,2043,13.194235328012788
REGION1,1,DEMCOMBIO,1,COMBIO,2044,12.067787104267206
REGION1,1,DEMCOMBIO,1,COMBIO,2045,12.352015159905466
REGION1,1,DEMCOMBIO,1,COMBIO,2046,11.179997764000452
REGION1,1,DEMCOMBIO,1,COMBIO,2047,11.914544605324686
REGION1,1,DEMCOMBIO,1,COMBIO,2048,11.462516181368768
REGION1,1,DEMCOMBIO,1,COMBIO,2049,11.522516169368767
REGION1,1,DEMCOMBIO,1,COMBIO,2050,11.873530356346771
REGION1,1,DEMCOMELCB02,1,COMELCB02,2021,46.934286226233525
REGION1,1,DEMCOMELCB02,1,COMELCB02,2022,50.492193649002886
REGION1,1,DEMCOMELCB02,1,COMELCB02,2023,52.60746696751501
REGION1,1,DEMCOMELCB02,1,COMELCB02,2024,54.14745674751966
REGION1,1,DEMCOMELCB02,1,COMELCB02,2025,55.63434343166208
REGION1,1,DEMCOMELCB02,1,COMELCB02,2026,57.24513733948303
REGION1,1,DEMCOMELCB02,1,COMELCB02,2027,58.91788485914324
REGION1,1,DEMCOMELCB02,1,COMELCB02,2028,60.26316328765305
REGION1,1,DEMCOMELCB02,1,COMELCB02,2029,61.404879848690975
REGION1,1,DEMCOMELCB02,1,COMELCB02,2030,62.4757922819126
REGION1,1,DEMCOMELCB02,1,COMELCB02,2031,63.626359358927566
REGION1,1,DEMCOMELCB02,1,COMELCB02,2032,64.8388800477818
REGION1,1,DEMCOMELCB02,1,COMELCB02,2033,65.9274935129575
REGION1,1,DEMCOMELCB02,1,COMELCB02,2034,67.0426585260643
REGION1,1,DEMCOMELCB02,1,COMELCB02,2035,68.16667405514815
REGION1,1,DEMCOMELCB02,1,COMELCB02,2036,69.3614937120483
REGION1,1,DEMCOMELCB02,1,COMELCB02,2037,70.53861233699439
REGION1,1,DEMCOMELCB02,1,COMELCB02,2038,71.65377735010121
REGION1,1,DEMCOMELCB02,1,COMELCB02,2039,72.7423908152769
REGION1,1,DEMCOMELCB02,1,COMELCB02,2040,73.69824654079703
REGION1,1,DEMCOMELCB02,1,COMELCB02,2041,74.6452517503401
REGION1,1,DEMCOMELCB02,1,COMELCB02,2042,75.548004379998
REGION1,1,DEMCOMELCB02,1,COMELCB02,2043,76.44190649367886
REGION1,1,DEMCOMELCB02,1,COMELCB02,2044,77.30040654345157
REGION1,1,DEMCOMELCB02,1,COMELCB02,2045,78.2120096890865
REGION1,1,DEMCOMELCB02,1,COMELCB02,2046,79.21211799449182
REGION1,1,DEMCOMELCB02,1,COMELCB02,2047,80.2741799117364
REGION1,1,DEMCOMELCB02,1,COMELCB02,2048,81.45129853668249
REGION1,1,DEMCOMELCB02,1,COMELCB02,2049,82.6638192255367
REGION1,1,DEMCOMELCB02,1,COMELCB02,2050,83.9825461061154
REGION1,1,DEMCOMNGS,1,COMNGS,2021,74.099985180003
REGION1,1,DEMCOMNGS,1,COMNGS,2022,78.14998437000315
REGION1,1,DEMCOMNGS,1,COMNGS,2023,79.5899840820032
REGION1,1,DEMCOMNGS,1,COMNGS,2024,77.67998446400316
REGION1,1,DEMCOMNGS,1,COMNGS,2025,76.33998473200306
REGION1,1,DEMCOMNGS,1,COMNGS,2026,75.27998494400305
REGION1,1,DEMCOMNGS,1,COMNGS,2027,73.10998537800293
REGION1,1,DEMCOMNGS,1,COMNGS,2028,70.57998588400281
REGION1,1,DEMCOMNGS,1,COMNGS,2029,68.24998635000273
REGION1,1,DEMCOMNGS,1,COMNGS,2030,66.00998679800264
REGION1,1,DEMCOMNGS,1,COMNGS,2031,65.22998695400263
REGION1,1,DEMCOMNGS,1,COMNGS,2032,64.44998711000261
REGION1,1,DEMCOMNGS,1,COMNGS,2033,64.16998716600257
REGION1,1,DEMCOMNGS,1,COMNGS,2034,63.98998720200257
REGION1,1,DEMCOMNGS,1,COMNGS,2035,63.799987240002544
REGION1,1,DEMCOMNGS,1,COMNGS,2036,64.57095380166561
REGION1,1,DEMCOMNGS,1,COMNGS,2037,64.31214666824538
REGION1,1,DEMCOMNGS,1,COMNGS,2038,64.15458983531839
REGION1,1,DEMCOMNGS,1,COMNGS,2039,63.04998739000252
REGION1,1,DEMCOMNGS,1,COMNGS,2040,62.93998741200252
REGION1,1,DEMCOMNGS,1,COMNGS,2041,63.94351792460047
REGION1,1,DEMCOMNGS,1,COMNGS,2042,63.90124184691409
REGION1,1,DEMCOMNGS,1,COMNGS,2043,62.86998742600251
REGION1,1,DEMCOMNGS,1,COMNGS,2044,62.96998740600253
REGION1,1,DEMCOMNGS,1,COMNGS,2045,63.10998737800253
REGION1,1,DEMCOMNGS,1,COMNGS,2046,63.31998733600254
REGION1,1,DEMCOMNGS,1,COMNGS,2047,63.60998727800255
REGION1,1,DEMCOMNGS,1,COMNGS,2048,63.96998720600256
REGION1,1,DEMCOMNGS,1,COMNGS,2049,65.5416729813294
REGION1,1,DEMCOMNGS,1,COMNGS,2050,64.81998703600259
REGION1,1,DEMCOMRPP,1,COMRPP,2021,6.289998742000254
REGION1,1,DEMCOMRPP,1,COMRPP,2022,6.409998718000262
REGION1,1,DEMCOMRPP,1,COMRPP,2023,6.4899987020002605
REGION1,1,DEMCOMRPP,1,COMRPP,2024,6.559998688000262
REGION1,1,DEMCOMRPP,1,COMRPP,2025,6.619998676000268
REGION1,1,DEMCOMRPP,1,COMRPP,2026,6.699998660000272
REGION1,1,DEMCOMRPP,1,COMRPP,2027,6.809998638000272
REGION1,1,DEMCOMRPP,1,COMRPP,2028,6.899998620000277
REGION1,1,DEMCOMRPP,1,COMRPP,2029,6.969998606000279
REGION1,1,DEMCOMRPP,1,COMRPP,2030,7.04999859000028
REGION1,1,DEMCOMRPP,1,COMRPP,2031,7.14999857000029
REGION1,1,DEMCOMRPP,1,COMRPP,2032,7.269998546000291
REGION1,1,DEMCOMRPP,1,COMRPP,2033,7.3699985260003
REGION1,1,DEMCOMRPP,1,COMRPP,2034,7.469998506000301
REGION1,1,DEMCOMRPP,1,COMRPP,2035,7.579998484000305
REGION1,1,DEMCOMRPP,1,COMRPP,2036,7.689998462000309
REGION1,1,DEMCOMRPP,1,COMRPP,2037,7.799998440000314
REGION1,1,DEMCOMRPP,1,COMRPP,2038,7.909998418000319
REGION1,1,DEMCOMRPP,1,COMRPP,2039,8.009998398000322
REGION1,1,DEMCOMRPP,1,COMRPP,2040,8.099998380000326
REGION1,1,DEMCOMRPP,1,COMRPP,2041,8.189998362000326
REGION1,1,DEMCOMRPP,1,COMRPP,2042,8.279998344000331
REGION1,1,DEMCOMRPP,1,COMRPP,2043,8.369998326000335
REGION1,1,DEMCOMRPP,1,COMRPP,2044,8.46999830600034
REGION1,1,DEMCOMRPP,1,COMRPP,2045,8.569998286000342
REGION1,1,DEMCOMRPP,1,COMRPP,2046,8.679998264000348
REGION1,1,DEMCOMRPP,1,COMRPP,2047,8.799998240000354
REGION1,1,DEMCOMRPP,1,COMRPP,2048,8.939998212000358
REGION1,1,DEMCOMRPP,1,COMRPP,2049,9.079998184000367
REGION1,1,DEMCOMRPP,1,COMRPP,2050,9.239998152000371
REGION1,1,DEMINDBIO,1,INDBIO,2021,185.82996283400752
REGION1,1,DEMINDBIO,1,INDBIO,2022,195.70996085800792
REGION1,1,DEMINDBIO,1,INDBIO,2023,195.60996087800797
REGION1,1,DEMINDBIO,1,INDBIO,2024,199.87996002400808
REGION1,1,DEMINDBIO,1,INDBIO,2025,204.20995915800825
REGION1,1,DEMINDBIO,1,INDBIO,2026,209.49995810000829
REGION1,1,DEMINDBIO,1,INDBIO,2027,217.38711136475544
REGION1,1,DEMINDBIO,1,INDBIO,2028,227.83567833728705
REGION1,1,DEMINDBIO,1,INDBIO,2029,235.78388650095877
REGION1,1,DEMINDBIO,1,INDBIO,2030,248.9106536917424
REGION1,1,DEMINDBIO,1,INDBIO,2031,248.53990388592968
REGION1,1,DEMINDBIO,1,INDBIO,2032,251.6671514347757
REGION1,1,DEMINDBIO,1,INDBIO,2033,253.2434629267904
REGION1,1,DEMINDBIO,1,INDBIO,2034,256.482189805652
REGION1,1,DEMINDBIO,1,INDBIO,2035,258.89664083853046
REGION1,1,DEMINDBIO,1,INDBIO,2036,259.90486536003147
REGION1,1,DEMINDBIO,1,INDBIO,2037,260.4748399375735
REGION1,1,DEMINDBIO,1,INDBIO,2038,261.16079707684145
REGION1,1,DEMINDBIO,1,INDBIO,2039,262.1060874813888
REGION1,1,DEMINDBIO,1,INDBIO,2040,262.31164511337505
REGION1,1,DEMINDBIO,1,INDBIO,2041,264.74371199045606
REGION1,1,DEMINDBIO,1,INDBIO,2042,263.549059605512
REGION1,1,DEMINDBIO,1,INDBIO,2043,264.11719128084184
REGION1,1,DEMINDBIO,1,INDBIO,2044,265.2773436623455
REGION1,1,DEMINDBIO,1,INDBIO,2045,265.43994691201067
REGION1,1,DEMINDBIO,1,INDBIO,2046,266.8834793543571
REGION1,1,DEMINDBIO,1,INDBIO,2047,267.55045361849994
REGION1,1,DEMINDBIO,1,INDBIO,2048,268.3999463200108
REGION1,1,DEMINDBIO,1,INDBIO,2049,269.5399460920108
REGION1,1,DEMINDBIO,1,INDBIO,2050,270.7099458580109
REGION1,1,DEMINDDSL,1,INDDSL,2021,96.38998072200381
REGION1,1,DEMINDDSL,1,INDDSL,2022,95.76998084600388
REGION1,1,DEMINDDSL,1,INDDSL,2023,98.44998031000397
REGION1,1,DEMINDDSL,1,INDDSL,2024,100.59997988000404
REGION1,1,DEMINDDSL,1,INDDSL,2025,102.66997946600408
REGION1,1,DEMINDDSL,1,INDDSL,2026,104.41997911600411
REGION1,1,DEMINDDSL,1,INDDSL,2027,104.03997919200422
REGION1,1,DEMINDDSL,1,INDDSL,2028,103.60997927800422
REGION1,1,DEMINDDSL,1,INDDSL,2029,105.75997884800428
REGION1,1,DEMINDDSL,1,INDDSL,2030,107.92997841400438
REGION1,1,DEMINDDSL,1,INDDSL,2031,108.73997825200436
REGION1,1,DEMINDDSL,1,INDDSL,2032,108.71997825600435
REGION1,1,DEMINDDSL,1,INDDSL,2033,109.54997809000444
REGION1,1,DEMINDDSL,1,INDDSL,2034,110.37997792400444
REGION1,1,DEMINDDSL,1,INDDSL,2035,110.97997780400448
REGION1,1,DEMINDDSL,1,INDDSL,2036,111.43997771200452
REGION1,1,DEMINDDSL,1,INDDSL,2037,111.81997763600457
REGION1,1,DEMINDDSL,1,INDDSL,2038,112.16997756600496
REGION1,1,DEMINDDSL,1,INDDSL,2039,112.68997746200456
REGION1,1,DEMINDDSL,1,INDDSL,2040,113.4499773100046
REGION1,1,DEMINDDSL,1,INDDSL,2041,114.37997712400464
REGION1,1,DEMINDDSL,1,INDDSL,2042,115.38997692200468
REGION1,1,DEMINDDSL,1,INDDSL,2043,116.53997669200474
REGION1,1,DEMINDDSL,1,INDDSL,2044,117.8499764300047
REGION1,1,DEMINDDSL,1,INDDSL,2045,119.36997612600484
REGION1,1,DEMINDDSL,1,INDDSL,2046,120.97997580400484
REGION1,1,DEMINDDSL,1,INDDSL,2047,122.58997548200482
REGION1,1,DEMINDDSL,1,INDDSL,2048,124.22997515400502
REGION1,1,DEMINDDSL,1,INDDSL,2049,125.91997481600504
REGION1,1,DEMINDDSL,1,INDDSL,2050,127.59997448000506
REGION1,1,DEMINDELCB02,1,INDELCB02,2021,78.52177774828284
REGION1,1,DEMINDELCB02,1,INDELCB02,2022,82.86738109300859
REGION1,1,DEMINDELCB02,1,INDELCB02,2023,88.23079377509373
REGION1,1,DEMINDELCB02,1,INDELCB02,2024,91.05410837176895
REGION1,1,DEMINDELCB02,1,INDELCB02,2025,93.86857245246705
REGION1,1,DEMINDELCB02,1,INDELCB02,2026,96.83349530477484
REGION1,1,DEMINDELCB02,1,INDELCB02,2027,98.42658818064173
REGION1,1,DEMINDELCB02,1,INDELCB02,2028,102.01989766731924
REGION1,1,DEMINDELCB02,1,INDELCB02,2029,108.09135162756743
REGION1,1,DEMINDELCB02,1,INDELCB02,2030,112.72902199953546
REGION1,1,DEMINDELCB02,1,INDELCB02,2031,115.41957885655506
REGION1,1,DEMINDELCB02,1,INDELCB02,2032,121.88045551979292
REGION1,1,DEMINDELCB02,1,INDELCB02,2033,128.23512599130638
REGION1,1,DEMINDELCB02,1,INDELCB02,2034,129.9078735109666
REGION1,1,DEMINDELCB02,1,INDELCB02,2035,131.36820864717788
REGION1,1,DEMINDELCB02,1,INDELCB02,2036,132.71348707568768
REGION1,1,DEMINDELCB02,1,INDELCB02,2037,133.93485828051897
REGION1,1,DEMINDELCB02,1,INDELCB02,2038,135.11197690546504
REGION1,1,DEMINDELCB02,1,INDELCB02,2039,136.3776006901815
REGION1,1,DEMINDELCB02,1,INDELCB02,2040,137.6255234429439
REGION1,1,DEMINDELCB02,1,INDELCB02,2041,138.7229874240966
REGION1,1,DEMINDELCB02,1,INDELCB02,2042,139.80275037329528
REGION1,1,DEMINDELCB02,1,INDELCB02,2043,140.83826074260875
REGION1,1,DEMINDELCB02,1,INDELCB02,2044,141.85607007996816
REGION1,1,DEMINDELCB02,1,INDELCB02,2045,142.90043096525864
REGION1,1,DEMINDELCB02,1,INDELCB02,2046,143.94479185054917
REGION1,1,DEMINDELCB02,1,INDELCB02,2047,144.84754448020706
REGION1,1,DEMINDELCB02,1,INDELCB02,2048,145.69719401400272
REGION1,1,DEMINDELCB02,1,INDELCB02,2049,146.59109612768356
REGION1,1,DEMINDELCB02,1,INDELCB02,2050,147.46729720941036
REGION1,1,DEMINDHDG,1,INDHDG,2032,0.689999862000028
REGION1,1,DEMINDHDG,1,INDHDG,2038,0.689999862000028
REGION1,1,DEMINDHDG,1,INDHDG,2039,0.689999862000028
REGION1,1,DEMINDHDG,1,INDHDG,2040,0.689999862000028
REGION1,1,DEMINDHDG,1,INDHDG,2041,0.24856623073382775
REGION1,1,DEMINDHDG,1,INDHDG,2042,0.26164866393034497
REGION1,1,DEMINDHDG,1,INDHDG,2043,0.2747310971268622
REGION1,1,DEMINDHDG,1,INDHDG,2044,0.27689646388112177
REGION1,1,DEMINDHDG,1,INDHDG,2045,0.2768964638811218
REGION1,1,DEMINDHDG,1,INDHDG,2046,0.2894826667848092
REGION1,1,DEMINDHDG,1,INDHDG,2047,0.30206886968849656
REGION1,1,DEMINDHDG,1,INDHDG,2048,0.31465507259218384
REGION1,1,DEMINDHDG,1,INDHDG,2049,0.3272412754958712
REGION1,1,DEMINDHDG,1,INDHDG,2050,0.32724127549587123
REGION1,1,DEMINDNGS,1,INDNGS,2021,218.3699563260087
REGION1,1,DEMINDNGS,1,INDNGS,2022,229.1699541660092
REGION1,1,DEMINDNGS,1,INDNGS,2023,236.8799526240095
REGION1,1,DEMINDNGS,1,INDNGS,2024,230.17995396400931
REGION1,1,DEMINDNGS,1,INDNGS,2025,252.02994959401008
REGION1,1,DEMINDNGS,1,INDNGS,2026,275.82994483401114
REGION1,1,DEMINDNGS,1,INDNGS,2027,267.25994654801065
REGION1,1,DEMINDNGS,1,INDNGS,2028,258.57994828401047
REGION1,1,DEMINDNGS,1,INDNGS,2029,276.79994464001106
REGION1,1,DEMINDNGS,1,INDNGS,2030,297.3599405280119
REGION1,1,DEMINDNGS,1,INDNGS,2031,297.1593394530375
REGION1,1,DEMINDNGS,1,INDNGS,2032,293.17994136401177
REGION1,1,DEMINDNGS,1,INDNGS,2033,297.9199404160119
REGION1,1,DEMINDNGS,1,INDNGS,2034,303.87291229694387
REGION1,1,DEMINDNGS,1,INDNGS,2035,304.73993905201223
REGION1,1,DEMINDNGS,1,INDNGS,2036,305.1099389780122
REGION1,1,DEMINDNGS,1,INDNGS,2037,304.0999391800122
REGION1,1,DEMINDNGS,1,INDNGS,2038,303.62993927401214
REGION1,1,DEMINDNGS,1,INDNGS,2039,305.1904614057641
REGION1,1,DEMINDNGS,1,INDNGS,2040,306.47916020101206
REGION1,1,DEMINDNGS,1,INDNGS,2041,307.2099385580123
REGION1,1,DEMINDNGS,1,INDNGS,2042,309.0499381900124
REGION1,1,DEMINDNGS,1,INDNGS,2043,312.1707549018831
REGION1,1,DEMINDNGS,1,INDNGS,2044,313.63993727201256
REGION1,1,DEMINDNGS,1,INDNGS,2045,317.77105246166195
REGION1,1,DEMINDNGS,1,INDNGS,2046,320.00993599801285
REGION1,1,DEMINDNGS,1,INDNGS,2047,323.599935280013
REGION1,1,DEMINDNGS,1,INDNGS,2048,327.3999345200131
REGION1,1,DEMINDNGS,1,INDNGS,2049,331.4199337160133
REGION1,1,DEMINDNGS,1,INDNGS,2050,336.793447449868
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2021,0.8599998280000348
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2022,0.8599998280000348
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2023,0.8699998260000352
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2024,0.8799998240000357
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2025,0.8899998220000361
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2026,0.8999998200000365
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2027,0.9099998180000368
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2029,0.9299998140000376
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2032,0.9599998080000387
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2033,0.9799998040000397
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2034,0.98999980200004
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2035,0.9999998000000403
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2036,1.009999798000041
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2037,1.019999796000041
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2038,1.0299997940000418
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2039,1.039999792000042
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2040,1.0499997900000426
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2041,1.0599997880000431
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2042,1.079999784000044
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2043,1.0899997820000442
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2044,1.0999997800000447
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2045,1.109999778000045
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2046,1.1199997760000455
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2047,1.139999772000046
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2048,1.1499997700000466
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2049,1.159999768000047
REGION1,1,DEMPUBGWTBC1,1,PUBWATBC1,2050,1.1699997660000474
REGION1,1,DEMPUBSURBC1,1,PUBWATBC1,2028,0.9199998160000371
REGION1,1,DEMPUBSURBC1,1,PUBWATBC1,2030,0.939999812000038
REGION1,1,DEMPUBSURBC1,1,PUBWATBC1,2031,0.9499998100000384
REGION1,1,DEMPWRGEO,1,PWRGEO,2028,31.84777783956256
REGION1,1,DEMPWRGEO,1,PWRGEO,2029,131.65648800497408
REGION1,1,DEMPWRGEO,1,PWRGEO,2030,114.51239646053772
REGION1,1,DEMPWRGEO,1,PWRGEO,2031,97.12104613423824
REGION1,1,DEMPWRGEO,1,PWRGEO,2032,53.8088480186471
REGION1,1,DEMPWRGEO,1,PWRGEO,2033,59.047289181617415
REGION1,1,DEMPWRGEO,1,PWRGEO,2034,51.826590688952045
REGION1,1,DEMPWRGEO,1,PWRGEO,2035,41.032922798716555
REGION1,1,DEMPWRGEO,1,PWRGEO,2036,57.17027148957765
REGION1,1,DEMPWRGEO,1,PWRGEO,2037,47.375368322951566
REGION1,1,DEMPWRGEO,1,PWRGEO,2038,38.14117517659752
REGION1,1,DEMPWRGEO,1,PWRGEO,2039,29.13477047597856
REGION1,1,DEMPWRGEO,1,PWRGEO,2040,23.91274485496499
REGION1,1,DEMPWRGEO,1,PWRGEO,2041,20.61974163174311
REGION1,1,DEMPWRGEO,1,PWRGEO,2042,12.845341447889156
REGION1,1,DEMPWRGEO,1,PWRGEO,2043,5.29704238794983
REGION1,1,DEMPWRHYD,1,PWRHYD,2022,7.959370868839091
REGION1,1,DEMPWRHYD,1,PWRHYD,2023,30.298770079098823
REGION1,1,DEMPWRHYD,1,PWRHYD,2024,44.780070536519794
REGION1,1,DEMPWRHYD,1,PWRHYD,2025,59.817630934686754
REGION1,1,DEMPWRHYD,1,PWRHYD,2027,65.14605148017601
REGION1,1,DEMPWRHYD,1,PWRHYD,2028,65.14605148017601
REGION1,1,DEMPWRHYD,1,PWRHYD,2029,65.14605148017601
REGION1,1,DEMPWRHYD,1,PWRHYD,2034,68.80566391344
REGION1,1,DEMPWRHYD,1,PWRHYD,2036,68.80566391344
REGION1,1,DEMPWRHYD,1,PWRHYD,2037,71.95464633060939
REGION1,1,DEMPWRHYD,1,PWRHYD,2038,79.611412565952
REGION1,1,DEMPWRHYD,1,PWRHYD,2039,79.611412565952
REGION1,1,DEMPWRHYD,1,PWRHYD,2041,74.152347142608
REGION1,1,DEMPWRHYD,1,PWRHYD,2045,79.611412565952
REGION1,1,DEMPWRHYD,1,PWRHYD,2047,79.611412565952
REGION1,1,DEMPWRWND,1,PWRWND,2031,5.7269863610830365
REGION1,1,DEMPWRWND,1,PWRWND,2032,30.28127652192197
