REGION,TECHNOLOGY,FUEL,YEAR,VALUE
REGION1,LNDAGRBC1C05,WTRSURBC1,2038,84.37490168295719
REGION1,LNDAGRBC1C05,WTRSURBC1,2039,84.38564834345408
REGION1,LNDAGRBC1C05,WTRSURBC1,2040,84.37163286910767
REGION1,LNDAGRBC1C05,WTRSURBC1,2041,84.33411581716553
REGION1,LNDAGRBC1C05,WTRSURBC1,2042,84.30098711947439
REGION1,LNDAGRBC1C05,WTRSURBC1,2043,84.26642158169074
REGION1,LNDAGRBC1C05,WTRSURBC1,2044,84.23474148355882
REGION1,LNDAGRBC1C05,WTRSURBC1,2045,84.2025191540148
REGION1,LNDAGRBC1C05,WTRSURBC1,2046,84.17097719624023
REGION1,LNDAGRBC1C05,WTRSURBC1,2047,84.13866232783975
REGION1,LNDAGRBC1C05,WTRSURBC1,2048,84.10628086736163
REGION1,LNDAGRBC1C05,WTRSURBC1,2049,84.07482901072349
REGION1,LNDAGRBC1C05,WTRSURBC1,2050,84.0481756696253
REGION1,LNDAGRBC1C06,LND4PWR,2021,0.045299979409100175
REGION1,LNDAGRBC1C06,LND4PWR,2022,0.045800007980515894
REGION1,LNDAGRBC1C06,LND4PWR,2023,0.0462999985254777
REGION1,LNDAGRBC1C06,LND4PWR,2024,0.04679999850955413
REGION1,LNDAGRBC1C06,LND4PWR,2025,0.04739999849044585
REGION1,LNDAGRBC1C06,LND4PWR,2026,0.047899998474522275
REGION1,LNDAGRBC1C06,LND4PWR,2027,0.048399998458598714
REGION1,LNDAGRBC1C06,LND4PWR,2028,0.048899998442675154
REGION1,LNDAGRBC1C06,LND4PWR,2029,0.049499989394465635
REGION1,LNDAGRBC1C06,LND4PWR,2030,0.04999999676174847
REGION1,LNDAGRBC1C06,LND4PWR,2031,0.050599961907893724
REGION1,LNDAGRBC1C06,LND4PWR,2032,0.051099998372611456
REGION1,LNDAGRBC1C06,LND4PWR,2033,0.05169996665446562
REGION1,LNDAGRBC1C06,LND4PWR,2034,0.05229997646742575
REGION1,LNDAGRBC1C06,LND4PWR,2035,0.05279999831847132
REGION1,LNDAGRBC1C06,LND4PWR,2036,0.05339999829936305
REGION1,LNDAGRBC1C06,LND4PWR,2037,0.05399999828025477
REGION1,LNDAGRBC1C06,LND4PWR,2038,0.05459999826114649
REGION1,LNDAGRBC1C06,LND4PWR,2039,0.055199974909102195
REGION1,LNDAGRBC1C06,LND4PWR,2040,0.055799998222929935
REGION1,LNDAGRBC1C06,LND4PWR,2041,0.056400029568014695
REGION1,LNDAGRBC1C06,LND4PWR,2042,0.05699997409092076
REGION1,LNDAGRBC1C06,LND4PWR,2043,0.05769999816242037
REGION1,LNDAGRBC1C06,LND4PWR,2044,0.058299956111268855
REGION1,LNDAGRBC1C06,LND4PWR,2045,0.058900032228319445
REGION1,LNDAGRBC1C06,LND4PWR,2046,0.059600016266920366
REGION1,LNDAGRBC1C06,LND4PWR,2047,0.06020003293964058
REGION1,LNDAGRBC1C06,LND4PWR,2048,0.060899954153966956
REGION1,LNDAGRBC1C06,LND4PWR,2049,0.061599972000012604
REGION1,LNDAGRBC1C06,LND4PWR,2050,0.062299998015923556
REGION1,LNDAGRBC1C06,WTREVTBC1,2021,5.814765203902021
REGION1,LNDAGRBC1C06,WTREVTBC1,2022,5.815615298028245
REGION1,LNDAGRBC1C06,WTREVTBC1,2023,5.816465277097925
REGION1,LNDAGRBC1C06,WTREVTBC1,2024,5.817315307867417
REGION1,LNDAGRBC1C06,WTREVTBC1,2025,5.818335308174171
REGION1,LNDAGRBC1C06,WTREVTBC1,2026,5.819185294097345
REGION1,LNDAGRBC1C06,WTREVTBC1,2027,5.820035258425363
REGION1,LNDAGRBC1C06,WTREVTBC1,2028,5.8208851779253985
REGION1,LNDAGRBC1C06,WTREVTBC1,2029,5.821905262057624
REGION1,LNDAGRBC1C06,WTREVTBC1,2030,5.822755256689698
REGION1,LNDAGRBC1C06,WTREVTBC1,2031,5.823775327372309
REGION1,LNDAGRBC1C06,WTREVTBC1,2032,5.824625243699068
REGION1,LNDAGRBC1C06,WTREVTBC1,2033,5.825645180672172
REGION1,LNDAGRBC1C06,WTREVTBC1,2034,5.826665195117789
REGION1,LNDAGRBC1C06,WTREVTBC1,2035,5.827515201665922
REGION1,LNDAGRBC1C06,WTREVTBC1,2036,5.828535213639525
REGION1,LNDAGRBC1C06,WTREVTBC1,2037,5.829555330709805
REGION1,LNDAGRBC1C06,WTREVTBC1,2038,5.830575211959672
REGION1,LNDAGRBC1C06,WTREVTBC1,2039,5.831595346202288
REGION1,LNDAGRBC1C06,WTREVTBC1,2040,5.832615237047967
