REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
REGION1,BATTERY_STORAGE,ELCB02,1,2037,23,173.0940388519133
REGION1,BATTERY_STORAGE,ELCB02,1,2038,1,85.92048964031035
REGION1,BATTERY_STORAGE,ELCB02,1,2038,2,143.50322858764702
REGION1,BATTERY_STORAGE,ELCB02,1,2038,6,21.904514593026477
REGION1,BATTERY_STORAGE,ELCB02,1,2038,7,13.594017893254968
REGION1,BATTERY_STORAGE,ELCB02,1,2038,10,2.2405873347438066
REGION1,BATTERY_STORAGE,ELCB02,1,2038,12,34.90627597873857
REGION1,BATTERY_STORAGE,ELCB02,1,2038,15,17.034620034792216
REGION1,BATTERY_STORAGE,ELCB02,1,2038,17,8.268420430645257
REGION1,BATTERY_STORAGE,ELCB02,1,2038,19,244.73770650176544
REGION1,BATTERY_STORAGE,ELCB02,1,2038,21,103.38175171614402
REGION1,BATTERY_STORAGE,ELCB02,1,2038,22,169.8449184859152
REGION1,BATTERY_STORAGE,ELCB02,1,2038,23,169.30598583159653
REGION1,BATTERY_STORAGE,ELCB02,1,2038,24,206.49968482134935
REGION1,BATTERY_STORAGE,ELCB02,1,2039,1,171.4133065742705
REGION1,BATTERY_STORAGE,ELCB02,1,2039,2,28.418016725643565
REGION1,BATTERY_STORAGE,ELCB02,1,2039,4,99.21342354012643
REGION1,BATTERY_STORAGE,ELCB02,1,2039,6,138.94234894743315
REGION1,BATTERY_STORAGE,ELCB02,1,2039,12,35.62786052137401
REGION1,BATTERY_STORAGE,ELCB02,1,2039,19,234.7487139697425
REGION1,BATTERY_STORAGE,ELCB02,1,2039,20,193.23826573152124
REGION1,BATTERY_STORAGE,ELCB02,1,2039,21,161.6304798934182
REGION1,BATTERY_STORAGE,ELCB02,1,2039,22,166.3084195959638
REGION1,BATTERY_STORAGE,ELCB02,1,2039,23,56.89664908064957
REGION1,BATTERY_STORAGE,ELCB02,1,2039,24,203.34293994239223
REGION1,BATTERY_STORAGE,ELCB02,1,2040,1,72.64015987600341
REGION1,BATTERY_STORAGE,ELCB02,1,2040,2,20.273329136381047
REGION1,BATTERY_STORAGE,ELCB02,1,2040,4,100.55369919238836
REGION1,BATTERY_STORAGE,ELCB02,1,2040,6,6.820943298374616
