REGION,STORAGE,DAYTYPE,YEAR,VALUE
REGION1,HYDRODAM01,3,2031,0.03779867087210446
REGION1,HYDRODAM01,3,2032,0.9201679747930132
REGION1,HYDRODAM01,3,2033,1.670705718804243
REGION1,HYDRODAM01,3,2034,0.43235736825323673
REGION1,HYDRODAM01,3,2035,0.8871150209834556
REGION1,HYDRODAM01,3,2036,0.07147307549189906
REGION1,HYDRODAM01,3,2037,-0.026690716727713927
REGION1,HYDRODAM01,3,2038,-0.00012032046460020628
REGION1,HYDRODAM01,3,2039,0.0004866322976992907
REGION1,HYDRODAM01,3,2040,-0.0037327965325965047
REGION1,HYDRODAM01,3,2041,0.05326961647679584
REGION1,HYDRODAM01,3,2042,1.7375136296182818
REGION1,HYDRODAM01,3,2043,-1.6101503999999995
REGION1,HYDRODAM01,3,2044,-0.1577571203255407
REGION1,HYDRODAM01,3,2045,0.42967804175665936
REGION1,HYDRODAM01,4,2029,1.5572484876565703e-06
REGION1,HYDRODAM01,4,2030,0.0007460466054665116
REGION1,HYDRODAM01,4,2031,0.0005860259049938675
REGION1,HYDRODAM01,4,2032,-0.24204418467381444
REGION1,HYDRODAM01,4,2033,0.2655117824493731
REGION1,HYDRODAM01,4,2034,1.394268316177268
REGION1,HYDRODAM01,4,2035,-1.2021938042982698
REGION1,HYDRODAM01,4,2036,-0.07147307549189906
REGION1,HYDRODAM01,4,2037,0.0036043873871613673
REGION1,HYDRODAM01,4,2038,-0.0003322281485229584
REGION1,HYDRODAM01,4,2039,-0.00010868020123290462
REGION1,HYDRODAM01,4,2040,-0.0010382879637600903
REGION1,HYDRODAM01,4,2041,0.01716734458274921
REGION1,HYDRODAM01,4,2042,-0.3880410975691484
REGION1,HYDRODAM01,4,2043,-1.0157995812080531
REGION1,HYDRODAM01,4,2044,0.07489852759747072
REGION1,HYDRODAM01,4,2045,0.0965942884569236
