ERA5_cell,project_name,longitude,latitude,regional_system,expected_cod,poi,potential_capacity,annual_energy_GWh,Region,resource_type,capex,Operational_life,vom,fom,start_year
Thompson-Nicola_-120.75_50.5,ShTSaQU Solar Project,-120.8426,50.5481,Kelly Nicola,30-Sep-30,1L203,104.0,215.0,Thompson-Nicola,solar,1482.68328030212,20.0,23.76559999999999,0.0,2030
