cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank,Operational_life,resource_type
EastKootenay_1,56.14545401633012,1366.5982035504765,0.02376560345636052,0.0,0.23513884980109906,1,2542.4415086023137,EastKootenay,BC_ATH_DSS,1.6786654600969104,1,20,solar
Okanagan-Similkameen_1,56.230892739580064,1366.5982035504765,0.02376560345636052,0.0,0.22789875852264987,1,818.628590723552,Okanagan-Similkameen,BC_VAS_TSS,2.1874318363184018,2,20,solar
KootenayBoundary_1,56.85826074578033,1366.5982035504765,0.02376560345636052,0.0,0.2233219617038697,1,508.8347024614554,KootenayBoundary,BC_BWS_DSS,3.8215741470576794,3,20,solar
NorthOkanagan_1,56.962208856761286,1366.5982035504765,0.02376560345636052,0.0,0.21824448642013827,1,1572.1971121991396,NorthOkanagan,BC_VNT_TSS,2.526085761278576,4,20,solar
CentralKootenay_1,58.503092082761206,1366.5982035504765,0.02376560345636052,0.0,0.21776437573182297,1,1246.208714771974,CentralKootenay,BC_CRE_DSS,3.148788130840502,5,20,solar
KootenayBoundary_2,58.59367117670336,1366.5982035504765,0.02376560345636052,0.0,0.21488328024523196,2,649.3399097824525,KootenayBoundary,BC_SEL_TSS,4.308540473020332,6,20,solar
Okanagan-Similkameen_2,60.603722505508195,1366.5982035504765,0.02376560345636052,0.0,0.22779383190563413,2,855.1635306301747,Okanagan-Similkameen,BC_NKM_DSS,10.643395322566484,7,20,solar
Thompson-Nicola_1,60.83352111636741,1366.5982035504765,0.02376560345636052,0.0,0.21891471724125963,1,1807.1859308289386,Thompson-Nicola,BC_KLY_DSS,3.7290943143296005,8,20,solar
