REGION,TECHNOLOGY,DAYTYPE,YEAR,VALUE
REGION1,BATTERY,3,2031,0.21685231425712137
REGION1,BATTERY,3,2032,0.49519145801246406
REGION1,BATTERY,3,2033,0.8119461917669034
REGION1,BATTERY,3,2034,1.0424475776559707
REGION1,BATTERY,3,2035,1.2365334356421227
REGION1,BATTERY,3,2036,1.4210600105129405
REGION1,BATTERY,3,2037,1.5938950187495318
REGION1,BATTERY,3,2038,1.7596182500630932
REGION1,BATTERY,3,2039,1.9395934340946168
REGION1,BATTERY,3,2040,2.150766425613603
REGION1,BATTERY,3,2041,2.3477077660493344
REGION1,BATTERY,3,2042,2.563627966465243
REGION1,BATTERY,3,2043,2.815242058799695
REGION1,BATTERY,3,2044,2.9825043423609365
REGION1,BATTERY,3,2045,3.1242081805688127
REGION1,BATTERY,3,2046,3.2867813853154617
REGION1,BATTERY,3,2047,3.3884847112999905
REGION1,BATTERY,3,2048,3.4924302197286106
REGION1,BATTERY,3,2049,3.5955844379769424
REGION1,BATTERY,3,2050,3.898536437177613
REGION1,BATTERY,4,2021,0.18840983560449487
REGION1,BATTERY,4,2022,0.18840983560449487
REGION1,BATTERY,4,2023,0.18840983560449487
REGION1,BATTERY,4,2024,0.18840983560449487
REGION1,BATTERY,4,2025,0.1878942136583712
REGION1,BATTERY,4,2026,0.06127325049619826
REGION1,BATTERY,4,2027,0.06386345244634763
REGION1,BATTERY,4,2028,0.048935448409956686
REGION1,BATTERY,4,2029,0.16192210847518848
REGION1,BATTERY,4,2030,0.2440397263854593
REGION1,BATTERY,4,2031,0.3079706120614094
REGION1,BATTERY,4,2032,0.5682947790422155
REGION1,BATTERY,4,2033,0.8641458158589411
REGION1,BATTERY,4,2034,1.082367837147563
REGION1,BATTERY,4,2035,1.2653435335171217
REGION1,BATTERY,4,2036,1.439088158664844
REGION1,BATTERY,4,2037,1.6018410559539102
REGION1,BATTERY,4,2038,1.7580593275727563
REGION1,BATTERY,4,2039,1.9283182522527624
REGION1,BATTERY,4,2040,2.1276559312630603
REGION1,BATTERY,4,2041,2.313633619203333
REGION1,BATTERY,4,2042,2.517373333938147
REGION1,BATTERY,4,2043,2.754330125576677
REGION1,BATTERY,4,2044,2.9120412690929136
REGION1,BATTERY,4,2045,3.0418712332227518
REGION1,BATTERY,4,2046,3.190641634293516
REGION1,BATTERY,4,2047,3.2845894903184103
REGION1,BATTERY,4,2048,3.3806172049975425
REGION1,BATTERY,4,2049,3.4756371977765834
REGION1,BATTERY,4,2050,3.7702746117414585
REGION1,BATTERY,5,2021,0.18840983560449487
REGION1,BATTERY,5,2022,0.18840983560449487
REGION1,BATTERY,5,2023,0.18840983560449487
REGION1,BATTERY,5,2024,0.18840983560449487
REGION1,BATTERY,5,2025,0.1878942136583712
REGION1,BATTERY,5,2026,0.0612805210868951
REGION1,BATTERY,5,2027,0.06397179000276935
REGION1,BATTERY,5,2028,0.04955912577822334
REGION1,BATTERY,5,2029,0.1615677115703523
REGION1,BATTERY,5,2030,0.24386102415532965
REGION1,BATTERY,5,2031,0.3061182316845721
REGION1,BATTERY,5,2032,0.6257243498300481
REGION1,BATTERY,5,2033,0.9631590752901537
REGION1,BATTERY,5,2034,1.203166276802598
REGION1,BATTERY,5,2035,1.3996118805803588
REGION1,BATTERY,5,2036,1.5849618241965429
REGION1,BATTERY,5,2037,1.7586675204796876
REGION1,BATTERY,5,2038,1.9265187687649517
REGION1,BATTERY,5,2039,2.113323140528168
REGION1,BATTERY,5,2040,2.3312168420621453
REGION1,BATTERY,5,2041,2.535027649885134
REGION1,BATTERY,5,2042,2.75853692435816
REGION1,BATTERY,5,2043,3.016442307895043
REGION1,BATTERY,5,2044,3.187135929087708
REGION1,BATTERY,5,2045,3.308971345179321
REGION1,BATTERY,5,2046,3.447890442121735
REGION1,BATTERY,5,2047,3.5379621542268085
REGION1,BATTERY,5,2048,3.6300325963924487
REGION1,BATTERY,5,2049,3.7209871451997714
REGION1,BATTERY,5,2050,3.900218695872249
REGION1,BATTERY,6,2021,0.18840983560449487
REGION1,BATTERY,6,2022,0.18840983560449487
REGION1,BATTERY,6,2023,0.18840983560449487
REGION1,BATTERY,6,2024,0.18840983560449487
REGION1,BATTERY,6,2025,0.18606508237204877
REGION1,BATTERY,6,2026,0.04203777689489606
REGION1,BATTERY,6,2027,0.044024464678288217
REGION1,BATTERY,6,2028,0.03394561416205821
REGION1,BATTERY,6,2029,0.11031271991468466
REGION1,BATTERY,6,2030,0.16699645866680785
REGION1,BATTERY,6,2031,0.2073597586757457
REGION1,BATTERY,6,2032,0.4979999368209904
REGION1,BATTERY,6,2033,0.8071281492454568
REGION1,BATTERY,6,2034,1.0307745370749926
REGION1,BATTERY,6,2035,1.2121754367716888
REGION1,BATTERY,6,2036,1.3829494075740376
REGION1,BATTERY,6,2037,1.543002523368035
REGION1,BATTERY,6,2038,1.6979827342332974
REGION1,BATTERY,6,2039,1.8717878030950963
REGION1,BATTERY,6,2040,2.074735604165519
REGION1,BATTERY,6,2041,2.264631852644696
REGION1,BATTERY,6,2042,2.4731055432521813
REGION1,BATTERY,6,2043,2.713581562084082
REGION1,BATTERY,6,2044,2.872022238909549
REGION1,BATTERY,6,2045,2.979237265891105
REGION1,BATTERY,6,2046,3.1015559461715347
REGION1,BATTERY,6,2047,3.1811256732849564
REGION1,BATTERY,6,2048,3.2624743214707475
REGION1,BATTERY,6,2049,3.34241399764729
REGION1,BATTERY,6,2050,3.51038644347988
REGION1,BATTERY,7,2021,0.18840983560449487
REGION1,BATTERY,7,2022,0.18840983560449487
REGION1,BATTERY,7,2023,0.18840983560449487
REGION1,BATTERY,7,2024,0.18840983560449487
REGION1,BATTERY,7,2025,0.18606508237204877
REGION1,BATTERY,7,2026,0.058357973277986426
REGION1,BATTERY,7,2027,0.0605496826204205
REGION1,BATTERY,7,2028,0.04849525643516989
REGION1,BATTERY,7,2029,0.15523875849544724
REGION1,BATTERY,7,2030,0.23299601526666627
REGION1,BATTERY,7,2031,0.2984780564800337
REGION1,BATTERY,7,2032,0.5711032578507418
REGION1,BATTERY,7,2033,0.8593277733374945
REGION1,BATTERY,7,2034,1.0706947965665852
REGION1,BATTERY,7,2035,1.2409855346466878
REGION1,BATTERY,7,2036,1.4009775557259414
REGION1,BATTERY,7,2037,1.5509485605724131
REGION1,BATTERY,7,2038,1.6964238117429604
REGION1,BATTERY,7,2039,1.8605126212532417
REGION1,BATTERY,7,2040,2.0516251098149763
REGION1,BATTERY,7,2041,2.2305577057986943
REGION1,BATTERY,7,2042,2.4268509107250864
REGION1,BATTERY,7,2043,2.652669628861064
REGION1,BATTERY,7,2044,2.801559165641525
REGION1,BATTERY,7,2045,2.8969003185450437
REGION1,BATTERY,7,2046,3.005416195149589
REGION1,BATTERY,7,2047,3.077230452303376
REGION1,BATTERY,7,2048,3.15066130673968
REGION1,BATTERY,7,2049,3.222466757446931
REGION1,BATTERY,7,2050,3.3821246180437257
REGION1,BATTERY,8,2021,0.18840983560449487
REGION1,BATTERY,8,2022,0.18840983560449487
REGION1,BATTERY,8,2023,0.18840983560449487
REGION1,BATTERY,8,2024,0.18840983560449487
REGION1,BATTERY,8,2025,0.18423595108572627
REGION1,BATTERY,8,2026,0.039115229085987385
REGION1,BATTERY,8,2027,0.04060235729593936
REGION1,BATTERY,8,2028,0.03288174481900476
REGION1,BATTERY,8,2029,0.10398376683977958
REGION1,BATTERY,8,2030,0.15613144977814447
REGION1,BATTERY,8,2031,0.19971958347120733
REGION1,BATTERY,8,2032,0.4433788448416841
REGION1,BATTERY,8,2033,0.7032968472927977
REGION1,BATTERY,8,2034,0.8983030568389798
REGION1,BATTERY,8,2035,1.0535490908380178
REGION1,BATTERY,8,2036,1.1989651391034364
REGION1,BATTERY,8,2037,1.3352835634607605
REGION1,BATTERY,8,2038,1.467887777211306
REGION1,BATTERY,8,2039,1.61897728382017
REGION1,BATTERY,8,2040,1.7951438719183497
REGION1,BATTERY,8,2041,1.960161908558256
REGION1,BATTERY,8,2042,2.141419529619108
REGION1,BATTERY,8,2043,2.3498088830501027
REGION1,BATTERY,8,2044,2.4864454754633663
REGION1,BATTERY,8,2045,2.5671662392568275
REGION1,BATTERY,8,2046,2.659081699199389
REGION1,BATTERY,8,2047,2.720393971361524
REGION1,BATTERY,8,2048,2.7831030318179777
REGION1,BATTERY,8,2049,2.8438936098944496
REGION1,BATTERY,8,2050,2.9922923656513567
REGION1,BATTERY,9,2021,0.18840983560449487
REGION1,BATTERY,9,2022,0.18840983560449487
REGION1,BATTERY,9,2023,0.18840983560449487
REGION1,BATTERY,9,2024,0.18840983560449487
REGION1,BATTERY,9,2025,0.18372032913960265
REGION1,BATTERY,9,2026,0.03848548838399808
REGION1,BATTERY,9,2027,0.03989465064896228
REGION1,BATTERY,9,2028,0.031227023232330266
REGION1,BATTERY,9,2029,0.1025099833113353
REGION1,BATTERY,9,2030,0.1537291309770436
REGION1,BATTERY,9,2031,0.1975169460176528
REGION1,BATTERY,9,2032,0.3674832668943303
REGION1,BATTERY,9,2033,0.5854108395977359
REGION1,BATTERY,9,2034,0.760370099263727
REGION1,BATTERY,9,2035,0.908935361315687
REGION1,BATTERY,9,2036,1.0504291666522694
REGION1,BATTERY,9,2037,1.1829661628963766
REGION1,BATTERY,9,2038,1.3099607424057995
REGION1,BATTERY,9,2039,1.4471525310183273
REGION1,BATTERY,9,2040,1.608106513752369
REGION1,BATTERY,9,2041,1.7582928879182278
REGION1,BATTERY,9,2042,1.9230521151557871
REGION1,BATTERY,9,2043,2.1147921057215093
REGION1,BATTERY,9,2044,2.2423961829811514
REGION1,BATTERY,9,2045,2.35492915988714
REGION1,BATTERY,9,2046,2.483796342541031
REGION1,BATTERY,9,2047,2.5639738509801333
REGION1,BATTERY,9,2048,2.645886247406447
REGION1,BATTERY,9,2049,2.728221394429506
REGION1,BATTERY,9,2050,3.050758117124136
REGION1,BATTERY,10,2021,0.18840983560449487
REGION1,BATTERY,10,2022,0.18840983560449487
REGION1,BATTERY,10,2023,0.18840983560449487
REGION1,BATTERY,10,2024,0.18840983560449487
REGION1,BATTERY,10,2025,0.18189119785328012
REGION1,BATTERY,10,2026,0.01924274419199904
REGION1,BATTERY,10,2027,0.019947325324481145
REGION1,BATTERY,10,2028,0.015613511616165133
REGION1,BATTERY,10,2029,0.051254991655667645
REGION1,BATTERY,10,2030,0.0768645654885218
REGION1,BATTERY,10,2031,0.0987584730088264
REGION1,BATTERY,10,2032,0.23975885388527263
REGION1,BATTERY,10,2033,0.429379913553039
REGION1,BATTERY,10,2034,0.5879783595361217
REGION1,BATTERY,10,2035,0.721498917507017
REGION1,BATTERY,10,2036,0.8484167500297641
REGION1,BATTERY,10,2037,0.9673011657847238
REGION1,BATTERY,10,2038,1.0814247078741452
REGION1,BATTERY,10,2039,1.2056171935852555
REGION1,BATTERY,10,2040,1.3516252758557423
REGION1,BATTERY,10,2041,1.4878970906777895
REGION1,BATTERY,10,2042,1.6376207340498086
REGION1,BATTERY,10,2043,1.8119313599105484
REGION1,BATTERY,10,2044,1.927282492802992
REGION1,BATTERY,10,2045,2.025195080598924
REGION1,BATTERY,10,2046,2.137461846590831
REGION1,BATTERY,10,2047,2.2071373700382813
REGION1,BATTERY,10,2048,2.2783279724847447
REGION1,BATTERY,10,2049,2.349648246877025
REGION1,BATTERY,10,2050,2.660925864731768
REGION1,BATTERY,11,2021,0.18840983560449487
REGION1,BATTERY,11,2022,0.18840983560449487
REGION1,BATTERY,11,2023,0.18840983560449487
REGION1,BATTERY,11,2024,0.18840983560449487
REGION1,BATTERY,11,2025,0.18006206656695767
REGION1,BATTERY,11,2032,0.11203444087621496
REGION1,BATTERY,11,2033,0.27334898750834213
REGION1,BATTERY,11,2034,0.415586619808516
REGION1,BATTERY,11,2035,0.534062473698347
REGION1,BATTERY,11,2036,0.6464043334072591
REGION1,BATTERY,11,2037,0.7516361686730709
REGION1,BATTERY,11,2038,0.8528886733424909
REGION1,BATTERY,11,2039,0.964081856152184
REGION1,BATTERY,11,2040,1.0951440379591162
REGION1,BATTERY,11,2041,1.2175012934373513
REGION1,BATTERY,11,2042,1.35218935294383
REGION1,BATTERY,11,2043,1.5090706140995875
REGION1,BATTERY,11,2044,1.6121688026248326
REGION1,BATTERY,11,2045,1.695461001310708
REGION1,BATTERY,11,2046,1.7911273506406304
REGION1,BATTERY,11,2047,1.8503008890964288
REGION1,BATTERY,11,2048,1.910769697563044
REGION1,BATTERY,11,2049,1.971075099324544
REGION1,BATTERY,11,2050,2.2710936123394
REGION1,BATTERY,12,2021,0.18840983560449487
REGION1,BATTERY,12,2022,0.18840983560449487
REGION1,BATTERY,12,2023,0.18840983560449487
REGION1,BATTERY,12,2024,0.18840983560449487
REGION1,BATTERY,12,2025,0.18006206656695767
REGION1,BATTERY,12,2026,0.016320196383090364
REGION1,BATTERY,12,2027,0.016525217942132287
REGION1,BATTERY,12,2028,0.014549642273111675
REGION1,BATTERY,12,2029,0.044926038580762585
REGION1,BATTERY,12,2030,0.06599955659985843
REGION1,BATTERY,12,2031,0.09111829780428803
REGION1,BATTERY,12,2032,0.1851377619059664
REGION1,BATTERY,12,2033,0.32554861160038
REGION1,BATTERY,12,2034,0.45550687930010814
REGION1,BATTERY,12,2035,0.562872571573346
REGION1,BATTERY,12,2036,0.664432481559163
REGION1,BATTERY,12,2037,0.7595822058774494
REGION1,BATTERY,12,2038,0.8513297508521539
REGION1,BATTERY,12,2039,0.9528066743103296
REGION1,BATTERY,12,2040,1.0720335436085735
REGION1,BATTERY,12,2041,1.18342714659135
REGION1,BATTERY,12,2042,1.3059347204167344
REGION1,BATTERY,12,2043,1.448158680876569
REGION1,BATTERY,12,2044,1.5417057293568093
REGION1,BATTERY,12,2045,1.613124053964646
REGION1,BATTERY,12,2046,1.6949875996186852
REGION1,BATTERY,12,2047,1.7464056681148488
REGION1,BATTERY,12,2048,1.798956682831976
REGION1,BATTERY,12,2049,1.851127859124184
REGION1,BATTERY,12,2050,2.1428317869032454
REGION1,BATTERY,13,2021,0.18840983560449487
REGION1,BATTERY,13,2022,0.18840983560449487
REGION1,BATTERY,13,2023,0.18840983560449487
REGION1,BATTERY,13,2024,0.18840983560449487
REGION1,BATTERY,13,2025,0.17954644462083402
REGION1,BATTERY,13,2026,0.01569045568110106
REGION1,BATTERY,13,2027,0.015817511295155212
REGION1,BATTERY,13,2028,0.01289492068643718
REGION1,BATTERY,13,2029,0.04345225505231831
REGION1,BATTERY,13,2030,0.06359723779875755
REGION1,BATTERY,13,2031,0.08891566035073352
REGION1,BATTERY,13,2032,0.1092421839586126
REGION1,BATTERY,13,2033,0.20766260390531807
REGION1,BATTERY,13,2034,0.31757392172485543
REGION1,BATTERY,13,2035,0.4182588420510151
REGION1,BATTERY,13,2036,0.515896509107996
REGION1,BATTERY,13,2037,0.6072648053130657
REGION1,BATTERY,13,2038,0.6934027160466476
REGION1,BATTERY,13,2039,0.7809819215084866
REGION1,BATTERY,13,2040,0.8849961854425926
REGION1,BATTERY,13,2041,0.981558125951322
REGION1,BATTERY,13,2042,1.087567305953414
REGION1,BATTERY,13,2043,1.2131419035479751
REGION1,BATTERY,13,2044,1.297656436874594
REGION1,BATTERY,13,2045,1.4008869745949577
REGION1,BATTERY,13,2046,1.5197022429603264
REGION1,BATTERY,13,2047,1.589985547733458
REGION1,BATTERY,13,2048,1.661739898420445
REGION1,BATTERY,13,2049,1.7354556436592403
REGION1,BATTERY,13,2050,2.201297538376024
REGION1,BATTERY,14,2021,0.18840983560449487
REGION1,BATTERY,14,2022,0.18840983560449487
REGION1,BATTERY,14,2023,0.18840983560449487
REGION1,BATTERY,14,2024,0.18840983560449487
REGION1,BATTERY,14,2025,0.17954644462083402
REGION1,BATTERY,14,2026,0.03201065206419143
REGION1,BATTERY,14,2027,0.0323427292372875
REGION1,BATTERY,14,2028,0.027444562959548856
REGION1,BATTERY,14,2029,0.08837829363308089
REGION1,BATTERY,14,2030,0.129596794398616
REGION1,BATTERY,14,2031,0.18003395815502157
REGION1,BATTERY,14,2032,0.182345504988364
REGION1,BATTERY,14,2033,0.2598622279973559
REGION1,BATTERY,14,2034,0.3574941812164476
REGION1,BATTERY,14,2035,0.4470689399260141
REGION1,BATTERY,14,2036,0.5339246572598999
REGION1,BATTERY,14,2037,0.6152108425174443
REGION1,BATTERY,14,2038,0.6918437935563108
REGION1,BATTERY,14,2039,0.7697067396666323
REGION1,BATTERY,14,2040,0.86188569109205
REGION1,BATTERY,14,2041,0.9474839791053203
REGION1,BATTERY,14,2042,1.0413126734263185
REGION1,BATTERY,14,2043,1.1522299703249566
REGION1,BATTERY,14,2044,1.2271933636065706
REGION1,BATTERY,14,2045,1.3185500272488953
REGION1,BATTERY,14,2046,1.4235624919383811
REGION1,BATTERY,14,2047,1.4860903267518777
REGION1,BATTERY,14,2048,1.5499268836893767
REGION1,BATTERY,14,2049,1.6155084034588811
REGION1,BATTERY,14,2050,2.0730357129398698
REGION1,BATTERY,15,2021,0.18840983560449487
REGION1,BATTERY,15,2022,0.18840983560449487
REGION1,BATTERY,15,2023,0.18840983560449487
REGION1,BATTERY,15,2024,0.18840983560449487
REGION1,BATTERY,15,2025,0.17771731333451157
REGION1,BATTERY,15,2026,0.012767907872192391
REGION1,BATTERY,15,2027,0.01239540391280636
REGION1,BATTERY,15,2028,0.011831051343383725
REGION1,BATTERY,15,2029,0.03712330197741324
REGION1,BATTERY,15,2030,0.05273222891009419
REGION1,BATTERY,15,2031,0.08127548514619513
REGION1,BATTERY,15,2032,0.0546210919793063
REGION1,BATTERY,15,2033,0.10383130195265904
REGION1,BATTERY,15,2034,0.18510244148884217
REGION1,BATTERY,15,2035,0.25963249611734407
REGION1,BATTERY,15,2036,0.3319122406373947
REGION1,BATTERY,15,2037,0.39954584540579136
REGION1,BATTERY,15,2038,0.4633077590246564
REGION1,BATTERY,15,2039,0.5281714022335605
REGION1,BATTERY,15,2040,0.6054044531954236
REGION1,BATTERY,15,2041,0.6770881818648823
REGION1,BATTERY,15,2042,0.75588129232034
REGION1,BATTERY,15,2043,0.8493692245139959
REGION1,BATTERY,15,2044,0.9120796734284116
REGION1,BATTERY,15,2045,0.9888159479606797
REGION1,BATTERY,15,2046,1.0772279959881812
REGION1,BATTERY,15,2047,1.1292538458100256
REGION1,BATTERY,15,2048,1.1823686087676752
REGION1,BATTERY,15,2049,1.2369352559064
REGION1,BATTERY,15,2050,1.6832034605475013
REGION1,BATTERY,16,2021,0.18840983560449487
REGION1,BATTERY,16,2022,0.18840983560449487
REGION1,BATTERY,16,2023,0.18840983560449487
REGION1,BATTERY,16,2024,0.18840983560449487
REGION1,BATTERY,16,2025,0.17771731333451157
REGION1,BATTERY,16,2026,0.02908810425528276
REGION1,BATTERY,16,2027,0.028920621854938648
REGION1,BATTERY,16,2028,0.0263806936164954
REGION1,BATTERY,16,2029,0.08204934055817582
REGION1,BATTERY,16,2030,0.1187317855099526
REGION1,BATTERY,16,2031,0.1723937829504832
REGION1,BATTERY,16,2032,0.12772441300905768
REGION1,BATTERY,16,2033,0.15603092604469687
REGION1,BATTERY,16,2034,0.2250227009804344
REGION1,BATTERY,16,2035,0.288442593992343
REGION1,BATTERY,16,2036,0.34994038878929856
REGION1,BATTERY,16,2037,0.40749188261017
REGION1,BATTERY,16,2038,0.46174883653431953
REGION1,BATTERY,16,2039,0.5168962203917062
REGION1,BATTERY,16,2040,0.5822939588448809
REGION1,BATTERY,16,2041,0.6430140350188809
REGION1,BATTERY,16,2042,0.7096266597932441
REGION1,BATTERY,16,2043,0.7884572912909773
REGION1,BATTERY,16,2044,0.8416166001603882
REGION1,BATTERY,16,2045,0.9064790006146176
REGION1,BATTERY,16,2046,0.981088244966236
REGION1,BATTERY,16,2047,1.0253586248284452
REGION1,BATTERY,16,2048,1.0705555940366072
REGION1,BATTERY,16,2049,1.1169880157060406
REGION1,BATTERY,16,2050,1.5549416351113472
REGION1,BATTERY,17,2021,0.18840983560449487
REGION1,BATTERY,17,2022,0.18840983560449487
REGION1,BATTERY,17,2023,0.18840983560449487
REGION1,BATTERY,17,2024,0.18840983560449487
REGION1,BATTERY,17,2025,0.17588818204818907
REGION1,BATTERY,17,2026,0.009845360063283716
REGION1,BATTERY,17,2027,0.008973296530457506
REGION1,BATTERY,17,2028,0.010767182000330267
REGION1,BATTERY,17,2029,0.030794348902508168
REGION1,BATTERY,17,2030,0.041867220021430805
REGION1,BATTERY,17,2031,0.07363530994165679
REGION1,BATTERY,17,2034,0.05263096125282888
REGION1,BATTERY,17,2035,0.10100615018367304
REGION1,BATTERY,17,2036,0.14792797216679343
REGION1,BATTERY,17,2037,0.19182688549851715
REGION1,BATTERY,17,2038,0.23321280200266503
REGION1,BATTERY,17,2039,0.27536088295863453
REGION1,BATTERY,17,2040,0.3258127209482545
REGION1,BATTERY,17,2041,0.3726182377784424
REGION1,BATTERY,17,2042,0.4241952786872657
REGION1,BATTERY,17,2043,0.48559654548001646
REGION1,BATTERY,17,2044,0.526502909982229
REGION1,BATTERY,17,2045,0.576744921326402
REGION1,BATTERY,17,2046,0.634753749016036
REGION1,BATTERY,17,2047,0.6685221438865931
REGION1,BATTERY,17,2048,0.7029973191149056
REGION1,BATTERY,17,2049,0.7384148681535595
REGION1,BATTERY,17,2050,1.165109382718979
REGION1,BATTERY,18,2021,0.18840983560449487
REGION1,BATTERY,18,2022,0.18840983560449487
REGION1,BATTERY,18,2023,0.18840983560449487
REGION1,BATTERY,18,2024,0.18840983560449487
REGION1,BATTERY,18,2025,0.17588818204818907
REGION1,BATTERY,18,2026,0.02616555644637408
REGION1,BATTERY,18,2027,0.025498514472589797
REGION1,BATTERY,18,2028,0.025316824273441944
REGION1,BATTERY,18,2029,0.07572038748327076
REGION1,BATTERY,18,2030,0.10786677662128924
REGION1,BATTERY,18,2031,0.16475360774594483
REGION1,BATTERY,18,2032,0.07310332102975138
REGION1,BATTERY,18,2033,0.05219962409203783
REGION1,BATTERY,18,2034,0.09255122074442108
REGION1,BATTERY,18,2035,0.129816248058672
REGION1,BATTERY,18,2036,0.16595612031869733
REGION1,BATTERY,18,2037,0.19977292270289573
REGION1,BATTERY,18,2038,0.23165387951232816
REGION1,BATTERY,18,2039,0.26408570111678026
REGION1,BATTERY,18,2040,0.3027022265977118
REGION1,BATTERY,18,2041,0.3385440909324411
REGION1,BATTERY,18,2042,0.37794064616017
REGION1,BATTERY,18,2043,0.42468461225699794
REGION1,BATTERY,18,2044,0.45603983671420567
REGION1,BATTERY,18,2045,0.4944079739803399
REGION1,BATTERY,18,2046,0.5386139979940906
REGION1,BATTERY,18,2047,0.5646269229050128
REGION1,BATTERY,18,2048,0.5911843043838376
REGION1,BATTERY,18,2049,0.6184676279532
REGION1,BATTERY,18,2050,1.0368475572828246
REGION1,BATTERY,19,2021,0.18840983560449487
REGION1,BATTERY,19,2022,0.18840983560449487
REGION1,BATTERY,19,2023,0.18840983560449487
REGION1,BATTERY,19,2024,0.18840983560449487
REGION1,BATTERY,19,2025,0.17588818204818907
REGION1,BATTERY,19,2026,0.04248575282946444
REGION1,BATTERY,19,2027,0.04202373241472208
REGION1,BATTERY,19,2028,0.03986646654655362
REGION1,BATTERY,19,2029,0.12064642606403334
REGION1,BATTERY,19,2030,0.17386633322114767
REGION1,BATTERY,19,2031,0.25587190555023287
REGION1,BATTERY,19,2032,0.14620664205950276
REGION1,BATTERY,19,2033,0.10439924818407566
REGION1,BATTERY,19,2034,0.13247148023601327
REGION1,BATTERY,19,2035,0.15862634593367098
REGION1,BATTERY,19,2036,0.18398426847060123
REGION1,BATTERY,19,2037,0.2077189599072743
REGION1,BATTERY,19,2038,0.2300949570219913
REGION1,BATTERY,19,2039,0.252810519274926
REGION1,BATTERY,19,2040,0.2795917322471691
REGION1,BATTERY,19,2041,0.30446994408643974
REGION1,BATTERY,19,2042,0.33168601363307426
REGION1,BATTERY,19,2043,0.36377267903397936
REGION1,BATTERY,19,2044,0.3855767634461824
REGION1,BATTERY,19,2045,0.41207102663427775
REGION1,BATTERY,19,2046,0.44247424697214527
REGION1,BATTERY,19,2047,0.4607317019234325
REGION1,BATTERY,19,2048,0.4793712896527697
REGION1,BATTERY,19,2049,0.4985203877528406
