y,Capital costs,Fixed costs,Variable costs,Fuel costs
2020,3.974768008491997,2.0097415488769954,1.8977972187914551,3.4397830399176588
2021,4.052420612872589,2.0062610879797247,1.9304369569152788,3.5067447028596126
2022,4.013009719088994,1.9867496526688477,1.959901402769686,3.567200305523372
2023,4.109311290381405,1.9858006825636023,1.992931920928996,3.6349775362676757
2024,5.325977586098638,2.1702944685928576,1.9459010909400836,3.563050006524962
2025,9.72920608495849,3.0278984407922462,1.1833824273072062,1.6818558082179516
2026,15.21620000092793,3.250157668688543,0.3099080736917455,0.26824752292601667
2027,15.371489381284693,3.271576940786444,0.35555060318629705,0.3687930748687724
2028,15.511276822964602,3.290722954574144,0.3976059004923088,0.4613681856707482
2029,15.716939863003333,3.3198821989528793,0.43540399037781236,0.5445678151974702
2030,15.892319857816636,3.344333869767603,0.47731298343975503,0.6368246552111994
2031,16.54659282585537,3.4360309780439118,0.6234794411177644,0.9585671217565211
2032,17.105252640756994,3.5143188624974044,0.7483100554517688,1.233348248969557
2033,17.586964470849896,3.5818290420819485,0.8559318936877078,1.4702463455149548
2034,18.0013026873734,3.6395784853521707,0.95049280594224,1.678259473053374
2035,18.660972624979706,3.699137366130373,1.0033851288571567,1.7285712142417244
2036,19.33220964733884,3.765023159110598,1.016946000577534,1.6498220569377924
2037,19.996275833170362,3.7616401751505197,0.9716906403940887,1.5803883472196645
2038,20.904294070785404,3.7237109123062515,0.91482856548424,1.4842610281736959
2039,21.82272313894129,3.6741854450324034,0.8577038864775948,1.3849808076995356
2040,22.549137612437384,3.6259990729178497,0.8184742876603475,1.3214561433382654
2041,23.213469700955017,3.5803786570201224,0.7824928781370111,1.2633744517295953
2042,24.51941714616327,3.549444300001733,0.7499086544294801,1.210787062555261
2043,25.064351930344266,3.5623616230022384,0.7284609432847742,1.1811333976759044
2044,24.87890885659303,3.5187589693542063,0.7961002007855433,1.3470815984741538
2045,25.342296690718168,3.4661253745599643,0.878461550312358,1.547900005151597
2046,25.036367155336926,3.417550582328124,0.9543604046586248,1.7368986929947157
2047,24.75164396323062,3.3723437533615876,1.0249867687872465,1.9164349430548475
2048,24.48591231766338,3.3301523008027503,1.0909022280144745,2.0875376246186277
2049,24.237420768231473,3.2906935853917054,1.1525998550977419,2.251110037735448
2050,30.948949149438377,4.1287514450021225,0.47452399069345474,0.7559751386470392
