r,t,y,DiscountedSalvageValue
REGION1,LNDRYEHRBC1,2047,0.0055
REGION1,LNDRYEHRBC1,2048,0.0062
REGION1,LNDRYEHRBC1,2049,0.0064
REGION1,LNDRYEHRBC1,2050,0.0055
REGION1,LNDWHEHRBC1,2037,0.0009
REGION1,LNDWHEHRBC1,2038,0.0017
REGION1,LNDWHEHRBC1,2039,0.0024
REGION1,LNDWHEHRBC1,2040,0.0031
REGION1,LNDWHEHRBC1,2041,0.0037
REGION1,LNDWHEHRBC1,2042,0.0042
REGION1,LNDWHEHRBC1,2044,0.0052
REGION1,LNDWHEHRBC1,2045,0.0056
REGION1,LNDWHEHRBC1,2046,0.0199
REGION1,LNDWHEHRBC1,2047,0.1458
REGION1,LNDWHEHRBC1,2048,0.1529
REGION1,LNDWHEHRBC1,2049,0.1525
REGION1,LNDWHEHRBC1,2050,0.1653
REGION1,MINNGS,2020,0.2066
REGION1,MINNGS,2024,0.0134
REGION1,MINNGS,2025,0.0016
REGION1,MINNGS,2026,0.0132
REGION1,MINNGS,2027,0.0005
REGION1,MINNGS,2030,0.0001
REGION1,MINURN,2028,0.0195
REGION1,MINURN,2029,0.0192
REGION1,MINURN,2030,0.0222
REGION1,MINURN,2031,0.0792
REGION1,MINURN,2032,0.0834
REGION1,MINURN,2033,0.0974
REGION1,MINURN,2034,0.0852
REGION1,MINURN,2035,0.0863
REGION1,MINURN,2036,0.0852
REGION1,MINURN,2037,0.0874
REGION1,MINURN,2038,0.0877
REGION1,MINURN,2039,0.084
REGION1,MINURN,2040,0.0822
REGION1,MINURN,2041,0.0822
REGION1,MINURN,2042,0.0821
REGION1,MINURN,2043,0.0864
REGION1,MINURN,2044,0.0821
REGION1,MINURN,2045,0.0826
REGION1,MINURN,2046,0.069
REGION1,MINURN,2047,0.0551
REGION1,PWRBIOB06,2050,232.0493
REGION1,PWRHYDB13,2025,293.692
REGION1,PWRHYDB13,2046,200.7842
REGION1,PWRHYDB13,2047,411.5201
REGION1,PWRHYDB13,2048,721.2713
REGION1,PWRHYDB13,2049,721.7187
REGION1,PWRHYDB13,2050,960.8937
REGION1,PWRNGSB01,2030,0.1171
REGION1,PWRNGSB01,2031,11.1869
REGION1,PWRNGSB01,2032,16.0297
REGION1,PWRNGSB01,2033,20.4233
REGION1,PWRNGSB01,2034,24.44
REGION1,PWRNGSB01,2035,44.5209
REGION1,PWRNGSB01,2036,31.3739
REGION1,PWRNGSB01,2037,32.6191
REGION1,PWRNGSB01,2038,34.9952
REGION1,PWRNGSB01,2039,40.6963
REGION1,PWRNGSB01,2040,44.813
REGION1,PWRNGSB01,2041,44.9021
REGION1,PWRNGSB01,2042,48.8688
REGION1,PWRNGSB01,2043,46.0374
REGION1,PWRNGSB01,2044,52.3274
REGION1,PWRNGSB01,2045,53.2832
REGION1,PWRNGSB01,2046,28.3019
REGION1,PWRSOLB01,2027,15.9766
REGION1,PWRSOLB01,2048,247.668
REGION1,PWRSOLB01,2049,250.8767
REGION1,PWRURNB01,2028,98.3929
REGION1,PWRURNB01,2029,100.5749
REGION1,PWRURNB01,2030,120.2047
REGION1,PWRURNB01,2031,440.0018
REGION1,PWRURNB01,2032,451.1284
REGION1,PWRURNB01,2033,461.0397
REGION1,PWRURNB01,2034,470.5432
REGION1,PWRURNB01,2035,485.4173
REGION1,PWRURNB01,2036,486.291
REGION1,PWRURNB01,2037,506.0691
REGION1,PWRURNB01,2038,514.166
REGION1,PWRURNB01,2039,498.047
REGION1,PWRURNB01,2040,492.3514
REGION1,PWRURNB01,2041,496.8489
REGION1,PWRURNB01,2042,500.8185
REGION1,PWRURNB01,2043,530.6507
REGION1,PWRURNB01,2044,507.9959
REGION1,PWRURNB01,2045,514.0027
REGION1,PWRURNB01,2046,431.8831
REGION1,PWRURNB01,2047,346.5312
REGION1,PWRWNDB09,2045,262.3488
REGION1,PWRWNDB09,2046,27.5457
REGION1,PWRWNDB09,2047,27.1255
REGION1,PWRWNDB09,2048,29.8034
REGION1,PWRWNDB09,2049,66.8846
