REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMAGRDSL,1,2020,0.001
REGION1,DEMAGRDSL,10,2020,0.001
REGION1,DEMAGRDSL,11,2020,0.001
REGION1,DEMAGRDSL,12,2020,0.001
REGION1,DEMAGRDSL,13,2020,0.001
REGION1,DEMAGRDSL,14,2020,0.001
REGION1,DEMAGRDSL,15,2020,0.001
REGION1,DEMAGRDSL,16,2020,0.001
REGION1,DEMAGRDSL,17,2020,0.001
REGION1,DEMAGRDSL,18,2020,0.001
REGION1,DEMAGRDSL,19,2020,0.001
REGION1,DEMAGRDSL,2,2020,0.001
REGION1,DEMAGRDSL,20,2020,0.001
REGION1,DEMAGRDSL,21,2020,0.001
REGION1,DEMAGRDSL,22,2020,0.001
REGION1,DEMAGRDSL,23,2020,0.001
REGION1,DEMAGRDSL,24,2020,0.001
REGION1,DEMAGRDSL,25,2020,0.001
REGION1,DEMAGRDSL,26,2020,0.001
REGION1,DEMAGRDSL,27,2020,0.001
REGION1,DEMAGRDSL,28,2020,0.001
REGION1,DEMAGRDSL,29,2020,0.001
REGION1,DEMAGRDSL,3,2020,0.001
REGION1,DEMAGRDSL,30,2020,0.001
REGION1,DEMAGRDSL,31,2020,0.001
REGION1,DEMAGRDSL,32,2020,0.001
REGION1,DEMAGRDSL,33,2020,0.001
REGION1,DEMAGRDSL,34,2020,0.001
REGION1,DEMAGRDSL,35,2020,0.001
REGION1,DEMAGRDSL,36,2020,0.001
REGION1,DEMAGRDSL,37,2020,0.001
REGION1,DEMAGRDSL,38,2020,0.001
REGION1,DEMAGRDSL,39,2020,0.001
REGION1,DEMAGRDSL,4,2020,0.001
REGION1,DEMAGRDSL,40,2020,0.001
REGION1,DEMAGRDSL,41,2020,0.001
REGION1,DEMAGRDSL,42,2020,0.001
REGION1,DEMAGRDSL,43,2020,0.001
REGION1,DEMAGRDSL,44,2020,0.001
REGION1,DEMAGRDSL,45,2020,0.001
REGION1,DEMAGRDSL,46,2020,0.001
REGION1,DEMAGRDSL,47,2020,0.001
REGION1,DEMAGRDSL,48,2020,0.001
REGION1,DEMAGRDSL,49,2020,0.001
REGION1,DEMAGRDSL,5,2020,0.001
REGION1,DEMAGRDSL,50,2020,0.001
REGION1,DEMAGRDSL,51,2020,0.001
REGION1,DEMAGRDSL,52,2020,0.001
REGION1,DEMAGRDSL,53,2020,0.001
REGION1,DEMAGRDSL,54,2020,0.001
REGION1,DEMAGRDSL,55,2020,0.001
REGION1,DEMAGRDSL,56,2020,0.001
REGION1,DEMAGRDSL,6,2020,0.001
REGION1,DEMAGRDSL,7,2020,0.001
REGION1,DEMAGRDSL,8,2020,0.001
REGION1,DEMAGRDSL,9,2020,0.001
REGION1,DEMAGRDSL,1,2021,0.001
REGION1,DEMAGRDSL,10,2021,0.001
REGION1,DEMAGRDSL,11,2021,0.001
REGION1,DEMAGRDSL,12,2021,0.001
REGION1,DEMAGRDSL,13,2021,0.001
REGION1,DEMAGRDSL,14,2021,0.001
REGION1,DEMAGRDSL,15,2021,0.001
REGION1,DEMAGRDSL,16,2021,0.001
REGION1,DEMAGRDSL,17,2021,0.001
REGION1,DEMAGRDSL,18,2021,0.001
REGION1,DEMAGRDSL,19,2021,0.001
REGION1,DEMAGRDSL,2,2021,0.001
