REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C05,WTREVTBC1,3,2026,0.085
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2021,0.023
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2022,0.023
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2023,0.023
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2024,0.023
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2025,0.023
REGION1,LNDAGRBC1C05,WTRGRCBC1,3,2026,0.023
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2021,0.42
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2022,0.42
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2023,0.42
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2024,0.42
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2025,0.42
REGION1,LNDAGRBC1C05,WTRSURBC1,3,2026,0.42
REGION1,LNDAGRBC1C05,CRPALF,4,2021,0.0028
REGION1,LNDAGRBC1C05,CRPALF,4,2022,0.0028
REGION1,LNDAGRBC1C05,CRPALF,4,2023,0.0028
REGION1,LNDAGRBC1C05,CRPALF,4,2024,0.0028
REGION1,LNDAGRBC1C05,CRPALF,4,2025,0.0028
REGION1,LNDAGRBC1C05,CRPALF,4,2026,0.0028
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2021,0.10
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2022,0.10
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2023,0.10
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2024,0.10
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2025,0.10
REGION1,LNDAGRBC1C05,WTREVTBC1,4,2026,0.10
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2021,0.022
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2022,0.022
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2023,0.022
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2024,0.022
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2025,0.022
REGION1,LNDAGRBC1C05,WTRGRCBC1,4,2026,0.022
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2021,0.41
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2022,0.41
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2023,0.41
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2024,0.41
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2025,0.41
REGION1,LNDAGRBC1C05,WTRSURBC1,4,2026,0.41
REGION1,LNDAGRBC1C05,CRPALF,5,2021,0.0018
REGION1,LNDAGRBC1C05,CRPALF,5,2022,0.0018
REGION1,LNDAGRBC1C05,CRPALF,5,2023,0.0018
REGION1,LNDAGRBC1C05,CRPALF,5,2024,0.0018
REGION1,LNDAGRBC1C05,CRPALF,5,2025,0.0018
REGION1,LNDAGRBC1C05,CRPALF,5,2026,0.0018
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2021,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2022,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2023,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2024,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2025,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,5,2026,0.11
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2021,0.021
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2022,0.021
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2023,0.021
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2024,0.021
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2025,0.021
REGION1,LNDAGRBC1C05,WTRGRCBC1,5,2026,0.021
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2021,0.40
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2022,0.40
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2023,0.40
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2024,0.40
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2025,0.40
REGION1,LNDAGRBC1C05,WTRSURBC1,5,2026,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2021,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2022,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2023,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2024,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2025,0.40
REGION1,LNDAGRBC1C05,CRPBAR,6,2026,0.40
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2021,0.31
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2022,0.31
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2023,0.31
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2024,0.31
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2025,0.31
REGION1,LNDAGRBC1C05,WTREVTBC1,6,2026,0.31
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2021,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2022,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2023,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2024,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2025,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,6,2026,0.014
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2021,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2022,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2023,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2024,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2025,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,6,2026,0.26
REGION1,LNDAGRBC1C05,CRPBAR,7,2021,0.24
REGION1,LNDAGRBC1C05,CRPBAR,7,2022,0.24
REGION1,LNDAGRBC1C05,CRPBAR,7,2023,0.24
REGION1,LNDAGRBC1C05,CRPBAR,7,2024,0.24
REGION1,LNDAGRBC1C05,CRPBAR,7,2025,0.24
REGION1,LNDAGRBC1C05,CRPBAR,7,2026,0.24
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2021,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2022,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2023,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2024,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2025,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,7,2026,0.29
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2021,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2022,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2023,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2024,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2025,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,7,2026,0.014
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2021,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2022,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2023,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2024,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2025,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,7,2026,0.27
REGION1,LNDAGRBC1C05,CRPBAR,8,2021,0.37
REGION1,LNDAGRBC1C05,CRPBAR,8,2022,0.37
REGION1,LNDAGRBC1C05,CRPBAR,8,2023,0.37
REGION1,LNDAGRBC1C05,CRPBAR,8,2024,0.37
REGION1,LNDAGRBC1C05,CRPBAR,8,2025,0.37
REGION1,LNDAGRBC1C05,CRPBAR,8,2026,0.37
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2021,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2022,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2023,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2024,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2025,0.29
REGION1,LNDAGRBC1C05,WTREVTBC1,8,2026,0.29
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2021,0.012
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2022,0.012
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2023,0.012
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2024,0.012
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2025,0.012
REGION1,LNDAGRBC1C05,WTRGRCBC1,8,2026,0.012
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2021,0.23
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2022,0.23
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2023,0.23
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2024,0.23
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2025,0.23
REGION1,LNDAGRBC1C05,WTRSURBC1,8,2026,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2021,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2022,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2023,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2024,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2025,0.23
REGION1,LNDAGRBC1C05,CRPBAR,9,2026,0.23
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2021,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2022,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2023,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2024,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2025,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,9,2026,0.28
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2021,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2022,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2023,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2024,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2025,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,9,2026,0.013
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2021,0.24
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2022,0.24
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2023,0.24
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2024,0.24
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2025,0.24
REGION1,LNDAGRBC1C05,WTRSURBC1,9,2026,0.24
REGION1,LNDAGRBC1C05,CRPBAR,10,2021,0.11
REGION1,LNDAGRBC1C05,CRPBAR,10,2022,0.11
REGION1,LNDAGRBC1C05,CRPBAR,10,2023,0.11
REGION1,LNDAGRBC1C05,CRPBAR,10,2024,0.11
REGION1,LNDAGRBC1C05,CRPBAR,10,2025,0.11
REGION1,LNDAGRBC1C05,CRPBAR,10,2026,0.11
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2021,0.26
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2022,0.26
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2023,0.26
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2024,0.26
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2025,0.26
REGION1,LNDAGRBC1C05,WTREVTBC1,10,2026,0.26
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2021,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2022,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2023,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2024,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2025,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,10,2026,0.014
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2021,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2022,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2023,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2024,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2025,0.26
REGION1,LNDAGRBC1C05,WTRSURBC1,10,2026,0.26
REGION1,LNDAGRBC1C05,CRPMAI,11,2022,0.0
REGION1,LNDAGRBC1C05,CRPMAI,11,2024,0.0
REGION1,LNDAGRBC1C05,CRPMAI,11,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,11,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,11,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,11,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2023,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2024,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2025,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,11,2026,0.027
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2021,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2022,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2023,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2024,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2025,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,11,2026,0.50
REGION1,LNDAGRBC1C05,CRPMAI,12,2022,0.0
REGION1,LNDAGRBC1C05,CRPMAI,12,2024,0.0
REGION1,LNDAGRBC1C05,CRPMAI,12,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,12,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,12,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,12,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2023,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2024,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2025,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,12,2026,0.027
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2021,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2022,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2023,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2024,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2025,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,12,2026,0.50
REGION1,LNDAGRBC1C05,CRPMAI,13,2022,0.0
REGION1,LNDAGRBC1C05,CRPMAI,13,2024,0.0
REGION1,LNDAGRBC1C05,CRPMAI,13,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,13,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,13,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,13,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2023,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2024,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2025,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,13,2026,0.027
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2021,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2022,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2023,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2024,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2025,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,13,2026,0.50
REGION1,LNDAGRBC1C05,CRPMAI,14,2022,0.0
REGION1,LNDAGRBC1C05,CRPMAI,14,2024,0.0
REGION1,LNDAGRBC1C05,CRPMAI,14,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,14,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,14,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,14,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2023,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2024,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2025,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,14,2026,0.027
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2021,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2022,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2023,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2024,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2025,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,14,2026,0.50
REGION1,LNDAGRBC1C05,CRPMAI,15,2022,0.0
REGION1,LNDAGRBC1C05,CRPMAI,15,2024,0.0
REGION1,LNDAGRBC1C05,CRPMAI,15,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,15,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,15,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,15,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2023,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2024,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2025,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,15,2026,0.027
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2021,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2022,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2023,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2024,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2025,0.50
REGION1,LNDAGRBC1C05,WTRSURBC1,15,2026,0.50
REGION1,LNDAGRBC1C05,CRPOAT,16,2021,0.27
REGION1,LNDAGRBC1C05,CRPOAT,16,2022,0.27
REGION1,LNDAGRBC1C05,CRPOAT,16,2023,0.27
REGION1,LNDAGRBC1C05,CRPOAT,16,2024,0.27
REGION1,LNDAGRBC1C05,CRPOAT,16,2025,0.27
REGION1,LNDAGRBC1C05,CRPOAT,16,2026,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2021,0.30
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2022,0.30
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2023,0.30
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2024,0.30
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2025,0.30
REGION1,LNDAGRBC1C05,WTREVTBC1,16,2026,0.30
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2021,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2022,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2023,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2024,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2025,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,16,2026,0.015
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2021,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2022,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2023,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2024,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2025,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,16,2026,0.28
REGION1,LNDAGRBC1C05,CRPOAT,17,2021,0.17
REGION1,LNDAGRBC1C05,CRPOAT,17,2022,0.17
REGION1,LNDAGRBC1C05,CRPOAT,17,2023,0.17
REGION1,LNDAGRBC1C05,CRPOAT,17,2024,0.17
REGION1,LNDAGRBC1C05,CRPOAT,17,2025,0.17
REGION1,LNDAGRBC1C05,CRPOAT,17,2026,0.17
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2021,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2022,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2023,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2024,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2025,0.28
REGION1,LNDAGRBC1C05,WTREVTBC1,17,2026,0.28
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2021,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2022,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2023,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2024,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2025,0.015
REGION1,LNDAGRBC1C05,WTRGRCBC1,17,2026,0.015
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2021,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2022,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2023,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2024,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2025,0.28
REGION1,LNDAGRBC1C05,WTRSURBC1,17,2026,0.28
REGION1,LNDAGRBC1C05,CRPOAT,18,2021,0.24
REGION1,LNDAGRBC1C05,CRPOAT,18,2022,0.24
REGION1,LNDAGRBC1C05,CRPOAT,18,2023,0.24
REGION1,LNDAGRBC1C05,CRPOAT,18,2024,0.24
REGION1,LNDAGRBC1C05,CRPOAT,18,2025,0.24
REGION1,LNDAGRBC1C05,CRPOAT,18,2026,0.24
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2021,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2022,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2023,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2024,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2025,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,18,2026,0.27
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2021,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2022,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2023,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2024,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2025,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,18,2026,0.013
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2021,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2022,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2023,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2024,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2025,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,18,2026,0.25
REGION1,LNDAGRBC1C05,CRPOAT,19,2021,0.16
REGION1,LNDAGRBC1C05,CRPOAT,19,2022,0.16
REGION1,LNDAGRBC1C05,CRPOAT,19,2023,0.16
REGION1,LNDAGRBC1C05,CRPOAT,19,2024,0.16
REGION1,LNDAGRBC1C05,CRPOAT,19,2025,0.16
REGION1,LNDAGRBC1C05,CRPOAT,19,2026,0.16
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2021,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2022,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2023,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2024,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2025,0.27
REGION1,LNDAGRBC1C05,WTREVTBC1,19,2026,0.27
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2021,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2022,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2023,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2024,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2025,0.013
REGION1,LNDAGRBC1C05,WTRGRCBC1,19,2026,0.013
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2021,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2022,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2023,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2024,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2025,0.25
REGION1,LNDAGRBC1C05,WTRSURBC1,19,2026,0.25
REGION1,LNDAGRBC1C05,CRPOAT,20,2021,0.079
REGION1,LNDAGRBC1C05,CRPOAT,20,2022,0.079
REGION1,LNDAGRBC1C05,CRPOAT,20,2023,0.079
REGION1,LNDAGRBC1C05,CRPOAT,20,2024,0.079
REGION1,LNDAGRBC1C05,CRPOAT,20,2025,0.079
REGION1,LNDAGRBC1C05,CRPOAT,20,2026,0.079
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2021,0.25
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2022,0.25
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2023,0.25
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2024,0.25
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2025,0.25
REGION1,LNDAGRBC1C05,WTREVTBC1,20,2026,0.25
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2021,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2022,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2023,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2024,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2025,0.014
REGION1,LNDAGRBC1C05,WTRGRCBC1,20,2026,0.014
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2021,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2022,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2023,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2024,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2025,0.27
REGION1,LNDAGRBC1C05,WTRSURBC1,20,2026,0.27
REGION1,LNDAGRBC1C05,CRPOTH,21,2022,0.0
REGION1,LNDAGRBC1C05,CRPOTH,21,2024,0.0
REGION1,LNDAGRBC1C05,CRPOTH,21,2026,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,21,2022,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,21,2024,0.0
REGION1,LNDAGRBC1C05,WTREVTBC1,21,2026,0.0
REGION1,LNDAGRBC1C05,WTRGRCBC1,21,2021,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,21,2022,0.027
REGION1,LNDAGRBC1C05,WTRGRCBC1,21,2023,0.027
