cluster_id,Region,Region_ID,Cluster_No,capex,potential_capacity,CF_mean,p_lcoe,Site_ID
East Kootenay_1,East Kootenay,16,1,1.161269,1000.0,0.24440363310743637,1.810324342771833,1
