REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,8,LNDAGRBC1C01,52,2023,0.06740795038641068
REGION1,8,LNDAGRBC1C01,52,2036,0.0257052445710132
REGION1,7,LNDAGRBC1C02,52,2023,0.07532501348408971
REGION1,7,LNDAGRBC1C02,52,2036,0.19445134697969024
REGION1,1,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,2,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,3,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,4,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,5,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,6,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,7,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,8,LNDAGRBC1C05,52,2021,547.386689216555
REGION1,1,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,2,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,3,LNDAGRBC1C05,52,2022,547.4812186623358
REGION1,4,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,5,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,6,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,7,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,8,LNDAGRBC1C05,52,2022,547.4812186623359
REGION1,1,LNDAGRBC1C05,52,2023,547.7198549612859
REGION1,2,LNDAGRBC1C05,52,2023,547.7198549612855
REGION1,3,LNDAGRBC1C05,52,2023,547.7198549612859
REGION1,4,LNDAGRBC1C05,52,2023,547.7198549612859
REGION1,5,LNDAGRBC1C05,52,2023,547.7198549612859
REGION1,6,LNDAGRBC1C05,52,2023,547.7198549612859
REGION1,7,LNDAGRBC1C05,52,2023,547.6445299478019
REGION1,8,LNDAGRBC1C05,52,2023,547.6524470108996
REGION1,1,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,2,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,3,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,4,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,5,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,6,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,7,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,8,LNDAGRBC1C05,52,2024,547.4850556650425
REGION1,1,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,2,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,3,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,4,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,5,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,6,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,7,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,8,LNDAGRBC1C05,52,2025,547.4170577774916
REGION1,1,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,2,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,3,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,4,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,5,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,6,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,7,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,8,LNDAGRBC1C05,52,2026,547.1619092172383
REGION1,1,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,2,LNDAGRBC1C05,52,2027,547.0308084231433
REGION1,3,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,4,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,5,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,6,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,7,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,8,LNDAGRBC1C05,52,2027,547.0308084231434
REGION1,1,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,2,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,3,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,4,LNDAGRBC1C05,52,2028,546.6622377877924
REGION1,5,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,6,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,7,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,8,LNDAGRBC1C05,52,2028,546.6622377877928
REGION1,1,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,2,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,3,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,4,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,5,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,6,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,7,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,8,LNDAGRBC1C05,52,2029,546.4021694353089
REGION1,1,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,2,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,3,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,4,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,5,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,6,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,7,LNDAGRBC1C05,52,2030,546.2225779403456
REGION1,8,LNDAGRBC1C05,52,2030,546.222577940346
REGION1,1,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,2,LNDAGRBC1C05,52,2031,545.9167831480547
REGION1,3,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,4,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,5,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,6,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,7,LNDAGRBC1C05,52,2031,545.9167831480552
REGION1,8,LNDAGRBC1C05,52,2031,545.9167831480552
