REGION,TECHNOLOGY,FUEL,YEAR,VALUE
REGION1,BATTERY_STORAGE,ELCB02,2025,0.4484613072420825
REGION1,BATTERY_STORAGE,ELCB02,2026,8.51850044932219
REGION1,BATTERY_STORAGE,ELCB02,2027,7.793339291463565
REGION1,BATTERY_STORAGE,ELCB02,2028,11.473731424889781
REGION1,BATTERY_STORAGE,ELCB02,2029,5.8066432116823945
REGION1,BATTERY_STORAGE,ELCB02,2030,14.438906931863553
REGION1,BATTERY_STORAGE,ELCB02,2031,15.033891973906528
REGION1,BATTERY_STORAGE,ELCB02,2032,27.04820065358905
REGION1,BATTERY_STORAGE,ELCB02,2033,37.52298753045883
REGION1,BATTERY_STORAGE,ELCB02,2034,42.8255908595211
REGION1,BATTERY_STORAGE,ELCB02,2035,46.02328194656153
REGION1,BATTERY_STORAGE,ELCB02,2036,49.01872365942524
REGION1,BATTERY_STORAGE,ELCB02,2037,51.84263791558403
REGION1,BATTERY_STORAGE,ELCB02,2038,54.86884899549389
REGION1,BATTERY_STORAGE,ELCB02,2039,59.396991897614846
REGION1,BATTERY_STORAGE,ELCB02,2040,64.50353520700354
REGION1,BATTERY_STORAGE,ELCB02,2041,69.37370933816922
REGION1,BATTERY_STORAGE,ELCB02,2042,75.23073766528131
REGION1,BATTERY_STORAGE,ELCB02,2043,81.97660060588987
REGION1,BATTERY_STORAGE,ELCB02,2044,86.14395089209818
REGION1,BATTERY_STORAGE,ELCB02,2045,83.59848958203557
REGION1,BATTERY_STORAGE,ELCB02,2046,80.60269719080561
REGION1,BATTERY_STORAGE,ELCB02,2047,79.38161757729247
REGION1,BATTERY_STORAGE,ELCB02,2048,78.14508271145381
REGION1,BATTERY_STORAGE,ELCB02,2049,76.55144369977074
REGION1,BATTERY_STORAGE,ELCB02,2050,58.252779711163335
REGION1,DEMAGRGWTBC1,AGRWATBC1,2049,0.6002661577827438
REGION1,DEMAGRSURBC1,AGRWATBC1,2021,0.3734761208929624
REGION1,DEMAGRSURBC1,AGRWATBC1,2022,0.3763144300463482
REGION1,DEMAGRSURBC1,AGRWATBC1,2023,0.42292779485593174
REGION1,DEMAGRSURBC1,AGRWATBC1,2024,0.42278681351958924
REGION1,DEMAGRSURBC1,AGRWATBC1,2025,0.4222922185591479
REGION1,DEMAGRSURBC1,AGRWATBC1,2026,0.4392599760415802
REGION1,DEMAGRSURBC1,AGRWATBC1,2027,0.44464479584463773
