,scenario,variable,year,value,unit
464,Canada Net-zero,Waste and Others,2009,44.40289,Megatonnes
465,Canada Net-zero,Waste and Others,2010,45.88144,Megatonnes
466,Canada Net-zero,Waste and Others,2011,47.21734,Megatonnes
467,Canada Net-zero,Waste and Others,2012,47.45911,Megatonnes
468,Canada Net-zero,Waste and Others,2013,48.90671,Megatonnes
469,Canada Net-zero,Waste and Others,2014,46.33105,Megatonnes
470,Canada Net-zero,Waste and Others,2015,47.45318,Megatonnes
471,Canada Net-zero,Waste and Others,2016,47.98844,Megatonnes
472,Canada Net-zero,Waste and Others,2017,48.70280,Megatonnes
473,Canada Net-zero,Waste and Others,2018,49.59370,Megatonnes
474,Canada Net-zero,Waste and Others,2019,49.56743,Megatonnes
475,Canada Net-zero,Waste and Others,2020,46.05725,Megatonnes
476,Canada Net-zero,Waste and Others,2021,46.98380,Megatonnes
477,Canada Net-zero,Waste and Others,2022,45.93380,Megatonnes
478,Canada Net-zero,Waste and Others,2023,44.89153,Megatonnes
479,Canada Net-zero,Waste and Others,2024,44.09905,Megatonnes
480,Canada Net-zero,Waste and Others,2025,42.40463,Megatonnes
481,Canada Net-zero,Waste and Others,2026,41.43356,Megatonnes
482,Canada Net-zero,Waste and Others,2027,40.46111,Megatonnes
483,Canada Net-zero,Waste and Others,2028,39.19911,Megatonnes
484,Canada Net-zero,Waste and Others,2029,37.94544,Megatonnes
485,Canada Net-zero,Waste and Others,2030,36.61004,Megatonnes
486,Canada Net-zero,Waste and Others,2031,36.11297,Megatonnes
487,Canada Net-zero,Waste and Others,2032,35.64935,Megatonnes
488,Canada Net-zero,Waste and Others,2033,35.14572,Megatonnes
489,Canada Net-zero,Waste and Others,2034,34.60264,Megatonnes
490,Canada Net-zero,Waste and Others,2035,34.11998,Megatonnes
491,Canada Net-zero,Waste and Others,2036,33.63094,Megatonnes
492,Canada Net-zero,Waste and Others,2037,33.10020,Megatonnes
493,Canada Net-zero,Waste and Others,2038,32.51512,Megatonnes
494,Canada Net-zero,Waste and Others,2039,31.98097,Megatonnes
495,Canada Net-zero,Waste and Others,2040,31.43365,Megatonnes
496,Canada Net-zero,Waste and Others,2041,30.75218,Megatonnes
497,Canada Net-zero,Waste and Others,2042,30.17683,Megatonnes
498,Canada Net-zero,Waste and Others,2043,29.60382,Megatonnes
499,Canada Net-zero,Waste and Others,2044,29.07735,Megatonnes
500,Canada Net-zero,Waste and Others,2045,28.56453,Megatonnes
501,Canada Net-zero,Waste and Others,2046,28.06051,Megatonnes
502,Canada Net-zero,Waste and Others,2047,27.59453,Megatonnes
503,Canada Net-zero,Waste and Others,2048,27.15183,Megatonnes
504,Canada Net-zero,Waste and Others,2049,26.73312,Megatonnes
505,Canada Net-zero,Waste and Others,2050,26.35733,Megatonnes
