,scenario,variable,year,value,unit
1415,Global Net-zero,Total,2040,204.23838,Megatonnes
1416,Global Net-zero,Total,2041,179.94054,Megatonnes
1417,Global Net-zero,Total,2042,158.60836,Megatonnes
1418,Global Net-zero,Total,2043,138.02767,Megatonnes
1419,Global Net-zero,Total,2044,117.95091,Megatonnes
1420,Global Net-zero,Total,2045,97.26412,Megatonnes
1421,Global Net-zero,Total,2046,76.14346,Megatonnes
1422,Global Net-zero,Total,2047,56.62945,Megatonnes
1423,Global Net-zero,Total,2048,37.41353,Megatonnes
1424,Global Net-zero,Total,2049,18.78031,Megatonnes
1425,Global Net-zero,Total,2050,0.00000,Megatonnes
1426,Global Net-zero,Transportation,2005,156.78923,Megatonnes
1427,Global Net-zero,Transportation,2006,157.66182,Megatonnes
1428,Global Net-zero,Transportation,2007,162.65285,Megatonnes
1429,Global Net-zero,Transportation,2008,163.22526,Megatonnes
1430,Global Net-zero,Transportation,2009,162.03289,Megatonnes
1431,Global Net-zero,Transportation,2010,165.50358,Megatonnes
1432,Global Net-zero,Transportation,2011,164.42336,Megatonnes
1433,Global Net-zero,Transportation,2012,164.61839,Megatonnes
1434,Global Net-zero,Transportation,2013,167.10580,Megatonnes
1435,Global Net-zero,Transportation,2014,164.70716,Megatonnes
1436,Global Net-zero,Transportation,2015,162.59078,Megatonnes
1437,Global Net-zero,Transportation,2016,162.36484,Megatonnes
1438,Global Net-zero,Transportation,2017,165.37102,Megatonnes
1439,Global Net-zero,Transportation,2018,169.31698,Megatonnes
1440,Global Net-zero,Transportation,2019,170.16312,Megatonnes
1441,Global Net-zero,Transportation,2020,143.22023,Megatonnes
1442,Global Net-zero,Transportation,2021,150.11474,Megatonnes
1443,Global Net-zero,Transportation,2022,168.65092,Megatonnes
1444,Global Net-zero,Transportation,2023,172.35512,Megatonnes
1445,Global Net-zero,Transportation,2024,170.31297,Megatonnes
1446,Global Net-zero,Transportation,2025,169.71530,Megatonnes
1447,Global Net-zero,Transportation,2026,167.68366,Megatonnes
1448,Global Net-zero,Transportation,2027,164.96478,Megatonnes
1449,Global Net-zero,Transportation,2028,160.29145,Megatonnes
1450,Global Net-zero,Transportation,2029,155.50014,Megatonnes
1451,Global Net-zero,Transportation,2030,149.80222,Megatonnes
1452,Global Net-zero,Transportation,2031,143.03771,Megatonnes
1453,Global Net-zero,Transportation,2032,135.82206,Megatonnes
1454,Global Net-zero,Transportation,2033,128.15414,Megatonnes
1455,Global Net-zero,Transportation,2034,120.23933,Megatonnes
1456,Global Net-zero,Transportation,2035,111.85439,Megatonnes
1457,Global Net-zero,Transportation,2036,103.05273,Megatonnes
1458,Global Net-zero,Transportation,2037,94.51432,Megatonnes
1459,Global Net-zero,Transportation,2038,86.33994,Megatonnes
1460,Global Net-zero,Transportation,2039,78.51311,Megatonnes
1461,Global Net-zero,Transportation,2040,70.79311,Megatonnes
1462,Global Net-zero,Transportation,2041,63.35552,Megatonnes
1463,Global Net-zero,Transportation,2042,56.32653,Megatonnes
1464,Global Net-zero,Transportation,2043,49.80553,Megatonnes
1465,Global Net-zero,Transportation,2044,43.68606,Megatonnes
1466,Global Net-zero,Transportation,2045,37.99399,Megatonnes
1467,Global Net-zero,Transportation,2046,32.64912,Megatonnes
1468,Global Net-zero,Transportation,2047,27.61852,Megatonnes
1469,Global Net-zero,Transportation,2048,22.92479,Megatonnes
1470,Global Net-zero,Transportation,2049,18.57980,Megatonnes
1471,Global Net-zero,Transportation,2050,14.76673,Megatonnes
1472,Global Net-zero,Waste and Others,2005,52.06563,Megatonnes
1473,Global Net-zero,Waste and Others,2006,50.67911,Megatonnes
1474,Global Net-zero,Waste and Others,2007,50.56911,Megatonnes
1475,Global Net-zero,Waste and Others,2008,48.93659,Megatonnes
1476,Global Net-zero,Waste and Others,2009,44.40289,Megatonnes
1477,Global Net-zero,Waste and Others,2010,45.88144,Megatonnes
1478,Global Net-zero,Waste and Others,2011,47.21734,Megatonnes
1479,Global Net-zero,Waste and Others,2012,47.45911,Megatonnes
1480,Global Net-zero,Waste and Others,2013,48.90671,Megatonnes
1481,Global Net-zero,Waste and Others,2014,46.33105,Megatonnes
1482,Global Net-zero,Waste and Others,2015,47.45318,Megatonnes
1483,Global Net-zero,Waste and Others,2016,47.98844,Megatonnes
1484,Global Net-zero,Waste and Others,2017,48.70280,Megatonnes
1485,Global Net-zero,Waste and Others,2018,49.59370,Megatonnes
1486,Global Net-zero,Waste and Others,2019,49.56743,Megatonnes
1487,Global Net-zero,Waste and Others,2020,46.05725,Megatonnes
1488,Global Net-zero,Waste and Others,2021,46.98380,Megatonnes
1489,Global Net-zero,Waste and Others,2022,45.93380,Megatonnes
1490,Global Net-zero,Waste and Others,2023,44.90290,Megatonnes
1491,Global Net-zero,Waste and Others,2024,44.06437,Megatonnes
1492,Global Net-zero,Waste and Others,2025,42.33729,Megatonnes
1493,Global Net-zero,Waste and Others,2026,41.33597,Megatonnes
1494,Global Net-zero,Waste and Others,2027,40.35854,Megatonnes
1495,Global Net-zero,Waste and Others,2028,39.14535,Megatonnes
1496,Global Net-zero,Waste and Others,2029,37.96006,Megatonnes
1497,Global Net-zero,Waste and Others,2030,36.64642,Megatonnes
1498,Global Net-zero,Waste and Others,2031,36.23487,Megatonnes
1499,Global Net-zero,Waste and Others,2032,35.85173,Megatonnes
1500,Global Net-zero,Waste and Others,2033,35.41488,Megatonnes
1501,Global Net-zero,Waste and Others,2034,34.85237,Megatonnes
1502,Global Net-zero,Waste and Others,2035,34.33036,Megatonnes
1503,Global Net-zero,Waste and Others,2036,33.77610,Megatonnes
1504,Global Net-zero,Waste and Others,2037,33.18921,Megatonnes
1505,Global Net-zero,Waste and Others,2038,32.55535,Megatonnes
1506,Global Net-zero,Waste and Others,2039,31.95494,Megatonnes
1507,Global Net-zero,Waste and Others,2040,31.36872,Megatonnes
1508,Global Net-zero,Waste and Others,2041,30.63092,Megatonnes
1509,Global Net-zero,Waste and Others,2042,29.99942,Megatonnes
1510,Global Net-zero,Waste and Others,2043,29.41458,Megatonnes
1511,Global Net-zero,Waste and Others,2044,28.87253,Megatonnes
1512,Global Net-zero,Waste and Others,2045,28.35097,Megatonnes
1513,Global Net-zero,Waste and Others,2046,27.83071,Megatonnes
1514,Global Net-zero,Waste and Others,2047,27.34417,Megatonnes
1515,Global Net-zero,Waste and Others,2048,26.89853,Megatonnes
1516,Global Net-zero,Waste and Others,2049,26.53697,Megatonnes
1517,Global Net-zero,Waste and Others,2050,26.20109,Megatonnes
