REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,INFLOW01,1,2020,0.3447096288410096
REGION1,INFLOW01,2,2020,0.3360261377363793
REGION1,INFLOW01,3,2020,0.3307452156950689
REGION1,INFLOW01,4,2020,0.2400000768008685
REGION1,INFLOW01,5,2020,0.1234347414673924
REGION1,INFLOW01,1,2021,0.3447096288410096
REGION1,INFLOW01,2,2021,0.3360261377363793
REGION1,INFLOW01,3,2021,0.3307452156950689
REGION1,INFLOW01,4,2021,0.2400000768008685
REGION1,INFLOW01,5,2021,0.1234347414673924
REGION1,INFLOW01,1,2022,0.3447096288410096
REGION1,INFLOW01,2,2022,0.3360261377363793
REGION1,INFLOW01,3,2022,0.3307452156950689
REGION1,INFLOW01,4,2022,0.2400000768008685
REGION1,INFLOW01,5,2022,0.1234347414673924
REGION1,INFLOW01,1,2023,0.3447096288410096
REGION1,INFLOW01,2,2023,0.3360261377363793
REGION1,INFLOW01,3,2023,0.3307452156950689
REGION1,INFLOW01,4,2023,0.2400000768008685
REGION1,INFLOW01,5,2023,0.1234347414673924
REGION1,INFLOW01,1,2024,0.3447096288410096
REGION1,INFLOW01,2,2024,0.3360261377363793
REGION1,INFLOW01,3,2024,0.3307452156950689
REGION1,INFLOW01,4,2024,0.2400000768008685
REGION1,INFLOW01,5,2024,0.1234347414673924
REGION1,INFLOW01,1,2025,0.3447096288410096
REGION1,INFLOW01,2,2025,0.3360261377363793
REGION1,INFLOW01,3,2025,0.3307452156950689
REGION1,INFLOW01,4,2025,0.2400000768008685
REGION1,INFLOW01,5,2025,0.1234347414673924
REGION1,INFLOW01,1,2026,0.3447096288410096
REGION1,INFLOW01,2,2026,0.3360261377363793
REGION1,INFLOW01,3,2026,0.3307452156950689
REGION1,INFLOW01,4,2026,0.2400000768008685
REGION1,INFLOW01,5,2026,0.1234347414673924
REGION1,INFLOW01,1,2027,0.3447096288410096
REGION1,INFLOW01,2,2027,0.3360261377363793
REGION1,INFLOW01,3,2027,0.3307452156950689
REGION1,INFLOW01,4,2027,0.2400000768008685
REGION1,INFLOW01,5,2027,0.1234347414673924
REGION1,INFLOW01,1,2028,0.3447096288410096
REGION1,INFLOW01,2,2028,0.3360261377363793
REGION1,INFLOW01,3,2028,0.3307452156950689
